wavelength,flux
3419.183605,4.148425973e-17
3419.79593,4.752249844e-17
3420.408255,3.541849392e-17
3421.02058,3.696323799e-17
3421.632905,4.922696859e-17
3422.24523,3.950736653e-17
3422.857555,2.798349848e-17
3423.46988,3.852255062e-17
3424.082205,4.651009773e-17
3424.69453,3.938716407e-17
3425.306855,5.357482176e-17
3425.91918,6.097558836e-17
3426.531505,4.833404248e-17
3427.14383,4.151943094e-17
3427.756155,5.280866201e-17
3428.36848,5.360364687e-17
3428.980805,4.720690499e-17
3429.59313,4.779074503e-17
3430.205455,4.268771623e-17
3430.81778,3.880116275e-17
3431.430105,5.303305663e-17
3432.04243,5.149741197e-17
3432.654755,4.777698301e-17
3433.26708,5.016164786e-17
3433.879405,4.523096793e-17
3434.49173,3.665324067e-17
3435.104055,3.156308775e-17
3435.71638,3.87212389e-17
3436.328705,4.285536119e-17
3436.94103,4.45154862e-17
3437.553355,4.199970643e-17
3438.16568,3.807054012e-17
3438.778005,3.817367727e-17
3439.39033,3.560545273e-17
3440.002655,3.911650961e-17
3440.61498,5.029016558e-17
3441.227305,3.958599637e-17
3441.83963,3.753612022e-17
3442.451955,3.389806981e-17
3443.06428,4.449879766e-17
3443.676605,5.255341826e-17
3444.28893,3.397658873e-17
3444.901255,4.80821361e-17
3445.51358,5.415120472e-17
3446.125905,4.541221688e-17
3446.73823,4.492122981e-17
3447.350555,4.559240111e-17
3447.96288,3.503559143e-17
3448.575205,3.350677547e-17
3449.18753,4.728432607e-17
3449.799855,4.302653965e-17
3450.41218,2.983388065e-17
3451.024505,3.435786715e-17
3451.63683,3.608883568e-17
3452.249155,3.809980893e-17
3452.86148,4.525382358e-17
3453.473805,3.729656526e-17
3454.08613,3.542892271e-17
3454.698455,4.407742597e-17
3455.31078,5.372447423e-17
3455.923105,5.502606076e-17
3456.53543,5.739282989e-17
3457.147755,4.342491281e-17
3457.76008,3.212382127e-17
3458.372405,5.461502045e-17
3458.98473,4.019420647e-17
3459.597055,3.581318625e-17
3460.20938,4.688575966e-17
3460.821705,4.243223008e-17
3461.43403,3.86847132e-17
3462.046355,3.911781248e-17
3462.65868,4.296792564e-17
3463.271005,3.845543285e-17
3463.88333,3.57329992e-17
3464.495655,4.032520008e-17
3465.10798,3.628306227e-17
3465.720305,3.898804759e-17
3466.33263,4.829340441e-17
3466.944955,5.152005677e-17
3467.55728,5.230384852e-17
3468.169605,4.513569022e-17
3468.78193,4.963648697e-17
3469.394255,4.837505868e-17
3470.00658,4.423752904e-17
3470.618905,5.077533448e-17
3471.23123,3.927925558e-17
3471.843555,3.991345245e-17
3472.45588,5.173048164e-17
3473.068205,5.58357082e-17
3473.68053,4.896871223e-17
3474.292855,3.267311079e-17
3474.90518,4.619314843e-17
3475.517505,4.447914717e-17
3476.12983,4.198512667e-17
3476.742155,4.965262252e-17
3477.35448,4.806368394e-17
3477.966805,4.710055205e-17
3478.57913,4.287216341e-17
3479.191455,4.950859475e-17
3479.80378,5.880493505e-17
3480.416105,4.744107279e-17
3481.02843,4.862429463e-17
3481.640755,4.918158843e-17
3482.25308,4.189961141e-17
3482.865405,3.90741006e-17
3483.47773,4.946893019e-17
3484.090055,4.725920934e-17
3484.70238,4.21356579e-17
3485.314705,4.820143432e-17
3485.92703,4.849496485e-17
3486.539355,4.722075635e-17
3487.15168,4.666836177e-17
3487.764005,4.124259794e-17
3488.37633,4.054061377e-17
3488.988655,4.177492932e-17
3489.60098,3.939625267e-17
3490.213305,4.749624627e-17
3490.82563,5.482935147e-17
3491.437955,4.545079817e-17
3492.05028,4.650223118e-17
3492.662605,3.748216475e-17
3493.27493,4.76156666e-17
3493.887255,4.767355928e-17
3494.49958,4.23611948e-17
3495.111905,4.581991169e-17
3495.72423,5.064352442e-17
3496.336555,5.717987126e-17
3496.94888,5.022703784e-17
3497.561205,4.464508487e-17
3498.17353,4.541823821e-17
3498.785855,3.874649781e-17
3499.39818,4.339166272e-17
3500.010505,4.949780547e-17
3500.62283,4.409758311e-17
3501.235155,4.833298886e-17
3501.84748,5.020961196e-17
3502.459805,4.562453957e-17
3503.07213,5.080266635e-17
3503.684455,4.764361948e-17
3504.29678,4.07423187e-17
3504.909105,5.682463452e-17
3505.52143,5.671332262e-17
3506.133755,5.012238669e-17
3506.74608,4.485025373e-17
3507.358405,5.076525341e-17
3507.97073,3.956192557e-17
3508.583055,3.825628017e-17
3509.19538,4.552406999e-17
3509.807705,3.858523211e-17
3510.42003,3.988999661e-17
3511.032355,4.856633485e-17
3511.64468,5.274834299e-17
3512.257005,6.111827248e-17
3512.86933,5.46600843e-17
3513.481655,5.956865575e-17
3514.09398,5.842701403e-17
3514.706305,4.39867275e-17
3515.31863,4.960998456e-17
3515.930955,5.051188457e-17
3516.54328,5.0505179e-17
3517.155605,5.417338975e-17
3517.76793,4.719163669e-17
3518.380255,4.545767605e-17
3518.99258,4.837007952e-17
3519.604905,4.509039823e-17
3520.21723,4.096206861e-17
3520.829555,4.737550667e-17
3521.44188,4.773735916e-17
3522.054205,3.657265219e-17
3522.66653,3.75041162e-17
3523.278855,4.696007787e-17
3523.89118,4.679518098e-17
3524.503505,4.181452633e-17
3525.11583,5.246878008e-17
3525.728155,4.506313819e-17
3526.34048,4.465955475e-17
3526.952805,4.821253041e-17
3527.56513,4.343525536e-17
3528.177455,4.713054267e-17
3528.78978,4.897590126e-17
3529.402105,6.229053061e-17
3530.01443,4.661252057e-17
3530.626755,4.791401401e-17
3531.23908,5.464808009e-17
3531.851405,4.455068669e-17
3532.46373,4.824523108e-17
3533.076055,5.304192605e-17
3533.68838,5.316470335e-17
3534.300705,4.319369157e-17
3534.91303,3.617257955e-17
3535.525355,4.608451462e-17
3536.13768,4.867027496e-17
3536.750005,5.169050204e-17
3537.36233,4.888458652e-17
3537.974655,4.745670158e-17
3538.58698,4.828624169e-17
3539.199305,5.378847975e-17
3539.81163,5.277240502e-17
3540.423955,4.77804146e-17
3541.03628,4.656226689e-17
3541.648605,4.328055201e-17
3542.26093,4.143825614e-17
3542.873255,4.107983e-17
3543.48558,3.495545579e-17
3544.097905,4.366916594e-17
3544.71023,5.734206319e-17
3545.322555,5.198683144e-17
3545.93488,4.341570566e-17
3546.547205,4.549847934e-17
3547.15953,4.960836808e-17
3547.771855,5.614760461e-17
3548.38418,5.322091926e-17
3548.996505,4.569271251e-17
3549.60883,4.804514365e-17
3550.221155,5.329075652e-17
3550.83348,4.593499517e-17
3551.445805,5.329992294e-17
3552.05813,4.830349509e-17
3552.670455,4.732106689e-17
3553.28278,5.457622648e-17
3553.895105,5.039445572e-17
3554.50743,4.786873848e-17
3555.119755,5.339171608e-17
3555.73208,4.395880016e-17
3556.344405,4.683691809e-17
3556.95673,5.456334216e-17
3557.569055,4.991272266e-17
3558.18138,4.270857892e-17
3558.793705,5.040647977e-17
3559.40603,5.668459341e-17
3560.018355,5.787405356e-17
3560.63068,5.164811103e-17
3561.243005,4.644651671e-17
3561.85533,5.143577576e-17
3562.467655,5.301041235e-17
3563.07998,4.925392332e-17
3563.692305,5.070191199e-17
3564.30463,4.81088119e-17
3564.916955,4.724231997e-17
3565.52928,4.743739249e-17
3566.141605,5.67197542e-17
3566.75393,5.668830273e-17
3567.366255,4.65903178e-17
3567.97858,4.844694595e-17
3568.590905,5.090526034e-17
3569.20323,5.327350403e-17
3569.815555,4.974047486e-17
3570.42788,4.223507166e-17
3571.040205,4.987577919e-17
3571.65253,5.799298295e-17
3572.264855,4.903824097e-17
3572.87718,4.963186851e-17
3573.489505,4.532986829e-17
3574.10183,5.625253708e-17
3574.714155,5.462276611e-17
3575.32648,4.704242145e-17
3575.938805,5.044114025e-17
3576.55113,4.309957739e-17
3577.163455,4.728980217e-17
3577.77578,5.140793727e-17
3578.388105,5.186177634e-17
3579.00043,5.464164812e-17
3579.612755,5.401822199e-17
3580.22508,4.857195987e-17
3580.837405,4.847982162e-17
3581.44973,5.351146841e-17
3582.062055,5.425423748e-17
3582.67438,4.455241834e-17
3583.286705,4.916694162e-17
3583.89903,5.679019304e-17
3584.511355,5.94192653e-17
3585.12368,5.282661201e-17
3585.736005,4.896147862e-17
3586.34833,5.234497495e-17
3586.960655,4.954056892e-17
3587.57298,5.282159819e-17
3588.185305,4.737756388e-17
3588.79763,4.358278653e-17
3589.409955,4.755044329e-17
3590.02228,5.068593892e-17
3590.634605,4.975431229e-17
3591.24693,4.530943071e-17
3591.859255,5.338758188e-17
3592.47158,5.063434604e-17
3593.083905,4.269838957e-17
3593.69623,5.118015573e-17
3594.308555,5.184718429e-17
3594.92088,5.232155986e-17
3595.533205,5.11851539e-17
3596.14553,4.953705419e-17
3596.757855,5.950661098e-17
3597.37018,6.523336187e-17
3597.982505,5.756090101e-17
3598.59483,5.520590733e-17
3599.207155,5.674612632e-17
3599.81948,4.675284896e-17
3600.431805,4.87379856e-17
3601.04413,4.954156471e-17
3601.656455,5.761041838e-17
3602.26878,5.801228686e-17
3602.881105,6.019661927e-17
3603.49343,5.572449687e-17
3604.105755,5.296380811e-17
3604.71808,4.868130776e-17
3605.330405,5.207878812e-17
3605.94273,5.655519357e-17
3606.555055,4.795061918e-17
3607.16738,5.153083563e-17
3607.779705,6.181455569e-17
3608.39203,5.71240564e-17
3609.004355,4.821906961e-17
3609.61668,5.211954918e-17
3610.229005,6.076285441e-17
3610.84133,5.964107369e-17
3611.453655,5.713496666e-17
3612.06598,5.144737467e-17
3612.678305,4.824531397e-17
3613.29063,5.018234752e-17
3613.902955,4.781313169e-17
3614.51528,5.027434684e-17
3615.127605,5.823998489e-17
3615.73993,5.40124683e-17
3616.352255,5.017065805e-17
3616.96458,5.224589349e-17
3617.576905,5.15498043e-17
3618.18923,5.311296698e-17
3618.801555,5.813750027e-17
3619.41388,5.755116088e-17
3620.026205,5.029116686e-17
3620.63853,5.484786361e-17
3621.250855,5.950458405e-17
3621.86318,5.780783047e-17
3622.475505,5.68701847e-17
3623.08783,5.398688345e-17
3623.700155,5.297480269e-17
3624.31248,5.413042958e-17
3624.924805,6.06711416e-17
3625.53713,6.355938294e-17
3626.149455,5.768138998e-17
3626.76178,5.683105723e-17
3627.374105,5.986705919e-17
3627.98643,5.777058148e-17
3628.598755,5.07813084e-17
3629.21108,5.946432572e-17
3629.823405,6.22798742e-17
3630.43573,5.955937899e-17
3631.048055,5.878469582e-17
3631.66038,5.374972438e-17
3632.272705,5.214721825e-17
3632.88503,6.00243843e-17
3633.497355,6.455575397e-17
3634.10968,5.745745396e-17
3634.722005,5.452561748e-17
3635.33433,5.27262018e-17
3635.946655,5.371577358e-17
3636.55898,5.879042934e-17
3637.171305,6.159791941e-17
3637.78363,5.956193164e-17
3638.395955,5.167686348e-17
3639.00828,4.845386717e-17
3639.620605,5.006489737e-17
3640.23293,5.697692112e-17
3640.845255,5.752853981e-17
3641.45758,5.260828296e-17
3642.069905,4.980396027e-17
3642.68223,4.887247347e-17
3643.294555,5.427543884e-17
3643.90688,5.763509585e-17
3644.519205,6.19911417e-17
3645.13153,6.037379026e-17
3645.743855,5.119588253e-17
3646.35618,5.561870774e-17
3646.968505,5.445456565e-17
3647.58083,5.105182318e-17
3648.193155,4.783540654e-17
3648.80548,5.496696161e-17
3649.417805,6.798816364e-17
3650.03013,6.40717861e-17
3650.642455,5.636191579e-17
3651.25478,5.534728082e-17
3651.867105,5.516613716e-17
3652.47943,5.463434541e-17
3653.091755,5.629505552e-17
3653.70408,5.699539446e-17
3654.316405,5.394058925e-17
3654.92873,5.670697215e-17
3655.541055,5.506269248e-17
3656.15338,5.716853844e-17
3656.765705,5.431322147e-17
3657.37803,4.511643069e-17
3657.990355,5.632347888e-17
3658.60268,6.493528874e-17
3659.215005,5.662240996e-17
3659.82733,5.746952206e-17
3660.439655,6.363467185e-17
3661.05198,5.634597501e-17
3661.664305,4.637393036e-17
3662.27663,5.924685267e-17
3662.888955,5.965232824e-17
3663.50128,5.532150765e-17
3664.113605,5.627079877e-17
3664.72593,6.29938813e-17
3665.338255,6.717443916e-17
3665.95058,6.51104855e-17
3666.562905,5.520590779e-17
3667.17523,6.041490962e-17
3667.787555,5.707393736e-17
3668.39988,6.068012614e-17
3669.012205,6.306713638e-17
3669.62453,5.255744675e-17
3670.236855,5.809958451e-17
3670.84918,6.352815463e-17
3671.461505,6.471126327e-17
3672.07383,5.939463854e-17
3672.686155,6.035171802e-17
3673.29848,5.778891539e-17
3673.910805,5.768977638e-17
3674.52313,5.717770646e-17
3675.135455,5.639798435e-17
3675.74778,6.245932486e-17
3676.360105,6.077128689e-17
3676.97243,5.207046163e-17
3677.584755,5.379722917e-17
3678.19708,5.721398566e-17
3678.809405,6.085988921e-17
3679.42173,5.84417083e-17
3680.034055,5.608140932e-17
3680.64638,6.322480145e-17
3681.258705,6.629304691e-17
3681.87103,5.789802459e-17
3682.483355,5.638985034e-17
3683.09568,6.121356905e-17
3683.708005,6.285379704e-17
3684.32033,6.554050138e-17
3684.932655,5.934478914e-17
3685.54498,5.637976153e-17
3686.157305,6.087904044e-17
3686.76963,6.210362565e-17
3687.381955,5.82041556e-17
3687.99428,5.46437732e-17
3688.606605,6.194223453e-17
3689.21893,6.402132149e-17
3689.831255,5.65651814e-17
3690.44358,5.912046307e-17
3691.055905,5.999594773e-17
3691.66823,5.471712758e-17
