wavelength,flux
3687.225637,-2.389679
3687.257615,35.09659
3687.289594,2.44611
3687.321573,68.41686
3687.353552,101.476
3687.385531,21.69432
3687.417511,-59.10757
3687.449491,49.14748
3687.481471,108.8313
3687.513451,106.0595
3687.545432,127.5226
3687.577413,10.52121
3687.609394,62.09856
3687.641376,61.02497
3687.673358,-52.7461
3687.70534,-35.24069
3687.737322,88.81219
3687.769305,-25.59595
3687.801288,21.41747
3687.833271,96.85223
3687.865254,41.40148
3687.897238,0.4405003
3687.929222,7.097259
3687.961206,8.670505
3687.993191,39.61009
3688.025176,-64.30666
3688.057161,-66.17402
3688.089146,44.80705
3688.121132,27.9665
3688.153118,-13.93391
3688.185104,136.7876
3688.217091,75.44067
3688.249078,-67.80676
3688.281065,-105.6054
3688.313052,-11.87904
3688.34504,78.93444
3688.377028,-54.86189
3688.409016,-35.05387
3688.441004,69.06455
3688.472993,96.72544
3688.504982,141.7666
3688.536972,49.06305
3688.568961,62.90521
3688.600951,-0.6131066
3688.632941,-35.76214
3688.664932,-16.86824
3688.696922,67.32488
3688.728913,-30.54501
3688.760905,-53.29746
3688.792896,-8.942749
3688.824888,33.80397
3688.85688,39.82301
3688.888872,101.129
3688.920865,76.72659
3688.952858,71.48981
3688.984851,-27.00387
3689.016845,54.44324
3689.048838,16.6964
3689.080832,54.21668
3689.112827,-13.17773
3689.144821,-43.58485
3689.176816,-57.70728
3689.208811,-78.12503
3689.240807,-18.49677
3689.272802,40.81539
3689.304798,43.04069
3689.336795,26.24651
3689.368791,-50.06605
3689.400788,117.489
3689.432785,14.39692
3689.464782,94.51548
3689.49678,-17.4441
3689.528778,69.90481
3689.560776,17.60982
3689.592775,-24.67261
3689.624773,10.39114
3689.656772,-25.33355
3689.688772,-41.8765
3689.720771,-114.1761
3689.752771,-127.6622
3689.784771,-76.67003
3689.816772,-63.54291
3689.848772,-80.73093
3689.880773,-32.26305
3689.912775,47.74189
3689.944776,50.94338
3689.976778,88.14915
3690.00878,-16.12429
3690.040782,-3.627965
3690.072785,-66.52745
3690.104788,-92.06467
3690.136791,-110.2903
3690.168794,-19.96664
3690.200798,-53.98468
3690.232802,-78.85594
3690.264807,-53.22111
3690.296811,-21.87344
3690.328816,1.471279
3690.360821,2.144641
3690.392826,-49.43679
3690.424832,5.147952
3690.456838,17.12425
3690.488844,-11.22695
3690.520851,-43.71793
3690.552858,37.71684
3690.584865,-21.36117
3690.616872,-77.2764
3690.64888,-36.75923
3690.680888,-93.71668
3690.712896,-111.2589
3690.744904,-48.09202
3690.776913,63.20855
3690.808922,92.23618
3690.840931,45.2732
3690.872941,-50.35522
3690.904951,-71.70308
3690.936961,-92.94006
3690.968971,-170.0443
3691.000982,-229.5712
3691.032993,-178.2269
3691.065004,-92.38575
3691.097016,0.898016
3691.129027,44.82713
3691.16104,109.6578
3691.193052,87.42103
3691.225065,-28.97773
3691.257077,-88.92048
3691.289091,-131.2861
3691.321104,-38.71777
3691.353118,-106.8614
3691.385132,-104.3586
3691.417146,-61.93698
3691.449161,22.02354
3691.481176,-28.13946
3691.513191,42.48116
3691.545206,91.6672
3691.577222,84.33968
3691.609238,-19.49675
3691.641254,-27.00103
3691.67327,-15.93652
3691.705287,132.2701
3691.737304,53.48277
3691.769322,24.46655
3691.801339,146.3653
3691.833357,-22.14686
3691.865375,-72.9567
3691.897394,-8.789042
3691.929413,38.17361
3691.961432,113.0745
3691.993451,33.87778
3692.02547,-46.69416
3692.05749,109.2081
3692.08951,71.94647
3692.121531,72.38709
3692.153551,71.24951
3692.185572,145.2759
3692.217594,-2.969161
3692.249615,62.11544
3692.281637,58.26306
3692.313659,74.32363
3692.345681,21.74162
3692.377704,-76.59667
3692.409727,10.1668
3692.44175,55.06122
3692.473773,45.82026
3692.505797,29.12931
3692.537821,4.128949
3692.569845,-11.22965
3692.60187,12.68838
3692.633895,73.06764
3692.66592,67.99444
3692.697945,13.73266
3692.729971,-29.30191
3692.761997,-49.3902
3692.794023,44.09169
3692.82605,-10.18793
3692.858077,-5.395399
3692.890104,-71.85433
3692.922131,-87.46304
3692.954159,-76.72349
3692.986187,-51.96802
3693.018215,18.01189
3693.050243,-34.64537
3693.082272,38.05447
3693.114301,43.60937
3693.14633,60.61455
3693.17836,-17.52558
3693.21039,18.02998
3693.24242,15.54835
3693.27445,33.09484
3693.306481,-38.46679
3693.338512,-51.87892
3693.370543,-126.4121
3693.402574,-39.50394
3693.434606,-54.32656
3693.466638,-67.8905
3693.498671,39.35629
3693.530703,-21.81423
3693.562736,-15.01225
3693.594769,101.6896
3693.626803,114.7892
3693.658837,37.20324
3693.690871,50.58932
3693.722905,-34.16464
3693.754939,-73.47704
3693.786974,-48.27714
3693.819009,-21.13136
3693.851045,-103.2434
3693.88308,-79.57616
3693.915116,36.8344
3693.947153,60.99235
3693.979189,128.4907
3694.011226,32.48661
3694.043263,23.77557
3694.0753,47.37497
3694.107338,83.17371
3694.139376,-18.5213
3694.171414,10.64499
3694.203453,26.77974
3694.235491,-19.22046
3694.26753,42.33221
3694.29957,28.11938
3694.331609,-3.472918
3694.363649,-4.056907
3694.395689,14.04717
3694.427729,50.67544
3694.45977,27.73409
3694.491811,86.71508
3694.523852,-34.37024
3694.555894,11.22354
3694.587936,46.01991
3694.619978,112.5611
3694.65202,80.07594
3694.684063,24.59029
3694.716106,-4.524742
3694.748149,-69.7393
3694.780192,-24.81883
3694.812236,-37.44428
3694.84428,35.79884
3694.876324,7.603997
3694.908369,-33.85855
3694.940414,11.77658
3694.972459,13.82324
3695.004504,98.57414
3695.03655,35.82449
3695.068596,28.35592
3695.100642,-31.57909
3695.132689,-30.33875
3695.164735,-43.11145
3695.196782,-60.58208
3695.22883,-46.77829
3695.260877,-116.1606
3695.292925,-31.52685
3695.324974,-150.5744
3695.357022,-46.06886
3695.389071,-27.69101
3695.42112,-9.071488
3695.453169,-9.431151
3695.485219,19.05704
3695.517268,45.3163
3695.549319,25.12009
3695.581369,29.54379
3695.61342,-13.63472
3695.645471,-21.9904
3695.677522,-147.1895
3695.709573,-192.3856
3695.741625,-64.46271
3695.773677,-17.4386
3695.80573,-48.51376
3695.837782,-32.18982
3695.869835,13.30195
3695.901888,78.1077
3695.933942,54.42506
3695.965996,44.46584
3695.99805,45.66397
3696.030104,-14.05368
3696.062158,-31.16546
3696.094213,-108.1429
3696.126268,-95.27615
3696.158324,-70.94128
3696.19038,-89.61211
3696.222435,-4.743957
3696.254492,7.306608
3696.286548,34.27891
3696.318605,12.97941
3696.350662,-83.25728
3696.382719,-107.0405
3696.414777,25.02601
3696.446835,-42.68089
3696.478893,-16.12573
3696.510952,-97.42367
3696.54301,36.03948
3696.575069,-107.3748
3696.607129,41.51856
3696.639188,98.32143
3696.671248,98.30846
3696.703308,3.366393
3696.735369,-42.14179
3696.767429,-43.32499
3696.79949,15.73324
3696.831552,-9.945461
3696.863613,8.14654
3696.895675,57.44722
3696.927737,63.82137
3696.959799,-30.31613
3696.991862,55.69394
3697.023925,112.8635
3697.055988,29.46848
3697.088052,54.75138
3697.120115,-6.815886
3697.152179,77.20996
3697.184244,49.9463
3697.216308,15.89204
3697.248373,47.33115
3697.280438,27.90851
3697.312504,-22.65158
3697.344569,-12.8498
3697.376635,41.23657
3697.408702,107.3726
3697.440768,106.6084
3697.472835,-23.08861
3697.504902,20.28245
3697.536969,81.31303
3697.569037,9.898918
3697.601105,-1.22084
3697.633173,37.75659
3697.665242,12.54173
3697.69731,52.46329
3697.729379,51.90477
3697.761449,89.85985
3697.793518,70.54842
3697.825588,32.16402
3697.857658,-14.48709
3697.889729,56.15208
3697.9218,68.68675
3697.953871,100.1061
3697.985942,58.12431
3698.018013,66.80009
3698.050085,59.07711
3698.082157,88.26766
3698.11423,48.99463
3698.146302,-4.842497
3698.178375,-1.065542
3698.210448,2.885366
3698.242522,62.22621
3698.274596,99.66573
3698.30667,146.407
3698.338744,70.71254
3698.370819,17.47368
3698.402893,-34.4982
3698.434969,-4.438172
3698.467044,61.06597
3698.49912,-29.4513
3698.531196,-31.79958
3698.563272,37.72103
3698.595349,25.52432
3698.627425,91.28812
3698.659502,47.89375
3698.69158,25.00081
3698.723658,2.779794
3698.755735,-74.41286
3698.787814,-35.7447
3698.819892,49.34027
3698.851971,-24.52994
3698.88405,-6.413183
3698.916129,2.170365
3698.948209,-1.45055
3698.980289,20.77283
3699.012369,24.94306
3699.044449,24.88171
3699.07653,87.12779
3699.108611,-75.55853
3699.140692,-59.11594
3699.172774,58.48455
3699.204856,56.9782
3699.236938,72.93153
3699.26902,48.23776
3699.301103,0.1469452
3699.333186,30.96605
3699.365269,-26.92768
3699.397353,104.4567
3699.429436,87.21772
3699.46152,90.34383
3699.493605,5.380929
3699.525689,12.85654
3699.557774,78.56332
3699.589859,77.8111
3699.621945,121.8619
3699.654031,50.96397
3699.686117,87.42054
3699.718203,77.42226
3699.750289,57.06803
3699.782376,50.75341
3699.814463,81.13008
3699.846551,53.84009
3699.878638,65.03943
3699.910726,65.26338
3699.942815,9.433071
3699.974903,41.34611
3700.006992,36.46491
3700.039081,6.676681
3700.07117,34.87926
3700.10326,16.96524
3700.13535,-18.50865
3700.16744,51.49848
3700.199531,-17.53056
3700.231621,42.80049
3700.263712,69.69655
3700.295804,57.71015
3700.327895,33.47153
3700.359987,-18.23018
3700.392079,19.97907
3700.424172,-34.21046
3700.456264,3.449761
3700.488357,-25.86324
3700.52045,-1.856155
3700.552544,23.22481
3700.584638,111.9075
3700.616732,114.0729
3700.648826,114.7446
3700.680921,107.658
3700.713016,-29.81909
3700.745111,68.50482
3700.777206,37.39336
3700.809302,2.552773
3700.841398,51.92527
3700.873494,53.07985
3700.905591,14.7206
3700.937688,90.20841
3700.969785,106.7496
3701.001882,178.4272
3701.03398,105.4501
3701.066078,70.93534
3701.098176,62.51944
3701.130275,59.96223
3701.162374,33.51126
3701.194473,-38.83031
3701.226572,16.91924
3701.258672,43.90646
3701.290772,3.786933
3701.322872,-29.72819
3701.354972,54.09859
3701.387073,87.302
3701.419174,57.74838
3701.451275,29.17308
3701.483377,70.3063
3701.515479,58.78047
3701.547581,37.04114
3701.579684,-13.80926
3701.611786,39.10526
3701.643889,38.37784
3701.675992,-57.41894
3701.708096,-55.35048
3701.7402,-14.91686
3701.772304,-3.12454
3701.804408,-15.21833
3701.836513,75.3359
3701.868618,67.01842
3701.900723,8.57791
3701.932829,19.81542
3701.964934,-66.99068
3701.99704,56.9002
3702.029147,27.64875
3702.061253,-1.304853
3702.09336,22.02574
3702.125467,5.042737
3702.157575,-48.21819
3702.189683,-8.966063
3702.221791,66.40267
3702.253899,103.6783
3702.286007,0.361408
3702.318116,-10.68101
3702.350225,15.21094
3702.382335,-50.03026
3702.414444,-4.755723
3702.446554,20.30859
3702.478665,102.1419
3702.510775,49.82137
3702.542886,-72.87621
3702.574997,29.50156
3702.607108,106.523
3702.63922,52.12771
3702.671332,76.48689
3702.703444,104.5525
3702.735556,-11.09519
3702.767669,-71.79796
3702.799782,21.57225
3702.831895,44.64661
3702.864009,43.55143
3702.896123,-5.137381
3702.928237,44.20959
3702.960351,94.23721
3702.992466,23.92671
3703.024581,-17.5945
3703.056696,29.87311
3703.088812,18.3702
3703.120927,30.27516
3703.153044,20.52609
3703.18516,26.24497
3703.217277,-21.9116
3703.249393,4.410768
3703.281511,24.65026
3703.313628,69.10002
3703.345746,46.66843
3703.377864,-40.45749
3703.409982,-59.02723
3703.442101,-31.71202
3703.47422,29.06732
3703.506339,52.99434
3703.538458,5.54517
3703.570578,-22.59374
3703.602698,3.812098
3703.634818,-20.00697
3703.666939,21.21168
3703.699059,91.87642
3703.73118,-34.33273
3703.763302,-52.33992
3703.795423,-12.31506
3703.827545,12.52199
3703.859668,-2.402993
3703.89179,19.07954
3703.923913,-27.80802
3703.956036,-39.02301
3703.988159,-47.99833
3704.020283,-18.97761
3704.052407,35.23556
3704.084531,44.45385
3704.116655,-64.65643
3704.14878,22.56916
3704.180905,75.82114
3704.21303,-3.775432
3704.245156,-30.8885
3704.277282,6.59037
3704.309408,-49.06887
3704.341534,-52.72725
3704.373661,63.40906
3704.405788,57.14716
3704.437915,-12.27464
3704.470042,-28.23194
3704.50217,-15.61929
3704.534298,21.33029
3704.566426,65.97536
3704.598555,47.56136
3704.630684,10.22672
3704.662813,5.468386
3704.694943,-24.59521
3704.727072,19.27677
3704.759202,80.56015
3704.791333,98.44272
3704.823463,37.94334
3704.855594,24.1243
3704.887725,19.75088
3704.919856,-21.00581
3704.951988,63.98861
3704.98412,-7.560726
3705.016252,4.785521
3705.048385,16.22428
3705.080518,27.52612
3705.112651,21.21411
3705.144784,28.58905
3705.176918,79.26569
3705.209052,40.30205
3705.241186,-14.17336
3705.27332,-22.51706
3705.305455,-32.50488
3705.33759,-13.72533
3705.369725,1.481529
3705.401861,-0.1385094
3705.433997,80.50734
3705.466133,78.90559
3705.498269,-22.72654
3705.530406,16.83218
3705.562543,31.13846
3705.59468,-41.779
3705.626818,-103.6938
3705.658955,-20.45926
3705.691094,-41.71026
3705.723232,32.92229
3705.755371,-6.02121
3705.78751,23.88163
3705.819649,-7.707781
3705.851788,-28.00354
3705.883928,-7.039724
3705.916068,66.99005
3705.948208,-6.121202
3705.980349,16.68113
3706.01249,-35.44464
3706.044631,-15.8864
3706.076772,15.14876
3706.108914,39.07022
3706.141056,47.93952
3706.173198,22.01791
3706.205341,46.06449
3706.237484,0.3890993
3706.269627,8.660709
3706.30177,2.409634
3706.333914,32.75882
3706.366058,54.88647
3706.398202,126.5458
3706.430346,91.96584
3706.462491,127.5723
3706.494636,104.9044
3706.526782,97.22715
3706.558927,119.7864
3706.591073,83.09066
3706.623219,-85.61937
3706.655366,-139.1982
3706.687512,-65.87004
3706.719659,36.24381
3706.751807,161.033
3706.783954,143.3779
3706.816102,14.23605
3706.84825,83.3112
3706.880399,104.4185
3706.912547,112.7935
3706.944696,85.90529
3706.976846,-40.49508
3707.008995,-133.8576
3707.041145,-69.31964
3707.073295,6.581104
3707.105445,45.89383
3707.137596,24.33375
3707.169747,-47.2147
3707.201898,33.41571
3707.234049,27.60106
3707.266201,9.715643
3707.298353,20.73444
3707.330505,-2.102116
3707.362658,-12.79584
3707.394811,-33.16352
3707.426964,69.23006
3707.459117,86.75266
3707.491271,26.43398
3707.523425,10.03336
3707.555579,34.46055
3707.587734,49.88308
3707.619889,-1.215302
3707.652044,-90.26015
3707.684199,-18.50273
3707.716355,-0.9745293
3707.748511,100.7414
3707.780667,19.17749
3707.812823,85.55356
3707.84498,69.18687
3707.877137,41.86234
3707.909295,38.37712
3707.941452,17.42753
3707.97361,-16.41066
3708.005768,1.665459
3708.037927,24.54993
3708.070085,-12.4483
3708.102244,103.7855
3708.134404,70.07779
3708.166563,74.61135
3708.198723,2.081398
3708.230883,-37.93153
3708.263044,-57.74716
3708.295204,71.35477
3708.327365,24.43793
3708.359526,11.6073
3708.391688,21.44076
3708.42385,43.36671
3708.456012,-33.14505
3708.488174,-49.39223
3708.520337,-16.32494
3708.5525,11.38338
3708.584663,0.5713519
3708.616826,-74.80183
3708.64899,-37.53805
3708.681154,38.74865
3708.713318,57.54381
3708.745483,30.44767
3708.777648,36.23796
3708.809813,9.348509
3708.841978,-91.98225
3708.874144,-29.7561
3708.90631,-65.13513
3708.938476,23.05014
3708.970643,30.44045
3709.002809,48.82231
3709.034977,29.88497
3709.067144,22.96195
3709.099312,49.60847
3709.131479,86.70931
3709.163648,39.00985
3709.195816,6.454746
3709.227985,4.5895
3709.260154,-34.03858
3709.292323,9.582075
3709.324493,0.6714898
3709.356663,30.85975
3709.388833,71.26831
3709.421003,11.02317
3709.453174,27.67462
3709.485345,28.26704
3709.517516,73.09014
3709.549688,36.04551
3709.58186,23.91224
3709.614032,34.8403
3709.646204,39.57034
3709.678377,-47.46146
3709.71055,24.10575
3709.742723,-22.54074
3709.774896,-11.6745
3709.80707,29.59494
3709.839244,-18.43306
3709.871419,31.6916
3709.903593,-2.31063
3709.935768,18.48093
3709.967943,37.74323
3710.000119,34.16673
3710.032295,20.75465
3710.064471,70.87766
3710.096647,65.03717
3710.128823,41.15961
3710.161,116.6733
3710.193177,33.44016
3710.225355,22.68262
3710.257532,-43.56811
3710.28971,31.15758
3710.321889,74.28642
3710.354067,86.2586
3710.386246,84.46757
3710.418425,92.07502
3710.450604,75.21279
3710.482784,53.16818
3710.514964,127.6898
3710.547144,76.99513
3710.579325,6.919107
3710.611505,9.553741
3710.643686,18.33369
3710.675868,2.449611
3710.708049,-4.551421
3710.740231,69.45052
3710.772413,40.25109
3710.804596,79.18959
3710.836779,-47.07456
3710.868962,23.66766
3710.901145,-31.28753
3710.933328,87.03071
3710.965512,-13.61344
3710.997696,-1.656371
3711.029881,17.98317
3711.062065,-102.8826
3711.09425,-18.02718
3711.126436,22.65105
3711.158621,110.5416
3711.190807,27.74257
3711.222993,-7.940922
3711.255179,-27.3087
3711.287366,29.21572
3711.319553,51.31462
3711.35174,24.08851
3711.383927,18.24727
3711.416115,-33.66352
3711.448303,-24.74763
3711.480491,33.50916
3711.51268,90.42561
3711.544869,26.32315
3711.577058,41.70706
3711.609247,26.09515
3711.641437,14.18
3711.673627,-44.10926
3711.705817,23.35675
3711.738008,43.03845
3711.770199,-18.85606
3711.80239,56.43295
3711.834581,30.51589
3711.866773,28.41523
3711.898965,5.67689
3711.931157,-23.46165
3711.963349,-9.219206
3711.995542,42.67153
3712.027735,-10.80421
3712.059928,-3.749963
3712.092122,-10.35748
3712.124316,30.33262
3712.15651,29.47905
3712.188704,77.12689
3712.220899,58.1644
3712.253094,-18.58481
3712.285289,-26.27707
3712.317485,-45.76593
3712.349681,63.19082
3712.381877,37.97118
3712.414073,-32.35229
3712.44627,40.8809
3712.478467,9.641157
3712.510664,17.8088
3712.542862,6.214234
3712.575059,62.42325
3712.607258,-20.41908
3712.639456,33.21469
3712.671654,2.877763
3712.703853,86.38883
3712.736053,-7.77032
3712.768252,-42.48019
3712.800452,2.599774
3712.832652,110.9863
3712.864852,41.95596
3712.897053,14.21087
3712.929254,11.70344
3712.961455,49.90567
3712.993656,58.61947
3713.025858,13.12006
3713.05806,71.49991
3713.090262,9.521101
3713.122465,11.08091
3713.154667,26.86948
3713.18687,118.2492
3713.219074,78.63676
3713.251277,46.38488
3713.283481,26.40774
3713.315686,47.09422
3713.34789,40.11853
3713.380095,37.31517
3713.4123,93.49224
3713.444505,22.98485
3713.476711,-4.290808
3713.508917,49.20615
3713.541123,47.26494
3713.573329,72.28829
3713.605536,0.5972444
3713.637743,-45.81699
3713.66995,1.629305
3713.702158,-11.60176
3713.734366,18.52862
3713.766574,87.17605
3713.798782,93.85205
3713.830991,88.08476
3713.8632,100.9554
3713.895409,71.26004
3713.927619,-3.346858
3713.959828,20.23345
3713.992039,-4.423367
3714.024249,31.88677
3714.056459,-34.55349
3714.08867,-25.65256
3714.120882,65.61485
3714.153093,82.33961
3714.185305,140.457
3714.217517,151.7583
3714.249729,116.5
3714.281942,18.14952
3714.314155,23.37121
3714.346368,75.67984
3714.378581,82.40797
3714.410795,46.00526
3714.443009,21.42921
3714.475223,45.26964
3714.507438,115.8104
3714.539653,94.64042
3714.571868,88.7789
3714.604083,59.80928
3714.636299,27.16562
3714.668515,15.91891
3714.700731,19.09787
3714.732947,73.60363
3714.765164,5.351793
3714.797381,77.83314
3714.829599,82.53509
3714.861816,80.50959
3714.894034,57.74313
3714.926252,24.53218
3714.958471,70.53503
3714.990689,37.1727
3715.022908,8.068244
3715.055128,-41.27737
3715.087347,64.34263
3715.119567,34.07562
3715.151787,26.6468
3715.184008,32.53462
3715.216228,-25.46962
3715.248449,33.55416
3715.280671,0.4429052
3715.312892,98.97931
3715.345114,86.48953
3715.377336,30.90324
3715.409558,16.93511
3715.441781,30.8781
3715.474004,22.5102
3715.506227,-105.629
3715.538451,-88.32565
3715.570674,-110.6676
3715.602898,-65.28303
3715.635123,9.298728
3715.667347,26.17039
3715.699572,33.8684
3715.731797,24.74278
3715.764023,66.593
3715.796249,29.72438
3715.828475,-16.00734
3715.860701,-47.46774
3715.892927,-32.75278
3715.925154,-17.30877
3715.957381,-79.95449
3715.989609,-57.309
3716.021836,25.64279
3716.054064,25.02907
3716.086293,37.35798
3716.118521,34.49601
3716.15075,17.29601
3716.182979,-6.632912
3716.215208,11.62736
3716.247438,45.11627
3716.279668,72.53219
3716.311898,7.235247
3716.344129,-7.392924
3716.376359,40.4259
3716.40859,63.75537
3716.440822,91.57233
3716.473053,25.27422
3716.505285,43.52327
3716.537517,26.42801
3716.56975,35.1344
3716.601982,34.18592
3716.634215,46.56607
3716.666449,-3.435683
3716.698682,7.484708
3716.730916,37.00801
3716.76315,28.78285
3716.795385,3.275154
3716.827619,-78.15008
3716.859854,11.98911
3716.892089,71.27671
3716.924325,64.06403
3716.956561,49.3531
3716.988797,94.31927
3717.021033,2.000828
3717.05327,30.62516
3717.085507,4.670326
3717.117744,-15.26209
3717.149981,-60.42169
3717.182219,-72.00147
3717.214457,-58.04982
3717.246695,54.40457
3717.278934,87.67761
3717.311173,30.98463
3717.343412,8.859417
3717.375651,38.75499
3717.407891,64.39032
3717.440131,49.27327
3717.472371,11.15246
3717.504612,-49.83294
3717.536853,1.034513
3717.569094,41.47648
3717.601335,106.0475
3717.633577,90.58241
3717.665819,105.1873
3717.698061,-21.52514
3717.730303,4.740834
3717.762546,48.75058
3717.794789,32.05458
3717.827033,45.13339
3717.859276,34.27016
3717.89152,-9.111138
3717.923764,3.405943
3717.956009,89.17902
3717.988253,68.23625
3718.020498,71.38763
3718.052744,71.7403
3718.084989,69.50575
3718.117235,24.94139
3718.149481,1.0643
3718.181728,8.419462
3718.213974,15.60221
3718.246221,15.55088
3718.278469,-6.185842
3718.310716,17.12824
3718.342964,-7.999478
3718.375212,-18.90592
3718.40746,-12.86008
3718.439709,37.15549
3718.471958,35.52061
3718.504207,4.056302
3718.536457,41.89765
3718.568706,44.98935
3718.600957,70.27042
3718.633207,39.0047
3718.665457,30.2953
3718.697708,28.10655
3718.72996,-0.7094065
3718.762211,6.900078
3718.794463,-47.37689
3718.826715,-41.73221
3718.858967,20.47254
3718.89122,87.43825
3718.923472,21.33455
3718.955725,84.51348
3718.987979,101.6498
3719.020233,52.37008
3719.052487,34.8661
3719.084741,65.44192
3719.116995,6.565104
3719.14925,19.86357
3719.181505,-73.77725
3719.213761,-11.2799
3719.246016,119.8789
3719.278272,36.44957
3719.310528,-23.21259
3719.342785,20.68825
3719.375042,33.04974
3719.407299,44.23895
3719.439556,95.9071
3719.471814,87.6235
3719.504071,36.6914
3719.53633,20.51496
3719.568588,34.77439
3719.600847,14.5218
3719.633106,51.98226
3719.665365,54.75798
3719.697625,-26.07465
3719.729884,3.308482
3719.762144,-9.25101
3719.794405,64.54114
3719.826666,46.1925
3719.858927,24.9856
3719.891188,-14.28521
3719.923449,36.27201
3719.955711,57.95821
3719.987973,-24.81832
3720.020235,76.46149
3720.052498,18.91296
3720.084761,24.06761
3720.117024,33.18317
3720.149288,43.54246
3720.181551,-14.34106
3720.213815,-67.67082
3720.24608,-58.08944
3720.278344,-37.81667
3720.310609,17.5017
3720.342874,-10.45037
3720.37514,56.16473
3720.407406,59.02914
3720.439672,35.68761
3720.471938,24.74228
3720.504204,56.33009
3720.536471,38.28808
3720.568738,34.2878
3720.601006,-7.414505
3720.633273,15.9944
3720.665541,28.39205
3720.69781,31.90179
3720.730078,16.68307
3720.762347,53.97972
3720.794616,51.15775
3720.826885,28.8325
3720.859155,63.37074
3720.891425,44.00397
3720.923695,47.65872
3720.955965,56.22429
3720.988236,43.13804
3721.020507,58.07944
3721.052779,55.82342
3721.08505,88.4454
3721.117322,9.576386
3721.149594,-11.84935
3721.181867,21.82659
3721.214139,27.37972
3721.246412,28.86705
