wavelength,flux,e_flux
2675.0000,1.1161791e-15,1.1161791e-15
2676.6000,1.0056095e-15,1.0056095e-15
2678.2000,1.0040639e-15,1.0040639e-15
2679.8000,1.0520575e-15,1.0520575e-15
2681.4000,1.0557671e-15,1.0557671e-15
2683.0000,1.141269e-15,1.141269e-15
2684.6000,1.2092022e-15,1.2092022e-15
2686.2000,1.3794395e-15,1.3794395e-15
2687.8000,1.5290623e-15,1.5290623e-15
2689.4000,1.6523145e-15,1.6523145e-15
2691.0000,1.7615434e-15,1.7615434e-15
2692.6000,1.9074146e-15,1.9074146e-15
2694.2000,2.1519765e-15,2.1519765e-15
2695.8000,2.3571813e-15,2.3571813e-15
2697.4000,2.4486896e-15,2.4486896e-15
2699.0000,2.7177481e-15,2.7177481e-15
2700.6000,2.8757533e-15,2.8757533e-15
2702.2000,3.0813131e-15,3.0813131e-15
2703.8000,3.2142735e-15,3.2142735e-15
2705.4000,3.427405e-15,3.427405e-15
2707.0000,3.4806462e-15,3.4806462e-15
2708.6000,3.7761005e-15,3.7761005e-15
2710.2000,3.8573616e-15,3.8573616e-15
2711.8000,3.9492983e-15,3.9492983e-15
2713.4000,4.0230291e-15,4.0230291e-15
2715.0000,4.0799983e-15,4.0799983e-15
2716.6000,4.0027663e-15,4.0027663e-15
2718.2000,3.9833807e-15,3.9833807e-15
2719.8000,3.9390976e-15,3.9390976e-15
2721.4000,4.0045059e-15,4.0045059e-15
2723.0000,4.0484006e-15,4.0484006e-15
2724.6000,4.1812416e-15,4.1812416e-15
2726.2000,4.1654319e-15,4.1654319e-15
2727.8000,4.1974223e-15,4.1974223e-15
2729.4000,4.0850684e-15,4.0850684e-15
2731.0000,3.9970119e-15,3.9970119e-15
2732.6000,4.0599473e-15,4.0599473e-15
2734.2000,4.0799488e-15,4.0799488e-15
2735.8000,4.0886758e-15,4.0886758e-15
2737.4000,4.1024261e-15,4.1024261e-15
2739.0000,3.9505378e-15,3.9505378e-15
2740.6000,3.7356772e-15,3.7356772e-15
2742.2000,3.8613849e-15,3.8613849e-15
2743.8000,3.90698e-15,3.90698e-15
2745.4000,3.8754714e-15,3.8754714e-15
2747.0000,3.858866e-15,3.858866e-15
2748.6000,3.8271519e-15,3.8271519e-15
2750.2000,3.8353085e-15,3.8353085e-15
2751.8000,3.9714498e-15,3.9714498e-15
2753.4000,3.8841568e-15,3.8841568e-15
2755.0000,3.939827e-15,3.939827e-15
2756.6000,3.9540422e-15,3.9540422e-15
2758.2000,3.7813603e-15,3.7813603e-15
2759.8000,4.0448332e-15,4.0448332e-15
2761.4000,3.8059854e-15,3.8059854e-15
2763.0000,4.1106052e-15,4.1106052e-15
2764.6000,3.9580426e-15,3.9580426e-15
2766.2000,3.856232e-15,3.856232e-15
2767.8000,4.0148164e-15,4.0148164e-15
2769.4000,3.9688088e-15,3.9688088e-15
2771.0000,4.1872649e-15,4.1872649e-15
2772.6000,4.1052154e-15,4.1052154e-15
2774.2000,4.2338681e-15,4.2338681e-15
2775.8000,4.1396546e-15,4.1396546e-15
2777.4000,4.1259147e-15,4.1259147e-15
2779.0000,4.2551894e-15,4.2551894e-15
2780.6000,4.3610509e-15,4.3610509e-15
2782.2000,4.3822305e-15,4.3822305e-15
2783.8000,4.37508e-15,4.37508e-15
2785.4000,4.3828855e-15,4.3828855e-15
2787.0000,4.4237334e-15,4.4237334e-15
2788.6000,4.5234428e-15,4.5234428e-15
2790.2000,4.4285299e-15,4.4285299e-15
2791.8000,4.4819914e-15,4.4819914e-15
2793.4000,4.5126966e-15,4.5126966e-15
2795.0000,4.4758178e-15,4.4758178e-15
2796.6000,4.4389166e-15,4.4389166e-15
2798.2000,4.4020378e-15,4.4020378e-15
2799.8000,4.3651365e-15,4.3651365e-15
2801.4000,4.3282577e-15,4.3282577e-15
2803.0000,4.291379e-15,4.291379e-15
2804.6000,4.2544777e-15,4.2544777e-15
2806.2000,4.2175989e-15,4.2175989e-15
2807.8000,4.1806976e-15,4.1806976e-15
2809.4000,4.1438188e-15,4.1438188e-15
2811.0000,4.4604365e-15,4.4604365e-15
2812.6000,4.7822868e-15,4.7822868e-15
2814.2000,4.7391666e-15,4.7391666e-15
2815.8000,4.6029763e-15,4.6029763e-15
2817.4000,4.4595254e-15,4.4595254e-15
2819.0000,4.5865956e-15,4.5865956e-15
2820.6000,4.4142424e-15,4.4142424e-15
2822.2000,4.3837472e-15,4.3837472e-15
2823.8000,4.4136965e-15,4.4136965e-15
2825.4000,4.3821186e-15,4.3821186e-15
2827.0000,4.3060592e-15,4.3060592e-15
2828.6000,4.3240397e-15,4.3240397e-15
2830.2000,4.2857084e-15,4.2857084e-15
2831.8000,4.2887054e-15,4.2887054e-15
2833.4000,4.3516016e-15,4.3516016e-15
2835.0000,4.3257627e-15,4.3257627e-15
2836.6000,4.2931268e-15,4.2931268e-15
2838.2000,4.3828983e-15,4.3828983e-15
2839.8000,4.3034604e-15,4.3034604e-15
2841.4000,4.1921026e-15,4.1921026e-15
2843.0000,4.3437204e-15,4.3437204e-15
2844.6000,4.3629696e-15,4.3629696e-15
2846.2000,4.3352614e-15,4.3352614e-15
2847.8000,4.3462826e-15,4.3462826e-15
2850.6000,4.2905823e-15,4.2905823e-15
2853.4000,4.2348819e-15,4.2348819e-15
2856.2000,4.1791816e-15,4.1791816e-15
2859.0000,4.1234813e-15,4.1234813e-15
2861.8000,4.4344633e-15,4.4344633e-15
2864.6000,4.4023568e-15,4.4023568e-15
2867.4000,4.3466094e-15,4.3466094e-15
2870.2000,4.5632701e-15,4.5632701e-15
2873.0000,4.5176252e-15,4.5176252e-15
2875.8000,4.5161244e-15,4.5161244e-15
2878.6000,4.6748137e-15,4.6748137e-15
2881.4000,4.7168472e-15,4.7168472e-15
2884.2000,4.9289209e-15,4.9289209e-15
2887.0000,4.8852551e-15,4.8852551e-15
2889.8000,5.1317507e-15,5.1317507e-15
2892.6000,5.3435823e-15,5.3435823e-15
2895.4000,5.5898253e-15,5.5898253e-15
2898.2000,5.9960407e-15,5.9960407e-15
2901.0000,6.4476289e-15,6.4476289e-15
2903.8000,6.5898259e-15,6.5898259e-15
2906.6000,6.8490978e-15,6.8490978e-15
2909.4000,7.3596492e-15,7.3596492e-15
2912.2000,7.2076102e-15,7.2076102e-15
2915.0000,7.4431867e-15,7.4431867e-15
2917.8000,7.4542043e-15,7.4542043e-15
2920.6000,7.345859e-15,7.345859e-15
2923.4000,7.4281325e-15,7.4281325e-15
2926.2000,7.5065275e-15,7.5065275e-15
2929.0000,7.4730326e-15,7.4730326e-15
2931.8000,7.5347542e-15,7.5347542e-15
2934.6000,7.5748746e-15,7.5748746e-15
2937.4000,7.7211812e-15,7.7211812e-15
2940.2000,7.5853197e-15,7.5853197e-15
2943.0000,7.5989435e-15,7.5989435e-15
2945.8000,7.7998615e-15,7.7998615e-15
2948.6000,7.7094393e-15,7.7094393e-15
2951.4000,7.6968304e-15,7.6968304e-15
2954.2000,7.7752043e-15,7.7752043e-15
2957.0000,7.8113392e-15,7.8113392e-15
2959.8000,7.6383065e-15,7.6383065e-15
2962.6000,7.6173682e-15,7.6173682e-15
2965.4000,7.6660747e-15,7.6660747e-15
2968.2000,7.9092189e-15,7.9092189e-15
2971.0000,7.6010072e-15,7.6010072e-15
2973.8000,7.5915255e-15,7.5915255e-15
2976.6000,7.6196716e-15,7.6196716e-15
2979.4000,7.8642292e-15,7.8642292e-15
2982.2000,7.521806e-15,7.521806e-15
2985.0000,7.7017378e-15,7.7017378e-15
2987.8000,7.6673637e-15,7.6673637e-15
2990.6000,7.3702507e-15,7.3702507e-15
2993.4000,7.3528067e-15,7.3528067e-15
2996.2000,7.0103677e-15,7.0103677e-15
2999.0000,6.656233e-15,6.656233e-15
3001.8000,6.4767976e-15,6.4767976e-15
3004.6000,6.4246934e-15,6.4246934e-15
3007.4000,6.3008621e-15,6.3008621e-15
3010.2000,6.1789445e-15,6.1789445e-15
3013.0000,6.0861321e-15,6.0861321e-15
3015.8000,6.1670286e-15,6.1670286e-15
3018.6000,6.2008057e-15,6.2008057e-15
3021.4000,6.0887768e-15,6.0887768e-15
3024.2000,6.216414e-15,6.216414e-15
3027.0000,6.2060973e-15,6.2060973e-15
3029.8000,6.4058388e-15,6.4058388e-15
3032.6000,6.3428462e-15,6.3428462e-15
3035.4000,6.3826744e-15,6.3826744e-15
3038.2000,6.3339278e-15,6.3339278e-15
3041.0000,6.1533877e-15,6.1533877e-15
3043.8000,6.3674722e-15,6.3674722e-15
3046.6000,6.5132753e-15,6.5132753e-15
3049.4000,6.5748768e-15,6.5748768e-15
3052.2000,6.6226017e-15,6.6226017e-15
3055.0000,6.5094717e-15,6.5094717e-15
3057.8000,6.42147e-15,6.42147e-15
3060.6000,6.1652957e-15,6.1652957e-15
3063.4000,6.0708604e-15,6.0708604e-15
3066.2000,6.0397408e-15,6.0397408e-15
3069.0000,6.1332837e-15,6.1332837e-15
3071.8000,6.2662311e-15,6.2662311e-15
3074.6000,6.301654e-15,6.301654e-15
3077.4000,6.1582109e-15,6.1582109e-15
3080.2000,6.0839491e-15,6.0839491e-15
3083.0000,6.386906e-15,6.386906e-15
3085.8000,6.3672072e-15,6.3672072e-15
3088.6000,6.0258225e-15,6.0258225e-15
3091.4000,6.1882519e-15,6.1882519e-15
3094.2000,6.1571178e-15,6.1571178e-15
3097.0000,6.0652081e-15,6.0652081e-15
3099.8000,6.272606e-15,6.272606e-15
3102.6000,5.9828794e-15,5.9828794e-15
3105.4000,6.1523748e-15,6.1523748e-15
3108.2000,6.1284746e-15,6.1284746e-15
3111.0000,6.3126277e-15,6.3126277e-15
3113.8000,6.249265e-15,6.249265e-15
3116.6000,6.4363251e-15,6.4363251e-15
3119.4000,6.4070462e-15,6.4070462e-15
3122.2000,6.3267005e-15,6.3267005e-15
3125.0000,6.6478035e-15,6.6478035e-15
3127.8000,6.5592157e-15,6.5592157e-15
3130.6000,6.8872497e-15,6.8872497e-15
3133.4000,7.0015026e-15,7.0015026e-15
3136.2000,6.9273112e-15,6.9273112e-15
3139.0000,6.8618673e-15,6.8618673e-15
3141.8000,6.9103353e-15,6.9103353e-15
3144.6000,7.0340903e-15,7.0340903e-15
3147.4000,7.1391729e-15,7.1391729e-15
3150.2000,7.181898e-15,7.181898e-15
3153.0000,7.3382891e-15,7.3382891e-15
3155.8000,7.5605755e-15,7.5605755e-15
3158.6000,7.8124258e-15,7.8124258e-15
3161.4000,7.4749023e-15,7.4749023e-15
3164.2000,7.9344029e-15,7.9344029e-15
3167.0000,8.2163682e-15,8.2163682e-15
3169.8000,8.469897e-15,8.469897e-15
3172.6000,8.4468647e-15,8.4468647e-15
3175.4000,8.5557004e-15,8.5557004e-15
3178.2000,8.9254927e-15,8.9254927e-15
3181.0000,9.1119179e-15,9.1119179e-15
3183.8000,9.1152814e-15,9.1152814e-15
3186.6000,9.5644844e-15,9.5644844e-15
3189.4000,9.6819842e-15,9.6819842e-15
3192.2000,9.4946686e-15,9.4946686e-15
3195.0000,9.7115292e-15,9.7115292e-15
3197.8000,9.6147169e-15,9.6147169e-15
3200.6000,9.4703652e-15,9.4703652e-15
3203.4000,9.4006914e-15,9.4006914e-15
3206.2000,9.6328897e-15,9.6328897e-15
3209.0000,9.2189265e-15,9.2189265e-15
3211.8000,8.9073877e-15,8.9073877e-15
3214.6000,8.8212605e-15,8.8212605e-15
3217.4000,8.6360226e-15,8.6360226e-15
3220.2000,8.5706196e-15,8.5706196e-15
3223.0000,8.5028632e-15,8.5028632e-15
3225.8000,8.5986189e-15,8.5986189e-15
3228.6000,8.2414394e-15,8.2414394e-15
3231.4000,7.9764844e-15,7.9764844e-15
3234.2000,7.8324252e-15,7.8324252e-15
3237.0000,7.648165e-15,7.648165e-15
3239.8000,7.5172362e-15,7.5172362e-15
3242.6000,7.4680061e-15,7.4680061e-15
3245.4000,7.377929e-15,7.377929e-15
3248.2000,6.8058461e-15,6.8058461e-15
3251.0000,7.0446956e-15,7.0446956e-15
3253.8000,6.9776271e-15,6.9776271e-15
3256.6000,6.8002784e-15,6.8002784e-15
3259.4000,6.7884885e-15,6.7884885e-15
3262.2000,6.8808687e-15,6.8808687e-15
3265.0000,6.6521668e-15,6.6521668e-15
3267.8000,6.748324e-15,6.748324e-15
3270.6000,6.8775753e-15,6.8775753e-15
3273.4000,6.8384876e-15,6.8384876e-15
3276.2000,6.5724062e-15,6.5724062e-15
3279.0000,6.4419068e-15,6.4419068e-15
3281.8000,6.4636405e-15,6.4636405e-15
3284.6000,6.4508834e-15,6.4508834e-15
3287.4000,6.514891e-15,6.514891e-15
3290.2000,6.50718e-15,6.50718e-15
3293.0000,6.1677699e-15,6.1677699e-15
3295.8000,6.2568062e-15,6.2568062e-15
3298.6000,6.4174833e-15,6.4174833e-15
3301.4000,6.2558851e-15,6.2558851e-15
3304.2000,6.4378154e-15,6.4378154e-15
3307.0000,6.4491831e-15,6.4491831e-15
3309.8000,6.3040292e-15,6.3040292e-15
3312.6000,6.4524487e-15,6.4524487e-15
3315.4000,6.4436929e-15,6.4436929e-15
3318.2000,6.5295934e-15,6.5295934e-15
3321.0000,6.8602653e-15,6.8602653e-15
3323.8000,6.8752996e-15,6.8752996e-15
3326.6000,6.8407951e-15,6.8407951e-15
3329.4000,6.8245257e-15,6.8245257e-15
3332.2000,7.069e-15,7.069e-15
3335.0000,6.9841553e-15,6.9841553e-15
3337.8000,6.9700276e-15,6.9700276e-15
3340.6000,7.1294985e-15,7.1294985e-15
3343.4000,7.1549606e-15,7.1549606e-15
3346.2000,7.1804277e-15,7.1804277e-15
3349.0000,7.1801727e-15,7.1801727e-15
3351.8000,7.2234116e-15,7.2234116e-15
3354.6000,7.0967421e-15,7.0967421e-15
3357.4000,7.2685731e-15,7.2685731e-15
3360.2000,7.1977626e-15,7.1977626e-15
3363.0000,7.3836388e-15,7.3836388e-15
3365.8000,7.3419848e-15,7.3419848e-15
3368.6000,7.28653e-15,7.28653e-15
3371.4000,7.5533526e-15,7.5533526e-15
3374.2000,7.4011495e-15,7.4011495e-15
3377.0000,7.4747963e-15,7.4747963e-15
3379.8000,7.7156745e-15,7.7156745e-15
3382.6000,7.7570396e-15,7.7570396e-15
3385.4000,7.8515628e-15,7.8515628e-15
3388.2000,7.7768399e-15,7.7768399e-15
3391.0000,8.0854711e-15,8.0854711e-15
3393.8000,8.4861217e-15,8.4861217e-15
3396.6000,8.8672526e-15,8.8672526e-15
3399.4000,9.2508588e-15,9.2508588e-15
3402.2000,9.4180562e-15,9.4180562e-15
3405.0000,1.0062309e-14,1.0062309e-14
3407.8000,1.0247175e-14,1.0247175e-14
3410.6000,1.0612872e-14,1.0612872e-14
3413.4000,1.0682443e-14,1.0682443e-14
3416.2000,1.0993144e-14,1.0993144e-14
3419.0000,1.1239368e-14,1.1239368e-14
3421.8000,1.1277143e-14,1.1277143e-14
3424.6000,1.1547511e-14,1.1547511e-14
3427.4000,1.2351586e-14,1.2351586e-14
3430.2000,1.1780017e-14,1.1780017e-14
3433.0000,1.1811309e-14,1.1811309e-14
3435.8000,1.1805248e-14,1.1805248e-14
3438.6000,1.1861827e-14,1.1861827e-14
3441.4000,1.1750975e-14,1.1750975e-14
3444.2000,1.1906328e-14,1.1906328e-14
3447.0000,1.1965945e-14,1.1965945e-14
3449.8000,1.1699526e-14,1.1699526e-14
3452.6000,1.1816449e-14,1.1816449e-14
3455.4000,1.1801265e-14,1.1801265e-14
3458.2000,1.1808408e-14,1.1808408e-14
3461.0000,1.2020048e-14,1.2020048e-14
3463.8000,1.2197702e-14,1.2197702e-14
3466.6000,1.2314984e-14,1.2314984e-14
3469.4000,1.222933e-14,1.222933e-14
3472.2000,1.2167481e-14,1.2167481e-14
3475.0000,1.2107036e-14,1.2107036e-14
3477.8000,1.2172876e-14,1.2172876e-14
3480.6000,1.2072659e-14,1.2072659e-14
3483.4000,1.1878225e-14,1.1878225e-14
3486.2000,1.1910471e-14,1.1910471e-14
3489.0000,1.1790849e-14,1.1790849e-14
3491.8000,1.1864544e-14,1.1864544e-14
3494.6000,1.1933735e-14,1.1933735e-14
3497.4000,1.2137673e-14,1.2137673e-14
3500.2000,1.2262172e-14,1.2262172e-14
3503.0000,1.2311667e-14,1.2311667e-14
3505.8000,1.2622172e-14,1.2622172e-14
3508.6000,1.299269e-14,1.299269e-14
3511.4000,1.3389289e-14,1.3389289e-14
3514.2000,1.3603592e-14,1.3603592e-14
3517.0000,1.3950599e-14,1.3950599e-14
3519.8000,1.4658237e-14,1.4658237e-14
3522.6000,1.5183439e-14,1.5183439e-14
3525.4000,1.5101856e-14,1.5101856e-14
3528.2000,1.5704235e-14,1.5704235e-14
3531.0000,1.6129369e-14,1.6129369e-14
3533.8000,1.6766056e-14,1.6766056e-14
3536.6000,1.7105642e-14,1.7105642e-14
3539.4000,1.6870327e-14,1.6870327e-14
3542.2000,1.7035361e-14,1.7035361e-14
3545.0000,1.7410704e-14,1.7410704e-14
3547.8000,1.7796768e-14,1.7796768e-14
3550.6000,1.7474256e-14,1.7474256e-14
3553.4000,1.7416776e-14,1.7416776e-14
3556.2000,1.7501959e-14,1.7501959e-14
3559.0000,1.7510136e-14,1.7510136e-14
3561.8000,1.7586377e-14,1.7586377e-14
3564.6000,1.8213039e-14,1.8213039e-14
3567.4000,1.8125858e-14,1.8125858e-14
3570.2000,1.8221962e-14,1.8221962e-14
3573.0000,1.8422987e-14,1.8422987e-14
3575.8000,1.8854068e-14,1.8854068e-14
3578.6000,1.9058308e-14,1.9058308e-14
3581.4000,1.9380158e-14,1.9380158e-14
3584.2000,1.949199e-14,1.949199e-14
3587.0000,1.9590353e-14,1.9590353e-14
3589.8000,1.9583335e-14,1.9583335e-14
3592.6000,1.9489991e-14,1.9489991e-14
3595.4000,2.0039248e-14,2.0039248e-14
3598.2000,2.0085673e-14,2.0085673e-14
3601.0000,2.0191269e-14,2.0191269e-14
3603.8000,2.0259561e-14,2.0259561e-14
3606.6000,2.0441585e-14,2.0441585e-14
3609.4000,2.0549029e-14,2.0549029e-14
3612.2000,2.0166563e-14,2.0166563e-14
3615.0000,2.0121461e-14,2.0121461e-14
3617.8000,1.9791818e-14,1.9791818e-14
3620.6000,1.9650441e-14,1.9650441e-14
3623.4000,1.9379972e-14,1.9379972e-14
3626.2000,1.9111048e-14,1.9111048e-14
3629.0000,1.8871851e-14,1.8871851e-14
3631.8000,1.8641465e-14,1.8641465e-14
3634.6000,1.8765471e-14,1.8765471e-14
3637.4000,1.8849645e-14,1.8849645e-14
3640.2000,1.8773686e-14,1.8773686e-14
3643.0000,1.90131e-14,1.90131e-14
3645.8000,1.9394054e-14,1.9394054e-14
3648.6000,1.9332817e-14,1.9332817e-14
3651.4000,1.9910312e-14,1.9910312e-14
3654.2000,2.0680163e-14,2.0680163e-14
3657.0000,2.1063041e-14,2.1063041e-14
3659.8000,2.191422e-14,2.191422e-14
3662.6000,2.2662252e-14,2.2662252e-14
3665.4000,2.3739481e-14,2.3739481e-14
3668.2000,2.4595784e-14,2.4595784e-14
3671.0000,2.574938e-14,2.574938e-14
3673.8000,2.6688475e-14,2.6688475e-14
3676.6000,2.7467214e-14,2.7467214e-14
3679.4000,2.877896e-14,2.877896e-14
3682.2000,2.9964549e-14,2.9964549e-14
3685.0000,3.0739206e-14,3.0739206e-14
3687.8000,3.1461201e-14,3.1461201e-14
3690.6000,3.1996071e-14,3.1996071e-14
3693.4000,3.355745e-14,3.355745e-14
3696.2000,3.3820014e-14,3.3820014e-14
3699.0000,3.452102e-14,3.452102e-14
3701.8000,3.4648914e-14,3.4648914e-14
3704.6000,3.5074876e-14,3.5074876e-14
3707.4000,3.5235485e-14,3.5235485e-14
3710.2000,3.5364729e-14,3.5364729e-14
3713.0000,3.5115222e-14,3.5115222e-14
3715.8000,3.4306646e-14,3.4306646e-14
3718.6000,3.5286064e-14,3.5286064e-14
3721.4000,3.4693047e-14,3.4693047e-14
3724.2000,3.4961196e-14,3.4961196e-14
3727.0000,3.4307991e-14,3.4307991e-14
3729.8000,3.3878756e-14,3.3878756e-14
3732.6000,3.3344894e-14,3.3344894e-14
3735.4000,3.3183357e-14,3.3183357e-14
3738.2000,3.2439413e-14,3.2439413e-14
3741.0000,3.1950137e-14,3.1950137e-14
3743.8000,3.1570475e-14,3.1570475e-14
3746.6000,3.1500716e-14,3.1500716e-14
3749.4000,3.0768065e-14,3.0768065e-14
3752.2000,3.0607503e-14,3.0607503e-14
3755.0000,3.0602597e-14,3.0602597e-14
3757.8000,3.0032945e-14,3.0032945e-14
3760.6000,2.907302e-14,2.907302e-14
3763.4000,2.7811944e-14,2.7811944e-14
3766.2000,2.6866051e-14,2.6866051e-14
3769.0000,2.5797447e-14,2.5797447e-14
3771.8000,2.4497077e-14,2.4497077e-14
3774.6000,2.3343482e-14,2.3343482e-14
3777.4000,2.2250333e-14,2.2250333e-14
3780.2000,2.1202055e-14,2.1202055e-14
3783.0000,2.0194821e-14,2.0194821e-14
3785.8000,1.9335182e-14,1.9335182e-14
3788.6000,1.8371675e-14,1.8371675e-14
3791.4000,1.7670799e-14,1.7670799e-14
3794.2000,1.7061575e-14,1.7061575e-14
3797.0000,1.6385456e-14,1.6385456e-14
3799.8000,1.5675067e-14,1.5675067e-14
3802.6000,1.4966344e-14,1.4966344e-14
3805.4000,1.4477882e-14,1.4477882e-14
3808.2000,1.4084442e-14,1.4084442e-14
3811.0000,1.3807122e-14,1.3807122e-14
3813.8000,1.3393019e-14,1.3393019e-14
3816.6000,1.3126544e-14,1.3126544e-14
3819.4000,1.3114337e-14,1.3114337e-14
3822.2000,1.3137926e-14,1.3137926e-14
3825.0000,1.3081752e-14,1.3081752e-14
3827.8000,1.3231001e-14,1.3231001e-14
3830.6000,1.335204e-14,1.335204e-14
3833.4000,1.3752223e-14,1.3752223e-14
3836.2000,1.4341726e-14,1.4341726e-14
3839.0000,1.4721079e-14,1.4721079e-14
3841.8000,1.5570375e-14,1.5570375e-14
3844.6000,1.636763e-14,1.636763e-14
3847.4000,1.7353206e-14,1.7353206e-14
3850.2000,1.8367829e-14,1.8367829e-14
3853.0000,1.9394345e-14,1.9394345e-14
3855.8000,2.0259924e-14,2.0259924e-14
3858.6000,2.1514138e-14,2.1514138e-14
3861.4000,2.2402533e-14,2.2402533e-14
3864.2000,2.3501382e-14,2.3501382e-14
3867.0000,2.4590481e-14,2.4590481e-14
3869.8000,2.5601603e-14,2.5601603e-14
3872.6000,2.6526367e-14,2.6526367e-14
3875.4000,2.8013772e-14,2.8013772e-14
3878.2000,2.9300144e-14,2.9300144e-14
3881.0000,3.0016817e-14,3.0016817e-14
3883.8000,3.124288e-14,3.124288e-14
3886.6000,3.2241389e-14,3.2241389e-14
3889.4000,3.3252727e-14,3.3252727e-14
3892.2000,3.3891581e-14,3.3891581e-14
3895.0000,3.4697217e-14,3.4697217e-14
3897.8000,3.5414878e-14,3.5414878e-14
3900.6000,3.596308e-14,3.596308e-14
3903.4000,3.6870145e-14,3.6870145e-14
3906.2000,3.7383707e-14,3.7383707e-14
3909.0000,3.8021132e-14,3.8021132e-14
3911.8000,3.8776706e-14,3.8776706e-14
3914.6000,3.9406802e-14,3.9406802e-14
3917.4000,3.9910562e-14,3.9910562e-14
3920.2000,4.0543067e-14,4.0543067e-14
3923.0000,4.142131e-14,4.142131e-14
3925.8000,4.1723292e-14,4.1723292e-14
3928.6000,4.2208285e-14,4.2208285e-14
3931.4000,4.2835676e-14,4.2835676e-14
3934.2000,4.2929252e-14,4.2929252e-14
3937.0000,4.2849835e-14,4.2849835e-14
3939.8000,4.3820485e-14,4.3820485e-14
3942.6000,4.5403821e-14,4.5403821e-14
3945.4000,4.6622513e-14,4.6622513e-14
3948.2000,4.7707191e-14,4.7707191e-14
3951.0000,4.8621125e-14,4.8621125e-14
3953.8000,4.9561526e-14,4.9561526e-14
3956.6000,5.0438234e-14,5.0438234e-14
3959.4000,5.0799781e-14,5.0799781e-14
3962.2000,5.1299464e-14,5.1299464e-14
3965.0000,5.2112549e-14,5.2112549e-14
3967.8000,5.1789614e-14,5.1789614e-14
3970.6000,5.2404653e-14,5.2404653e-14
3973.4000,5.2326994e-14,5.2326994e-14
3976.2000,5.2433857e-14,5.2433857e-14
3979.0000,5.340903e-14,5.340903e-14
3981.8000,5.3708222e-14,5.3708222e-14
3984.6000,5.3389189e-14,5.3389189e-14
3987.4000,5.405865e-14,5.405865e-14
3990.2000,5.323214e-14,5.323214e-14
3993.0000,5.2576354e-14,5.2576354e-14
3995.8000,5.1797854e-14,5.1797854e-14
3998.6000,5.0963707e-14,5.0963707e-14
4001.4000,5.0437237e-14,5.0437237e-14
4004.2000,4.9383589e-14,4.9383589e-14
4007.0000,4.8602698e-14,4.8602698e-14
4009.8000,4.709727e-14,4.709727e-14
4012.6000,4.6562895e-14,4.6562895e-14
4015.4000,4.5273724e-14,4.5273724e-14
4018.2000,4.4577604e-14,4.4577604e-14
4021.0000,4.3652859e-14,4.3652859e-14
4023.8000,4.2514589e-14,4.2514589e-14
4026.6000,4.1616972e-14,4.1616972e-14
4029.4000,4.0811032e-14,4.0811032e-14
4032.2000,3.949092e-14,3.949092e-14
4035.0000,3.8605148e-14,3.8605148e-14
4037.8000,3.8027516e-14,3.8027516e-14
4040.6000,3.7223915e-14,3.7223915e-14
4043.4000,3.6277775e-14,3.6277775e-14
4046.2000,3.5697634e-14,3.5697634e-14
4049.0000,3.5498498e-14,3.5498498e-14
4051.8000,3.5034672e-14,3.5034672e-14
4054.6000,3.4630847e-14,3.4630847e-14
4057.4000,3.4410676e-14,3.4410676e-14
4060.2000,3.4172957e-14,3.4172957e-14
4063.0000,3.4143933e-14,3.4143933e-14
4065.8000,3.4429592e-14,3.4429592e-14
4068.6000,3.462715e-14,3.462715e-14
4071.4000,3.4651239e-14,3.4651239e-14
4074.2000,3.4438299e-14,3.4438299e-14
4077.0000,3.4514512e-14,3.4514512e-14
4079.8000,3.4542429e-14,3.4542429e-14
4082.6000,3.4195587e-14,3.4195587e-14
4085.4000,3.3726106e-14,3.3726106e-14
4088.2000,3.3320911e-14,3.3320911e-14
4091.0000,3.2548462e-14,3.2548462e-14
4093.8000,3.2178253e-14,3.2178253e-14
4096.6000,3.1645183e-14,3.1645183e-14
4099.4000,3.1355741e-14,3.1355741e-14
4102.2000,3.0891833e-14,3.0891833e-14
4105.0000,3.0610795e-14,3.0610795e-14
4107.8000,3.065899e-14,3.065899e-14
4110.6000,3.021414e-14,3.021414e-14
4113.4000,2.9922896e-14,2.9922896e-14
4116.2000,2.9862188e-14,2.9862188e-14
4119.0000,2.9914918e-14,2.9914918e-14
4121.8000,2.9667889e-14,2.9667889e-14
4124.6000,2.9547041e-14,2.9547041e-14
4127.4000,2.9447765e-14,2.9447765e-14
4130.2000,2.9155496e-14,2.9155496e-14
4133.0000,2.899456e-14,2.899456e-14
4135.8000,2.9322436e-14,2.9322436e-14
4138.6000,2.9148558e-14,2.9148558e-14
4141.4000,2.8861913e-14,2.8861913e-14
4144.2000,2.9352763e-14,2.9352763e-14
4147.0000,2.9048709e-14,2.9048709e-14
4149.8000,2.8820131e-14,2.8820131e-14
4152.6000,2.8824697e-14,2.8824697e-14
4155.4000,2.8645748e-14,2.8645748e-14
4158.2000,2.8409e-14,2.8409e-14
4161.0000,2.8487173e-14,2.8487173e-14
4163.8000,2.8625551e-14,2.8625551e-14
4166.6000,2.8485353e-14,2.8485353e-14
4169.4000,2.8438372e-14,2.8438372e-14
4172.2000,2.8828482e-14,2.8828482e-14
4175.0000,2.9104017e-14,2.9104017e-14
4177.8000,2.9242958e-14,2.9242958e-14
4180.6000,2.9628683e-14,2.9628683e-14
4183.4000,3.0017657e-14,3.0017657e-14
4186.2000,3.0414756e-14,3.0414756e-14
