wavelength,flux,e_flux
4189.0000,3.0659332e-14,3.0659332e-14
4191.8000,3.1120129e-14,3.1120129e-14
4194.6000,3.1821008e-14,3.1821008e-14
4197.4000,3.2225294e-14,3.2225294e-14
4200.2000,3.2346362e-14,3.2346362e-14
4203.0000,3.2496368e-14,3.2496368e-14
4205.8000,3.2589444e-14,3.2589444e-14
4208.6000,3.2873251e-14,3.2873251e-14
4211.4000,3.2823911e-14,3.2823911e-14
4214.2000,3.2707953e-14,3.2707953e-14
4217.0000,3.2735198e-14,3.2735198e-14
4219.8000,3.2829472e-14,3.2829472e-14
4222.6000,3.2841441e-14,3.2841441e-14
4225.4000,3.2738648e-14,3.2738648e-14
4228.2000,3.2926695e-14,3.2926695e-14
4231.0000,3.3106417e-14,3.3106417e-14
4233.8000,3.3015404e-14,3.3015404e-14
4236.6000,3.3108434e-14,3.3108434e-14
4239.4000,3.3184023e-14,3.3184023e-14
4242.2000,3.3471042e-14,3.3471042e-14
4245.0000,3.3410668e-14,3.3410668e-14
4247.8000,3.3407762e-14,3.3407762e-14
4250.6000,3.3044361e-14,3.3044361e-14
4253.4000,3.3081323e-14,3.3081323e-14
4256.2000,3.3177017e-14,3.3177017e-14
4259.0000,3.345857e-14,3.345857e-14
4261.8000,3.3464805e-14,3.3464805e-14
4264.6000,3.3358167e-14,3.3358167e-14
4267.4000,3.3489171e-14,3.3489171e-14
4270.2000,3.3435045e-14,3.3435045e-14
4273.0000,3.3518738e-14,3.3518738e-14
4275.8000,3.3461239e-14,3.3461239e-14
4278.6000,3.3320042e-14,3.3320042e-14
4281.4000,3.3692905e-14,3.3692905e-14
4284.2000,3.3691453e-14,3.3691453e-14
4287.0000,3.3813015e-14,3.3813015e-14
4289.8000,3.4163627e-14,3.4163627e-14
4292.6000,3.4642431e-14,3.4642431e-14
4295.4000,3.4931086e-14,3.4931086e-14
4298.2000,3.5457443e-14,3.5457443e-14
4301.0000,3.6295042e-14,3.6295042e-14
4303.8000,3.6676622e-14,3.6676622e-14
4306.6000,3.7117365e-14,3.7117365e-14
4309.4000,3.7729195e-14,3.7729195e-14
4312.2000,3.8298684e-14,3.8298684e-14
4315.0000,3.8622575e-14,3.8622575e-14
4317.8000,3.8826516e-14,3.8826516e-14
4320.6000,3.9534304e-14,3.9534304e-14
4323.4000,3.9758952e-14,3.9758952e-14
4326.2000,3.9926268e-14,3.9926268e-14
4329.0000,4.0127232e-14,4.0127232e-14
4331.8000,4.0057393e-14,4.0057393e-14
4334.6000,3.989106e-14,3.989106e-14
4337.4000,4.0046675e-14,4.0046675e-14
4340.2000,3.9777952e-14,3.9777952e-14
4343.0000,3.9128416e-14,3.9128416e-14
4345.8000,3.8272776e-14,3.8272776e-14
4348.6000,3.7765117e-14,3.7765117e-14
4351.4000,3.7035217e-14,3.7035217e-14
4354.2000,3.6185938e-14,3.6185938e-14
4357.0000,3.5343032e-14,3.5343032e-14
4359.8000,3.4562661e-14,3.4562661e-14
4362.6000,3.3677852e-14,3.3677852e-14
4365.4000,3.3042507e-14,3.3042507e-14
4368.2000,3.2142443e-14,3.2142443e-14
4371.0000,3.1046639e-14,3.1046639e-14
4373.8000,3.0207297e-14,3.0207297e-14
4376.6000,2.9416387e-14,2.9416387e-14
4379.4000,2.8631767e-14,2.8631767e-14
4382.2000,2.8207076e-14,2.8207076e-14
4385.0000,2.7160292e-14,2.7160292e-14
4387.8000,2.6522658e-14,2.6522658e-14
4390.6000,2.5815352e-14,2.5815352e-14
4393.4000,2.5164469e-14,2.5164469e-14
4396.2000,2.4590669e-14,2.4590669e-14
4399.0000,2.4024782e-14,2.4024782e-14
4401.8000,2.3591291e-14,2.3591291e-14
4404.6000,2.2798073e-14,2.2798073e-14
4407.4000,2.221332e-14,2.221332e-14
4410.2000,2.1843039e-14,2.1843039e-14
4413.0000,2.1454286e-14,2.1454286e-14
4415.8000,2.1082879e-14,2.1082879e-14
4418.6000,2.0624882e-14,2.0624882e-14
4421.4000,2.0406584e-14,2.0406584e-14
4424.2000,2.002365e-14,2.002365e-14
4427.0000,1.9793042e-14,1.9793042e-14
4429.8000,1.9622273e-14,1.9622273e-14
4432.6000,1.9715136e-14,1.9715136e-14
4435.4000,1.9636947e-14,1.9636947e-14
4438.2000,1.9880839e-14,1.9880839e-14
4441.0000,1.969556e-14,1.969556e-14
4443.8000,1.9657517e-14,1.9657517e-14
4446.6000,1.9894849e-14,1.9894849e-14
4449.4000,2.0435193e-14,2.0435193e-14
4452.2000,2.0668407e-14,2.0668407e-14
4455.0000,2.0898917e-14,2.0898917e-14
4457.8000,2.1288748e-14,2.1288748e-14
4460.6000,2.1642099e-14,2.1642099e-14
4463.4000,2.1765495e-14,2.1765495e-14
4466.2000,2.2182847e-14,2.2182847e-14
4469.0000,2.2481839e-14,2.2481839e-14
4471.8000,2.2920616e-14,2.2920616e-14
4474.6000,2.29389e-14,2.29389e-14
4477.4000,2.334945e-14,2.334945e-14
4480.2000,2.3736254e-14,2.3736254e-14
4483.0000,2.3910696e-14,2.3910696e-14
4485.8000,2.4393253e-14,2.4393253e-14
4488.6000,2.4882873e-14,2.4882873e-14
4491.4000,2.5305187e-14,2.5305187e-14
4494.2000,2.5733455e-14,2.5733455e-14
4497.0000,2.615087e-14,2.615087e-14
4499.8000,2.6904475e-14,2.6904475e-14
4502.6000,2.7494811e-14,2.7494811e-14
4505.4000,2.8138338e-14,2.8138338e-14
4508.2000,2.8925231e-14,2.8925231e-14
4511.0000,2.9519365e-14,2.9519365e-14
4513.8000,3.024808e-14,3.024808e-14
4516.6000,3.1017732e-14,3.1017732e-14
4519.4000,3.1591595e-14,3.1591595e-14
4522.2000,3.2397146e-14,3.2397146e-14
4525.0000,3.3315328e-14,3.3315328e-14
4527.8000,3.4022293e-14,3.4022293e-14
4530.6000,3.4984514e-14,3.4984514e-14
4533.4000,3.5778351e-14,3.5778351e-14
4536.2000,3.6596561e-14,3.6596561e-14
4539.0000,3.7822357e-14,3.7822357e-14
4541.8000,3.9558064e-14,3.9558064e-14
4544.6000,4.1141968e-14,4.1141968e-14
4547.4000,4.2375256e-14,4.2375256e-14
4550.2000,4.4139254e-14,4.4139254e-14
4553.0000,4.6012595e-14,4.6012595e-14
4555.8000,4.7601292e-14,4.7601292e-14
4558.6000,4.9468141e-14,4.9468141e-14
4561.4000,5.1091542e-14,5.1091542e-14
4564.2000,5.2734194e-14,5.2734194e-14
4567.0000,5.4475376e-14,5.4475376e-14
4569.8000,5.6391956e-14,5.6391956e-14
4572.6000,5.8083692e-14,5.8083692e-14
4575.4000,5.9503491e-14,5.9503491e-14
4578.2000,6.0837952e-14,6.0837952e-14
4581.0000,6.2510535e-14,6.2510535e-14
4583.8000,6.3639901e-14,6.3639901e-14
4586.6000,6.4331781e-14,6.4331781e-14
4589.4000,6.5300197e-14,6.5300197e-14
4592.2000,6.6258881e-14,6.6258881e-14
4595.0000,6.6782078e-14,6.6782078e-14
4597.8000,6.6957868e-14,6.6957868e-14
4600.6000,6.7177665e-14,6.7177665e-14
4603.4000,6.7343718e-14,6.7343718e-14
4606.2000,6.7840373e-14,6.7840373e-14
4609.0000,6.7793882e-14,6.7793882e-14
4611.8000,6.831157e-14,6.831157e-14
4614.6000,6.8481014e-14,6.8481014e-14
4617.4000,6.8779814e-14,6.8779814e-14
4620.2000,6.8848274e-14,6.8848274e-14
4623.0000,6.9566803e-14,6.9566803e-14
4625.8000,6.957968e-14,6.957968e-14
4628.6000,6.9634459e-14,6.9634459e-14
4631.4000,7.044397e-14,7.044397e-14
4634.2000,7.087429e-14,7.087429e-14
4637.0000,7.0905685e-14,7.0905685e-14
4639.8000,7.102464e-14,7.102464e-14
4642.6000,7.0703416e-14,7.0703416e-14
4645.4000,7.0478764e-14,7.0478764e-14
4648.2000,7.0484518e-14,7.0484518e-14
4651.0000,7.0792688e-14,7.0792688e-14
4653.8000,7.0560244e-14,7.0560244e-14
4656.6000,7.0202325e-14,7.0202325e-14
4659.4000,6.9528656e-14,6.9528656e-14
4662.2000,6.7833391e-14,6.7833391e-14
4665.0000,6.6586325e-14,6.6586325e-14
4667.8000,6.510287e-14,6.510287e-14
4670.6000,6.2995506e-14,6.2995506e-14
4673.4000,6.0631594e-14,6.0631594e-14
4676.2000,5.8487724e-14,5.8487724e-14
4679.0000,5.6519006e-14,5.6519006e-14
4681.8000,5.4622137e-14,5.4622137e-14
4684.6000,5.258727e-14,5.258727e-14
4687.4000,4.9855937e-14,4.9855937e-14
4690.2000,4.7878833e-14,4.7878833e-14
4693.0000,4.6204172e-14,4.6204172e-14
4695.8000,4.4221639e-14,4.4221639e-14
4698.6000,4.2438498e-14,4.2438498e-14
4701.4000,4.0945364e-14,4.0945364e-14
4704.2000,3.9631614e-14,3.9631614e-14
4707.0000,3.7837049e-14,3.7837049e-14
4709.8000,3.636158e-14,3.636158e-14
4712.6000,3.5404432e-14,3.5404432e-14
4715.4000,3.4212042e-14,3.4212042e-14
4718.2000,3.3218169e-14,3.3218169e-14
4721.0000,3.2302661e-14,3.2302661e-14
4723.8000,3.1565268e-14,3.1565268e-14
4726.6000,3.0377712e-14,3.0377712e-14
4729.4000,3.015262e-14,3.015262e-14
4732.2000,2.9659696e-14,2.9659696e-14
4735.0000,2.9258475e-14,2.9258475e-14
4737.8000,2.8959623e-14,2.8959623e-14
4740.6000,2.8378473e-14,2.8378473e-14
4743.4000,2.7480961e-14,2.7480961e-14
4746.2000,2.7405054e-14,2.7405054e-14
4749.0000,2.6961254e-14,2.6961254e-14
4751.8000,2.6496437e-14,2.6496437e-14
4754.6000,2.6149785e-14,2.6149785e-14
4757.4000,2.6024679e-14,2.6024679e-14
4760.2000,2.5854275e-14,2.5854275e-14
4763.0000,2.5679109e-14,2.5679109e-14
4765.8000,2.5625971e-14,2.5625971e-14
4768.6000,2.5644381e-14,2.5644381e-14
4771.4000,2.5786068e-14,2.5786068e-14
4774.2000,2.5997833e-14,2.5997833e-14
4777.0000,2.6378337e-14,2.6378337e-14
4779.8000,2.6680347e-14,2.6680347e-14
4782.6000,2.6968512e-14,2.6968512e-14
4785.4000,2.7493362e-14,2.7493362e-14
4788.2000,2.813532e-14,2.813532e-14
4791.0000,2.8818522e-14,2.8818522e-14
4793.8000,2.9448227e-14,2.9448227e-14
4796.6000,3.034852e-14,3.034852e-14
4799.4000,3.1353146e-14,3.1353146e-14
4802.2000,3.2184629e-14,3.2184629e-14
4805.0000,3.3192691e-14,3.3192691e-14
4807.8000,3.4248084e-14,3.4248084e-14
4810.6000,3.5299775e-14,3.5299775e-14
4813.4000,3.6888112e-14,3.6888112e-14
4816.2000,3.7749338e-14,3.7749338e-14
4819.0000,3.8483766e-14,3.8483766e-14
4821.8000,3.9018981e-14,3.9018981e-14
4824.6000,3.951923e-14,3.951923e-14
4827.4000,3.9870756e-14,3.9870756e-14
4830.2000,4.0107944e-14,4.0107944e-14
4833.0000,3.9945134e-14,3.9945134e-14
4835.8000,3.9731343e-14,3.9731343e-14
4838.6000,3.8909337e-14,3.8909337e-14
4841.4000,3.8324624e-14,3.8324624e-14
4844.2000,3.808964e-14,3.808964e-14
4847.0000,3.7737166e-14,3.7737166e-14
4849.8000,3.7233935e-14,3.7233935e-14
4852.6000,3.6741848e-14,3.6741848e-14
4855.4000,3.6101078e-14,3.6101078e-14
4858.2000,3.5854846e-14,3.5854846e-14
4861.0000,3.5152719e-14,3.5152719e-14
4863.8000,3.4489428e-14,3.4489428e-14
4866.6000,3.4291787e-14,3.4291787e-14
4869.4000,3.4467424e-14,3.4467424e-14
4872.2000,3.4299227e-14,3.4299227e-14
4875.0000,3.4611458e-14,3.4611458e-14
4877.8000,3.472745e-14,3.472745e-14
4880.6000,3.5142543e-14,3.5142543e-14
4883.4000,3.5806022e-14,3.5806022e-14
4886.2000,3.6295011e-14,3.6295011e-14
4889.0000,3.665792e-14,3.665792e-14
4891.8000,3.7561821e-14,3.7561821e-14
4894.6000,3.8943222e-14,3.8943222e-14
4897.4000,4.0058047e-14,4.0058047e-14
4900.2000,4.0945976e-14,4.0945976e-14
4903.0000,4.2234099e-14,4.2234099e-14
4905.8000,4.4062741e-14,4.4062741e-14
4908.6000,4.5485525e-14,4.5485525e-14
4911.4000,4.7127322e-14,4.7127322e-14
4914.2000,4.8963736e-14,4.8963736e-14
4917.0000,5.0584336e-14,5.0584336e-14
4919.8000,5.1961324e-14,5.1961324e-14
4922.6000,5.3427608e-14,5.3427608e-14
4925.4000,5.5057946e-14,5.5057946e-14
4928.2000,5.6477406e-14,5.6477406e-14
4931.0000,5.8373701e-14,5.8373701e-14
4933.8000,5.9994776e-14,5.9994776e-14
4936.6000,6.1412288e-14,6.1412288e-14
4939.4000,6.2649205e-14,6.2649205e-14
4942.2000,6.4368336e-14,6.4368336e-14
4945.0000,6.5588768e-14,6.5588768e-14
4947.8000,6.611565e-14,6.611565e-14
4950.6000,6.6903721e-14,6.6903721e-14
4953.4000,6.7404645e-14,6.7404645e-14
4956.2000,6.7316873e-14,6.7316873e-14
4959.0000,6.6936178e-14,6.6936178e-14
4961.8000,6.6089329e-14,6.6089329e-14
4964.6000,6.5163059e-14,6.5163059e-14
4967.4000,6.4234833e-14,6.4234833e-14
4970.2000,6.237286e-14,6.237286e-14
4973.0000,6.1032232e-14,6.1032232e-14
4975.8000,5.9010424e-14,5.9010424e-14
4978.6000,5.7191902e-14,5.7191902e-14
4981.4000,5.5814539e-14,5.5814539e-14
4984.2000,5.3385031e-14,5.3385031e-14
4987.0000,5.1794415e-14,5.1794415e-14
4989.8000,4.9405173e-14,4.9405173e-14
4992.6000,4.80094e-14,4.80094e-14
4995.4000,4.6118647e-14,4.6118647e-14
4998.2000,4.4925306e-14,4.4925306e-14
5001.0000,4.3010211e-14,4.3010211e-14
5005.9000,4.0811903e-14,4.0811903e-14
5010.8000,3.8718035e-14,3.8718035e-14
5015.7000,3.6762449e-14,3.6762449e-14
5020.6000,3.5674966e-14,3.5674966e-14
5025.5000,3.4416954e-14,3.4416954e-14
5030.4000,3.3279154e-14,3.3279154e-14
5035.3000,3.2035206e-14,3.2035206e-14
5040.2000,3.1642623e-14,3.1642623e-14
5045.1000,3.1507179e-14,3.1507179e-14
5050.0000,3.1324313e-14,3.1324313e-14
5054.9000,3.0939104e-14,3.0939104e-14
5059.8000,3.1170648e-14,3.1170648e-14
5064.7000,3.0655773e-14,3.0655773e-14
5069.6000,3.0378137e-14,3.0378137e-14
5074.5000,2.9997538e-14,2.9997538e-14
5079.4000,2.9730737e-14,2.9730737e-14
5084.3000,2.9752165e-14,2.9752165e-14
5089.2000,2.9845376e-14,2.9845376e-14
5094.1000,2.9608693e-14,2.9608693e-14
5099.0000,2.9421792e-14,2.9421792e-14
5103.9000,2.9410296e-14,2.9410296e-14
5108.8000,2.907984e-14,2.907984e-14
5113.7000,2.8967034e-14,2.8967034e-14
5118.6000,2.8912358e-14,2.8912358e-14
5123.5000,2.9222387e-14,2.9222387e-14
5128.4000,2.9065949e-14,2.9065949e-14
5133.3000,2.8766617e-14,2.8766617e-14
5138.2000,2.8861312e-14,2.8861312e-14
5143.1000,2.8588873e-14,2.8588873e-14
5148.0000,2.8352508e-14,2.8352508e-14
5152.9000,2.8538965e-14,2.8538965e-14
5157.8000,2.8698005e-14,2.8698005e-14
5162.7000,2.9235162e-14,2.9235162e-14
5167.6000,2.9676012e-14,2.9676012e-14
5172.5000,2.9802887e-14,2.9802887e-14
5177.4000,3.0490888e-14,3.0490888e-14
5182.3000,3.1132247e-14,3.1132247e-14
5187.2000,3.1790066e-14,3.1790066e-14
5192.1000,3.2572825e-14,3.2572825e-14
5197.0000,3.3485818e-14,3.3485818e-14
5201.9000,3.4335094e-14,3.4335094e-14
5206.8000,3.5266317e-14,3.5266317e-14
5211.7000,3.5872734e-14,3.5872734e-14
5216.6000,3.697316e-14,3.697316e-14
5221.5000,3.7769174e-14,3.7769174e-14
5226.4000,3.9379166e-14,3.9379166e-14
5231.3000,4.0712476e-14,4.0712476e-14
5236.2000,4.1830199e-14,4.1830199e-14
5241.1000,4.3484057e-14,4.3484057e-14
5246.0000,4.4700328e-14,4.4700328e-14
5250.9000,4.5653982e-14,4.5653982e-14
5255.8000,4.6458091e-14,4.6458091e-14
5260.7000,4.7647969e-14,4.7647969e-14
5265.6000,4.7955684e-14,4.7955684e-14
5270.5000,4.8799906e-14,4.8799906e-14
5275.4000,4.9175878e-14,4.9175878e-14
5280.3000,5.009936e-14,5.009936e-14
5285.2000,5.118782e-14,5.118782e-14
5290.1000,5.2566177e-14,5.2566177e-14
5295.0000,5.4068942e-14,5.4068942e-14
5299.9000,5.5622595e-14,5.5622595e-14
5304.8000,5.6775186e-14,5.6775186e-14
5309.7000,5.7469099e-14,5.7469099e-14
5314.6000,5.8462302e-14,5.8462302e-14
5319.5000,5.8476889e-14,5.8476889e-14
5324.4000,5.8488644e-14,5.8488644e-14
5329.3000,5.7844149e-14,5.7844149e-14
5334.2000,5.7412978e-14,5.7412978e-14
5339.1000,5.6190757e-14,5.6190757e-14
5344.0000,5.552789e-14,5.552789e-14
5348.9000,5.4933369e-14,5.4933369e-14
5353.8000,5.3732151e-14,5.3732151e-14
5358.7000,5.2686264e-14,5.2686264e-14
5363.6000,5.2023302e-14,5.2023302e-14
5368.5000,5.1908079e-14,5.1908079e-14
5373.4000,5.1482389e-14,5.1482389e-14
5378.3000,5.0928988e-14,5.0928988e-14
5383.2000,5.0739396e-14,5.0739396e-14
5388.1000,5.1275956e-14,5.1275956e-14
5393.0000,5.2461623e-14,5.2461623e-14
5397.9000,5.3603637e-14,5.3603637e-14
5402.8000,5.4977232e-14,5.4977232e-14
5407.7000,5.630491e-14,5.630491e-14
5412.6000,5.7651557e-14,5.7651557e-14
5417.5000,5.9472915e-14,5.9472915e-14
5422.4000,6.1298423e-14,6.1298423e-14
5427.3000,6.3181739e-14,6.3181739e-14
5432.2000,6.551628e-14,6.551628e-14
5437.1000,6.7213543e-14,6.7213543e-14
5442.0000,6.9386283e-14,6.9386283e-14
5446.9000,7.2080264e-14,7.2080264e-14
5451.8000,7.4601565e-14,7.4601565e-14
5456.7000,7.7087172e-14,7.7087172e-14
5461.6000,7.962607e-14,7.962607e-14
5466.5000,8.1999771e-14,8.1999771e-14
5471.4000,8.3687202e-14,8.3687202e-14
5476.3000,8.6406824e-14,8.6406824e-14
5481.2000,8.8293288e-14,8.8293288e-14
5486.1000,9.0049183e-14,9.0049183e-14
5491.0000,9.1204388e-14,9.1204388e-14
5495.9000,9.3142429e-14,9.3142429e-14
5500.8000,9.3431995e-14,9.3431995e-14
5505.7000,9.4373975e-14,9.4373975e-14
5510.6000,9.5545884e-14,9.5545884e-14
5515.5000,9.5597857e-14,9.5597857e-14
5520.4000,9.5774663e-14,9.5774663e-14
5525.3000,9.5430299e-14,9.5430299e-14
5530.2000,9.5167243e-14,9.5167243e-14
5535.1000,9.4548964e-14,9.4548964e-14
5540.0000,9.3845595e-14,9.3845595e-14
5544.9000,9.2980746e-14,9.2980746e-14
5549.8000,9.1902444e-14,9.1902444e-14
5554.7000,9.1015998e-14,9.1015998e-14
5559.6000,9.0433978e-14,9.0433978e-14
5564.5000,8.9241767e-14,8.9241767e-14
5569.4000,8.8177286e-14,8.8177286e-14
5574.3000,8.7253952e-14,8.7253952e-14
5579.2000,8.6016537e-14,8.6016537e-14
5584.1000,8.4292278e-14,8.4292278e-14
5589.0000,8.3075368e-14,8.3075368e-14
5593.9000,8.1437359e-14,8.1437359e-14
5598.8000,7.9757785e-14,7.9757785e-14
5603.7000,7.8542443e-14,7.8542443e-14
5608.6000,7.6511541e-14,7.6511541e-14
5613.5000,7.5096754e-14,7.5096754e-14
5618.4000,7.3232929e-14,7.3232929e-14
5623.3000,7.1648461e-14,7.1648461e-14
5628.2000,6.8938039e-14,6.8938039e-14
5633.1000,6.697121e-14,6.697121e-14
5638.0000,6.4041778e-14,6.4041778e-14
5642.9000,6.2248937e-14,6.2248937e-14
5647.8000,5.9674916e-14,5.9674916e-14
5652.7000,5.6631969e-14,5.6631969e-14
5657.6000,5.3715476e-14,5.3715476e-14
5662.5000,5.0962843e-14,5.0962843e-14
5667.4000,4.8809153e-14,4.8809153e-14
5672.3000,4.6251575e-14,4.6251575e-14
5677.2000,4.4423199e-14,4.4423199e-14
5682.1000,4.2786833e-14,4.2786833e-14
5687.0000,4.0936535e-14,4.0936535e-14
5691.9000,3.9862667e-14,3.9862667e-14
5696.8000,3.9227679e-14,3.9227679e-14
5701.7000,3.8934121e-14,3.8934121e-14
5706.6000,3.8986874e-14,3.8986874e-14
5711.5000,3.9408203e-14,3.9408203e-14
5716.4000,3.9985885e-14,3.9985885e-14
5721.3000,4.0573118e-14,4.0573118e-14
5726.2000,4.1790012e-14,4.1790012e-14
5731.1000,4.3438119e-14,4.3438119e-14
5736.0000,4.5078429e-14,4.5078429e-14
5740.9000,4.6779382e-14,4.6779382e-14
5745.8000,4.8269177e-14,4.8269177e-14
5750.7000,4.9966435e-14,4.9966435e-14
5755.6000,5.211719e-14,5.211719e-14
5760.5000,5.4371202e-14,5.4371202e-14
5765.4000,5.6614703e-14,5.6614703e-14
5770.3000,5.9086217e-14,5.9086217e-14
5775.2000,6.0563239e-14,6.0563239e-14
5780.1000,6.2493694e-14,6.2493694e-14
5785.0000,6.5165724e-14,6.5165724e-14
5789.9000,6.7319228e-14,6.7319228e-14
5794.8000,6.8929057e-14,6.8929057e-14
5799.7000,7.0228714e-14,7.0228714e-14
5804.6000,7.1714205e-14,7.1714205e-14
5809.5000,7.2915579e-14,7.2915579e-14
5814.4000,7.3431719e-14,7.3431719e-14
5819.3000,7.3549643e-14,7.3549643e-14
5824.2000,7.3507914e-14,7.3507914e-14
5829.1000,7.2996118e-14,7.2996118e-14
5834.0000,7.337643e-14,7.337643e-14
5838.9000,7.3254626e-14,7.3254626e-14
5843.8000,7.2723676e-14,7.2723676e-14
5848.7000,7.2889668e-14,7.2889668e-14
5853.6000,7.2368348e-14,7.2368348e-14
5858.5000,7.0871355e-14,7.0871355e-14
5863.4000,6.9694242e-14,6.9694242e-14
5868.3000,6.8834878e-14,6.8834878e-14
5873.2000,6.7961447e-14,6.7961447e-14
5878.1000,6.7277198e-14,6.7277198e-14
5883.0000,6.5849758e-14,6.5849758e-14
5887.9000,6.4346486e-14,6.4346486e-14
5892.8000,6.2890307e-14,6.2890307e-14
5897.7000,6.2007341e-14,6.2007341e-14
5902.6000,6.1454113e-14,6.1454113e-14
5907.5000,6.0413461e-14,6.0413461e-14
5912.4000,6.0042697e-14,6.0042697e-14
5917.3000,5.9697389e-14,5.9697389e-14
5922.2000,5.8601005e-14,5.8601005e-14
5927.1000,5.7402112e-14,5.7402112e-14
5932.0000,5.653856e-14,5.653856e-14
5936.9000,5.569478e-14,5.569478e-14
5941.8000,5.4740089e-14,5.4740089e-14
5946.7000,5.331284e-14,5.331284e-14
5951.6000,5.2270287e-14,5.2270287e-14
5956.5000,5.0429007e-14,5.0429007e-14
5961.4000,4.8483529e-14,4.8483529e-14
5966.3000,4.693463e-14,4.693463e-14
5971.2000,4.5098436e-14,4.5098436e-14
5976.1000,4.3272322e-14,4.3272322e-14
5981.0000,4.1663827e-14,4.1663827e-14
5985.9000,4.0349346e-14,4.0349346e-14
5990.8000,3.934065e-14,3.934065e-14
5995.7000,3.851683e-14,3.851683e-14
6000.6000,3.756877e-14,3.756877e-14
6005.5000,3.7536e-14,3.7536e-14
6010.4000,3.7480848e-14,3.7480848e-14
6015.3000,3.7716306e-14,3.7716306e-14
6020.2000,3.7799194e-14,3.7799194e-14
6025.1000,3.7891198e-14,3.7891198e-14
6030.0000,3.8239083e-14,3.8239083e-14
6034.9000,3.8476764e-14,3.8476764e-14
6039.8000,3.8803225e-14,3.8803225e-14
6044.7000,3.8731468e-14,3.8731468e-14
6049.6000,3.8393982e-14,3.8393982e-14
6054.5000,3.855691e-14,3.855691e-14
6059.4000,3.8049939e-14,3.8049939e-14
6064.3000,3.7482348e-14,3.7482348e-14
6069.2000,3.7158305e-14,3.7158305e-14
6074.1000,3.6776643e-14,3.6776643e-14
6079.0000,3.6842679e-14,3.6842679e-14
6083.9000,3.6665736e-14,3.6665736e-14
6088.8000,3.6880252e-14,3.6880252e-14
6093.7000,3.7295116e-14,3.7295116e-14
6098.6000,3.7453326e-14,3.7453326e-14
6103.5000,3.8137073e-14,3.8137073e-14
6108.4000,3.8752647e-14,3.8752647e-14
6113.3000,3.9041676e-14,3.9041676e-14
6118.2000,3.9753828e-14,3.9753828e-14
6123.1000,4.0245603e-14,4.0245603e-14
6128.0000,4.084964e-14,4.084964e-14
6132.9000,4.1210772e-14,4.1210772e-14
6137.8000,4.0849024e-14,4.0849024e-14
6142.7000,4.037053e-14,4.037053e-14
6147.6000,3.9559506e-14,3.9559506e-14
6152.5000,3.9218254e-14,3.9218254e-14
6157.4000,3.7710322e-14,3.7710322e-14
6162.3000,3.6404606e-14,3.6404606e-14
6167.2000,3.5895631e-14,3.5895631e-14
6172.1000,3.5300162e-14,3.5300162e-14
6177.0000,3.524208e-14,3.524208e-14
6181.9000,3.5042153e-14,3.5042153e-14
6186.8000,3.5617531e-14,3.5617531e-14
6191.7000,3.6404066e-14,3.6404066e-14
6196.6000,3.7368938e-14,3.7368938e-14
6201.5000,3.9285262e-14,3.9285262e-14
6206.4000,4.056149e-14,4.056149e-14
6211.3000,4.2566406e-14,4.2566406e-14
6216.2000,4.3277504e-14,4.3277504e-14
6221.1000,4.3863062e-14,4.3863062e-14
6226.0000,4.4257002e-14,4.4257002e-14
6230.9000,4.430015e-14,4.430015e-14
6235.8000,4.4034908e-14,4.4034908e-14
6240.7000,4.273936e-14,4.273936e-14
6245.6000,4.2128754e-14,4.2128754e-14
6250.5000,4.1004034e-14,4.1004034e-14
6255.4000,4.0276857e-14,4.0276857e-14
6260.3000,3.914392e-14,3.914392e-14
6265.2000,3.7607358e-14,3.7607358e-14
6270.1000,3.7514708e-14,3.7514708e-14
6275.0000,3.6257852e-14,3.6257852e-14
6279.9000,3.6041393e-14,3.6041393e-14
6284.8000,3.563608e-14,3.563608e-14
6289.7000,3.5653256e-14,3.5653256e-14
6294.6000,3.5691321e-14,3.5691321e-14
6299.5000,3.5700503e-14,3.5700503e-14
6304.4000,3.5493475e-14,3.5493475e-14
6309.3000,3.6312938e-14,3.6312938e-14
6314.2000,3.6751716e-14,3.6751716e-14
6319.1000,3.6216752e-14,3.6216752e-14
6324.0000,3.7000866e-14,3.7000866e-14
6328.9000,3.8044271e-14,3.8044271e-14
6333.8000,3.8064177e-14,3.8064177e-14
6338.7000,3.8987438e-14,3.8987438e-14
6343.6000,4.0682234e-14,4.0682234e-14
6348.5000,4.1638957e-14,4.1638957e-14
6353.4000,4.2624601e-14,4.2624601e-14
6358.3000,4.3889295e-14,4.3889295e-14
6363.2000,4.5095435e-14,4.5095435e-14
6368.1000,4.5795748e-14,4.5795748e-14
6373.0000,4.7040982e-14,4.7040982e-14
6377.9000,4.8108916e-14,4.8108916e-14
6382.8000,4.9671373e-14,4.9671373e-14
6387.7000,5.098035e-14,5.098035e-14
6392.6000,5.192071e-14,5.192071e-14
6397.5000,5.2505034e-14,5.2505034e-14
6402.4000,5.4608522e-14,5.4608522e-14
6407.3000,5.5724931e-14,5.5724931e-14
6412.2000,5.8347258e-14,5.8347258e-14
6417.1000,5.9687754e-14,5.9687754e-14
6422.0000,6.1379142e-14,6.1379142e-14
6426.9000,6.3120035e-14,6.3120035e-14
6431.8000,6.4084922e-14,6.4084922e-14
6436.7000,6.6150742e-14,6.6150742e-14
6441.6000,6.7466376e-14,6.7466376e-14
6446.5000,6.8584324e-14,6.8584324e-14
6451.4000,7.0443666e-14,7.0443666e-14
