event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2008hv,54807.37643,16.0368,0.0166,F,V,,,2012ApJS..200...12H
SN2008hv,54807.38015,15.9998,0.0448,F,B,,,2012ApJS..200...12H
SN2008hv,54807.5795,17.143,0.086,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54807.580000000075,15.99,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54807.580000000075,15.5,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54807.580000000075,17.22,0.07,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54807.580000000075,19.07,0.12,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54807.580000000075,15.91,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54807.5806,15.412,0.060,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54807.5813,15.949,0.060,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54807.5832,19.063,0.137,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54807.5849,15.837,0.068,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54807.5861,20.119,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54807.58999999985,20.2,,T,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54808.29569,15.769,0.005,F,B,,,2010AJ....139..519C
SN2008hv,54808.29569,15.691,0.005,F,V,,,2010AJ....139..519C
SN2008hv,54808.29569,15.647,0.004,F,g,,,2010AJ....139..519C
SN2008hv,54808.29569,15.984,0.006,F,i,,,2010AJ....139..519C
SN2008hv,54808.29569,15.728,0.004,F,r,,,2010AJ....139..519C
SN2008hv,54808.29569,16.186,0.010,F,u,,,2010AJ....139..519C
SN2008hv,54809.220000000205,15.58,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54809.220000000205,14.91,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54809.220000000205,16.54,0.06,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54809.2214,16.459,0.075,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54809.2228,14.836,0.050,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54809.2238,15.476,0.052,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54809.2261,18.280,0.106,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54809.2285,15.568,0.065,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54809.22999999998,19.77,0.3,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54809.22999999998,18.28,0.09,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54809.22999999998,15.64,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54809.2301,19.753,0.298,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54809.28356,15.530,0.005,F,B,,,2010AJ....139..519C
SN2008hv,54809.28356,15.465,0.006,F,V,,,2010AJ....139..519C
SN2008hv,54809.28356,15.406,0.005,F,g,,,2010AJ....139..519C
SN2008hv,54809.28356,15.739,0.010,F,i,,,2010AJ....139..519C
SN2008hv,54809.28356,15.494,0.008,F,r,,,2010AJ....139..519C
SN2008hv,54809.28356,15.903,0.009,F,u,,,2010AJ....139..519C
SN2008hv,54810.28794,15.342,0.006,F,B,,,2010AJ....139..519C
SN2008hv,54810.28794,15.296,0.005,F,V,,,2010AJ....139..519C
SN2008hv,54810.28794,15.208,0.006,F,g,,,2010AJ....139..519C
SN2008hv,54810.28794,15.558,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54810.28794,15.295,0.007,F,r,,,2010AJ....139..519C
SN2008hv,54810.28794,15.698,0.009,F,u,,,2010AJ....139..519C
SN2008hv,54810.32,15.49,0.25,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54810.32,15.14,0.25,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54810.46065,15.5739,0.0174,F,i',,,2012ApJS..200...12H
SN2008hv,54810.46366,15.3316,0.0144,F,r',,,2012ApJS..200...12H
SN2008hv,54810.46667,15.3217,0.0167,F,V,,,2012ApJS..200...12H
SN2008hv,54811.29311,15.481,0.030,F,H,,,2010AJ....139..519C
SN2008hv,54811.29311,15.277,0.037,F,J,,,2010AJ....139..519C
SN2008hv,54811.29311,15.343,0.014,F,Y,,,2010AJ....139..519C
SN2008hv,54811.42819,15.4918,0.0176,F,i',,,2012ApJS..200...12H
SN2008hv,54811.43113,15.0979,0.0169,F,B,,,2012ApJS..200...12H
SN2008hv,54811.43120,15.2101,0.0161,F,r',,,2012ApJS..200...12H
SN2008hv,54811.43421,15.1937,0.0170,F,V,,,2012ApJS..200...12H
SN2008hv,54811.45,15.5,0.18,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54811.45,15.25,0.25,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54811.45,15.29,0.19,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54811.58999999985,19.05,0.17,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54811.58999999985,16.15,0.05,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54811.5940,19.043,0.176,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54811.5948,16.084,0.071,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54811.6074,17.943,0.107,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54811.60999999987,17.96,0.09,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54812.26979,15.447,0.012,F,H,,,2010AJ....139..519C
SN2008hv,54812.26979,15.211,0.027,F,J,,,2010AJ....139..519C
SN2008hv,54812.26979,15.305,0.006,F,Y,,,2010AJ....139..519C
SN2008hv,54812.44527,15.4403,0.0199,F,i',,,2012ApJS..200...12H
SN2008hv,54812.44829,15.1218,0.0210,F,r',,,2012ApJS..200...12H
SN2008hv,54812.45130,15.0890,0.0165,F,V,,,2012ApJS..200...12H
SN2008hv,54812.5977,15.896,0.076,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54812.5991,14.325,0.047,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54812.5998,14.983,0.048,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54812.60000000009,15.08,0.05,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54812.60000000009,14.4,0.05,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54812.60000000009,15.97,0.06,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54812.60000000009,17.64,0.09,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54812.60000000009,15.09,0.06,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54812.6019,17.626,0.108,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54812.6039,15.008,0.069,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54812.6067,18.798,0.173,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54812.60999999987,18.82,0.17,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.28424,15.006,0.006,F,B,,,2010AJ....139..519C
SN2008hv,54813.28424,14.959,0.005,F,V,,,2010AJ....139..519C
SN2008hv,54813.28424,14.889,0.005,F,g,,,2010AJ....139..519C
SN2008hv,54813.28424,15.394,0.006,F,i,,,2010AJ....139..519C
SN2008hv,54813.28424,15.012,0.005,F,r,,,2010AJ....139..519C
SN2008hv,54813.28424,15.408,0.014,F,u,,,2010AJ....139..519C
SN2008hv,54813.38,15.44,0.04,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54813.38,15.24,0.02,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54813.38,15.15,0.08,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54813.43495,15.4123,0.0307,F,i',,,2012ApJS..200...12H
SN2008hv,54813.43795,15.0400,0.0201,F,r',,,2012ApJS..200...12H
SN2008hv,54813.8054,15.946,0.070,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54813.8064,14.296,0.045,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54813.8071,14.869,0.045,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54813.8093,17.637,0.091,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54813.810000000056,14.96,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.810000000056,14.37,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.810000000056,18.51,0.15,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.810000000056,16.03,0.05,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.810000000056,17.65,0.07,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.810000000056,14.99,0.04,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54813.8107,14.913,0.059,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54813.8122,18.515,0.158,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54814.6680,18.451,0.107,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54814.669999999925,18.46,0.09,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54814.7354,16.024,0.065,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54814.74000000022,16.1,0.04,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54814.7464,17.593,0.089,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54814.75,17.61,0.06,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54814.970000000205,14.93,0.05,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54814.970000000205,14.34,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54814.970000000205,15.03,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54814.9713,14.957,0.062,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54814.9720,14.258,0.045,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54814.9725,14.842,0.048,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54815.32873,15.311,0.029,F,J,,,2010AJ....139..519C
SN2008hv,54815.32873,15.463,0.010,F,Y,,,2010AJ....139..519C
SN2008hv,54817.26045,14.909,0.006,F,B,,,2010AJ....139..519C
SN2008hv,54817.26045,14.822,0.006,F,V,,,2010AJ....139..519C
SN2008hv,54817.26045,14.788,0.006,F,g,,,2010AJ....139..519C
SN2008hv,54817.26045,15.531,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54817.26045,14.870,0.007,F,r,,,2010AJ....139..519C
SN2008hv,54817.26045,15.420,0.011,F,u,,,2010AJ....139..519C
SN2008hv,54818.25787,14.938,0.006,F,B,,,2010AJ....139..519C
SN2008hv,54818.25787,14.826,0.007,F,V,,,2010AJ....139..519C
SN2008hv,54818.25787,14.798,0.005,F,g,,,2010AJ....139..519C
SN2008hv,54818.25787,15.540,0.008,F,i,,,2010AJ....139..519C
SN2008hv,54818.25787,14.861,0.007,F,r,,,2010AJ....139..519C
SN2008hv,54818.25787,15.495,0.010,F,u,,,2010AJ....139..519C
SN2008hv,54818.419999999925,14.94,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54818.419999999925,14.7,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54818.419999999925,16.29,0.05,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54818.419999999925,17.75,0.07,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54818.4213,16.217,0.072,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54818.4222,14.595,0.048,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54818.4226,14.854,0.046,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54818.4242,17.745,0.095,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54818.4254,14.878,0.061,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54818.4274,18.561,0.122,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54818.43000000017,18.57,0.11,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54818.43000000017,14.96,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.37,15.88,0.05,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54819.37,15.83,0.06,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54819.37,15.63,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54819.52000000002,14.97,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.52000000002,14.78,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.52000000002,16.34,0.05,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.5232,16.263,0.073,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54819.5245,14.693,0.050,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54819.5251,14.886,0.046,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54819.5268,17.831,0.099,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54819.5288,14.895,0.062,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54819.529999999795,18.42,0.1,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.529999999795,17.84,0.08,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.529999999795,14.96,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54819.5312,18.412,0.115,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54820.36,15.97,0.02,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54820.36,15.89,0.04,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54820.36,15.68,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54820.54273,15.6262,0.0195,F,i',,,2012ApJS..200...12H
SN2008hv,54820.54573,14.9831,0.0165,F,r',,,2012ApJS..200...12H
SN2008hv,54820.54875,14.9246,0.0163,F,V,,,2012ApJS..200...12H
SN2008hv,54821.34,16.02,0.25,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54821.34,16.09,0.09,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54821.34,15.75,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54821.52811,15.7062,0.0190,F,i',,,2012ApJS..200...12H
SN2008hv,54821.53112,15.0131,0.0166,F,r',,,2012ApJS..200...12H
SN2008hv,54821.53414,14.9480,0.0165,F,V,,,2012ApJS..200...12H
SN2008hv,54821.53786,15.0551,0.0153,F,B,,,2012ApJS..200...12H
SN2008hv,54821.7055,16.512,0.072,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54821.7066,14.912,0.051,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54821.7073,15.008,0.047,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54821.7090,18.058,0.097,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54821.70999999996,15.09,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54821.70999999996,14.99,0.04,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54821.70999999996,18.49,0.1,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54821.70999999996,16.59,0.05,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54821.70999999996,18.07,0.07,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54821.70999999996,15.03,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54821.7108,14.959,0.060,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54821.7127,18.489,0.117,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54822.30325,15.954,0.013,F,H,,,2010AJ....139..519C
SN2008hv,54822.30325,16.140,0.014,F,J,,,2010AJ....139..519C
SN2008hv,54822.30325,16.107,0.011,F,Y,,,2010AJ....139..519C
SN2008hv,54822.42257,15.7782,0.0199,F,i',,,2012ApJS..200...12H
SN2008hv,54822.42559,15.0698,0.0166,F,r',,,2012ApJS..200...12H
SN2008hv,54822.42860,14.9898,0.0155,F,V,,,2012ApJS..200...12H
SN2008hv,54822.43231,15.1070,0.0152,F,B,,,2012ApJS..200...12H
SN2008hv,54823.1970,16.718,0.078,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54823.1986,15.120,0.056,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54823.1993,15.144,0.048,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54823.200000000186,15.24,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54823.200000000186,15.18,0.05,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54823.200000000186,16.79,0.06,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54823.200000000186,18.26,0.09,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54823.200000000186,15.04,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54823.2009,18.258,0.108,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54823.2033,14.970,0.061,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54823.2054,18.896,0.135,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54823.20999999996,18.88,0.12,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54825.37000000011,15.43,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54825.37000000011,15.5,0.05,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54825.37000000011,16.97,0.06,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54825.37000000011,18.37,0.09,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54825.3717,16.897,0.081,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54825.3725,15.407,0.063,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54825.3729,15.333,0.051,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54825.3741,18.358,0.111,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54825.3753,15.095,0.063,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54825.3771,19.040,0.144,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54825.37999999989,19.04,0.13,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54825.37999999989,15.18,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54827.24825,15.585,0.004,F,B,,,2010AJ....139..519C
SN2008hv,54827.24825,15.250,0.004,F,V,,,2010AJ....139..519C
SN2008hv,54827.24825,15.310,0.005,F,g,,,2010AJ....139..519C
SN2008hv,54827.24825,16.248,0.007,F,i,,,2010AJ....139..519C
SN2008hv,54827.24825,15.440,0.004,F,r,,,2010AJ....139..519C
SN2008hv,54827.24825,16.430,0.010,F,u,,,2010AJ....139..519C
SN2008hv,54827.58999999985,17.33,0.07,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54827.5948,17.243,0.088,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54827.5973,18.799,0.130,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54827.60000000009,19.48,0.18,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54827.60000000009,18.8,0.11,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54827.6004,19.468,0.190,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54827.66000000015,15.65,0.04,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54827.66000000015,15.8,0.05,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54827.6612,15.748,0.069,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54827.6619,15.548,0.055,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54827.6657,15.332,0.066,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54827.669999999925,15.41,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54828.28347,16.139,0.018,F,H,,,2010AJ....139..519C
SN2008hv,54828.28347,17.076,0.047,F,J,,,2010AJ....139..519C
SN2008hv,54828.28347,16.294,0.010,F,Y,,,2010AJ....139..519C
SN2008hv,54828.51887,16.3436,0.0180,F,i',,,2012ApJS..200...12H
SN2008hv,54828.52187,15.5749,0.0143,F,r',,,2012ApJS..200...12H
SN2008hv,54828.52490,15.3938,0.0145,F,V,,,2012ApJS..200...12H
SN2008hv,54828.52862,15.7252,0.0151,F,B,,,2012ApJS..200...12H
SN2008hv,54829.23602,16.073,0.050,F,H,,,2010AJ....139..519C
SN2008hv,54829.23602,17.114,0.050,F,J,,,2010AJ....139..519C
SN2008hv,54829.23602,16.266,0.011,F,Y,,,2010AJ....139..519C
SN2008hv,54829.25494,16.3478,0.0174,F,i',,,2012ApJS..200...12H
SN2008hv,54829.25796,15.6144,0.0142,F,r',,,2012ApJS..200...12H
SN2008hv,54829.26098,15.4557,0.0143,F,V,,,2012ApJS..200...12H
SN2008hv,54829.26471,15.8339,0.0149,F,B,,,2012ApJS..200...12H
SN2008hv,54829.799999999814,15.94,0.05,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54829.799999999814,16.19,0.06,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54829.799999999814,17.68,0.08,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54829.799999999814,19.15,0.13,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54829.799999999814,15.63,0.06,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54829.8016,17.606,0.098,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54829.8022,16.142,0.073,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54829.8026,15.897,0.062,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54829.8033,19.125,0.146,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54829.8043,15.557,0.068,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54829.8052,19.378,0.174,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54829.810000000056,19.36,0.16,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54830.22596,15.963,0.006,F,B,,,2010AJ....139..519C
SN2008hv,54830.22596,15.454,0.007,F,V,,,2010AJ....139..519C
SN2008hv,54830.22596,15.589,0.007,F,g,,,2010AJ....139..519C
