event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2008hv,54830.22596,16.325,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54830.22596,15.602,0.009,F,r,,,2010AJ....139..519C
SN2008hv,54830.22596,16.918,0.011,F,u,,,2010AJ....139..519C
SN2008hv,54830.32,16.13,0.09,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54830.32,17.1,0.1,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54830.32,16.04,0.35,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54831.26196,16.100,0.005,F,B,,,2010AJ....139..519C
SN2008hv,54831.26196,15.508,0.005,F,V,,,2010AJ....139..519C
SN2008hv,54831.26196,15.703,0.006,F,g,,,2010AJ....139..519C
SN2008hv,54831.26196,16.305,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54831.26196,15.631,0.007,F,r,,,2010AJ....139..519C
SN2008hv,54831.26196,17.092,0.011,F,u,,,2010AJ....139..519C
SN2008hv,54831.29,16.11,0.05,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54831.29,17.22,0.06,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54831.29,15.95,0.07,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54831.48784,16.3453,0.0204,F,i',,,2012ApJS..200...12H
SN2008hv,54831.49086,15.6993,0.0176,F,r',,,2012ApJS..200...12H
SN2008hv,54831.49387,15.5936,0.0154,F,V,,,2012ApJS..200...12H
SN2008hv,54831.49757,16.1278,0.0172,F,B,,,2012ApJS..200...12H
SN2008hv,54832.46201,16.3172,0.0224,F,i',,,2012ApJS..200...12H
SN2008hv,54832.46504,15.7055,0.0157,F,r',,,2012ApJS..200...12H
SN2008hv,54832.46804,15.6550,0.0157,F,V,,,2012ApJS..200...12H
SN2008hv,54832.47176,16.2575,0.0181,F,B,,,2012ApJS..200...12H
SN2008hv,54833.26486,15.974,0.014,F,H,,,2010AJ....139..519C
SN2008hv,54833.26486,17.114,0.054,F,J,,,2010AJ....139..519C
SN2008hv,54833.26486,16.066,0.018,F,Y,,,2010AJ....139..519C
SN2008hv,54833.36719,16.2804,0.0198,F,i',,,2012ApJS..200...12H
SN2008hv,54833.37020,15.7283,0.0167,F,r',,,2012ApJS..200...12H
SN2008hv,54833.37321,15.6993,0.0162,F,V,,,2012ApJS..200...12H
SN2008hv,54833.37691,16.3740,0.0170,F,B,,,2012ApJS..200...12H
SN2008hv,54834.31,15.8,0.05,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54834.31,16.91,0.11,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54834.31,15.88,0.15,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54834.32137,16.496,0.006,F,B,,,2010AJ....139..519C
SN2008hv,54834.32137,15.702,0.006,F,V,,,2010AJ....139..519C
SN2008hv,54834.32137,16.028,0.006,F,g,,,2010AJ....139..519C
SN2008hv,54834.32137,16.211,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54834.32137,15.683,0.008,F,r,,,2010AJ....139..519C
SN2008hv,54834.32137,17.601,0.013,F,u,,,2010AJ....139..519C
SN2008hv,54837.189999999944,16.83,0.05,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54837.189999999944,17.27,0.07,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54837.189999999944,20.02,0.2,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54837.189999999944,18.47,0.1,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54837.189999999944,19.55,0.13,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54837.189999999944,16.03,0.05,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54837.1900,18.396,0.116,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54837.1911,17.206,0.087,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54837.1916,16.786,0.067,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54837.1924,19.519,0.147,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54837.1942,15.951,0.068,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54837.1950,20.003,0.209,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54837.29765,16.847,0.007,F,B,,,2010AJ....139..519C
SN2008hv,54837.29765,15.894,0.006,F,V,,,2010AJ....139..519C
SN2008hv,54837.29765,16.347,0.004,F,g,,,2010AJ....139..519C
SN2008hv,54837.29765,16.110,0.006,F,i,,,2010AJ....139..519C
SN2008hv,54837.29765,15.729,0.004,F,r,,,2010AJ....139..519C
SN2008hv,54837.29765,17.969,0.015,F,u,,,2010AJ....139..519C
SN2008hv,54838.28,15.75,0.17,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54838.28,16.65,0.04,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54838.28,15.65,0.19,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54838.29123,16.956,0.008,F,B,,,2010AJ....139..519C
SN2008hv,54838.29123,15.945,0.007,F,V,,,2010AJ....139..519C
SN2008hv,54838.29123,16.449,0.007,F,g,,,2010AJ....139..519C
SN2008hv,54838.29123,16.054,0.010,F,i,,,2010AJ....139..519C
SN2008hv,54838.29123,15.742,0.008,F,r,,,2010AJ....139..519C
SN2008hv,54838.29123,18.070,0.016,F,u,,,2010AJ....139..519C
SN2008hv,54839.18042,17.071,0.007,F,B,,,2010AJ....139..519C
SN2008hv,54839.18042,15.726,0.006,F,H,,,2010AJ....139..519C
SN2008hv,54839.18042,16.565,0.013,F,J,,,2010AJ....139..519C
SN2008hv,54839.18042,16.043,0.007,F,V,,,2010AJ....139..519C
SN2008hv,54839.18042,15.534,0.007,F,Y,,,2010AJ....139..519C
SN2008hv,54839.18042,16.572,0.007,F,g,,,2010AJ....139..519C
SN2008hv,54839.18042,16.053,0.008,F,i,,,2010AJ....139..519C
SN2008hv,54839.18042,15.798,0.006,F,r,,,2010AJ....139..519C
SN2008hv,54839.18042,18.196,0.018,F,u,,,2010AJ....139..519C
SN2008hv,54839.28,15.65,0.06,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54839.28,16.42,0.02,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54839.28,15.65,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54840.23017,17.165,0.010,F,B,,,2010AJ....139..519C
SN2008hv,54840.23017,16.122,0.007,F,V,,,2010AJ....139..519C
SN2008hv,54840.23017,16.694,0.008,F,g,,,2010AJ....139..519C
SN2008hv,54840.23017,16.050,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54840.23017,15.859,0.007,F,r,,,2010AJ....139..519C
SN2008hv,54840.23017,18.302,0.023,F,u,,,2010AJ....139..519C
SN2008hv,54841.23294,17.293,0.012,F,B,,,2010AJ....139..519C
SN2008hv,54841.23294,16.203,0.009,F,V,,,2010AJ....139..519C
SN2008hv,54841.23294,16.800,0.009,F,g,,,2010AJ....139..519C
SN2008hv,54841.23294,16.076,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54841.23294,15.924,0.008,F,r,,,2010AJ....139..519C
SN2008hv,54841.23294,18.424,0.030,F,u,,,2010AJ....139..519C
SN2008hv,54841.8864,18.963,0.158,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54841.8871,17.656,0.105,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54841.8876,17.345,0.077,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54841.8896,19.966,0.187,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54841.89000000013,17.4,0.06,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54841.89000000013,17.73,0.09,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54841.89000000013,19.98,0.18,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54841.89000000013,19.07,0.15,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54841.89000000013,20.0,0.18,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54841.89000000013,16.33,0.06,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54841.8904,16.254,0.074,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54841.8933,19.985,0.197,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54842.22,15.67,0.07,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54842.22,16.41,0.16,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54842.22,15.38,0.07,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54842.34796,17.387,0.011,F,B,,,2010AJ....139..519C
SN2008hv,54842.34796,16.303,0.006,F,V,,,2010AJ....139..519C
SN2008hv,54842.34796,16.906,0.007,F,g,,,2010AJ....139..519C
SN2008hv,54842.34796,16.131,0.006,F,i,,,2010AJ....139..519C
SN2008hv,54842.34796,16.014,0.005,F,r,,,2010AJ....139..519C
SN2008hv,54842.34796,18.498,0.035,F,u,,,2010AJ....139..519C
SN2008hv,54843.25,16.38,0.14,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54843.25,15.35,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54844.26,15.68,0.05,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54844.26,15.39,0.05,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54844.27229,17.526,0.017,F,B,,,2010AJ....139..519C
SN2008hv,54844.27229,16.458,0.009,F,V,,,2010AJ....139..519C
SN2008hv,54844.27229,17.063,0.011,F,g,,,2010AJ....139..519C
SN2008hv,54844.27229,16.265,0.009,F,i,,,2010AJ....139..519C
SN2008hv,54844.27229,16.162,0.008,F,r,,,2010AJ....139..519C
SN2008hv,54844.27229,18.563,0.034,F,u,,,2010AJ....139..519C
SN2008hv,54845.25,16.4,0.04,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54845.89000000013,17.69,0.07,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54845.89000000013,18.07,0.12,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54845.89000000013,19.18,0.16,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54845.8930,19.091,0.171,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54845.8940,18.029,0.128,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54845.8945,17.640,0.087,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54845.8956,20.048,0.195,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54845.8972,16.650,0.085,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54845.8985,20.619,0.299,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54845.89999999991,20.6,0.28,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54845.89999999991,20.09,0.19,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54845.89999999991,16.73,0.07,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54846.24,15.88,0.04,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54846.24,16.52,0.1,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54846.24,15.66,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54848.27,16.11,0.25,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54848.27,16.7,0.17,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54849.27164,16.301,0.025,F,H,,,2010AJ....139..519C
SN2008hv,54849.27164,16.939,0.018,F,J,,,2010AJ....139..519C
SN2008hv,54849.27164,15.706,0.010,F,Y,,,2010AJ....139..519C
SN2008hv,54853.310000000056,18.22,0.12,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54853.310000000056,19.56,0.2,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54853.3134,19.445,0.205,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54853.3149,18.146,0.130,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54853.3157,17.894,0.093,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54853.3179,20.450,0.237,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54853.31999999983,17.96,0.08,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54853.31999999983,20.82,0.3,F,UVM2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54853.31999999983,20.49,0.23,F,UVW2,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54853.31999999983,17.06,0.08,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54853.3200,16.976,0.094,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54853.3233,20.775,0.307,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54854.26890,16.635,0.031,F,H,,,2010AJ....139..519C
SN2008hv,54854.26890,17.441,0.026,F,J,,,2010AJ....139..519C
SN2008hv,54854.26890,16.036,0.009,F,Y,,,2010AJ....139..519C
SN2008hv,54856.24627,18.036,0.011,F,B,,,2010AJ....139..519C
SN2008hv,54856.24627,17.047,0.011,F,V,,,2010AJ....139..519C
SN2008hv,54856.24627,17.574,0.010,F,g,,,2010AJ....139..519C
SN2008hv,54856.24627,17.050,0.013,F,i,,,2010AJ....139..519C
SN2008hv,54856.24627,16.826,0.010,F,r,,,2010AJ....139..519C
SN2008hv,54856.24627,19.094,0.027,F,u,,,2010AJ....139..519C
SN2008hv,54856.33233,17.0926,0.0232,F,i',,,2012ApJS..200...12H
SN2008hv,54856.33534,16.9218,0.0184,F,r',,,2012ApJS..200...12H
SN2008hv,54856.33836,17.0753,0.0211,F,V,,,2012ApJS..200...12H
SN2008hv,54856.34206,17.9426,0.0461,F,B,,,2012ApJS..200...12H
SN2008hv,54857.29290,17.1191,0.0621,F,i',,,2012ApJS..200...12H
SN2008hv,54857.30642,16.9060,0.0304,F,r',,,2012ApJS..200...12H
SN2008hv,54857.31540,17.0932,0.0466,F,V,,,2012ApJS..200...12H
SN2008hv,54857.32650,18.0330,0.0727,F,B,,,2012ApJS..200...12H
SN2008hv,54860.24,16.78,0.25,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54860.24,17.54,0.18,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54860.24,16.52,0.17,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54861.21,16.8,0.18,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54861.21,17.7,0.25,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54861.21,16.52,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54861.30991,17.3418,0.0277,F,i',,,2012ApJS..200...12H
SN2008hv,54861.31729,17.0991,0.0204,F,r',,,2012ApJS..200...12H
SN2008hv,54861.32468,17.2134,0.0240,F,V,,,2012ApJS..200...12H
SN2008hv,54861.33208,18.1441,0.0440,F,B,,,2012ApJS..200...12H
SN2008hv,54862.23,16.83,0.17,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54862.23,17.6,0.17,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54862.27966,17.3891,0.0310,F,i',,,2012ApJS..200...12H
SN2008hv,54862.28339,17.1348,0.0215,F,r',,,2012ApJS..200...12H
SN2008hv,54862.28711,17.2532,0.0201,F,V,,,2012ApJS..200...12H
SN2008hv,54862.29081,18.1673,0.0494,F,B,,,2012ApJS..200...12H
SN2008hv,54862.3297,19.780,0.225,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54862.330000000075,18.22,0.09,F,B,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54862.330000000075,18.51,0.12,F,U,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54862.330000000075,19.89,0.22,F,UVW1,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54862.3334,18.432,0.134,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54862.3351,18.145,0.101,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54862.3361,17.331,0.119,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008hv,54862.33999999985,17.45,0.11,F,V,UVOT,Swift,2012ApJ...749...18B
SN2008hv,54863.21,16.74,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54865.22160,17.5109,0.0298,F,i',,,2012ApJS..200...12H
SN2008hv,54865.22530,17.2622,0.0222,F,r',,,2012ApJS..200...12H
SN2008hv,54865.22902,17.3184,0.0201,F,V,,,2012ApJS..200...12H
SN2008hv,54865.23272,18.1630,0.0527,F,B,,,2012ApJS..200...12H
SN2008hv,54866.31470,17.5716,0.0423,F,i',,,2012ApJS..200...12H
SN2008hv,54866.31843,17.2586,0.0235,F,r',,,2012ApJS..200...12H
SN2008hv,54866.32214,17.3677,0.0231,F,V,,,2012ApJS..200...12H
SN2008hv,54866.32586,18.1333,0.0522,F,B,,,2012ApJS..200...12H
SN2008hv,54867.20131,18.272,0.011,F,B,,,2010AJ....139..519C
SN2008hv,54867.20131,17.355,0.010,F,V,,,2010AJ....139..519C
SN2008hv,54867.20131,17.819,0.009,F,g,,,2010AJ....139..519C
SN2008hv,54867.20131,17.520,0.015,F,i,,,2010AJ....139..519C
SN2008hv,54867.20131,17.239,0.008,F,r,,,2010AJ....139..519C
SN2008hv,54867.20131,19.363,0.035,F,u,,,2010AJ....139..519C
SN2008hv,54867.31069,17.6010,0.0332,F,i',,,2012ApJS..200...12H
SN2008hv,54867.31439,17.3094,0.0253,F,r',,,2012ApJS..200...12H
SN2008hv,54867.31811,17.4629,0.0229,F,V,,,2012ApJS..200...12H
SN2008hv,54867.32182,18.1968,0.0692,F,B,,,2012ApJS..200...12H
SN2008hv,54868.14927,17.246,0.034,F,H,,,2010AJ....139..519C
SN2008hv,54868.14927,18.431,0.080,F,J,,,2010AJ....139..519C
SN2008hv,54868.14927,16.913,0.014,F,Y,,,2010AJ....139..519C
SN2008hv,54868.31193,17.6088,0.0377,F,i',,,2012ApJS..200...12H
SN2008hv,54868.31564,17.3712,0.0277,F,r',,,2012ApJS..200...12H
SN2008hv,54868.31935,17.4269,0.0264,F,V,,,2012ApJS..200...12H
SN2008hv,54870.16538,18.316,0.022,F,B,,,2010AJ....139..519C
SN2008hv,54870.16538,17.469,0.009,F,V,,,2010AJ....139..519C
SN2008hv,54870.16538,17.912,0.014,F,g,,,2010AJ....139..519C
SN2008hv,54870.16538,17.656,0.015,F,i,,,2010AJ....139..519C
SN2008hv,54870.16538,17.353,0.010,F,r,,,2010AJ....139..519C
SN2008hv,54870.16538,19.409,0.073,F,u,,,2010AJ....139..519C
SN2008hv,54873.20344,17.5963,0.0604,F,i',,,2012ApJS..200...12H
SN2008hv,54873.20715,17.5625,0.0540,F,r',,,2012ApJS..200...12H
SN2008hv,54873.21088,17.6819,0.0597,F,V,,,2012ApJS..200...12H
SN2008hv,54873.22,17.29,0.04,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54873.22,18.07,0.06,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54874.12874,18.381,0.018,F,B,,,2010AJ....139..519C
SN2008hv,54874.12874,17.579,0.012,F,V,,,2010AJ....139..519C
SN2008hv,54874.12874,17.942,0.012,F,g,,,2010AJ....139..519C
SN2008hv,54874.12874,17.816,0.015,F,i,,,2010AJ....139..519C
SN2008hv,54874.12874,17.466,0.009,F,r,,,2010AJ....139..519C
SN2008hv,54874.12874,19.446,0.064,F,u,,,2010AJ....139..519C
SN2008hv,54875.13572,17.556,0.050,F,H,,,2010AJ....139..519C
SN2008hv,54875.13572,18.971,0.111,F,J,,,2010AJ....139..519C
SN2008hv,54875.13572,17.276,0.016,F,Y,,,2010AJ....139..519C
SN2008hv,54875.2,17.41,0.17,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54875.2,18.29,0.13,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54876.2,17.5,0.08,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54878.13951,18.454,0.013,F,B,,,2010AJ....139..519C
SN2008hv,54878.13951,17.670,0.011,F,V,,,2010AJ....139..519C
SN2008hv,54878.13951,18.010,0.010,F,g,,,2010AJ....139..519C
SN2008hv,54878.13951,17.966,0.022,F,i,,,2010AJ....139..519C
SN2008hv,54878.13951,17.601,0.014,F,r,,,2010AJ....139..519C
SN2008hv,54878.13951,19.587,0.033,F,u,,,2010AJ....139..519C
SN2008hv,54878.23278,18.0925,0.0471,F,i',,,2012ApJS..200...12H
SN2008hv,54878.23649,17.6928,0.0313,F,r',,,2012ApJS..200...12H
SN2008hv,54878.24631,17.7195,0.0363,F,V,,,2012ApJS..200...12H
SN2008hv,54878.24926,18.4086,0.0553,F,B,,,2012ApJS..200...12H
SN2008hv,54880.28,18.02,0.3,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54880.28,16.81,0.18,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54881.21,18.07,0.29,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54881.21,16.76,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54882.28363,17.8181,0.0308,F,V,,,2012ApJS..200...12H
SN2008hv,54882.28736,18.4809,0.0523,F,B,,,2012ApJS..200...12H
SN2008hv,54883.22091,18.2171,0.0503,F,i',,,2012ApJS..200...12H
SN2008hv,54883.22464,17.8530,0.0330,F,r',,,2012ApJS..200...12H
SN2008hv,54883.22835,17.8348,0.0342,F,V,,,2012ApJS..200...12H
SN2008hv,54883.23390,18.5116,0.0621,F,B,,,2012ApJS..200...12H
SN2008hv,54884.16258,18.548,0.011,F,B,,,2010AJ....139..519C
SN2008hv,54884.16258,17.804,0.011,F,V,,,2010AJ....139..519C
SN2008hv,54884.16258,18.104,0.014,F,g,,,2010AJ....139..519C
SN2008hv,54884.16258,18.152,0.024,F,i,,,2010AJ....139..519C
SN2008hv,54884.16258,17.783,0.017,F,r,,,2010AJ....139..519C
SN2008hv,54884.16258,19.739,0.033,F,u,,,2010AJ....139..519C
SN2008hv,54884.21,19.04,0.25,F,J,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54884.21,16.95,0.25,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54884.21821,18.2897,0.0519,F,i',,,2012ApJS..200...12H
SN2008hv,54884.22194,17.8662,0.0355,F,r',,,2012ApJS..200...12H
SN2008hv,54884.22565,17.8517,0.0361,F,V,,,2012ApJS..200...12H
SN2008hv,54884.22937,18.5296,0.0698,F,B,,,2012ApJS..200...12H
SN2008hv,54885.29,18.12,0.31,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54886.14251,18.3066,0.0548,F,i',,,2012ApJS..200...12H
SN2008hv,54886.14623,17.9427,0.0341,F,r',,,2012ApJS..200...12H
SN2008hv,54886.14994,17.9030,0.0311,F,V,,,2012ApJS..200...12H
SN2008hv,54886.15365,18.6578,0.0603,F,B,,,2012ApJS..200...12H
SN2008hv,54887.16014,18.292,0.269,F,H,,,2010AJ....139..519C
SN2008hv,54887.16014,19.242,0.147,F,J,,,2010AJ....139..519C
SN2008hv,54887.16014,17.910,0.025,F,Y,,,2010AJ....139..519C
SN2008hv,54888.12229,18.4822,0.0630,F,i',,,2012ApJS..200...12H
SN2008hv,54888.12601,18.0365,0.0382,F,r',,,2012ApJS..200...12H
SN2008hv,54888.12972,17.9598,0.0326,F,V,,,2012ApJS..200...12H
SN2008hv,54888.13344,18.6565,0.0738,F,B,,,2012ApJS..200...12H
SN2008hv,54888.2,17.4,0.29,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54889.16831,18.367,0.179,F,H,,,2010AJ....139..519C
SN2008hv,54889.16831,18.015,0.041,F,Y,,,2010AJ....139..519C
SN2008hv,54889.25,18.65,0.22,F,H,,PAIRITEL,2015ApJS..220....9F
SN2008hv,54890.23351,18.5521,0.0586,F,i',,,2012ApJS..200...12H
SN2008hv,54890.24605,18.1220,0.0412,F,r',,,2012ApJS..200...12H
SN2008hv,54890.25345,18.0617,0.0312,F,V,,,2012ApJS..200...12H
SN2008hv,54890.26085,18.5916,0.0598,F,B,,,2012ApJS..200...12H
SN2008hv,54895.07915,18.707,0.010,F,B,,,2010AJ....139..519C
SN2008hv,54895.07915,18.475,0.249,F,H,,,2010AJ....139..519C
SN2008hv,54895.07915,18.127,0.008,F,V,,,2010AJ....139..519C
SN2008hv,54895.07915,18.195,0.036,F,Y,,,2010AJ....139..519C
SN2008hv,54895.07915,18.307,0.006,F,g,,,2010AJ....139..519C
SN2008hv,54895.07915,18.570,0.017,F,i,,,2010AJ....139..519C
SN2008hv,54895.07915,18.180,0.010,F,r,,,2010AJ....139..519C
SN2008hv,54895.07915,19.897,0.053,F,u,,,2010AJ....139..519C
SN2008hv,54899.11955,18.785,0.298,F,H,,,2010AJ....139..519C
SN2008hv,54899.11955,19.248,0.271,F,J,,,2010AJ....139..519C
SN2008hv,54899.11955,18.335,0.072,F,Y,,,2010AJ....139..519C
SN2008hv,54909.25083,19.1487,0.1382,F,i',,,2012ApJS..200...12H
SN2008hv,54909.25453,18.7142,0.0710,F,r',,,2012ApJS..200...12H
SN2008hv,54909.25824,18.5135,0.0435,F,V,,,2012ApJS..200...12H
SN2008hv,54909.26194,18.9019,0.0952,F,B,,,2012ApJS..200...12H
SN2008hv,54912.19444,19.781,0.245,F,J,,,2010AJ....139..519C
SN2008hv,54912.19444,18.675,0.047,F,Y,,,2010AJ....139..519C
SN2008hv,54913.16727,19.2702,0.1418,F,i',,,2012ApJS..200...12H
SN2008hv,54913.17098,18.8085,0.0678,F,r',,,2012ApJS..200...12H
SN2008hv,54913.17468,18.6330,0.0645,F,V,,,2012ApJS..200...12H
SN2008hv,54913.17837,18.9778,0.1254,F,B,,,2012ApJS..200...12H
SN2008hv,54914.15637,19.3469,0.1724,F,i',,,2012ApJS..200...12H
SN2008hv,54914.16007,18.8355,0.0756,F,r',,,2012ApJS..200...12H
SN2008hv,54914.16377,18.5331,0.0719,F,V,,,2012ApJS..200...12H
SN2008hv,54914.16748,18.9528,0.1135,F,B,,,2012ApJS..200...12H
SN2008hv,54915.16660,18.9515,0.0989,F,r',,,2012ApJS..200...12H
SN2008hv,54920.14629,19.4100,0.1422,F,i',,,2012ApJS..200...12H
SN2008hv,54920.15000,19.0716,0.1076,F,r',,,2012ApJS..200...12H
SN2008hv,54920.15370,18.8484,0.0752,F,V,,,2012ApJS..200...12H
SN2008hv,54920.15739,19.1550,0.1557,F,B,,,2012ApJS..200...12H
SN2008hv,54935.16094,20.0880,0.2933,F,i',,,2012ApJS..200...12H
SN2008hv,54939.15946,19.8372,0.2222,F,i',,,2012ApJS..200...12H
SN2008hv,54945.14263,19.9897,0.2286,F,i',,,2012ApJS..200...12H
SN2008hv,54945.14633,19.6129,0.1271,F,r',,,2012ApJS..200...12H
SN2008hv,54945.15060,19.4135,0.1071,F,V,,,2012ApJS..200...12H
SN2008hv,54945.15439,19.4345,0.1469,F,B,,,2012ApJS..200...12H
