wavelength,flux
3441.307571,8.302289E-17
3442.745206,8.506432E-17
3444.182841,8.341336E-17
3445.620476,7.212366E-17
3447.058111,9.625091E-17
3448.495746,8.603958E-17
3449.933381,8.071257E-17
3451.371017,7.886982E-17
3452.808652,7.513638E-17
3454.246287,9.000771E-17
3455.683922,8.828828E-17
3457.121557,9.007642E-17
3458.559192,1.060443E-16
3459.996827,8.872208E-17
3461.434462,1.112297E-16
3462.872097,1.041359E-16
3464.309732,1.134538E-16
3465.747367,9.663177E-17
3467.185002,1.023478E-16
3468.622637,8.707856E-17
3470.060272,1.105287E-16
3471.497907,9.815532E-17
3472.935542,8.846955E-17
3474.373178,1.007352E-16
3475.810813,1.176607E-16
3477.248448,1.092251E-16
3478.686083,9.955434E-17
3480.123718,1.073304E-16
3481.561353,9.465460E-17
3482.998988,9.606001E-17
3484.436623,1.119170E-16
3485.874258,9.389793E-17
3487.311893,7.213537E-17
3488.749528,6.131436E-17
3490.187163,9.777735E-17
3491.624798,1.039700E-16
3493.062433,1.027730E-16
3494.500068,1.071997E-16
3495.937703,1.091243E-16
3497.375339,8.946111E-17
3498.812974,1.036677E-16
3500.250609,1.003336E-16
3501.688244,1.048958E-16
3503.125879,1.091055E-16
3504.563514,9.080971E-17
3506.001149,1.078371E-16
3507.438784,8.945518E-17
3508.876419,9.922929E-17
3510.314054,8.941390E-17
3511.751689,9.460739E-17
3513.189324,1.103535E-16
3514.626959,1.076287E-16
3516.064594,1.040353E-16
3517.502229,1.170614E-16
3518.939865,1.182961E-16
3520.3775,1.047556E-16
3521.815135,9.147915E-17
3523.25277,1.097004E-16
3524.690405,1.043524E-16
3526.12804,1.027292E-16
3527.565675,1.025313E-16
3529.00331,9.510224E-17
3530.440945,8.817138E-17
3531.87858,9.705373E-17
3533.316215,1.030137E-16
3534.75385,9.463679E-17
3536.191485,9.179545E-17
3537.62912,1.199663E-16
3539.066755,1.222641E-16
3540.50439,1.276888E-16
3541.942026,1.245025E-16
3543.379661,9.888468E-17
3544.817296,9.561107E-17
3546.254931,1.096657E-16
3547.692566,1.076221E-16
3549.130201,1.027773E-16
3550.567836,1.059088E-16
3552.005471,1.016420E-16
3553.443106,1.018641E-16
3554.880741,9.877789E-17
3556.318376,8.557534E-17
3557.756011,1.012263E-16
3559.193646,1.257319E-16
3560.631281,9.388643E-17
3562.068916,9.294614E-17
3563.506552,9.738297E-17
3564.944187,9.879504E-17
3566.381822,1.006185E-16
3567.819457,8.595244E-17
3569.257092,1.037647E-16
3570.694727,9.723785E-17
3572.132362,1.012716E-16
3573.569997,8.863754E-17
3575.007632,9.923017E-17
3576.445267,9.545561E-17
3577.882902,9.736024E-17
3579.320537,1.071984E-16
3580.758172,1.023640E-16
3582.195807,1.024001E-16
3583.633442,9.621879E-17
3585.071077,9.871452E-17
3586.508713,9.895732E-17
3587.946348,8.984901E-17
3589.383983,1.050666E-16
3590.821618,1.209556E-16
3592.259253,1.164751E-16
3593.696888,1.037912E-16
3595.134523,9.787451E-17
3596.572158,1.056321E-16
3598.009793,1.049468E-16
3599.447428,1.078146E-16
3600.885063,1.101508E-16
3602.322698,1.123132E-16
3603.760333,1.133981E-16
3605.197968,1.127818E-16
3606.635603,1.038894E-16
3608.073238,9.343281E-17
3609.510874,1.078315E-16
3610.948509,1.118926E-16
3612.386144,1.026110E-16
3613.823779,1.028782E-16
3615.261414,1.042061E-16
3616.699049,1.002094E-16
3618.136684,1.225939E-16
3619.574319,1.208023E-16
3621.011954,1.196968E-16
3622.449589,1.164224E-16
3623.887224,1.157176E-16
3625.324859,1.138732E-16
3626.762494,1.351354E-16
3628.200129,1.225728E-16
3629.637764,8.067057E-17
3631.0754,1.134508E-16
3632.513035,1.353843E-16
3633.95067,1.153932E-16
3635.388305,1.272591E-16
3636.82594,1.170730E-16
3638.263575,1.273021E-16
3639.70121,1.386083E-16
3641.138845,1.411633E-16
3642.57648,1.072457E-16
3644.014115,1.221463E-16
3645.45175,1.212569E-16
3646.889385,1.114285E-16
3648.32702,1.046796E-16
3649.764655,1.137429E-16
3651.20229,1.165784E-16
3652.639925,1.038864E-16
3654.077561,1.104590E-16
3655.515196,1.077867E-16
3656.952831,1.030088E-16
3658.390466,1.027357E-16
3659.828101,1.014773E-16
3661.265736,1.131171E-16
3662.703371,1.107870E-16
3664.141006,1.105666E-16
3665.578641,1.078506E-16
3667.016276,1.073709E-16
3668.453911,1.219082E-16
3669.891546,1.238798E-16
3671.329181,1.183125E-16
3672.766816,1.195932E-16
3674.204451,1.192779E-16
3675.642087,1.201340E-16
3677.079722,1.233685E-16
3678.517357,1.341208E-16
3679.954992,1.207855E-16
3681.392627,1.019030E-16
3682.830262,1.044035E-16
3684.267897,1.324046E-16
3685.705532,1.257547E-16
3687.143167,1.190327E-16
3688.580802,1.128383E-16
3690.018437,1.156967E-16
3691.456072,1.068304E-16
3692.893707,1.143449E-16
3694.331342,1.228130E-16
3695.768977,1.182592E-16
3697.206612,1.143225E-16
3698.644248,9.806312E-17
3700.081883,1.105686E-16
3701.519518,1.181020E-16
3702.957153,1.226511E-16
3704.394788,1.216554E-16
3705.832423,1.179253E-16
3707.270058,1.235494E-16
3708.707693,1.217958E-16
3710.145328,1.108542E-16
3711.582963,1.170261E-16
3713.020598,1.284334E-16
3714.458233,1.202309E-16
3715.895868,1.330939E-16
3717.333503,1.179604E-16
3718.771138,1.204690E-16
3720.208773,1.368737E-16
3721.646409,1.309648E-16
3723.084044,1.183773E-16
3724.521679,1.278179E-16
3725.959314,1.193645E-16
3727.396949,1.240550E-16
3728.834584,1.312719E-16
3730.272219,1.193735E-16
3731.709854,1.242102E-16
3733.147489,1.327156E-16
3734.585124,1.194986E-16
3736.022759,1.245689E-16
3737.460394,1.496993E-16
3738.898029,1.304078E-16
3740.335664,1.395589E-16
3741.773299,1.441581E-16
3743.210935,1.349852E-16
3744.64857,1.337259E-16
3746.086205,1.407155E-16
3747.52384,1.366659E-16
3748.961475,1.339773E-16
3750.39911,1.293732E-16
3751.836745,1.337653E-16
3753.27438,1.292325E-16
3754.712015,1.461958E-16
3756.14965,1.347153E-16
3757.587285,1.311952E-16
3759.02492,1.438379E-16
3760.462555,1.386701E-16
3761.90019,1.300757E-16
3763.337825,1.314447E-16
3764.77546,1.340651E-16
3766.213096,1.364843E-16
3767.650731,1.420298E-16
3769.088366,1.407266E-16
3770.526001,1.467417E-16
3771.963636,1.339318E-16
3773.401271,1.375387E-16
3774.838906,1.495702E-16
3776.276541,1.505784E-16
3777.714176,1.449515E-16
3779.151811,1.404655E-16
3780.589446,1.372947E-16
3782.027081,1.531567E-16
3783.464716,1.508723E-16
3784.902351,1.416227E-16
3786.339986,1.402444E-16
3787.777622,1.520664E-16
3789.215257,1.601953E-16
3790.652892,1.574022E-16
3792.090527,1.448356E-16
3793.528162,1.426089E-16
3794.965797,1.474089E-16
3796.403432,1.409388E-16
3797.841067,1.437566E-16
3799.278702,1.505807E-16
3800.716337,1.403293E-16
3802.153972,1.441261E-16
3803.591607,1.567002E-16
3805.029242,1.478293E-16
3806.466877,1.436545E-16
3807.904512,1.407569E-16
3809.342147,1.439189E-16
3810.779783,1.430234E-16
3812.217418,1.429511E-16
3813.655053,1.418260E-16
3815.092688,1.411764E-16
3816.530323,1.560044E-16
3817.967958,1.532122E-16
3819.405593,1.461926E-16
3820.843228,1.515945E-16
3822.280863,1.472921E-16
3823.718498,1.380566E-16
3825.156133,1.385792E-16
3826.593768,1.454376E-16
3828.031403,1.458751E-16
3829.469038,1.439789E-16
3830.906673,1.368661E-16
3832.344308,1.402789E-16
3833.781944,1.474723E-16
3835.219579,1.413096E-16
3836.657214,1.395066E-16
3838.094849,1.416206E-16
3839.532484,1.440568E-16
3840.970119,1.391997E-16
3842.407754,1.280977E-16
3843.845389,1.320747E-16
3845.283024,1.434175E-16
3846.720659,1.516902E-16
3848.158294,1.385490E-16
3849.595929,1.385718E-16
3851.033564,1.435144E-16
3852.471199,1.397753E-16
3853.908834,1.324187E-16
3855.34647,1.375348E-16
3856.784105,1.462184E-16
3858.22174,1.364708E-16
3859.659375,1.380542E-16
3861.09701,1.488615E-16
3862.534645,1.460782E-16
3863.97228,1.538517E-16
3865.409915,1.425208E-16
3866.84755,1.370179E-16
3868.285185,1.353855E-16
3869.72282,1.424073E-16
3871.160455,1.518272E-16
3872.59809,1.365341E-16
3874.035725,1.395926E-16
3875.47336,1.288490E-16
3876.910995,1.297895E-16
3878.348631,1.366521E-16
3879.786266,1.456321E-16
3881.223901,1.416912E-16
3882.661536,1.388777E-16
3884.099171,1.456543E-16
3885.536806,1.503995E-16
3886.974441,1.556401E-16
3888.412076,1.548440E-16
3889.849711,1.523248E-16
3891.287346,1.466810E-16
3892.724981,1.488367E-16
3894.162616,1.537818E-16
3895.600251,1.607522E-16
3897.037886,1.545354E-16
3898.475521,1.568988E-16
3899.913157,1.572528E-16
3901.350792,1.616350E-16
3902.788427,1.591985E-16
3904.226062,1.592305E-16
3905.663697,1.727065E-16
3907.101332,1.559934E-16
3908.538967,1.541011E-16
3909.976602,1.605285E-16
3911.414237,1.612436E-16
3912.851872,1.614809E-16
3914.289507,1.551808E-16
3915.727142,1.561568E-16
3917.164777,1.601184E-16
3918.602412,1.663657E-16
3920.040047,1.681614E-16
3921.477682,1.703540E-16
3922.915318,1.656157E-16
3924.352953,1.610899E-16
3925.790588,1.597981E-16
3927.228223,1.662751E-16
3928.665858,1.751705E-16
3930.103493,1.685641E-16
3931.541128,1.671374E-16
3932.978763,1.540500E-16
3934.416398,1.561388E-16
3935.854033,1.657603E-16
3937.291668,1.765950E-16
3938.729303,1.733524E-16
3940.166938,1.708035E-16
3941.604573,1.759386E-16
3943.042208,1.642801E-16
3944.479843,1.739152E-16
3945.917479,1.786187E-16
3947.355114,1.773281E-16
3948.792749,1.771722E-16
3950.230384,1.795824E-16
3951.668019,1.858933E-16
3953.105654,1.780436E-16
3954.543289,1.833497E-16
3955.980924,1.941261E-16
3957.418559,1.965553E-16
3958.856194,1.877336E-16
3960.293829,1.833832E-16
3961.731464,1.860992E-16
3963.169099,1.848909E-16
3964.606734,1.854186E-16
3966.044369,1.811651E-16
3967.482005,1.856917E-16
3968.91964,1.832387E-16
3970.357275,1.830119E-16
3971.79491,1.828128E-16
3973.232545,1.791259E-16
3974.67018,1.803765E-16
3976.107815,1.803912E-16
3977.54545,1.811232E-16
3978.983085,1.769173E-16
3980.42072,1.735710E-16
3981.858355,1.800157E-16
3983.29599,1.848726E-16
3984.733625,1.884716E-16
3986.17126,1.949934E-16
3987.608895,1.910994E-16
3989.04653,1.927092E-16
3990.484166,1.894008E-16
3991.921801,1.820281E-16
3993.359436,1.846356E-16
3994.797071,2.003235E-16
3996.234706,1.942302E-16
3997.672341,1.883519E-16
3999.109976,1.867565E-16
4000.547611,1.802242E-16
4001.985246,1.901365E-16
4003.422881,1.893977E-16
4004.860516,1.786090E-16
4006.298151,1.895703E-16
4007.735786,1.974779E-16
4009.173421,1.939668E-16
4010.611056,1.873554E-16
4012.048692,1.910840E-16
4013.486327,1.898885E-16
4014.923962,1.922126E-16
4016.361597,1.857196E-16
4017.799232,1.919001E-16
4019.236867,1.960096E-16
4020.674502,2.009912E-16
4022.112137,2.045990E-16
4023.549772,1.880417E-16
4024.987407,1.829663E-16
4026.425042,1.819451E-16
4027.862677,1.824781E-16
4029.300312,1.833933E-16
4030.737947,1.805686E-16
4032.175582,1.840588E-16
4033.613217,1.781472E-16
4035.050853,1.776902E-16
4036.488488,1.911737E-16
4037.926123,1.915219E-16
4039.363758,1.872925E-16
4040.801393,1.820522E-16
4042.239028,1.866803E-16
4043.676663,1.920711E-16
4045.114298,1.868221E-16
4046.551933,1.924012E-16
4047.989568,1.885837E-16
4049.427203,1.831973E-16
4050.864838,1.877121E-16
4052.302473,1.938603E-16
4053.740108,1.901858E-16
4055.177743,1.903934E-16
4056.615378,1.869157E-16
4058.053014,1.862433E-16
4059.490649,1.941006E-16
4060.928284,1.893087E-16
4062.365919,1.844430E-16
4063.803554,1.812164E-16
4065.241189,1.877986E-16
4066.678824,1.877278E-16
4068.116459,1.751196E-16
4069.554094,1.709480E-16
4070.991729,1.697594E-16
4072.429364,1.794956E-16
4073.866999,1.835790E-16
4075.304634,1.826409E-16
4076.742269,1.881771E-16
4078.179904,1.896891E-16
4079.61754,1.954882E-16
4081.055175,1.915509E-16
4082.49281,1.980637E-16
4083.930445,1.964403E-16
4085.36808,2.103823E-16
4086.805715,1.996377E-16
4088.24335,2.015960E-16
4089.680985,1.936603E-16
4091.11862,1.970297E-16
4092.556255,1.981048E-16
4093.99389,2.029568E-16
4095.431525,2.025783E-16
4096.86916,2.052084E-16
4098.306795,2.054554E-16
4099.74443,2.043339E-16
4101.182065,1.945725E-16
4102.619701,1.983716E-16
4104.057336,2.000651E-16
4105.494971,1.973271E-16
4106.932606,2.031140E-16
4108.370241,2.020549E-16
4109.807876,1.994895E-16
4111.245511,1.984328E-16
4112.683146,2.095225E-16
4114.120781,2.044031E-16
4115.558416,1.956092E-16
4116.996051,2.048544E-16
4118.433686,2.076259E-16
4119.871321,2.036066E-16
4121.308956,2.039695E-16
4122.746591,2.000023E-16
4124.184227,1.926553E-16
4125.621862,1.896283E-16
4127.059497,1.854591E-16
4128.497132,1.846281E-16
4129.934767,2.012080E-16
4131.372402,2.102923E-16
4132.810037,2.066781E-16
4134.247672,2.125068E-16
4135.685307,2.122611E-16
4137.122942,2.062430E-16
4138.560577,2.109745E-16
4139.998212,2.131693E-16
4141.435847,2.098645E-16
4142.873482,2.122841E-16
4144.311117,2.154104E-16
4145.748752,2.190929E-16
4147.186388,2.205755E-16
4148.624023,2.145595E-16
4150.061658,2.176822E-16
4151.499293,2.147334E-16
4152.936928,2.143677E-16
4154.374563,2.134435E-16
4155.812198,2.178728E-16
4157.249833,2.196896E-16
4158.687468,2.161387E-16
4160.125103,2.172366E-16
4161.562738,2.145734E-16
4163.000373,2.116470E-16
4164.438008,2.169664E-16
4165.875643,2.171281E-16
4167.313278,2.205142E-16
4168.750914,2.207812E-16
4170.188549,2.206030E-16
4171.626184,2.135084E-16
4173.063819,2.095214E-16
4174.501454,2.070862E-16
4175.939089,2.141918E-16
4177.376724,2.243780E-16
4178.814359,2.208109E-16
4180.251994,2.278891E-16
4181.689629,2.214856E-16
4183.127264,2.245185E-16
4184.564899,2.221380E-16
4186.002534,2.249241E-16
4187.440169,2.329961E-16
4188.877804,2.357503E-16
4190.315439,2.272828E-16
4191.753075,2.267111E-16
4193.19071,2.270392E-16
4194.628345,2.231527E-16
4196.06598,2.226654E-16
4197.503615,2.231908E-16
4198.94125,2.316686E-16
4200.378885,2.300937E-16
4201.81652,2.298663E-16
4203.254155,2.264141E-16
4204.69179,2.138322E-16
4206.129425,2.217672E-16
4207.56706,2.229758E-16
4209.004695,2.193326E-16
4210.44233,2.154276E-16
4211.879965,2.045022E-16
4213.3176,2.032807E-16
4214.755236,2.114318E-16
4216.192871,2.213988E-16
4217.630506,2.269910E-16
4219.068141,2.339763E-16
4220.505776,2.330067E-16
4221.943411,2.363551E-16
4223.381046,2.385988E-16
4224.818681,2.417715E-16
4226.256316,2.410161E-16
4227.693951,2.415781E-16
4229.131586,2.394868E-16
4230.569221,2.350948E-16
4232.006856,2.325579E-16
4233.444491,2.291179E-16
4234.882126,2.346276E-16
4236.319762,2.319692E-16
4237.757397,2.337736E-16
4239.195032,2.300077E-16
4240.632667,2.296302E-16
4242.070302,2.349667E-16
4243.507937,2.338683E-16
4244.945572,2.267481E-16
4246.383207,2.273700E-16
4247.820842,2.303220E-16
4249.258477,2.282794E-16
4250.696112,2.293516E-16
4252.133747,2.293045E-16
4253.571382,2.258777E-16
4255.009017,2.276623E-16
4256.446652,2.205779E-16
4257.884287,2.217789E-16
4259.321923,2.239603E-16
4260.759558,2.249055E-16
4262.197193,2.270614E-16
4263.634828,2.261125E-16
4265.072463,2.301078E-16
4266.510098,2.253781E-16
4267.947733,2.231040E-16
4269.385368,2.238435E-16
4270.823003,2.305649E-16
4272.260638,2.226041E-16
4273.698273,2.210133E-16
4275.135908,2.241965E-16
4276.573543,2.204972E-16
4278.011178,2.125818E-16
4279.448813,2.170902E-16
4280.886449,2.239411E-16
4282.324084,2.216558E-16
4283.761719,2.261052E-16
4285.199354,2.245226E-16
4286.636989,2.213897E-16
4288.074624,2.191620E-16
4289.512259,2.195564E-16
4290.949894,2.224694E-16
4292.387529,2.236343E-16
4293.825164,2.194959E-16
4295.262799,2.210628E-16
4296.700434,2.205908E-16
4298.138069,2.192808E-16
4299.575704,2.214456E-16
4301.013339,2.219201E-16
4302.450974,2.231900E-16
4303.88861,2.281453E-16
4305.326245,2.245479E-16
4306.76388,2.290982E-16
4308.201515,2.305365E-16
4309.63915,2.299711E-16
4311.076785,2.229616E-16
4312.51442,2.224884E-16
4313.952055,2.287415E-16
4315.38969,2.276438E-16
4316.827325,2.250141E-16
4318.26496,2.228282E-16
4319.702595,2.242292E-16
4321.14023,2.233385E-16
4322.577865,2.245232E-16
4324.0155,2.262998E-16
4325.453135,2.244774E-16
4326.890771,2.281871E-16
4328.328406,2.248671E-16
4329.766041,2.178501E-16
4331.203676,2.260081E-16
4332.641311,2.245180E-16
4334.078946,2.194377E-16
4335.516581,2.177833E-16
4336.954216,2.217521E-16
4338.391851,2.259757E-16
4339.829486,2.233157E-16
4341.267121,2.224514E-16
4342.704756,2.273353E-16
4344.142391,2.248232E-16
4345.580026,2.189476E-16
4347.017661,2.160998E-16
4348.455297,2.140192E-16
4349.892932,2.169039E-16
4351.330567,2.116435E-16
4352.768202,2.160891E-16
4354.205837,2.202785E-16
4355.643472,2.237734E-16
4357.081107,2.241433E-16
4358.518742,2.264690E-16
4359.956377,2.307267E-16
4361.394012,2.301889E-16
4362.831647,2.294734E-16
4364.269282,2.267048E-16
4365.706917,2.250174E-16
4367.144552,2.180306E-16
4368.582187,2.217346E-16
4370.019822,2.257672E-16
4371.457458,2.261809E-16
4372.895093,2.199501E-16
4374.332728,2.217133E-16
4375.770363,2.195454E-16
4377.207998,2.249940E-16
4378.645633,2.286302E-16
4380.083268,2.234326E-16
4381.520903,2.215694E-16
4382.958538,2.195249E-16
4384.396173,2.198944E-16
4385.833808,2.204325E-16
4387.271443,2.228319E-16
4388.709078,2.214734E-16
4390.146713,2.125045E-16
4391.584348,2.215152E-16
4393.021984,2.201360E-16
4394.459619,2.162827E-16
4395.897254,2.168104E-16
4397.334889,2.172388E-16
4398.772524,2.222329E-16
4400.210159,2.190995E-16
4401.647794,2.203445E-16
4403.085429,2.195366E-16
4404.523064,2.157241E-16
4405.960699,2.197852E-16
4407.398334,2.209045E-16
4408.835969,2.185610E-16
4410.273604,2.135614E-16
4411.711239,2.155755E-16
4413.148874,2.203772E-16
4414.586509,2.164597E-16
4416.024145,2.182645E-16
4417.46178,2.215978E-16
4418.899415,2.207377E-16
4420.33705,2.198599E-16
4421.774685,2.139043E-16
4423.21232,2.202606E-16
4424.649955,2.215157E-16
4426.08759,2.133075E-16
4427.525225,2.136085E-16
4428.96286,2.140545E-16
4430.400495,2.149737E-16
4431.83813,2.148276E-16
4433.275765,2.162952E-16
4434.7134,2.193251E-16
4436.151035,2.193535E-16
4437.58867,2.227033E-16
4439.026306,2.225213E-16
4440.463941,2.228976E-16
4441.901576,2.230823E-16
4443.339211,2.224913E-16
4444.776846,2.237523E-16
4446.214481,2.207104E-16
4447.652116,2.220028E-16
4449.089751,2.243169E-16
4450.527386,2.197702E-16
4451.965021,2.189353E-16
4453.402656,2.219043E-16
4454.840291,2.201128E-16
4456.277926,2.199150E-16
4457.715561,2.216221E-16
4459.153196,2.193403E-16
4460.590832,2.191452E-16
4462.028467,2.238223E-16
4463.466102,2.213785E-16
4464.903737,2.198079E-16
4466.341372,2.212048E-16
4467.779007,2.184099E-16
4469.216642,2.165564E-16
4470.654277,2.170783E-16
4472.091912,2.195248E-16
4473.529547,2.177297E-16
4474.967182,2.153823E-16
4476.404817,2.185388E-16
4477.842452,2.188130E-16
4479.280087,2.145429E-16
4480.717722,2.147564E-16
4482.155357,2.178639E-16
4483.592993,2.168471E-16
4485.030628,2.165193E-16
4486.468263,2.198805E-16
4487.905898,2.173152E-16
4489.343533,2.148522E-16
4490.781168,2.175558E-16
4492.218803,2.156436E-16
4493.656438,2.156260E-16
4495.094073,2.206797E-16
4496.531708,2.213457E-16
4497.969343,2.210100E-16
4499.406978,2.172302E-16
4500.844613,2.208689E-16
4502.282248,2.187184E-16
4503.719883,2.160137E-16
4505.157519,2.211305E-16
4506.595154,2.203908E-16
4508.032789,2.179352E-16
4509.470424,2.161360E-16
4510.908059,2.197090E-16
4512.345694,2.211647E-16
4513.783329,2.205805E-16
4515.220964,2.206946E-16
4516.658599,2.228137E-16
4518.096234,2.221433E-16
4519.533869,2.189269E-16
4520.971504,2.218149E-16
4522.409139,2.251238E-16
4523.846774,2.236923E-16
4525.284409,2.212650E-16
4526.722044,2.214750E-16
4528.15968,2.256210E-16
4529.597315,2.239792E-16
4531.03495,2.207336E-16
4532.472585,2.249375E-16
4533.91022,2.224429E-16
4535.347855,2.211793E-16
4536.78549,2.197249E-16
4538.223125,2.225628E-16
4539.66076,2.216812E-16
4541.098395,2.217341E-16
4542.53603,2.208710E-16
4543.973665,2.209937E-16
4545.4113,2.228002E-16
4546.848935,2.205181E-16
4548.28657,2.228975E-16
4549.724205,2.254419E-16
4551.161841,2.221302E-16
4552.599476,2.187901E-16
4554.037111,2.197227E-16
4555.474746,2.245605E-16
4556.912381,2.211726E-16
4558.350016,2.202308E-16
4559.787651,2.242535E-16
4561.225286,2.214751E-16
4562.662921,2.235624E-16
4564.100556,2.246004E-16
4565.538191,2.242783E-16
4566.975826,2.234771E-16
4568.413461,2.222005E-16
4569.851096,2.220349E-16
4571.288731,2.280673E-16
4572.726367,2.279528E-16
4574.164002,2.285030E-16
4575.601637,2.287464E-16
4577.039272,2.295782E-16
4578.476907,2.305114E-16
4579.914542,2.308220E-16
4581.352177,2.238570E-16
4582.789812,2.285448E-16
4584.227447,2.323307E-16
4585.665082,2.291592E-16
4587.102717,2.285355E-16
4588.540352,2.261147E-16
4589.977987,2.300076E-16
4591.415622,2.284479E-16
4592.853257,2.304059E-16
4594.290892,2.316340E-16
4595.728528,2.290805E-16
4597.166163,2.307567E-16
4598.603798,2.285242E-16
4600.041433,2.234122E-16
4601.479068,2.278033E-16
4602.916703,2.289655E-16
4604.354338,2.263141E-16
4605.791973,2.269148E-16
4607.229608,2.351845E-16
4608.667243,2.424638E-16
4610.104878,2.425152E-16
4611.542513,2.381718E-16
4612.980148,2.372922E-16
4614.417783,2.350608E-16
4615.855418,2.305217E-16
4617.293054,2.293914E-16
4618.730689,2.272186E-16
4620.168324,2.255420E-16
4621.605959,2.275768E-16
4623.043594,2.269131E-16
4624.481229,2.268633E-16
4625.918864,2.231929E-16
4627.356499,2.243397E-16
4628.794134,2.221484E-16
4630.231769,2.210390E-16
4631.669404,2.226999E-16
4633.107039,2.199212E-16
4634.544674,2.176145E-16
4635.982309,2.188518E-16
4637.419944,2.169299E-16
4638.857579,2.174098E-16
4640.295215,2.165012E-16
4641.73285,2.173525E-16
4643.170485,2.154390E-16
4644.60812,2.128983E-16
4646.045755,2.120451E-16
4647.48339,2.146957E-16
4648.921025,2.140150E-16
4650.35866,2.130353E-16
4651.796295,2.087608E-16
4653.23393,2.107527E-16
4654.671565,2.123462E-16
4656.1092,2.083098E-16
4657.546835,2.094699E-16
4658.98447,2.099535E-16
4660.422105,2.100812E-16
4661.85974,2.097263E-16
4663.297376,2.094640E-16
4664.735011,2.102609E-16
4666.172646,2.094806E-16
4667.610281,2.083060E-16
4669.047916,2.087423E-16
4670.485551,2.076792E-16
4671.923186,2.098016E-16
4673.360821,2.100416E-16
4674.798456,2.047506E-16
4676.236091,2.082196E-16
4677.673726,2.100924E-16
4679.111361,2.106249E-16
4680.548996,2.076084E-16
4681.986631,2.041221E-16
4683.424266,2.069836E-16
4684.861902,2.065555E-16
4686.299537,2.060144E-16
4687.737172,2.080251E-16
4689.174807,2.094998E-16
4690.612442,2.087102E-16
4692.050077,2.073275E-16
4693.487712,2.064770E-16
4694.925347,2.052189E-16
4696.362982,2.052911E-16
4697.800617,2.059830E-16
4699.238252,2.099271E-16
4700.675887,2.120936E-16
4702.113522,2.087387E-16
4703.551157,2.060892E-16
4704.988792,2.087464E-16
4706.426427,2.099570E-16
4707.864063,2.125845E-16
4709.301698,2.112524E-16
4710.739333,2.092743E-16
4712.176968,2.104143E-16
4713.614603,2.082398E-16
4715.052238,2.085184E-16
4716.489873,2.130978E-16
4717.927508,2.140970E-16
4719.365143,2.103058E-16
4720.802778,2.078668E-16
4722.240413,2.121859E-16
4723.678048,2.120060E-16
4725.115683,2.122386E-16
4726.553318,2.117145E-16
4727.990953,2.119374E-16
4729.428589,2.128121E-16
4730.866224,2.108463E-16
4732.303859,2.126774E-16
4733.741494,2.120381E-16
4735.179129,2.161710E-16
4736.616764,2.151101E-16
4738.054399,2.113930E-16
4739.492034,2.112268E-16
4740.929669,2.109306E-16
4742.367304,2.110853E-16
4743.804939,2.110741E-16
4745.242574,2.130564E-16
4746.680209,2.169210E-16
4748.117844,2.164140E-16
4749.555479,2.192310E-16
4750.993114,2.213893E-16
4752.43075,2.171085E-16
4753.868385,2.169792E-16
4755.30602,2.178710E-16
4756.743655,2.221113E-16
4758.18129,2.213386E-16
