event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2007on,54458.8203,15.385,0.060,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54458.8228,18.236,0.098,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54461.17794,15.019,0.019,F,H,,,2010AJ....139..519C
SN2007on,54461.17794,16.301,0.013,F,J,,,2010AJ....139..519C
SN2007on,54461.17794,14.683,0.007,F,Y,,,2010AJ....139..519C
SN2007on,54461.3014,17.512,0.075,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54461.3022,16.647,0.067,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54461.3028,16.335,0.059,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54461.3044,18.447,0.089,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54461.3057,15.436,0.060,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54461.3068,18.353,0.094,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54462.22076,16.313,0.009,F,B,,,2010AJ....139..519C
SN2007on,54462.22076,15.462,0.008,F,V,,,2010AJ....139..519C
SN2007on,54462.22076,15.900,0.007,F,g,,,2010AJ....139..519C
SN2007on,54462.22076,15.429,0.010,F,i,,,2010AJ....139..519C
SN2007on,54462.22076,15.360,0.006,F,r,,,2010AJ....139..519C
SN2007on,54462.22076,17.389,0.024,F,u,,,2010AJ....139..519C
SN2007on,54463.14338,15.147,0.020,F,H,,,2010AJ....139..519C
SN2007on,54463.14338,16.472,0.028,F,J,,,2010AJ....139..519C
SN2007on,54463.14338,14.828,0.013,F,Y,,,2010AJ....139..519C
SN2007on,54467.12712,16.430,0.010,F,B,,,2010AJ....139..519C
SN2007on,54467.12712,15.611,0.009,F,V,,,2010AJ....139..519C
SN2007on,54467.12712,16.025,0.007,F,g,,,2010AJ....139..519C
SN2007on,54467.12712,15.643,0.011,F,i,,,2010AJ....139..519C
SN2007on,54467.12712,15.552,0.007,F,r,,,2010AJ....139..519C
SN2007on,54467.12712,17.550,0.037,F,u,,,2010AJ....139..519C
SN2007on,54468.13332,16.464,0.011,F,B,,,2010AJ....139..519C
SN2007on,54468.13332,15.430,0.004,F,H,,,2010AJ....139..519C
SN2007on,54468.13332,16.907,0.013,F,J,,,2010AJ....139..519C
SN2007on,54468.13332,18.331,0.061,F,K,,,2010AJ....139..519C
SN2007on,54468.13332,15.652,0.012,F,V,,,2010AJ....139..519C
SN2007on,54468.13332,15.110,0.003,F,Y,,,2010AJ....139..519C
SN2007on,54468.13332,16.037,0.008,F,g,,,2010AJ....139..519C
SN2007on,54468.13332,15.684,0.012,F,i,,,2010AJ....139..519C
SN2007on,54468.13332,15.587,0.008,F,r,,,2010AJ....139..519C
SN2007on,54468.13332,17.660,0.038,F,u,,,2010AJ....139..519C
SN2007on,54468.7501,17.719,0.079,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54468.7511,16.861,0.070,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54468.7517,16.444,0.060,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54468.7531,18.746,0.095,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54468.7547,15.683,0.062,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54468.7557,18.850,0.110,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54470.08788,16.471,0.012,F,B,,,2010AJ....139..519C
SN2007on,54470.08788,15.695,0.011,F,V,,,2010AJ....139..519C
SN2007on,54470.08788,16.097,0.010,F,g,,,2010AJ....139..519C
SN2007on,54470.08788,15.773,0.014,F,i,,,2010AJ....139..519C
SN2007on,54470.08788,15.683,0.012,F,r,,,2010AJ....139..519C
SN2007on,54470.08788,17.618,0.038,F,u,,,2010AJ....139..519C
SN2007on,54471.15238,15.520,0.013,F,H,,,2010AJ....139..519C
SN2007on,54471.15238,17.022,0.068,F,J,,,2010AJ....139..519C
SN2007on,54471.15238,15.274,0.009,F,Y,,,2010AJ....139..519C
SN2007on,54472.10858,16.543,0.013,F,B,,,2010AJ....139..519C
SN2007on,54472.10858,15.771,0.013,F,V,,,2010AJ....139..519C
SN2007on,54472.10858,16.123,0.010,F,g,,,2010AJ....139..519C
SN2007on,54472.10858,15.836,0.015,F,i,,,2010AJ....139..519C
SN2007on,54472.10858,15.741,0.012,F,r,,,2010AJ....139..519C
SN2007on,54472.10858,17.743,0.039,F,u,,,2010AJ....139..519C
SN2007on,54475.10998,16.591,0.012,F,B,,,2010AJ....139..519C
SN2007on,54475.10998,15.849,0.008,F,V,,,2010AJ....139..519C
SN2007on,54475.10998,16.198,0.007,F,g,,,2010AJ....139..519C
SN2007on,54475.10998,15.952,0.011,F,i,,,2010AJ....139..519C
SN2007on,54475.10998,15.877,0.008,F,r,,,2010AJ....139..519C
SN2007on,54475.10998,17.754,0.047,F,u,,,2010AJ....139..519C
SN2007on,54476.13697,16.615,0.012,F,B,,,2010AJ....139..519C
SN2007on,54476.13697,15.891,0.010,F,V,,,2010AJ....139..519C
SN2007on,54476.13697,16.205,0.009,F,g,,,2010AJ....139..519C
SN2007on,54476.13697,15.989,0.014,F,i,,,2010AJ....139..519C
SN2007on,54476.13697,15.917,0.010,F,r,,,2010AJ....139..519C
SN2007on,54476.13697,17.802,0.026,F,u,,,2010AJ....139..519C
SN2007on,54477.10330,15.870,0.015,F,H,,,2010AJ....139..519C
SN2007on,54477.10330,17.471,0.032,F,J,,,2010AJ....139..519C
SN2007on,54477.10330,15.566,0.006,F,Y,,,2010AJ....139..519C
SN2007on,54484.08747,16.745,0.014,F,B,,,2010AJ....139..519C
SN2007on,54484.08747,16.103,0.010,F,V,,,2010AJ....139..519C
SN2007on,54484.08747,16.372,0.009,F,g,,,2010AJ....139..519C
SN2007on,54484.08747,16.280,0.014,F,i,,,2010AJ....139..519C
SN2007on,54484.08747,16.239,0.010,F,r,,,2010AJ....139..519C
SN2007on,54484.08747,18.130,0.080,F,u,,,2010AJ....139..519C
SN2007on,54485.12891,16.323,0.023,F,H,,,2010AJ....139..519C
SN2007on,54485.12891,18.036,0.085,F,J,,,2010AJ....139..519C
SN2007on,54485.12891,15.915,0.008,F,Y,,,2010AJ....139..519C
SN2007on,54488.07259,16.855,0.015,F,B,,,2010AJ....139..519C
SN2007on,54488.07259,16.232,0.011,F,V,,,2010AJ....139..519C
SN2007on,54488.07259,16.447,0.009,F,g,,,2010AJ....139..519C
SN2007on,54488.07259,16.425,0.014,F,i,,,2010AJ....139..519C
SN2007on,54488.07259,16.403,0.011,F,r,,,2010AJ....139..519C
SN2007on,54488.07259,18.238,0.088,F,u,,,2010AJ....139..519C
SN2007on,54490.06978,16.875,0.011,F,B,,,2010AJ....139..519C
SN2007on,54490.06978,16.292,0.011,F,V,,,2010AJ....139..519C
SN2007on,54490.06978,16.488,0.008,F,g,,,2010AJ....139..519C
SN2007on,54490.06978,16.480,0.011,F,i,,,2010AJ....139..519C
SN2007on,54490.06978,16.482,0.009,F,r,,,2010AJ....139..519C
SN2007on,54490.06978,18.252,0.030,F,u,,,2010AJ....139..519C
SN2007on,54491.08558,16.606,0.028,F,H,,,2010AJ....139..519C
SN2007on,54491.08558,18.122,0.072,F,J,,,2010AJ....139..519C
SN2007on,54491.08558,16.151,0.007,F,Y,,,2010AJ....139..519C
SN2007on,54494.11035,16.940,0.010,F,B,,,2010AJ....139..519C
SN2007on,54494.11035,16.392,0.009,F,V,,,2010AJ....139..519C
SN2007on,54494.11035,16.566,0.007,F,g,,,2010AJ....139..519C
SN2007on,54494.11035,16.611,0.011,F,i,,,2010AJ....139..519C
SN2007on,54494.11035,16.647,0.009,F,r,,,2010AJ....139..519C
SN2007on,54494.11035,18.350,0.023,F,u,,,2010AJ....139..519C
SN2007on,54497.11014,16.994,0.014,F,B,,,2010AJ....139..519C
SN2007on,54497.11014,16.488,0.011,F,V,,,2010AJ....139..519C
SN2007on,54497.11014,16.641,0.008,F,g,,,2010AJ....139..519C
SN2007on,54497.11014,16.709,0.014,F,i,,,2010AJ....139..519C
SN2007on,54497.11014,16.749,0.010,F,r,,,2010AJ....139..519C
SN2007on,54497.11014,18.399,0.082,F,u,,,2010AJ....139..519C
SN2007on,54499.09598,17.034,0.016,F,B,,,2010AJ....139..519C
SN2007on,54499.09598,16.565,0.020,F,V,,,2010AJ....139..519C
SN2007on,54499.09598,16.682,0.009,F,g,,,2010AJ....139..519C
SN2007on,54499.09598,16.749,0.014,F,i,,,2010AJ....139..519C
SN2007on,54499.09598,16.842,0.009,F,r,,,2010AJ....139..519C
SN2007on,54508.09958,17.211,0.014,F,B,,,2010AJ....139..519C
SN2007on,54508.09958,16.797,0.012,F,V,,,2010AJ....139..519C
SN2007on,54508.09958,16.862,0.009,F,g,,,2010AJ....139..519C
SN2007on,54508.09958,17.026,0.014,F,i,,,2010AJ....139..519C
SN2007on,54508.09958,17.178,0.012,F,r,,,2010AJ....139..519C
SN2007on,54508.09958,18.893,0.066,F,u,,,2010AJ....139..519C
SN2007on,54596.0402,20.917,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54596.0422,20.075,,T,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54596.0435,18.951,0.137,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54596.0468,21.610,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54596.0500,19.095,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54596.0523,21.163,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54825.7691,20.684,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54825.7709,19.975,,T,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54825.7722,20.235,,T,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54825.7752,21.366,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54825.7782,19.009,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007on,54825.7806,20.949,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
