event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2010ai,55585.485,21.234,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55586.515,20.678,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55586.547,20.636,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55587.557,20.252,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55588.492,20.90,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55588.535,21.092,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55589.505,21.58,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55589.548,21.077,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55590.513,21.270,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55590.559,21.314,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55594.305,20.376,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55597.447,21.148,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55597.491,21.30,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55598.552,20.460,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55601.294,20.3085,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55603.323,20.930,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55603.367,21.240,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55604.331,20.971,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55604.375,21.229,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55604.532,21.442,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55605.328,21.03,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55605.373,21.172,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55606.332,19.010,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55606.377,20.544,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55608.331,20.3720,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55608.374,18.4554,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55614.488,20.7552,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55614.531,21.43,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55633.249,21.108,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55634.306,20.84,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55634.350,21.30,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55635.273,20.81,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55635.317,20.887,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55636.227,20.587,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55636.271,20.791,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55636.467,20.96,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55636.468,20.796,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55637.170,20.0006,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55637.219,20.7429,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55643.308,20.740,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55651.255,21.42,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55651.299,21.35,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55652.230,21.58,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55652.275,21.42,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55663.195,20.935,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55663.238,21.55,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55665.481,20.440,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55666.414,20.276,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55667.377,21.2600,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55667.424,20.645,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55668.262,19.665,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55668.263,20.260,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55668.374,20.231,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,55668.423,19.7648,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55669.439,19.936,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55671.251,21.04,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55671.295,20.6851,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55673.334,20.748,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55678.302,21.58,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55678.346,21.330,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55679.261,21.89,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55679.305,21.849,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55680.264,21.294,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55680.308,21.19,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55682.299,20.848,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55682.343,20.85,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55683.314,21.0910,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55683.372,20.735,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55693.304,21.414,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55693.347,20.668,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55694.268,20.6220,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55694.312,20.4552,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55695.243,19.918,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55695.286,20.3307,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55696.188,20.458,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55696.237,20.372,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55698.248,19.3890,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55702.219,21.74,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55702.272,21.7414,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55703.260,21.676,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55703.306,19.2964,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55704.257,21.452,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55704.301,21.71,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55706.270,22.07,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55706.314,21.22,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55707.247,21.35,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55707.290,21.29,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55708.269,21.5110,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55708.313,21.76,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55709.256,21.65,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55709.318,21.21,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55722.179,21.3003,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55722.227,21.49,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55724.224,20.574,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55725.180,20.702,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55730.189,21.60,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55730.233,21.160,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,55732.192,21.378,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55733.194,21.76,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55733.237,21.590,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55734.224,21.14,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55735.181,21.06,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55735.225,21.48,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55750.190,21.111,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55750.233,20.667,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,55751.206,20.455,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,55751.250,20.723,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55753.207,21.076,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55753.251,20.5554,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55754.251,21.1929,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55755.194,21.180,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55755.237,20.408,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55758.182,20.288,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55758.226,20.846,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55761.181,21.52,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55761.226,21.1730,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55866.537,20.181,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55866.541,20.052,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55873.521,20.3384,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55874.515,19.6762,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55874.518,19.5477,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55880.500,20.228,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55880.508,20.3619,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55881.497,20.069,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55881.531,20.7470,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55882.513,20.546,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55883.491,19.842,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55883.499,19.5918,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55887.481,20.4083,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55887.489,20.625,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55891.500,20.481,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55891.544,20.9024,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55892.466,20.2491,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55892.469,20.2292,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55893.465,20.4598,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55893.509,20.4143,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55894.508,18.1251,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55895.458,20.798,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55895.502,21.231,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55899.447,20.1738,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55899.491,20.404,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55901.491,19.9852,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55902.446,20.008,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55903.439,17.78100,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55903.493,19.560,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55904.436,19.720,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55904.480,19.792,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55905.431,18.1958,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55905.476,19.812,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55906.428,19.734,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55906.477,20.2472,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55916.408,20.450,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55916.463,21.2372,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55918.441,20.2190,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55922.431,21.20,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55922.475,21.254,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55923.390,20.130,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55923.433,20.745,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55924.379,20.906,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55924.423,20.857,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55925.376,21.00,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55925.427,21.04,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55926.374,20.2962,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55926.418,20.300,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55928.374,20.726,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55928.418,20.8942,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55929.365,20.334,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55929.410,20.92,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55930.363,19.998,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55930.408,20.8403,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55931.367,19.8703,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55931.410,17.59974,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55932.360,20.330,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55932.367,20.254,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55936.346,19.9781,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55936.389,19.652,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55937.344,18.1195,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55937.345,17.5784,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55939.385,19.9726,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55941.333,20.0331,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55941.378,19.975,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55943.326,20.464,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55943.372,20.7491,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55944.375,20.5274,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55946.319,20.690,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55946.370,18.13840,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55948.451,21.26,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55951.425,20.803,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55951.469,18.986,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55952.375,21.12,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55952.419,21.22,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55953.326,20.4536,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55953.370,20.88,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55954.360,20.138,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55958.286,20.5502,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55958.330,20.93,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55959.329,19.631,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55960.324,20.144,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55961.384,20.584,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55962.285,19.722,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55962.303,20.0799,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55963.330,20.5274,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55963.374,20.1744,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55968.258,19.568,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55968.302,17.20867,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55975.317,21.09,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55975.360,21.72,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55976.260,19.554,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55976.305,20.744,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55977.490,21.04,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55977.534,21.27,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55978.455,21.0004,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55978.500,21.17,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55979.436,21.2259,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55979.480,21.033,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55981.223,20.315,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55981.268,20.90,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55982.222,20.645,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55982.266,21.19,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55983.243,20.723,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55983.287,21.265,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55986.460,19.660,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55986.503,19.336,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55988.478,20.84,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55988.522,20.682,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55989.435,20.611,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55990.442,20.762,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55990.451,21.08,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55991.403,20.496,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55999.174,21.3350,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55999.181,21.13,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55999.219,21.08,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,55999.227,21.0854,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56001.242,21.140,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56001.286,21.06,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56001.324,21.194,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56001.368,21.18,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56003.188,20.238,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56006.472,21.014,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56007.162,20.6192,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56007.214,21.23,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56008.187,21.060,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56008.241,21.507,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56009.193,21.391,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56009.236,21.153,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56228.545,19.6520,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56238.522,20.583,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56238.553,19.6475,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56252.538,21.07,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56253.536,21.369,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56254.484,20.658,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56254.514,20.92,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56256.476,20.426,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56256.509,21.17,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56258.557,20.767,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56259.471,19.212,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56259.501,19.494,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56265.534,17.6383,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56266.457,20.1369,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56266.488,20.9760,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56272.473,21.1594,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56272.504,21.332,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56282.531,21.14,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56282.565,21.216,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56297.494,21.4465,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56297.536,21.42,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56301.578,20.950,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56306.575,21.12,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56322.574,19.8084,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56324.346,20.89,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56324.398,21.292,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56324.434,20.932,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56327.338,21.36,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56327.500,21.64,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56327.537,21.380,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56328.439,21.56,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56328.559,21.33,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56329.345,19.4718,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56329.555,21.319,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56330.331,21.53,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56330.403,21.627,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56330.566,21.14,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56335.411,21.306,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56335.535,20.90,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56336.313,20.95,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56336.350,21.150,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56336.551,21.288,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56337.453,21.399,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56337.562,20.7910,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56338.308,19.900,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56338.396,19.650,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56340.443,21.35,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56340.478,21.761,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56340.507,21.40,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56341.446,21.69,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56341.476,21.513,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56341.506,21.5839,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56354.382,19.8392,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56354.412,21.051,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56354.442,20.638,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56362.264,21.213,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56362.293,21.58,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56362.323,21.446,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56363.241,21.444,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56363.271,21.353,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56363.300,21.36,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56367.408,20.815,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56367.437,20.074,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56367.467,18.0910,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56368.414,21.42,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56369.252,21.326,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56369.282,21.28,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56369.312,21.43,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56370.448,21.0686,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56370.481,21.153,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56370.511,20.723,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56372.374,19.651,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56372.403,19.8119,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56372.432,19.7556,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56374.227,20.540,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56374.257,20.606,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56374.287,20.622,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56375.227,20.523,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56375.257,21.057,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56375.287,20.990,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56376.232,20.679,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56376.261,20.494,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56376.295,20.980,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56382.231,21.29,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56382.278,21.076,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56382.308,21.032,,F,R,,P48,2014MNRAS.444.3258M
SN2010ai,56385.373,21.23,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56385.403,21.0240,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56385.433,21.648,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56386.340,20.836,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56386.370,21.4328,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56386.404,19.6568,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56387.351,21.45,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56387.385,21.577,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56387.415,21.66,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56389.366,20.87,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56389.395,21.440,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56389.425,20.98,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56390.366,21.440,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56390.396,21.34,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56390.431,21.40,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56392.290,21.16,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56392.320,21.4175,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56392.356,21.254,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56394.247,20.98,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56394.277,21.540,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56394.309,21.44,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56395.249,21.64,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56395.278,21.838,,T,R,,P48,2014MNRAS.444.3258M
SN2010ai,56395.309,21.43,,T,R,,P48,2014MNRAS.444.3258M
