Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch
Aki,2006-06-19,22h16m01.077s,-17d37m22.09s,205,103,102,1023,795,42
