Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch
SDSS-II SN 15765,2006-10-21,2h11m23.318s,0d14m45.93s,4,2,2,1062,759,760
SDSS-II SN 15779,2006-10-21,23h02m34.8s,-0d27m45.18s,12,4,8,770,342,322
SDSS-II SN 15782,2006-10-17,23h30m42.291s,-0d25m40.7s,138,122,16,792,1103,678
SDSS-II SN 15784,2006-10-17,23h46m41.693s,-0d36m55.19s,6,4,2,1094,680,681
SDSS-II SN 15793,2006-10-12,1h26m32.88s,1d01m38.352s,6,4,2,746,355,356
SDSS-II SN 15803,2006-10-12,1h13m04.996s,-0d40m18.41s,20,2,18,1101,1447,356
SDSS-II SN 15805,2006-10-02,1h31m29.256s,-0d43m04.2744s,10,4,6,736,747,3
SDSS-II SN 15806,2006-10-22,1h36m22.153s,-0d49m50.27s,8,4,4,748,725,349
SDSS-II SN 15814,2006-10-16,1h58m54.045s,-0d22m21.55s,12,4,8,741,736,736
SDSS-II SN 15817,2006-10-20,1h58m15.514s,0d00m48.06s,10,4,6,745,1098,732
SDSS-II SN 15822,2006-10-22,20h45m25.2s,0d06m04.9752s,14,7,7,1161,1005,639
SDSS-II SN 15823,2006-10-29,20h57m00.635s,0d11m56.73s,5,4,1,1161,992,992
SDSS-II SN 15850,2006-10-20,0h02m40.21s,-1d09m54.45s,8,2,6,1095,353,346
SDSS-II SN 15860,2006-10-16,0h18m23.381s,0d10m59.11s,12,2,10,30,377,12
SDSS-II SN 15865,2006-10-27,3h48m16.08s,0d29m55.64s,6,2,4,1061,778,775
SDSS-II SN 15866,2006-10-22,22h35m07.412s,0d58m04.94s,2,1,1,788,1816,1816
SDSS-II SN 15903,2006-10-21,3h15m37.447s,-0d36m09.16s,9,2,7,1061,785,405
SDSS-II SN 15916,2006-10-23,23h32m58.56s,0d18m26.1s,255,141,114,1105,739,314
SDSS-II SN 15929,2006-10-29,22h58m22.08s,-0d15m09.162s,27,7,20,808,1073,335
SDSS-II SN 15935,2006-10-20,21h43m51.12s,0d26m23.89s,6,4,2,1146,689,689
SDSS-II SN 15941,2006-10-22,22h11m43.683s,-0d41m05.31s,10,4,6,806,703,669
SDSS-II SN 15944,2006-10-14,23h14m45.803s,0d25m36.16s,10,6,4,1145,726,330
SDSS-II SN 15945,2006-10-27,23h37m20.444s,0d29m58.97s,8,6,2,1109,328,329
SDSS-II SN 15946,2006-11-08,23h40m45.12s,0d37m56.147s,10,6,4,54,317,317
SDSS-II SN 15953,2006-11-22,1h12m56.753s,0d56m25.15s,22,4,18,786,1447,304
SDSS-II SN 15955,2006-10-16,0h34m21.5064s,-1d12m14.904s,10,4,6,6,339,327
SDSS-II SN 15961,2006-10-22,0h14m59.94s,-0d48m15.4656s,12,2,10,36,737,6
SDSS-II SN 15967,2006-10-16,1h28m20.24s,-0d46m15.48s,11,4,7,750,1104,710
SDSS-II SN 15973,2006-10-20,1h46m21.744s,0d53m22.999s,10,4,6,746,730,352
SDSS-II SN 15987,2006-10-12,0h16m02.124s,0d06m43.85s,16,2,14,26,747,16
SDSS-II SN 15988,2006-09-30,0h25m00.91s,0d00m32.2s,12,4,8,1091,395,374
SDSS-II SN 15992,2006-09-18,0h35m32.62s,0d01m30.8s,18,2,16,1083,418,42
SDSS-II SN 15994,2006-10-29,0h47m43.781s,0d06m01.66s,8,2,6,1120,370,342
SDSS-II SN 16001,2006-10-12,1h29m02.64s,0d02m12.69s,8,4,4,746,735,359
SDSS-II SN 16015,2006-10-21,0h14m52.6776s,-0d25m34.0464s,12,2,10,35,738,7
SDSS-II SN 16039,2006-10-16,1h37m48.264s,-1d05m48.012s,10,4,6,742,733,344
SDSS-II SN 16044,2006-10-16,2h45m40.44s,-1d05m16.98s,3,1,2,1084,1853,1840
SDSS-II SN 16054,2006-11-09,22h31m21.84s,1d03m37.224s,2,1,1,806,1798,1798
SDSS-II SN 16094,2006-10-17,0h36m54.3888s,1d06m35.928s,10,2,8,1112,695,695
SDSS-II SN 16104,2006-10-22,21h06m15.36s,-1d03m59.22s,12,4,8,37,1006,658
SDSS-II SN 16111,2006-10-22,21h57m16.063s,0d56m07.62s,22,14,8,806,696,279
SDSS-II SN 16121,2006-10-27,3h16m54.936s,-0d21m21.528s,14,2,12,1067,779,399
SDSS-II SN 16125,2006-10-27,0h49m29.688s,0d03m19.93s,6,2,4,1118,332,332
SDSS-II SN 16129,2006-10-20,3h13m59.52s,0d12m46.73s,9,2,7,1060,794,406
SDSS-II SN 16130,2006-10-29,3h27m05.962s,0d09m28.22s,6,2,4,1069,778,778
SDSS-II SN 16136,2006-11-08,2h13m56.605s,-0d43m53.74s,8,4,4,1119,715,716
SDSS-II SN 16142,2006-10-29,0h04m05.9496s,0d29m10.813s,16,2,14,1104,374,337
SDSS-II SN 16148,2006-10-27,3h14m38.697s,0d35m17.77s,23,2,21,1067,1128,359
SDSS-II SN 16153,2006-10-22,3h27m29.736s,0d53m43.91s,7,2,5,1062,1132,432
SDSS-II SN 16163,2006-11-09,2h05m59.76s,-0d51m21.1s,12,6,6,1120,712,709
SDSS-II SN 16172,2006-11-01,3h50m49.339s,-0d13m08.98s,14,2,12,1066,1479,776
SDSS-II SN 16199,2006-10-23,22h11m46.639s,1d08m06.12s,55,6,49,806,1399,276
SDSS-II SN 16202,2006-10-21,21h27m11.04s,-0d04m49.35s,18,8,10,79,670,277
SDSS-II SN 16220,2006-09-28,0h39m42.185s,0d40m48.65s,12,4,8,698,714,345
SDSS-II SN 16237,2006-10-31,1h32m02.52s,-0d37m24.6s,10,6,4,765,718,712
SDSS-II SN 16238,2006-10-31,1h51m39.633s,-0d26m08.84s,8,4,4,757,720,720
SDSS-II SN 16298,2006-10-22,22h01m38.88s,0d34m34.2s,10,8,2,806,699,700
SDSS-II SN 16301,2006-10-29,21h50m06.96s,1d01m59.916s,9,7,2,813,662,662
SDSS-II SN 16302,2006-10-29,22h07m04.13s,0d11m00.3s,20,9,11,813,1064,683
SDSS-II SN 16356,2006-11-09,21h12m48.435s,-0d34m02.26s,14,4,10,54,988,640
SDSS-II SN 16360,2006-10-28,22h50m14.64s,-0d30m31.4352s,10,4,6,45,1766,707
SDSS-II SN 16393,2006-11-09,21h46m00.296s,-0d03m38.57s,8,4,4,1166,669,623
SDSS-II SN 16405,2006-11-09,23h44m24.946s,0d22m04.42s,10,8,2,1117,657,658
SDSS-II SN 16410,2006-11-02,21h18m51.6s,0d38m52.3s,9,7,2,810,683,684
SDSS-II SN 16431,2006-10-27,2h09m43.656s,0d29m17.74s,18,6,12,1068,753,726
SDSS-II SN 16433,2006-10-29,2h27m59.016s,-1d10m09.264s,6,2,4,357,715,715
SDSS-II SN 16434,2006-10-29,2h51m08.454s,-1d10m13.55s,11,2,9,1069,1819,355
SDSS-II SN 16441,2006-11-11,21h59m37.2s,-0d39m49.32s,22,8,14,80,663,266
SDSS-II SN 16451,2006-11-14,0h33m53.6976s,0d09m03.78s,12,4,8,1140,313,295
SDSS-II SN 16455,2006-10-27,21h55m21.12s,-0d23m36.15s,12,6,6,65,678,302
SDSS-II SN 16458,2006-10-29,23h47m13.2s,-0d16m04.332s,6,4,2,1106,668,669
SDSS-II SN 16460,2006-11-08,0h44m02.322s,-0d13m47.88s,8,2,6,1130,327,320
SDSS-II SN 16462,2006-11-14,1h08m09.739s,-0d23m11.12s,10,2,8,1134,1456,327
SDSS-II SN 16467,2006-10-29,21h54m20.576s,0d07m05.81s,12,6,6,67,676,300
SDSS-II SN 16468,2006-10-29,0h15m32.1312s,0d06m57.431s,18,4,14,43,731,686
SDSS-II SN 16472,2006-10-29,1h33m02.469s,0d09m57.55s,8,4,4,755,718,342
SDSS-II SN 16477,2006-10-22,0h41m25.13s,0d31m55.3s,16,2,14,1113,690,321
SDSS-II SN 1650,2005-09-10,23h34m02.656s,0d41m00.04s,38,6,32,697,1123,14
SDSS-II SN 16547,2006-10-29,1h25m21.288s,-1d07m09.588s,16,6,10,1101,719,341
SDSS-II SN 16551,2006-10-27,0h01m47.52s,-0d40m22.4s,8,2,6,1102,341,339
SDSS-II SN 16565,2006-11-09,1h00m35.256s,-0d04m38.4852s,8,2,6,1129,344,332
SDSS-II SN 16572,2006-11-09,23h43m56.4s,0d20m29.555s,10,8,2,1117,657,658
SDSS-II SN 16582,2006-10-21,21h48m57.84s,-0d26m01.9932s,6,4,2,1159,697,697
SDSS-II SN 16586,2006-11-09,23h53m21.6s,-0d32m19.5s,8,4,4,1117,368,367
SDSS-II SN 16606,2006-10-31,22h50m26.601s,1d13m22.02s,8,6,2,810,708,709
SDSS-II SN 16626,2006-11-14,0h36m10.7592s,-0d48m27.9396s,20,4,16,35,361,298
SDSS-II SN 16637,2006-11-14,0h32m43.33s,-0d19m23.7s,8,2,6,13,349,295
SDSS-II SN 16652,2006-11-10,0h22m43.15s,0d00m45.1s,59,56,3,1162,1074,330
SDSS-II SN 16715,2006-11-11,21h16m02.16s,-0d43m56.352s,20,4,16,56,1733,667
SDSS-II SN 16721,2006-10-24,21h47m04.255s,-0d15m56.42s,4,2,2,1150,685,639
SDSS-II SN 16724,2006-11-11,21h57m26.4s,0d06m21.92s,22,8,14,80,662,259
SDSS-II SN 16831,2006-11-14,22h24m54.72s,-0d23m03.84s,2,1,1,812,1793,1794
SDSS-II SN 16841,2006-11-08,1h35m18.24s,0d09m26.53s,8,4,4,765,708,332
SDSS-II SN 1686,2005-09-03,0h08m59.6s,-0d12m37.5s,14,2,12,683,1145,759
SDSS-II SN 16878,2006-09-11,21h44m48.96s,-0d07m27.7212s,8,4,4,1107,728,682
SDSS-II SN 16879,2006-11-09,21h55m07.2s,-0d04m25.284s,12,6,6,78,665,289
SDSS-II SN 16937,2006-10-03,21h51m31.68s,-0d27m56.862s,6,4,2,1141,715,715
SDSS-II SN 16940,2006-11-09,23h33m12.48s,-0d25m04.404s,162,81,81,1122,1080,297
SDSS-II SN 16945,2006-10-31,3h22m21.768s,-0d28m04.1844s,10,2,8,1071,776,775
SDSS-II SN 16946,2006-11-16,3h50m14.76s,-0d27m49.284s,18,4,14,1081,1464,26
SDSS-II SN 16950,2006-11-11,21h55m54.72s,0d31m00.9336s,12,6,6,80,662,259
SDSS-II SN 16975,2006-11-14,1h54m11.832s,-0d19m40.0296s,18,4,14,771,1486,706
SDSS-II SN 16976,2006-11-13,1h55m10.848s,-0d24m43.128s,22,8,14,770,1487,707
SDSS-II SN 17031,2006-11-14,1h43m51.559s,-0d40m32.83s,10,4,6,771,715,327
SDSS-II SN 17068,2006-10-03,1h14m16.368s,-0d07m41.9448s,14,2,12,1092,1816,365
SDSS-II SN 17169,2007-09-05,22h56m23.28s,-0d40m05.5668s,11,9,2,1119,379,379
SDSS-II SN 17191,2007-09-03,3h32m15.24s,-0d51m24.48s,10,4,6,1376,443,127
SDSS-II SN 17205,2007-09-03,2h26m03.216s,0d48m25.52s,60,56,4,1379,416,416
SDSS-II SN 17206,2007-09-03,3h03m56.474s,0d43m41.74s,15,2,13,1375,817,47
SDSS-II SN 17219,2007-09-03,0h12m46.6632s,-0d06m08.8416s,18,4,14,352,415,377
SDSS-II SN 17337,2007-09-03,2h12m03.12s,0d14m04.1172s,4,2,2,1379,442,443
SDSS-II SN 17372,2007-09-03,0h15m45.7224s,-0d04m17.544s,16,4,12,352,421,377
SDSS-II SN 17395,2007-09-03,23h37m37.493s,-0d57m02.29s,10,8,2,1420,16,17
SDSS-II SN 1740,2005-09-10,0h21m37.07s,-0d52m51.19s,20,6,14,732,1115,370
SDSS-II SN 17421,2007-09-03,23h29m32.577s,0d40m33.52s,26,17,9,1469,783,357
SDSS-II SN 17423,2007-09-05,23h02m34.146s,-0d50m18.31s,15,11,4,1435,399,3
SDSS-II SN 17433,2007-09-03,0h12m44.431s,-0d02m03.5412s,16,4,12,352,415,377
SDSS-II SN 17473,2007-09-14,0h49m01.896s,0d32m53.2s,8,2,6,1440,50,22
SDSS-II SN 1750,2005-09-03,23h37m34.623s,-0d28m33.11s,12,4,8,690,1089,385
SDSS-II SN 17508,2007-09-03,0h44m24.384s,0d40m03.1908s,14,2,12,1429,54,5
SDSS-II SN 17527,2007-09-03,0h01m04.9337s,-0d10m27.9228s,8,2,6,1413,30,28
SDSS-II SN 17542,2007-09-03,22h18m42.96s,0d40m18.062s,219,166,53,1463,1500,7
SDSS-II SN 17577,2007-09-05,22h07m39.55s,-1d03m16.7s,14,12,2,1124,352,353
SDSS-II SN 1762,2005-09-03,0h03m06.851s,-0d26m19.8132s,8,2,6,683,761,759
SDSS-II SN 17641,2007-09-04,2h30m33.288s,-1d10m25.212s,6,4,2,1407,424,425
SDSS-II SN 17647,2007-09-14,2h17m07.728s,-0d48m05.59s,10,6,4,1429,406,396
SDSS-II SN 17667,2007-09-04,2h29m25.032s,-0d49m10.7256s,12,4,8,1046,405,44
SDSS-II SN 17692,2007-09-05,22h48m15.36s,0d53m43.318s,12,10,2,1121,399,399
SDSS-II SN 17716,2007-09-04,1h31m04.2s,0d29m45.683s,8,4,4,1073,408,32
SDSS-II SN 17737,2007-09-04,3h01m50.304s,0d36m18.803s,8,2,6,1376,470,444
SDSS-II SN 17743,2007-09-04,3h38m39.456s,0d58m18.41s,4,2,2,1377,456,456
SDSS-II SN 17748,2007-09-14,0h39m13.673s,-0d16m39.05s,14,4,10,5,57,10
SDSS-II SN 17773,2007-09-04,2h13m08.214s,-0d18m22.53s,6,2,4,1380,415,416
SDSS-II SN 17803,2007-09-13,22h33m43.92s,-0d27m37.224s,2,1,1,1114,1490,1491
SDSS-II SN 17816,2007-09-05,23h56m38.16s,-0d27m39.4452s,10,4,6,1415,65,0
SDSS-II SN 17820,2007-09-05,1h04m33.527s,-0d27m59.26s,12,2,10,1429,53,32
SDSS-II SN 17829,2007-09-14,3h32m07.58s,-0d50m07.7s,11,4,7,1387,806,116
SDSS-II SN 1783,2005-09-09,20h37m45.12s,-0d37m40.728s,16,7,9,424,1759,328
SDSS-II SN 17835,2007-09-12,2h27m53.256s,-0d33m12.1212s,67,55,12,1054,398,36
SDSS-II SN 17851,2007-09-03,2h25m11.016s,0d45m33.03s,16,12,4,1379,417,417
SDSS-II SN 17882,2007-09-15,1h00m04.446s,1d14m47.45s,14,2,12,1439,386,7
SDSS-II SN 17899,2007-09-05,23h34m47.89s,-0d09m05.68s,110,66,44,1422,422,0
SDSS-II SN 17902,2007-09-03,0h44m31.08s,-0d04m37.1172s,8,2,6,1429,28,21
SDSS-II SN 17906,2007-09-15,3h44m56.52s,0d24m08.7s,4,2,2,1384,448,449
SDSS-II SN 17915,2007-09-03,3h30m19.176s,0d24m19.847s,7,2,5,1378,816,116
SDSS-II SN 17925,2007-09-05,23h05m13.447s,0d18m14.53s,7,5,2,1412,400,401
SDSS-II SN 17927,2007-09-13,22h19m26.16s,0d39m12.154s,210,160,50,1473,1490,342
SDSS-II SN 17928,2007-09-15,23h53m52.8s,1d06m51.3s,18,8,10,1425,410,5
SDSS-II SN 17934,2007-09-22,0h47m02.856s,-0d11m07.1088s,8,2,6,1448,9,2
SDSS-II SN 17945,2007-09-14,1h47m00.689s,-0d18m07.65s,6,4,2,1075,401,401
SDSS-II SN 17949,2007-09-14,1h56m49.235s,-0d14m07.91s,14,4,10,1074,1182,403
SDSS-II SN 17955,2007-09-05,23h02m57.36s,-0d20m59.8092s,10,2,8,327,23,3
SDSS-II SN 17957,2007-09-14,1h34m21.384s,-0d40m14.5596s,10,4,6,1075,400,22
SDSS-II SN 17958,2007-09-14,2h17m44.398s,-0d42m46.4s,4,2,2,1390,406,407
SDSS-II SN 17965,2007-09-14,22h43m17.68s,-0d45m31.65s,10,4,6,366,1423,382
SDSS-II SN 17967,2007-09-14,23h02m07.102s,-0d39m34.87s,21,13,8,1444,390,6
SDSS-II SN 17976,2007-09-14,0h20m35.2608s,-1d15m07.848s,10,4,6,1466,352,17
SDSS-II SN 17999,2007-09-14,1h00m46.944s,0d31m04.7028s,6,2,4,1438,57,23
SDSS-II SN 18011,2007-09-19,23h06m39.12s,0d05m27s,7,5,2,1426,386,387
SDSS-II SN 18033,2007-09-14,1h01m25.032s,-0d19m49.9476s,16,2,14,1438,44,23
SDSS-II SN 18034,2007-09-03,1h08m32.424s,-0d13m06.3372s,10,2,8,1427,1163,34
SDSS-II SN 18038,2007-09-14,1h25m49.08s,-0d13m15.1644s,14,4,10,1083,377,21
SDSS-II SN 18041,2007-09-14,0h43m34.886s,-0d41m55.06s,10,4,6,5,37,10
SDSS-II SN 18047,2007-09-14,1h28m17.812s,-0d39m28.72s,11,4,7,1083,771,377
SDSS-II SN 18049,2007-09-19,0h25m14.55s,-0d22m03.1s,10,4,6,1445,41,17
SDSS-II SN 18067,2007-09-04,3h36m34.416s,1d01m19.056s,4,2,2,1377,456,456
SDSS-II SN 18071,2007-09-14,3h48m17.184s,0d58m46.506s,6,2,4,1383,456,453
SDSS-II SN 18076,2007-09-04,1h45m30.48s,-1d07m37.2s,6,4,2,1065,411,412
SDSS-II SN 18082,2007-09-04,2h11m20.232s,-1d04m18.12s,8,4,4,1064,414,414
SDSS-II SN 18100,2007-09-14,1h57m43.872s,0d25m26.886s,7,4,3,1074,769,769
SDSS-II SN 18116,2007-09-04,3h01m54.24s,0d35m08.5164s,8,2,6,1376,470,444
SDSS-II SN 18129,2007-09-14,2h14m36.432s,-0d42m58.0068s,10,4,6,1429,405,396
SDSS-II SN 18130,2007-09-14,3h33m45.888s,0d35m43.271s,6,2,4,1387,445,103
SDSS-II SN 18146,2007-09-05,2h09m43.052s,-0d00m01.49s,8,4,4,1065,413,413
SDSS-II SN 18170,2007-09-14,3h34m02.712s,-0d45m41.9328s,12,4,8,1387,448,116
SDSS-II SN 18175,2007-09-14,1h43m58.006s,-0d23m56.29s,10,4,6,1075,411,23
SDSS-II SN 18182,2007-09-14,2h08m51.936s,-0d19m17.2452s,8,4,4,1074,404,404
SDSS-II SN 18188,2007-09-14,2h30m29.208s,-0d18m20.1852s,60,52,8,1056,402,34
SDSS-II SN 18218,2007-09-14,23h17m32.16s,0d56m12.113s,16,8,8,1480,1464,365
SDSS-II SN 18221,2007-09-14,23h03m34.08s,-0d22m29.9712s,23,13,10,1444,391,5
SDSS-II SN 18224,2007-09-14,23h12m41.909s,-0d18m46.12s,6,4,2,1481,391,392
SDSS-II SN 1823,2005-09-10,21h02m02.16s,0d21m52.42s,23,6,17,747,1413,1
SDSS-II SN 18253,2007-09-15,23h02m20.252s,-0d54m30.23s,15,13,2,1445,389,390
SDSS-II SN 18254,2007-09-05,23h25m33.764s,-0d58m55.94s,15,4,11,1472,780,355
SDSS-II SN 18256,2007-09-05,1h27m34.752s,-0d53m33.2952s,13,4,9,1074,780,386
SDSS-II SN 18275,2007-09-05,22h55m29.52s,-0d37m20.514s,11,9,2,1119,379,379
SDSS-II SN 18276,2007-09-15,23h09m16.084s,-0d27m28.04s,8,6,2,1481,391,391
SDSS-II SN 18301,2007-09-15,23h15m51.997s,0d48m58.82s,10,8,2,1481,390,391
SDSS-II SN 18304,2007-09-22,0h08m34.077s,0d48m15.53s,14,4,10,371,378,10
SDSS-II SN 18307,2007-09-14,1h52m52.872s,0d50m01.518s,31,4,27,1074,1182,32
SDSS-II SN 18324,2007-09-15,0h25m31.467s,0d47m37.99s,22,2,20,1088,378,21
SDSS-II SN 18339,2007-09-22,2h07m29.301s,1d09m33.62s,6,4,2,1082,386,387
SDSS-II SN 1835,2005-09-10,20h50m39.36s,1d04m18.696s,29,8,21,754,1439,3
SDSS-II SN 18362,2007-09-15,0h40m32.786s,-0d10m55.14s,10,4,6,6,56,9
SDSS-II SN 18374,2007-09-15,0h10m15.566s,-0d10m37.3s,22,2,20,1425,403,20
SDSS-II SN 18380,2007-09-03,1h10m52.2s,0d16m31.282s,11,2,9,1427,1162,35
SDSS-II SN 18430,2007-09-14,1h29m25.789s,0d05m22.33s,8,4,4,1083,398,22
SDSS-II SN 18450,2007-09-14,2h26m04.944s,-0d43m39.576s,7,1,6,677,396,34
SDSS-II SN 18454,2007-09-19,3h50m58.968s,-0d17m00.168s,14,2,12,1388,1157,454
SDSS-II SN 18459,2007-09-16,1h32m18.024s,0d04m01.117s,8,4,4,1077,396,20
SDSS-II SN 18468,2007-10-03,1h53m18.984s,0d53m57.311s,31,4,27,1093,1163,13
SDSS-II SN 18473,2007-09-14,23h11m29.76s,-0d14m27.2s,8,6,2,1480,392,392
SDSS-II SN 18475,2007-11-20,23h02m48.72s,0d02m56.16s,12,10,2,403,324,325
SDSS-II SN 1858,2005-10-26,3h03m44.376s,0d25m03.414s,10,2,8,698,1144,724
SDSS-II SN 18589,2007-10-03,22h43m20.3s,-1d08m29s,5,3,2,1149,1404,1404
SDSS-II SN 18630,2007-10-03,23h11m55.217s,-0d15m51.71s,8,6,2,1499,373,373
SDSS-II SN 18644,2007-09-19,0h17m10.8816s,-0d18m15.5844s,12,4,8,368,405,361
SDSS-II SN 18666,2007-10-03,22h50m15.482s,0d11m41.32s,12,10,2,1149,371,371
SDSS-II SN 18704,2007-09-15,0h46m05.249s,-0d31m35.98s,8,2,6,1441,16,9
SDSS-II SN 18722,2007-09-15,0h56m15.84s,-0d27m50.148s,9,2,7,1441,770,17
SDSS-II SN 18747,2007-09-15,0h55m22.451s,0d14m19.55s,12,2,10,1441,56,9
SDSS-II SN 18767,2007-09-22,0h18m08.3s,0d48m31s,14,4,10,371,35,12
SDSS-II SN 18789,2007-10-08,2h08m20.14s,-0d53m12.6s,8,6,2,1453,376,376
SDSS-II SN 18797,2007-10-03,2h26m33.96s,-0d37m32.2s,17,5,12,1059,377,15
SDSS-II SN 18802,2007-09-22,3h25m54.192s,-0d31m36.786s,6,2,4,1397,450,450
SDSS-II SN 18803,2007-09-22,3h32m36.648s,-0d25m26.94s,6,2,4,285,453,95
SDSS-II SN 18839,2007-09-22,2h24m02.904s,-0d02m54.5316s,6,2,4,1398,398,398
SDSS-II SN 18917,2007-09-19,3h45m32.112s,0d02m20.27s,4,2,2,1388,444,445
SDSS-II SN 18920,2007-10-03,3h32m54.054s,0d31m57.95s,6,2,4,1406,426,84
SDSS-II SN 18941,2007-10-08,0h40m47.352s,-0d06m41.2488s,10,6,4,29,33,2
SDSS-II SN 18947,2007-09-15,0h44m44.83s,-0d52m14.3s,10,4,6,6,36,9
SDSS-II SN 18948,2007-10-08,1h03m02.232s,-0d51m08.964s,12,4,8,1462,20,1
SDSS-II SN 18952,2007-10-08,0h45m13.667s,0d49m40.39s,12,8,4,1464,19,0
SDSS-II SN 18953,2007-09-22,1h25m00.072s,0d41m53.84s,8,4,4,1091,370,11
SDSS-II SN 18971,2007-10-08,2h05m46.927s,1d12m31.87s,8,6,2,1452,370,371
SDSS-II SN 18973,2007-10-08,2h22m53.04s,1d14m53.16s,10,2,8,1414,407,382
SDSS-II SN 18990,2007-09-22,1h03m53.462s,-0d35m32.01s,12,2,10,1446,36,15
SDSS-II SN 18993,2007-10-08,1h37m16.947s,-0d30m13.91s,10,8,2,1099,374,375
SDSS-II SN 19013,2007-10-06,21h15m28.8s,-0d40m13.134s,4,2,2,385,344,338
SDSS-II SN 19014,2007-10-06,21h25m48s,-0d38m46.0932s,12,10,2,429,320,321
SDSS-II SN 19030,2007-10-06,20h42m43.2s,0d11m50.53s,14,6,8,1181,1002,290
SDSS-II SN 19032,2007-10-06,21h04m06s,0d02m02.695s,23,13,10,1503,657,309
SDSS-II SN 19052,2007-10-06,23h32m58.569s,0d33m45.6s,255,187,68,1453,391,12
SDSS-II SN 19059,2007-09-22,1h04m59.808s,0d25m32.329s,14,2,12,1446,36,0
SDSS-II SN 19065,2007-10-12,1h31m06.6s,0d29m07.1988s,8,6,2,1111,370,371
SDSS-II SN 19068,2007-10-06,21h48m08.88s,1d02m10.716s,6,4,2,1497,345,346
SDSS-II SN 19069,2007-10-06,21h49m20.4s,1d03m04.788s,9,7,2,1155,320,320
SDSS-II SN 19078,2007-09-16,0h06m22.888s,1d03m05.19s,16,4,12,365,384,16
SDSS-II SN 19091,2007-09-19,23h57m51.908s,-0d18m13.01s,16,6,10,1429,51,14
SDSS-II SN 19099,2007-10-06,0h06m55.442s,0d10m29.359s,14,12,2,1446,32,33
SDSS-II SN 19104,2007-09-14,0h48m38.16s,0d08m28.925s,12,2,10,1440,50,10
SDSS-II SN 19132,2007-09-19,0h21m06.882s,-0d44m54.82s,14,6,8,1092,376,16
SDSS-II SN 19140,2007-09-14,1h38m57.456s,-1d09m55.44s,10,4,6,1075,400,11
SDSS-II SN 19144,2007-10-03,2h49m53.83s,-1d13m07.7s,5,2,3,1408,753,16
SDSS-II SN 19165,2007-10-03,1h41m29.821s,0d32m47.61s,6,4,2,335,375,376
SDSS-II SN 19188,2007-09-30,20h54m09.12s,-0d10m54.084s,12,9,3,1497,655,339
SDSS-II SN 19200,2007-09-22,22h42m47.28s,0d22m23.743s,12,4,8,374,1415,375
SDSS-II SN 19209,2007-09-30,22h57m03.197s,-0d53m15.44s,13,11,2,1144,354,354
SDSS-II SN 1921,2005-09-09,21h02m48s,0d50m33.198s,29,6,23,746,1414,2
SDSS-II SN 19246,2007-09-22,23h26m38.64s,-0d51m55.5s,12,4,8,1489,405,389
SDSS-II SN 19308,2007-10-08,23h26m30.72s,0d47m21.491s,38,25,13,1084,748,322
SDSS-II SN 19332,2007-10-08,1h22m35.3s,-0d08m11.3s,10,4,6,16,21,14
SDSS-II SN 19335,2007-09-30,23h20m13.974s,0d23m42.62s,6,4,2,362,375,376
SDSS-II SN 19336,2007-09-30,23h55m30.602s,0d15m50.36s,8,4,4,1440,340,44
SDSS-II SN 19338,2007-09-22,0h06m25.0752s,0d22m07.59s,10,2,8,1432,46,10
SDSS-II SN 19339,2007-10-08,0h23m58.647s,0d18m44.82s,57,52,5,1494,742,1
SDSS-II SN 19344,2007-10-11,1h38m44.376s,0d22m35.8s,10,2,8,16,1477,373
SDSS-II SN 19346,2007-10-08,1h57m40.176s,0d19m38.96s,7,4,3,1098,745,745
SDSS-II SN 19359,2007-10-13,3h20m37.632s,0d20m34.35s,10,2,8,1418,428,428
SDSS-II SN 19361,2007-09-22,3h28m37.248s,0d22m47.708s,7,2,5,1397,797,97
SDSS-II SN 19377,2007-10-08,2h49m10.704s,-0d51m11.7432s,7,2,5,1413,748,11
SDSS-II SN 19399,2007-09-22,3h42m52.56s,0d49m55.05s,4,2,2,1391,440,440
SDSS-II SN 19408,2007-10-08,3h40m01.704s,0d19m17.638s,7,2,5,301,782,434
SDSS-II SN 19414,2007-10-06,22h06m22.017s,0d02m25.69s,10,4,6,388,722,341
SDSS-II SN 19417,2007-10-06,21h55m40.08s,0d30m17.9s,12,8,4,409,333,320
SDSS-II SN 19449,2007-10-06,0h38m12.649s,0d35m30.14s,12,10,2,1071,341,342
SDSS-II SN 19467,2007-10-09,22h43m51.594s,-0d58m36.82s,6,4,2,1155,1398,1398
SDSS-II SN 19468,2007-09-30,22h52m19.92s,-0d50m45.708s,10,4,6,382,1429,370
SDSS-II SN 19484,2007-10-11,2h02m46.32s,-0d54m23.9472s,8,4,4,1101,376,377
SDSS-II SN 19490,2007-10-13,21h30m19.2s,-0d33m04.536s,269,177,92,1514,1070,274
SDSS-II SN 19494,2007-10-08,23h41m44.746s,-0d26m36.55s,12,10,2,388,326,326
SDSS-II SN 19499,2007-10-08,21h49m30.48s,-0d07m54.6672s,6,4,2,1511,345,345
SDSS-II SN 19517,2007-10-08,0h37m39.3624s,-0d02m17.4588s,12,8,4,29,33,1
SDSS-II SN 19518,2007-09-22,0h44m28.183s,-0d06m12.73s,8,2,6,1448,9,2
SDSS-II SN 19525,2007-10-20,1h35m07.941s,-0d11m02.53s,12,8,4,1111,362,363
