Name,NED Object,Redshift,Same Name?,Disc. Date,,With Redshift,Without Redshift
SNLS-04D3is,[AGR2006] J141651.96+524845.7,0.71,FALSE,2004-05-23,,2004-05-23,2005-11-05
SDSS-II SN 15041,SDSS-II SN 15041,0.71489,FALSE,2006-10-13,,2006-10-13,2010-10-10
SNLS-04D3ks,[AGR2006] J142233.47+521107.4,0.752,FALSE,2004-05-22,,2004-05-22,1954-04-27
SNLS-05D1if,SNLS 05D1if HOST,0.763,FALSE,2005-11-30,,2005-11-30,1957-02-26
Eagle,Eagle Galaxy,0.768512,FALSE,2004-11-06,,2004-11-06,1959-06-28
ESSENCEx039,ESSENCE x039,0.771,FALSE,2007-09-17,,2007-09-17,1960-04-17
SDSS-II SN 20336,SDSS-II SN 20336,0.78,FALSE,2007-11-01,,2007-11-01,1960-06-18
SNLS-04D1ks,SNLS 04D1ks HOST,0.798,FALSE,2004-10-09,,2004-10-09,1960-12-20
SNLS-03D1fq,WISEA J022655.63-041808.9,0.8,FALSE,2003-12-23,,2003-12-23,1961-05-02
ESSENCEp445,ESSENCE p445,0.8069,TRUE,2005-11-24,,2005-11-24,1962-01-06
SNLS-04D3ny,SSTSL2 J141856.31+521114.3,0.81,FALSE,2004-07-09,,2004-07-09,1962-03-02
SNLS-06D3cn,SNLS 06D3cn HOST,0.818,FALSE,2006-03-05,,2006-03-05,1963-09-18
PSc061190,GALEXMSC J022243.48-045711.8,0.819701,FALSE,2010-07-30,,2010-07-30,1971-03-29
PSc000418,WISEA J095825.73+014139.5,0.82,FALSE,2010-01-08,,2010-01-08,1981-03-02
SNLS-04D4bk,[AGR2006] J221507.68-180336.7,0.84,FALSE,2004-07-10,,2004-07-10,1983-04-04
SNLS-05D4hn,SNLS 05D4hn HOST,0.842,FALSE,2005-11-30,,2005-11-30,1983-06-14
HST04Man,ACS-GC 50013390,0.85454,FALSE,2004-05-20,,2004-05-20,1983-07-03
SNLS-05D2my,SNLS 05D2my,0.86,FALSE,2005-12-03,,2005-12-03,1983-12-06
SNLS-04D4ii,WISEA J221555.66-173927.2,0.866,FALSE,2004-09-14,,2004-09-14,1984-01-04
SNLS-05D1em,VVDS:[RBO2008] ir 00171777,0.866,FALSE,2005-11-04,,2005-11-04,1986-12-11
SNLS-03D1ew,[HSP2005] J022414.08-043956.98,0.868,FALSE,2003-12-20,,2003-12-20,1986-07-02
SNLS-04D3gx,[HSP2005] J142013.67+521658.60,0.91,FALSE,2004-05-20,,2004-05-20,1987-04-20
SNLS-04D4jy,[HSP2005] J221351.60-172418.13,0.93,FALSE,2004-10-13,,2004-10-13,1987-08-16
SNLS-04D4ih,[HSP2005] J221717.04-174038.74,0.934,FALSE,2004-10-06,,2004-10-06,1989-01-19
Patuxent,WISEA J123808.92+621847.5,0.9367,FALSE,2004-07-09,,2004-07-09,1989-01-30
SNLS-03D4cx,[AGR2006] J221433.75-173515.3,0.949,FALSE,2003-09-04,,2003-09-04,1989-02-03
SNLS-04D3ml,[HSP2005] J141639.10+530535.66,0.95,FALSE,2004-06-19,,2004-06-19,1989-06-28
SNLS-04D3nr,[HSP2005] J142238.52+523855.89,0.96,FALSE,2004-07-14,,2004-07-14,1989-09-03
SNLS-05D3km,SNLS 05D3km HOST,0.97,FALSE,2005-06-03,,2005-06-03,1989-09-26
HST05Fer,[RSC2007] J123625.10+621523.84,1.02,FALSE,2005-04-12,,2005-04-12,1989-10-29
Gabi,S-CANDELS J123613.82+621207.1,1.12,FALSE,2005-04-14,,2005-04-14,1989-12-28
SNLS-05D1hk,SSTSL2 J022439.18-043803.4,1.14783,FALSE,2005-11-29,,2005-11-29,1990-09-20
SDSS-II SN 9557,SDSS-II SN 09557,1.173746,TRUE,2005-10-31,,2005-10-31,1990-10-24
SDSS-II SN 16572,SDSS-II SN 16572,1.624433,TRUE,2006-11-09,,2006-11-09,1990-02-24
SN1997ff,SN 1997ff,1.755,TRUE,1997-12-23,,1997-12-23,1990-05-13
Adrian,SCP 06Z05,--,FALSE,2006-04-20,,,1990-06-23
Aki,SCP 06A04,--,FALSE,2006-06-19,,,1990-06-22
Caleb,SCP 06F12,--,FALSE,2005-12-12,,,1990-06-26
Cayanne,SN HST04Cay,--,FALSE,2004-08-27,,,1990-07-21
CSS091127:094447+083137,SDSS J094448.19+083154.3,--,FALSE,2009-11-27,,,1990-08-02
CSS100912:223118+010516,SDSS J223118.20+010519.2,--,FALSE,2010-09-12,,,1991-05-13
Emma,SDWFS J143430.13+342657.0:SN,--,FALSE,2006-04-22,,,1991-06-09
ESSENCEg097,ESSENCE g097,--,FALSE,2004-10-05,,,1991-07-02
ESSENCEg142,ESSENCE g142,--,TRUE,2004-10-09,,,1991-07-24
ESSENCEg225,ESSENCE g225,--,TRUE,2004-10-17,,,1991-08-19
ESSENCEg230,ESSENCE g230,--,FALSE,2004-10-17,,,1991-01-11
ESSENCEg240,ESSENCE g240,--,FALSE,2004-10-13,,,1991-10-12
ESSENCEh300,ESSENCE h300,--,FALSE,2004-10-19,,,1991-10-15
ESSENCEk411,ESSENCE k411,--,TRUE,2004-11-16,,,1991-11-13
ESSENCEk467,ESSENCE k467,--,TRUE,2004-11-16,,,1991-12-03
ESSENCEk490,ESSENCE k490,--,FALSE,2004-12-05,,,1991-02-10
ESSENCEm022,ESSENCE m022,--,FALSE,2005-09-26,,,1991-03-12
ESSENCEm026,ESSENCE m026,--,FALSE,2005-09-26,,,1991-05-05
ESSENCEm027,ESSENCE m027,--,FALSE,2005-09-26,,,1992-01-11
ESSENCEm032,ESSENCE m032,--,FALSE,2005-09-25,,,1992-05-30
ESSENCEm034,ESSENCE m034,--,FALSE,2005-09-26,,,1992-06-27
ESSENCEm039,ESSENCE m039,--,FALSE,2005-09-26,,,1992-06-29
ESSENCEm057,ESSENCE m057,--,FALSE,2005-09-28,,,1992-07-29
ESSENCEm070,WISEA J023346.84-080827.7,--,FALSE,2005-09-28,,,1992-08-02
ESSENCEm075,ESSENCE m075,--,FALSE,2005-09-26,,,1992-10-02
ESSENCEm138,ESSENCE m138,--,TRUE,2005-10-06,,,1992-10-21
ESSENCEm193,ESSENCE m193,--,TRUE,2005-10-06,,,1992-10-21
ESSENCEm226,ESSENCE m226,--,TRUE,2005-09-26,,,1992-04-21
ESSENCEn246,ESSENCE n246,--,TRUE,2005-11-22,,,1992-12-28
ESSENCEn256,ESSENCE n256,--,TRUE,2005-11-08,,,1992-03-03
ESSENCEn258,ESSENCE n258,--,TRUE,2005-11-22,,,1992-03-03
ESSENCEn263,ESSENCE n263,--,TRUE,2005-11-22,,,1992-04-08
ESSENCEn278,ESSENCE n278,--,TRUE,2005-11-24,,,1992-04-22
ESSENCEn285,ESSENCE n285,--,TRUE,2005-11-08,,,1993-09-19
ESSENCEn322,ESSENCE n322,--,TRUE,2005-11-22,,,1993-11-07
ESSENCEn404,ESSENCE n404,--,FALSE,2005-11-22,,,1993-11-15
ESSENCEn406,ESSENCE n406,--,FALSE,2005-11-22,,,1993-12-10
ESSENCEp434,ESSENCE p434,--,TRUE,2005-11-24,,,1993-01-17
ESSENCEp454,ESSENCE p454,--,TRUE,2005-11-24,,,1993-01-27
ESSENCEp455,ESSENCE p455,--,TRUE,2005-11-30,,,1993-03-23
ESSENCEp520,ESSENCE p520,--,FALSE,2005-12-24,,,1993-04-30
ESSENCEp524,ESSENCE p524,--,TRUE,2005-11-28,,,1993-05-26
ESSENCEp527,ESSENCE p527,--,TRUE,2005-12-27,,,1994-11-14
ESSENCEp528,ESSENCE p528,--,TRUE,2005-11-30,,,1994-02-04
ESSENCEp534,ESSENCE p534,--,TRUE,2005-12-24,,,1994-10-31
ESSENCEq018,WISEA J023139.05-081804.5,--,FALSE,2006-09-16,,,1994-03-05
ESSENCEx093,WISEA J022943.15-090656.7,--,FALSE,2007-10-08,,,1994-02-13
Frida,SCP 05D00,--,FALSE,2005-08-07,,,1994-05-06
Hawk,SN HST04Haw,--,FALSE,2004-11-05,,,1994-06-27
HST05Dic,SN HST05Dic,--,FALSE,2005-04-12,,,1994-08-15
HST05Koe,SN HST05Koe,--,FALSE,2005-04-12,,,1995-09-22
HST05Lan,SN HST05Lan,--,FALSE,2005-02-25,,,1995-11-18
Lauren,SCP 05P09,--,FALSE,2005-10-18,,,1995-11-18
McGuire,SN HST04Mcg,--,FALSE,2004-09-16,,,1995-02-10
Noa,SCP 06C00,--,FALSE,2005-12-13,,,1995-03-30
PS0909010,SN 2009kt,--,FALSE,2009-09-12,,,1995-05-03
PS1-1000790,SDSS J213328.65+102038.1,--,FALSE,2010-08-01,,,1995-05-06
PS1-10byw,WISEA J221528.12+013257.6,--,FALSE,2010-11-30,,,1995-06-29
PS1-10ka,ELAIS02(R) J161110.1+550718,--,FALSE,2010-05-16,,,1995-07-25
PS1-11aac,SDSS J141517.45+541755.5,--,FALSE,2011-05-24,,,1996-05-16
PS1-11kl,SDSS J162120.06+550023.9,--,FALSE,2011-02-10,,,1996-05-12
PS1-12sf,WISEA J100615.71+022424.5,--,FALSE,2009-12-23,,,1996-05-09
PS1-13lo,WISEA J095911.91+031315.5,--,FALSE,2010-02-16,,,1996-06-12
PSc000210,WISEA J095752.65+030032.2,--,FALSE,2010-01-08,,,1996-07-12
PSc010014,WISEA J100154.27+010904.0,--,FALSE,2010-01-21,,,1996-09-15
PSc010055,WISEA J100502.95+015753.7,--,FALSE,2010-02-04,,,1996-10-08
PSc020194,SDSS J095834.81+004951.6,--,FALSE,2010-03-12,,,1996-10-08
PSc030007,WISEA J140923.61+533706.5,--,FALSE,2010-03-25,,,1996-10-08
PSc030216,WISEA J141456.63+541243.0,--,FALSE,2010-04-12,,,1996-10-09
PSc040121,SDSS J103903.89+583526.8,--,FALSE,2010-04-12,,,1996-10-09
PSc040147,WISEA J141540.49+541343.7,--,FALSE,2010-04-17,,,1996-10-09
PSc040316,WISEA J141123.45+522604.0,--,FALSE,2010-05-10,,,1996-10-09
PSc040477,WISEA J162033.94+544823.8,--,FALSE,2010-05-08,,,1996-10-12
PSc040511,WISEA J160739.87+550727.9,--,FALSE,2010-05-13,,,1996-10-11
PSc040512,WISEA J160801.00+541325.1,--,FALSE,2010-05-10,,,1996-10-04
PSc040540,WISEA J140837.47+523936.5,--,FALSE,2010-05-10,,,1996-10-18
PSc040693,WISEA J141527.83+522349.9,--,FALSE,2010-05-16,,,1996-11-18
PSc050298,WISEA J161237.82+554313.4,--,FALSE,2010-05-14,,,1996-03-17
PSc050625,WISEA J160718.09+534947.5,--,FALSE,2010-06-15,,,1996-03-17
PSc050656,WISEA J161650.39+543846.0,--,FALSE,2010-06-15,,,1996-03-18
PSc050665,WISEA J161034.63+545725.5,--,FALSE,2010-06-05,,,1996-02-14
PSc051109,WISEA J161211.21+540033.1,--,FALSE,2010-04-09,,,1996-02-20
PSc052136,WISEA J141254.60+524733.9,--,FALSE,2010-06-13,,,1996-03-21
PSc060015,WISEA J160349.96+541237.3,--,FALSE,2010-06-29,,,1996-03-25
PSc060199,GALEXMSC J140939.36+533835.1,--,FALSE,2010-07-11,,,1996-03-15
PSc060238,WISEA J221442.41+004754.4,--,FALSE,2010-07-11,,,1996-03-15
PSc060249,WISEA J221951.37+005350.3,--,FALSE,2010-07-11,,,1996-04-12
PSc061192,SSTSL2 J022030.90-045948.9,--,FALSE,2010-07-29,,,1997-01-03
PSc070048,SSTSL2 J160404.03+541156.0,--,FALSE,2010-05-22,,,1997-03-05
PSc070071,WISEA J221956.45-002631.9,--,FALSE,2010-08-02,,,1997-03-05
PSc070096,WISEA J161230.93+534832.8,--,FALSE,2010-08-03,,,1997-03-05
PSc070175,WISEA J160736.72+544834.9,--,FALSE,2010-08-03,,,1997-03-05
PSc070611,WISEA J161809.06+535817.2,--,FALSE,2010-08-15,,,1997-03-05
PSc071007,WISEA J221537.47+011539.1,--,FALSE,2010-08-20,,,1997-03-05
PSc071011,WISEA J221249.27-004224.4,--,FALSE,2010-08-14,,,1997-03-08
PSc071113,WISEA J161144.14+550851.5,--,FALSE,2010-08-29,,,1997-03-08
PSc071245,GALEXMSC J221502.92-005157.0,--,FALSE,2010-08-28,,,1997-03-08
PSc080146,WISEA J033119.16-265154.5,--,FALSE,2010-09-02,,,1997-03-08
PSc080241,SSTSL2 J032832.45-280417.6,--,FALSE,2010-09-02,,,1997-03-09
PSc080261,GALEXASC J033511.78-271147.7,--,FALSE,2010-08-31,,,1997-04-06
PSc080343,SSTSL2 J033728.62-274323.7,--,FALSE,2010-08-31,,,1997-04-03
PSc080363,WISEA J032638.76-275514.3,--,FALSE,2009-09-15,,,1997-04-27
PSc080554,SSTSL2 J022100.04-034018.7,--,FALSE,2010-09-03,,,1997-04-29
PSc080771,WISEA J032816.47-280849.2,--,FALSE,2010-09-13,,,1997-04-29
PSc080772,WISEA J033135.89-281427.0,--,FALSE,2010-09-16,,,1997-04-29
PSc090128,WISEA J022404.55-031334.6,--,FALSE,2010-10-07,,,1997-05-02
PSc090966,SDSS J221256.82+010148.9,--,FALSE,2010-10-13,,,1997-05-14
PSc091739,[NLS2017] J036.99331-04.02456,--,FALSE,2010-10-13,,,1997-06-02
PSc110476,WISEA J100518.59+020501.5,--,FALSE,2010-12-15,,,1997-06-29
PSc120039,SDSS J095626.08+013206.5,--,FALSE,2010-12-30,,,1997-07-04
PSc120223,SDSS J095902.93+030736.5,--,FALSE,2011-01-02,,,1997-07-07
PSc120706,GALEXASC J095843.11+022600.2,--,FALSE,2011-01-15,,,1997-07-10
PSc130145,SDSS J095949.54+032845.0,--,FALSE,2011-01-15,,,1997-07-19
PSc130391,SDSS J141141.43+541316.9,--,FALSE,2011-02-02,,,1997-08-27
PSc131031,SDSS J140941.44+532058.4,--,FALSE,2011-02-10,,,1997-09-27
PSc140214,SDSS J141413.84+534207.3,--,FALSE,2011-03-09,,,1997-10-26
PSc140229,SDSS J122644.38+472328.4,--,FALSE,2011-03-12,,,1997-10-26
PSc140234,SDSS J140846.62+534924.4,--,FALSE,2011-03-09,,,1997-11-07
PSc150145,WISEA J122821.07+471719.6,--,FALSE,2009-05-01,,,1997-11-23
PSc150234,WISEA J141104.94+523619.5,--,FALSE,2009-06-17,,,1997-12-23
PSc150365,WISEA J161003.51+534902.0,--,FALSE,2011-04-21,,,1997-12-29
PSc150379,WISEA J160410.01+535823.8,--,FALSE,2011-04-21,,,1997-12-28
PSc150515,WISEA J160437.82+551607.2,--,FALSE,2011-04-21,,,1997-12-28
PSc151005,WISEA J140915.50+522300.4,--,FALSE,2010-02-25,,,1997-12-28
PSc160028,WISEA J161323.19+535816.3,--,FALSE,2011-05-12,,,1997-12-28
PSc160195,WISEA J161040.21+533926.2,--,FALSE,2011-05-27,,,1997-12-28
PSc170254,SDSS J160854.10+535122.6,--,FALSE,2011-05-30,,,1997-12-28
PSc170285,WISEA J161609.02+540829.4,--,FALSE,2011-05-30,,,1997-12-28
PSc170539,WISEA J221753.76+012231.5,--,FALSE,2011-06-26,,,1997-12-28
PSc170558,WISEA J221845.79+012155.6,--,FALSE,2011-06-26,,,1997-12-28
PSc180329,SDSS J221719.85+011531.0,--,FALSE,2011-07-12,,,1997-12-29
PSc190062,SDSS J221525.46+004047.3,--,FALSE,2011-07-31,,,1997-12-29
PSc190230,WISEA J221545.09+002522.2,--,FALSE,2011-08-18,,,1997-12-29
PSc190269,SDSS J222004.33-001414.7,--,FALSE,2011-08-19,,,1997-12-28
PSc200058,SDSS J221758.95-002628.4,--,FALSE,2011-09-06,,,1997-12-31
PSc200132,WISEA J221759.36-004143.4,--,FALSE,2011-09-19,,,1997-01-05
PSc210027,WISEA J221711.91+010434.4,--,FALSE,2011-09-30,,,1997-01-05
PSc340105,WISEA J022352.64-033804.3,--,FALSE,2010-09-12,,,1997-01-05
PSc350213,WISEA J100406.93+024354.5,--,FALSE,2012-01-24,,,1997-01-05
PSc370589,WISEA J095626.03+032717.8,--,FALSE,2011-02-03,,,1997-01-06
PSc380095,WISEA J140851.18+533538.4,--,FALSE,2010-02-25,,,1997-01-06
PSc380421,WISEA J140727.61+540039.8,--,FALSE,2010-05-14,,,1997-01-19
PSc520011,NMBS AEGIS 31205,--,FALSE,2010-04-19,,,1998-04-01
PSc580006,WISEA J022038.08-043831.9,--,FALSE,2010-09-03,,,1998-02-27
PSc580010,WISEA J022655.84-034434.2,--,FALSE,2009-12-21,,,1998-03-25
PTF09djc,SDSS J174657.24+591205.2,--,FALSE,2009-08-10,,,1998-03-26
PTF09foz,PTF09foz,--,FALSE,2009-10-09,,,1998-03-26
PTF10feg,SDSS J123035.59+154740.7,--,FALSE,2010-03-20,,,1998-03-26
PTF10fxe,WISEA J094509.65+223744.4,--,FALSE,2010-04-25,,,1998-03-26
PTF10goq,WISEA J124559.68+044929.7,--,FALSE,2010-04-30,,,1998-03-22
PTF10hdm,WISEA J124241.02+051108.1,--,FALSE,2010-05-03,,,1998-03-22
PTF10mtd,WISEA J140159.63+045905.0,--,FALSE,2010-06-24,,,1998-03-22
PTF10rgn,WISEA J014140.29+304928.1,--,FALSE,2010-08-07,,,1998-03-22
PTF10tqy,WISEA J004241.38+244518.6,--,FALSE,2010-08-31,,,1998-03-22
PTF10vyv,GALEXASC J014001.12-080244.2,--,FALSE,2010-09-21,,,1998-03-22
PTF10wnt,WISEA J014210.10-084740.6,--,FALSE,2010-09-21,,,1998-03-22
PTF11gdm,WISEA J165623.79+413013.7,--,FALSE,2011-06-21,,,1998-04-17
PTF11hfu,WISEA J212113.89+021919.5,--,FALSE,2011-07-08,,,1998-04-18
PTF11ilj,WISEA J003544.10+384006.7,--,FALSE,2011-07-21,,,1998-04-28
PTF11kjl,WISEA J172441.55+732054.4,--,FALSE,2011-08-11,,,1998-04-18
PTF11lnb,WISEA J015041.28+210300.6,--,FALSE,2011-09-02,,,1998-05-17
PTF11pdi,WISEA J015336.48+205114.4,--,FALSE,2011-10-22,,,1998-05-19
PTF11phm,GALEXASC J020142.44+274522.4,--,FALSE,2011-10-25,,,1998-06-10
PTF11wv,WISEA J095456.12+040742.5,--,FALSE,2011-01-24,,,1998-06-17
Rakke,SN HST04Rak,--,FALSE,2004-12-16,,,1998-06-29
SCP-06H3,SCP 06H03,--,FALSE,2006-04-04,,,1998-06-24
SDSS-II SN 10146,SDSS-II SN 10146,--,FALSE,2005-10-20,,,1998-08-08
SDSS-II SN 10154,SDSS-II SN 10154,--,FALSE,2005-10-30,,,1998-08-01
SDSS-II SN 10450,SDSS-II SN 10450,--,FALSE,2005-11-02,,,1998-08-23
SDSS-II SN 10620,SDSS-II SN 10620,--,FALSE,2005-10-25,,,1998-08-28
SDSS-II SN 11026,SDSS-II SN 11026,--,FALSE,2005-10-21,,,1998-08-14
SDSS-II SN 11120,SDSS-II SN 11120,--,FALSE,2005-11-12,,,1998-08-22
SDSS-II SN 11156,SDSS-II SN 11156,--,TRUE,2005-11-12,,,1998-07-14
SDSS-II SN 11263,SDSS-II SN 11263,--,TRUE,2005-11-19,,,1998-09-06
SDSS-II SN 11306,SDSS-II SN 11306,--,FALSE,2005-10-30,,,1998-10-18
SDSS-II SN 11311,SDSS-II SN 11311,--,TRUE,2005-11-02,,,1998-10-26
SDSS-II SN 11523,SDSS-II SN 11523,--,TRUE,2005-11-07,,,1998-10-30
SDSS-II SN 1166,SDSS-II SN 01166,--,TRUE,2005-09-09,,,1998-10-15
SDSS-II SN 11723,SDSS-II SN 11723,--,TRUE,2005-11-19,,,1998-11-14
SDSS-II SN 11771,SDSS-II SN 11771,--,TRUE,2005-11-19,,,1998-12-08
SDSS-II SN 12076,SDSS-II SN 12076,--,FALSE,2005-11-19,,,1998-01-24
SDSS-II SN 12547,SDSS-II SN 12547,--,TRUE,2005-11-23,,,1998-01-27
SDSS-II SN 12804,SDSS-II SN 12804,--,FALSE,2006-08-28,,,1999-02-11
SDSS-II SN 1282,SDSS-II SN 01282,--,TRUE,2005-09-12,,,1999-02-26
SDSS-II SN 12852,SDSS-II SN 12852,--,TRUE,2006-08-27,,,1999-02-12
SDSS-II SN 12875,SDSS-II SN 12875,--,TRUE,2006-08-27,,,1999-02-18
SDSS-II SN 12940,SDSS-II SN 12940,--,FALSE,2006-08-27,,,1999-03-09
SDSS-II SN 12947,SDSS-II SN 12947,--,TRUE,2006-09-11,,,1999-03-09
SDSS-II SN 12974,SDSS-II SN 12974,--,TRUE,2006-08-28,,,1999-03-20
SDSS-II SN 13009,SDSS-II SN 13009,--,FALSE,2006-08-28,,,1999-02-23
SDSS-II SN 13066,SDSS-II SN 13066,--,FALSE,2006-08-28,,,1999-03-10
SDSS-II SN 13079,SDSS-II SN 13079,--,FALSE,2006-08-28,,,1999-03-11
SDSS-II SN 13101,SDSS-II SN 13101,--,FALSE,2006-09-12,,,1999-03-15
SDSS-II SN 13149,SDSS-II SN 13149,--,TRUE,2006-08-28,,,1999-03-20
SDSS-II SN 13302,SDSS-II SN 13302,--,FALSE,2006-09-11,,,1999-04-09
SDSS-II SN 13303,SDSS-II SN 13303,--,FALSE,2006-09-11,,,1999-04-30
SDSS-II SN 13339,SDSS-II SN 13339,--,TRUE,2006-09-11,,,1999-04-04
SDSS-II SN 13411,SDSS-II SN 13411,--,TRUE,2006-08-28,,,1999-05-08
SDSS-II SN 13477,SDSS-II SN 13477,--,TRUE,2006-09-12,,,1999-05-22
SDSS-II SN 13495,SDSS-II SN 13495,--,TRUE,2006-09-16,,,1999-05-13
SDSS-II SN 13532,SDSS-II SN 13532,--,TRUE,2006-09-12,,,1999-05-15
SDSS-II SN 13558,SDSS-II SN 13558,--,TRUE,2006-09-16,,,1999-04-17
SDSS-II SN 13633,SDSS-II SN 13633,--,TRUE,2006-09-11,,,1999-04-16
SDSS-II SN 13649,SDSS-II SN 13649,--,TRUE,2006-09-11,,,1999-05-29
SDSS-II SN 13689,SDSS-II SN 13689,--,TRUE,2006-09-11,,,1999-06-18
SDSS-II SN 13731,SDSS-II SN 13731,--,TRUE,2006-09-18,,,1999-06-13
SDSS-II SN 13732,SDSS-II SN 13732,--,TRUE,2006-09-18,,,1999-07-23
SDSS-II SN 13766,SDSS-II SN 13766,--,TRUE,2006-08-28,,,1999-09-02
SDSS-II SN 13780,SDSS-II SN 13780,--,FALSE,2006-09-18,,,1999-09-02
SDSS-II SN 13785,SDSS-II SN 13785,--,TRUE,2006-08-28,,,1999-09-08
SDSS-II SN 13786,SDSS-II SN 13786,--,TRUE,2006-09-16,,,1999-09-07
SDSS-II SN 13834,SDSS-II SN 13834,--,TRUE,2006-08-28,,,1999-09-08
SDSS-II SN 13843,SDSS-II SN 13843,--,TRUE,2006-09-17,,,1999-09-08
SDSS-II SN 13864,SDSS-II SN 13864,--,TRUE,2006-09-15,,,1999-09-09
SDSS-II SN 13903,SDSS-II SN 13903,--,FALSE,2006-09-11,,,1999-10-02
SDSS-II SN 13907,SDSS-II SN 13907,--,FALSE,2006-10-01,,,1999-10-07
SDSS-II SN 13908,SDSS-II SN 13908,--,FALSE,2006-09-17,,,1999-10-18
SDSS-II SN 13909,SDSS-II SN 13909,--,FALSE,2006-09-17,,,1999-01-12
SDSS-II SN 13933,SDSS-II SN 13933,--,TRUE,2006-09-17,,,1999-10-04
SDSS-II SN 1395,SDSS-II SN 01395,--,TRUE,2005-09-09,,,1999-10-04
SDSS-II SN 14046,SDSS-II SN 14046,--,FALSE,2006-11-11,,,1999-11-03
SDSS-II SN 14087,SDSS-II SN 14087,--,FALSE,2006-09-16,,,1999-11-03
SDSS-II SN 14126,SDSS-II SN 14126,--,TRUE,2006-09-16,,,1999-11-03
SDSS-II SN 14131,SDSS-II SN 14131,--,TRUE,2006-08-28,,,1999-11-03
SDSS-II SN 14137,SDSS-II SN 14137,--,TRUE,2006-09-16,,,1999-11-03
SDSS-II SN 1415,SDSS-II SN 01415,--,TRUE,2005-09-14,,,1999-11-03
SDSS-II SN 14205,SDSS-II SN 14205,--,FALSE,2006-09-11,,,1999-11-18
SDSS-II SN 14223,SDSS-II SN 14223,--,TRUE,2006-09-17,,,1999-12-03
SDSS-II SN 14258,SDSS-II SN 14258,--,TRUE,2006-09-17,,,1999-11-17
SDSS-II SN 14260,SDSS-II SN 14260,--,FALSE,2006-09-11,,,1999-12-13
SDSS-II SN 14295,SDSS-II SN 14295,--,TRUE,2006-09-17,,,1999-12-28
SDSS-II SN 14308,SDSS-II SN 14308,--,FALSE,2006-09-17,,,1999-12-29
SDSS-II SN 14311,SDSS-II SN 14311,--,TRUE,2006-09-17,,,1999-09-07
SDSS-II SN 14317,SDSS-II SN 14317,--,TRUE,2006-09-29,,,1999-01-14
SDSS-II SN 14330,SDSS-II SN 14330,--,FALSE,2006-09-29,,,1999-01-14
SDSS-II SN 14333,SDSS-II SN 14333,--,TRUE,2006-09-28,,,1999-01-23
SDSS-II SN 14372,SDSS-II SN 14372,--,TRUE,2006-09-19,,,2000-01-01
SDSS-II SN 14375,SDSS-II SN 14375,--,TRUE,2006-09-11,,,2000-03-01
SDSS-II SN 14389,SDSS-II SN 14389,--,TRUE,2006-09-17,,,2000-04-11
SDSS-II SN 14403,SDSS-II SN 14403,--,FALSE,2006-09-28,,,2000-03-25
SDSS-II SN 14425,SDSS-II SN 14425,--,TRUE,2006-09-29,,,2000-04-28
SDSS-II SN 14445,SDSS-II SN 14445,--,TRUE,2006-09-27,,,2000-05-08
SDSS-II SN 14478,SDSS-II SN 14478,--,TRUE,2006-09-27,,,2000-05-14
SDSS-II SN 14496,SDSS-II SN 14496,--,TRUE,2006-09-18,,,2000-07-11
SDSS-II SN 14500,SDSS-II SN 14500,--,FALSE,2006-09-12,,,2000-07-17
SDSS-II SN 14524,SDSS-II SN 14524,--,TRUE,2006-10-02,,,2000-08-10
SDSS-II SN 14539,SDSS-II SN 14539,--,TRUE,2006-09-27,,,2000-08-17
SDSS-II SN 14593,SDSS-II SN 14593,--,TRUE,2006-09-27,,,2000-09-18
SDSS-II SN 1461,SDSS-II SN 01461,--,TRUE,2005-09-09,,,2000-09-24
SDSS-II SN 14649,SDSS-II SN 14649,--,TRUE,2006-09-29,,,2000-10-02
SDSS-II SN 14654,SDSS-II SN 14654,--,TRUE,2006-09-29,,,2000-10-30
SDSS-II SN 14675,SDSS-II SN 14675,--,TRUE,2006-09-11,,,2000-10-25
SDSS-II SN 14742,SDSS-II SN 14742,--,TRUE,2006-09-11,,,2000-10-21
SDSS-II SN 14771,SDSS-II SN 14771,--,TRUE,2006-10-04,,,2000-01-26
SDSS-II SN 1478,SDSS-II SN 01478,--,TRUE,2005-09-09,,,2000-10-21
SDSS-II SN 14784,SDSS-II SN 14784,--,TRUE,2006-09-20,,,2000-10-21
SDSS-II SN 14790,SDSS-II SN 14790,--,FALSE,2006-09-20,,,2000-11-02
SDSS-II SN 14809,SDSS-II SN 14809,--,FALSE,2006-09-30,,,2000-11-17
SDSS-II SN 14831,SDSS-II SN 14831,--,TRUE,2006-09-30,,,2000-11-17
SDSS-II SN 14833,SDSS-II SN 14833,--,TRUE,2006-09-16,,,2000-11-16
SDSS-II SN 14872,SDSS-II SN 14872,--,TRUE,2006-09-30,,,2000-12-21
SDSS-II SN 14914,SDSS-II SN 14914,--,TRUE,2006-10-02,,,2000-12-21
SDSS-II SN 14937,SDSS-II SN 14937,--,TRUE,2006-09-22,,,2000-04-30
SDSS-II SN 14961,SDSS-II SN 14961,--,TRUE,2006-10-04,,,2000-03-10
SDSS-II SN 14972,SDSS-II SN 14972,--,TRUE,2006-09-30,,,2000-12-05
SDSS-II SN 15006,SDSS-II SN 15006,--,FALSE,2006-10-03,,,2000-12-06
SDSS-II SN 15053,SDSS-II SN 15053,--,FALSE,2006-09-29,,,2000-12-15
SDSS-II SN 15085,SDSS-II SN 15085,--,FALSE,2006-09-28,,,2000-12-24
