Name,NED Object,Redshift,Same Name?,Disc. Date,,With Redshift,Without Redshift
SDSS-II SN 15116,SDSS-II SN 15116,--,TRUE,2006-10-01,,,2000-03-03
SDSS-II SN 15263,SDSS-II SN 15263,--,TRUE,2006-10-04,,,2000-03-06
SDSS-II SN 15272,SDSS-II SN 15272,--,TRUE,2006-10-02,,,2001-03-26
SDSS-II SN 15294,SDSS-II SN 15294,--,TRUE,2006-10-12,,,2001-04-27
SDSS-II SN 15303,SDSS-II SN 15303,--,FALSE,2006-10-14,,,2001-05-22
SDSS-II SN 15309,SDSS-II SN 15309,--,FALSE,2006-10-12,,,2001-05-24
SDSS-II SN 15314,SDSS-II SN 15314,--,TRUE,2006-10-02,,,2001-01-04
SDSS-II SN 15353,SDSS-II SN 15353,--,TRUE,2006-10-21,,,2001-05-28
SDSS-II SN 15467,SDSS-II SN 15467,--,TRUE,2006-10-21,,,2001-05-30
SDSS-II SN 15470,SDSS-II SN 15470,--,FALSE,2006-10-11,,,2001-05-19
SDSS-II SN 15498,SDSS-II SN 15498,--,TRUE,2006-10-21,,,2001-05-20
SDSS-II SN 15587,SDSS-II SN 15587,--,TRUE,2006-10-22,,,2001-05-20
SDSS-II SN 15618,SDSS-II SN 15618,--,TRUE,2006-10-02,,,2001-05-20
SDSS-II SN 15624,SDSS-II SN 15624,--,TRUE,2006-10-02,,,2001-05-20
SDSS-II SN 15633,SDSS-II SN 15633,--,TRUE,2006-10-16,,,2001-05-20
SDSS-II SN 15650,SDSS-II SN 15650,--,FALSE,2006-10-23,,,2001-07-13
SDSS-II SN 15693,SDSS-II SN 15693,--,TRUE,2006-10-13,,,2001-08-23
SDSS-II SN 15727,SDSS-II SN 15727,--,TRUE,2006-10-21,,,2001-01-05
SDSS-II SN 15748,SDSS-II SN 15748,--,TRUE,2006-10-23,,,2001-09-02
SDSS-II SN 15755,SDSS-II SN 15755,--,TRUE,2006-10-17,,,2001-08-19
SDSS-II SN 15759,SDSS-II SN 15759,--,TRUE,2006-10-13,,,2001-09-26
SDSS-II SN 15761,SDSS-II SN 15761,--,TRUE,2006-10-17,,,2001-10-07
SDSS-II SN 15765,SDSS-II SN 15765,--,TRUE,2006-10-21,,,2001-10-15
SDSS-II SN 15785,SDSS-II SN 15785,--,TRUE,2006-10-13,,,2001-11-05
SDSS-II SN 15805,SDSS-II SN 15805,--,FALSE,2006-10-02,,,2001-01-08
SDSS-II SN 15806,SDSS-II SN 15806,--,FALSE,2006-10-22,,,2001-04-15
SDSS-II SN 15816,SDSS-II SN 15816,--,TRUE,2006-10-20,,,2001-04-15
SDSS-II SN 15822,SDSS-II SN 15822,--,TRUE,2006-10-22,,,2001-04-15
SDSS-II SN 15823,SDSS-II SN 15823,--,TRUE,2006-10-29,,,2001-04-18
SDSS-II SN 15850,SDSS-II SN 15850,--,FALSE,2006-10-20,,,2001-04-18
SDSS-II SN 15865,SDSS-II SN 15865,--,TRUE,2006-10-27,,,2001-04-18
SDSS-II SN 15866,SDSS-II SN 15866,--,TRUE,2006-10-22,,,2001-04-18
SDSS-II SN 15929,SDSS-II SN 15929,--,TRUE,2006-10-29,,,2001-04-18
SDSS-II SN 15955,SDSS-II SN 15955,--,TRUE,2006-10-16,,,2001-04-18
SDSS-II SN 15961,SDSS-II SN 15961,--,TRUE,2006-10-22,,,2001-04-18
SDSS-II SN 15973,SDSS-II SN 15973,--,TRUE,2006-10-20,,,2001-04-18
SDSS-II SN 15992,SDSS-II SN 15992,--,TRUE,2006-09-18,,,2001-12-07
SDSS-II SN 16001,SDSS-II SN 16001,--,FALSE,2006-10-12,,,2001-11-21
SDSS-II SN 16015,SDSS-II SN 16015,--,FALSE,2006-10-21,,,2001-12-08
SDSS-II SN 16048,SDSS-II SN 16048,--,FALSE,2006-10-16,,,2001-12-08
SDSS-II SN 16054,SDSS-II SN 16054,--,FALSE,2006-11-09,,,2001-12-09
SDSS-II SN 16091,SDSS-II SN 16091,--,FALSE,2006-10-31,,,2001-10-10
SDSS-II SN 16094,SDSS-II SN 16094,--,FALSE,2006-10-17,,,2001-01-01
SDSS-II SN 16136,SDSS-II SN 16136,--,TRUE,2006-11-08,,,2001-01-02
SDSS-II SN 16142,SDSS-II SN 16142,--,TRUE,2006-10-29,,,2001-01-19
SDSS-II SN 16163,SDSS-II SN 16163,--,TRUE,2006-11-09,,,2001-01-22
SDSS-II SN 16172,SDSS-II SN 16172,--,TRUE,2006-11-01,,,2001-02-15
SDSS-II SN 16202,SDSS-II SN 16202,--,FALSE,2006-10-21,,,2001-03-26
SDSS-II SN 16237,SDSS-II SN 16237,--,TRUE,2006-10-31,,,2001-06-19
SDSS-II SN 16298,SDSS-II SN 16298,--,TRUE,2006-10-22,,,2001-01-23
SDSS-II SN 16302,SDSS-II SN 16302,--,FALSE,2006-10-29,,,2002-01-16
SDSS-II SN 16360,SDSS-II SN 16360,--,FALSE,2006-10-28,,,2002-01-07
SDSS-II SN 16398,SDSS-II SN 16398,--,TRUE,2006-09-17,,,2002-02-22
SDSS-II SN 16405,SDSS-II SN 16405,--,FALSE,2006-11-09,,,2002-02-25
SDSS-II SN 16441,SDSS-II SN 16441,--,TRUE,2006-11-11,,,2002-02-09
SDSS-II SN 16451,SDSS-II SN 16451,--,TRUE,2006-11-14,,,2002-03-08
SDSS-II SN 16462,SDSS-II SN 16462,--,TRUE,2006-11-14,,,2002-03-09
SDSS-II SN 16467,SDSS-II SN 16467,--,TRUE,2006-10-29,,,2002-04-08
SDSS-II SN 16468,SDSS-II SN 16468,--,TRUE,2006-10-29,,,2002-04-19
SDSS-II SN 16472,SDSS-II SN 16472,--,TRUE,2006-10-29,,,2002-05-01
SDSS-II SN 16477,SDSS-II SN 16477,--,TRUE,2006-10-22,,,2002-05-05
SDSS-II SN 16551,SDSS-II SN 16551,--,TRUE,2006-10-27,,,2002-06-02
SDSS-II SN 16586,SDSS-II SN 16586,--,TRUE,2006-11-09,,,2002-06-12
SDSS-II SN 16637,SDSS-II SN 16637,--,TRUE,2006-11-14,,,2002-07-22
SDSS-II SN 16652,SDSS-II SN 16652,--,TRUE,2006-11-10,,,2002-07-23
SDSS-II SN 16655,SDSS-II SN 16655,--,TRUE,2006-11-14,,,2002-07-30
SDSS-II SN 16715,SDSS-II SN 16715,--,TRUE,2006-11-11,,,2002-08-08
SDSS-II SN 16724,SDSS-II SN 16724,--,TRUE,2006-11-11,,,2002-08-23
SDSS-II SN 16759,SDSS-II SN 16759,--,TRUE,2006-11-09,,,2002-08-24
SDSS-II SN 16831,SDSS-II SN 16831,--,TRUE,2006-11-14,,,2002-07-23
SDSS-II SN 16841,SDSS-II SN 16841,--,TRUE,2006-11-08,,,2002-08-24
SDSS-II SN 1686,SDSS-II SN 01686,--,TRUE,2005-09-03,,,2002-04-09
SDSS-II SN 16879,SDSS-II SN 16879,--,TRUE,2006-11-09,,,2002-04-09
SDSS-II SN 16945,SDSS-II SN 16945,--,TRUE,2006-10-31,,,2002-04-09
SDSS-II SN 16950,SDSS-II SN 16950,--,FALSE,2006-11-11,,,2002-05-07
SDSS-II SN 16975,SDSS-II SN 16975,--,TRUE,2006-11-14,,,2002-09-17
SDSS-II SN 16977,SDSS-II SN 16977,--,TRUE,2006-10-29,,,2002-09-03
SDSS-II SN 17068,SDSS-II SN 17068,--,FALSE,2006-10-03,,,2002-09-09
SDSS-II SN 17169,SDSS-II SN 17169,--,TRUE,2007-09-05,,,2002-09-10
SDSS-II SN 17205,SDSS-II SN 17205,--,FALSE,2007-09-03,,,2002-09-19
SDSS-II SN 17206,SDSS-II SN 17206,--,FALSE,2007-09-03,,,2002-09-20
SDSS-II SN 17219,SDSS-II SN 17219,--,TRUE,2007-09-03,,,2002-01-18
SDSS-II SN 17272,SDSS-II SN 17272,--,TRUE,2007-09-04,,,2002-10-07
SDSS-II SN 17372,SDSS-II SN 17372,--,TRUE,2007-09-03,,,2002-09-27
SDSS-II SN 1740,SDSS-II SN 01740,--,TRUE,2005-09-10,,,2002-05-07
SDSS-II SN 17408,SDSS-II SN 17408,--,FALSE,2007-09-03,,,2002-05-07
SDSS-II SN 17455,SDSS-II SN 17455,--,TRUE,2007-09-04,,,2002-10-10
SDSS-II SN 1748,SDSS-II SN 01748,--,TRUE,2005-09-10,,,2002-10-10
SDSS-II SN 17542,SDSS-II SN 17542,--,TRUE,2007-09-03,,,2002-10-10
SDSS-II SN 17577,SDSS-II SN 17577,--,TRUE,2007-09-05,,,2002-10-10
SDSS-II SN 17641,SDSS-II SN 17641,--,TRUE,2007-09-04,,,2002-10-10
SDSS-II SN 1765,SDSS-II SN 01765,--,TRUE,2005-09-03,,,2002-10-10
SDSS-II SN 17667,SDSS-II SN 17667,--,TRUE,2007-09-04,,,2002-11-01
SDSS-II SN 17692,SDSS-II SN 17692,--,TRUE,2007-09-05,,,2002-01-19
SDSS-II SN 17716,SDSS-II SN 17716,--,TRUE,2007-09-04,,,2002-10-30
SDSS-II SN 17743,SDSS-II SN 17743,--,TRUE,2007-09-04,,,2002-10-31
SDSS-II SN 17748,SDSS-II SN 17748,--,TRUE,2007-09-14,,,2002-11-13
SDSS-II SN 17803,SDSS-II SN 17803,--,FALSE,2007-09-13,,,2002-10-29
SDSS-II SN 17816,SDSS-II SN 17816,--,TRUE,2007-09-05,,,2002-10-29
SDSS-II SN 17829,SDSS-II SN 17829,--,TRUE,2007-09-14,,,2002-10-29
SDSS-II SN 17849,SDSS-II SN 17849,--,TRUE,2007-09-14,,,2002-10-30
SDSS-II SN 17902,SDSS-II SN 17902,--,FALSE,2007-09-03,,,2002-10-30
SDSS-II SN 17906,SDSS-II SN 17906,--,FALSE,2007-09-15,,,2002-10-30
SDSS-II SN 17927,SDSS-II SN 17927,--,TRUE,2007-09-13,,,2002-10-30
SDSS-II SN 17928,SDSS-II SN 17928,--,TRUE,2007-09-15,,,2002-10-30
SDSS-II SN 17934,SDSS-II SN 17934,--,TRUE,2007-09-22,,,2002-11-05
SDSS-II SN 17952,SDSS-II SN 17952,--,TRUE,2007-09-14,,,2002-11-05
SDSS-II SN 17957,SDSS-II SN 17957,--,TRUE,2007-09-14,,,2002-11-09
SDSS-II SN 17976,SDSS-II SN 17976,--,TRUE,2007-09-14,,,2002-11-09
SDSS-II SN 17999,SDSS-II SN 17999,--,TRUE,2007-09-14,,,2002-10-30
SDSS-II SN 18047,SDSS-II SN 18047,--,FALSE,2007-09-14,,,2002-11-05
SDSS-II SN 18049,SDSS-II SN 18049,--,FALSE,2007-09-19,,,2002-11-09
SDSS-II SN 18100,SDSS-II SN 18100,--,FALSE,2007-09-14,,,2002-11-09
SDSS-II SN 18116,SDSS-II SN 18116,--,TRUE,2007-09-04,,,2002-12-02
SDSS-II SN 18129,SDSS-II SN 18129,--,TRUE,2007-09-14,,,2002-12-06
SDSS-II SN 18201,SDSS-II SN 18201,--,FALSE,2007-09-19,,,2002-12-17
SDSS-II SN 18218,SDSS-II SN 18218,--,TRUE,2007-09-14,,,2002-12-28
SDSS-II SN 18221,SDSS-II SN 18221,--,TRUE,2007-09-14,,,2002-12-21
SDSS-II SN 18224,SDSS-II SN 18224,--,TRUE,2007-09-14,,,2002-12-21
SDSS-II SN 18242,SDSS-II SN 18242,--,TRUE,2007-09-05,,,2002-11-22
SDSS-II SN 18256,SDSS-II SN 18256,--,TRUE,2007-09-05,,,2002-08-15
SDSS-II SN 18273,SDSS-II SN 18273,--,TRUE,2007-09-13,,,2002-11-03
SDSS-II SN 18288,SDSS-II SN 18288,--,TRUE,2007-09-15,,,2002-11-03
SDSS-II SN 18344,SDSS-II SN 18344,--,TRUE,2007-09-12,,,2002-11-03
SDSS-II SN 1835,SDSS-II SN 01835,--,TRUE,2005-09-10,,,2002-11-03
SDSS-II SN 18351,SDSS-II SN 18351,--,TRUE,2007-09-15,,,2002-06-09
SDSS-II SN 18380,SDSS-II SN 18380,--,FALSE,2007-09-03,,,2002-06-05
SDSS-II SN 18454,SDSS-II SN 18454,--,TRUE,2007-09-19,,,2002-06-06
SDSS-II SN 18473,SDSS-II SN 18473,--,TRUE,2007-09-14,,,2002-06-06
SDSS-II SN 18630,SDSS-II SN 18630,--,FALSE,2007-10-03,,,2002-06-06
SDSS-II SN 18767,SDSS-II SN 18767,--,TRUE,2007-09-22,,,2002-06-06
SDSS-II SN 18789,SDSS-II SN 18789,--,TRUE,2007-10-08,,,2002-06-06
SDSS-II SN 18797,SDSS-II SN 18797,--,TRUE,2007-10-03,,,2002-01-09
SDSS-II SN 18803,SDSS-II SN 18803,--,FALSE,2007-09-22,,,2003-01-31
SDSS-II SN 18827,SDSS-II SN 18827,--,TRUE,2007-10-08,,,2003-01-23
SDSS-II SN 18836,SDSS-II SN 18836,--,TRUE,2007-09-22,,,2003-02-03
SDSS-II SN 18839,SDSS-II SN 18839,--,TRUE,2007-09-22,,,2003-02-07
SDSS-II SN 18941,SDSS-II SN 18941,--,TRUE,2007-10-08,,,2003-02-03
SDSS-II SN 18947,SDSS-II SN 18947,--,TRUE,2007-09-15,,,2003-02-09
SDSS-II SN 18953,SDSS-II SN 18953,--,TRUE,2007-09-22,,,2003-02-09
SDSS-II SN 19014,SDSS-II SN 19014,--,FALSE,2007-10-06,,,2003-02-09
SDSS-II SN 19032,SDSS-II SN 19032,--,FALSE,2007-10-06,,,2003-02-20
SDSS-II SN 19068,SDSS-II SN 19068,--,FALSE,2007-10-06,,,2003-02-21
SDSS-II SN 19099,SDSS-II SN 19099,--,FALSE,2007-10-06,,,2003-02-22
SDSS-II SN 19104,SDSS-II SN 19104,--,FALSE,2007-09-14,,,2003-02-21
SDSS-II SN 19144,SDSS-II SN 19144,--,TRUE,2007-10-03,,,2003-03-03
SDSS-II SN 19200,SDSS-II SN 19200,--,FALSE,2007-09-22,,,2003-03-21
SDSS-II SN 19212,SDSS-II SN 19212,--,TRUE,2007-09-30,,,2003-01-06
SDSS-II SN 19246,SDSS-II SN 19246,--,TRUE,2007-09-22,,,2003-03-26
SDSS-II SN 19308,SDSS-II SN 19308,--,FALSE,2007-10-08,,,2003-04-14
SDSS-II SN 19322,SDSS-II SN 19322,--,TRUE,2007-09-22,,,2003-04-22
SDSS-II SN 19332,SDSS-II SN 19332,--,TRUE,2007-10-08,,,2003-04-26
SDSS-II SN 19344,SDSS-II SN 19344,--,TRUE,2007-10-11,,,2003-04-04
SDSS-II SN 19377,SDSS-II SN 19377,--,TRUE,2007-10-08,,,2003-04-05
SDSS-II SN 19408,SDSS-II SN 19408,--,FALSE,2007-10-08,,,2003-05-17
SDSS-II SN 19417,SDSS-II SN 19417,--,TRUE,2007-10-06,,,2003-05-20
SDSS-II SN 19492,SDSS-II SN 19492,--,TRUE,2007-09-30,,,2003-05-17
SDSS-II SN 19517,SDSS-II SN 19517,--,TRUE,2007-10-08,,,2003-05-24
SDSS-II SN 19525,SDSS-II SN 19525,--,TRUE,2007-10-20,,,2003-06-01
SDSS-II SN 19552,SDSS-II SN 19552,--,TRUE,2007-09-16,,,2003-06-09
SDSS-II SN 19555,SDSS-II SN 19555,--,TRUE,2007-10-08,,,2003-04-06
SDSS-II SN 19573,SDSS-II SN 19573,--,TRUE,2007-10-09,,,2003-05-05
SDSS-II SN 19608,SDSS-II SN 19608,--,FALSE,2007-10-13,,,2003-05-05
SDSS-II SN 19668,SDSS-II SN 19668,--,TRUE,2007-10-12,,,2003-05-31
SDSS-II SN 19758,SDSS-II SN 19758,--,TRUE,2007-10-30,,,2003-05-31
SDSS-II SN 19762,SDSS-II SN 19762,--,TRUE,2007-10-08,,,2003-05-05
SDSS-II SN 19778,SDSS-II SN 19778,--,TRUE,2007-10-13,,,2003-04-24
SDSS-II SN 19791,SDSS-II SN 19791,--,TRUE,2007-10-13,,,2003-06-21
SDSS-II SN 20047,SDSS-II SN 20047,--,FALSE,2007-10-14,,,2003-05-17
SDSS-II SN 20141,SDSS-II SN 20141,--,FALSE,2007-10-30,,,2003-06-30
SDSS-II SN 20232,SDSS-II SN 20232,--,FALSE,2007-11-08,,,2003-07-29
SDSS-II SN 20257,SDSS-II SN 20257,--,FALSE,2007-10-20,,,2003-08-19
SDSS-II SN 20278,SDSS-II SN 20278,--,FALSE,2007-10-20,,,2003-08-30
SDSS-II SN 20300,SDSS-II SN 20300,--,FALSE,2007-10-15,,,2003-08-31
SDSS-II SN 20386,SDSS-II SN 20386,--,FALSE,2007-11-02,,,2003-09-06
SDSS-II SN 20399,SDSS-II SN 20399,--,FALSE,2007-10-31,,,2003-09-12
SDSS-II SN 20467,SDSS-II SN 20467,--,FALSE,2007-10-21,,,2003-09-16
SDSS-II SN 20501,SDSS-II SN 20501,--,FALSE,2007-10-09,,,2003-03-26
SDSS-II SN 20517,SDSS-II SN 20517,--,FALSE,2007-10-09,,,2003-10-13
SDSS-II SN 20541,SDSS-II SN 20541,--,FALSE,2007-11-04,,,2003-10-16
SDSS-II SN 20545,SDSS-II SN 20545,--,FALSE,2007-11-04,,,2003-10-20
SDSS-II SN 20572,SDSS-II SN 20572,--,FALSE,2007-10-29,,,2003-10-22
SDSS-II SN 20578,SDSS-II SN 20578,--,FALSE,2007-10-14,,,2003-10-22
SDSS-II SN 20588,SDSS-II SN 20588,--,FALSE,2007-10-06,,,2003-10-22
SDSS-II SN 20601,SDSS-II SN 20601,--,FALSE,2007-10-09,,,2003-10-22
SDSS-II SN 20619,SDSS-II SN 20619,--,FALSE,2007-09-16,,,2003-10-24
SDSS-II SN 20624,SDSS-II SN 20624,--,FALSE,2007-10-31,,,2003-10-24
SDSS-II SN 20690,SDSS-II SN 20690,--,FALSE,2007-11-02,,,2003-10-24
SDSS-II SN 20721,SDSS-II SN 20721,--,FALSE,2007-11-02,,,2003-10-24
SDSS-II SN 20722,SDSS-II SN 20722,--,FALSE,2007-11-08,,,2003-10-24
SDSS-II SN 20727,SDSS-II SN 20727,--,FALSE,2007-11-02,,,2003-10-28
SDSS-II SN 20787,SDSS-II SN 20787,--,FALSE,2007-10-19,,,2003-10-30
SDSS-II SN 2079,SDSS-II SN 02079,--,TRUE,2005-09-12,,,2003-11-27
SDSS-II SN 20805,SDSS-II SN 20805,--,FALSE,2007-10-31,,,2003-11-27
SDSS-II SN 20830,SDSS-II SN 20830,--,FALSE,2007-11-04,,,2003-11-27
SDSS-II SN 20891,SDSS-II SN 20891,--,FALSE,2007-11-04,,,2003-11-15
SDSS-II SN 20896,SDSS-II SN 20896,--,FALSE,2007-10-21,,,2003-11-21
SDSS-II SN 20917,SDSS-II SN 20917,--,FALSE,2007-11-04,,,2003-11-21
SDSS-II SN 20932,SDSS-II SN 20932,--,FALSE,2007-10-17,,,2003-11-21
SDSS-II SN 20971,SDSS-II SN 20971,--,FALSE,2007-11-04,,,2003-11-21
SDSS-II SN 21013,SDSS-II SN 21013,--,FALSE,2007-10-31,,,2003-11-21
SDSS-II SN 21019,SDSS-II SN 21019,--,FALSE,2007-11-01,,,2003-11-23
SDSS-II SN 21023,SDSS-II SN 21023,--,FALSE,2007-10-19,,,2003-11-27
SDSS-II SN 21027,SDSS-II SN 21027,--,FALSE,2007-11-12,,,2003-12-26
SDSS-II SN 21069,SDSS-II SN 21069,--,FALSE,2007-10-20,,,2003-12-13
SDSS-II SN 21161,SDSS-II SN 21161,--,TRUE,2007-09-14,,,2003-12-13
SDSS-II SN 21307,SDSS-II SN 21307,--,FALSE,2007-10-14,,,2003-12-15
SDSS-II SN 21360,SDSS-II SN 21360,--,FALSE,2007-11-04,,,2003-12-15
SDSS-II SN 21402,SDSS-II SN 21402,--,FALSE,2007-11-04,,,2003-12-15
SDSS-II SN 21406,SDSS-II SN 21406,--,FALSE,2007-09-19,,,2003-12-15
SDSS-II SN 21487,SDSS-II SN 21487,--,TRUE,2007-11-12,,,2003-12-15
SDSS-II SN 2162,SDSS-II SN 02162,--,TRUE,2005-09-03,,,2003-12-22
SDSS-II SN 21858,SDSS-II SN 21858,--,TRUE,2007-11-02,,,2003-01-23
SDSS-II SN 21888,SDSS-II SN 21888,--,TRUE,2007-11-12,,,2003-01-02
SDSS-II SN 21889,SDSS-II SN 21889,--,TRUE,2007-10-23,,,2003-01-02
SDSS-II SN 2235,SDSS-II SN 02235,--,TRUE,2005-09-03,,,2003-01-27
SDSS-II SN 2355,SDSS-II SN 02355,--,TRUE,2005-09-03,,,2003-01-16
SDSS-II SN 2427,SDSS-II SN 02427,--,TRUE,2005-09-03,,,2004-02-18
SDSS-II SN 2532,SDSS-II SN 02532,--,TRUE,2005-09-14,,,2004-03-08
SDSS-II SN 2537,SDSS-II SN 02537,--,TRUE,2005-09-14,,,2004-03-12
SDSS-II SN 2551,SDSS-II SN 02551,--,TRUE,2005-09-09,,,2004-01-12
SDSS-II SN 2632,SDSS-II SN 02632,--,TRUE,2005-09-09,,,2004-04-07
SDSS-II SN 2639,SDSS-II SN 02639,--,TRUE,2005-09-13,,,2004-04-22
SDSS-II SN 2734,SDSS-II SN 02734,--,TRUE,2005-09-09,,,2004-04-29
SDSS-II SN 2746,SDSS-II SN 02746,--,TRUE,2005-09-13,,,2004-05-24
SDSS-II SN 2766,SDSS-II SN 02766,--,TRUE,2005-09-03,,,2004-05-26
SDSS-II SN 2806,SDSS-II SN 02806,--,TRUE,2005-09-03,,,2004-05-12
SDSS-II SN 2808,SDSS-II SN 02808,--,TRUE,2005-09-03,,,2004-05-14
SDSS-II SN 2864,SDSS-II SN 02864,--,TRUE,2005-09-21,,,2004-04-17
SDSS-II SN 2912,SDSS-II SN 02912,--,TRUE,2005-09-09,,,2004-04-17
SDSS-II SN 2926,SDSS-II SN 02926,--,TRUE,2005-09-09,,,2004-07-14
SDSS-II SN 3068,SDSS-II SN 03068,--,TRUE,2005-09-13,,,2004-08-11
SDSS-II SN 3172,SDSS-II SN 03172,--,TRUE,2005-09-13,,,2004-01-15
SDSS-II SN 3195,SDSS-II SN 03195,--,TRUE,2005-09-22,,,2004-09-04
SDSS-II SN 3225,SDSS-II SN 03225,--,TRUE,2005-09-15,,,2004-07-30
SDSS-II SN 3426,SDSS-II SN 03426,--,TRUE,2005-09-21,,,2004-10-14
SDSS-II SN 3475,SDSS-II SN 03475,--,TRUE,2005-10-11,,,2004-10-09
SDSS-II SN 3535,SDSS-II SN 03535,--,TRUE,2005-09-13,,,2004-10-11
SDSS-II SN 3565,SDSS-II SN 03565,--,TRUE,2005-09-22,,,2004-10-11
SDSS-II SN 3780,SDSS-II SN 03780,--,TRUE,2005-09-25,,,2004-10-11
SDSS-II SN 3881,SDSS-II SN 03881,--,TRUE,2005-09-10,,,2004-10-13
SDSS-II SN 3945,SDSS-II SN 03945,--,TRUE,2005-09-14,,,2004-10-13
SDSS-II SN 4048,SDSS-II SN 04048,--,TRUE,2005-09-24,,,2004-10-15
SDSS-II SN 4104,SDSS-II SN 04104,--,TRUE,2005-09-09,,,2004-10-15
SDSS-II SN 4181,SDSS-II SN 04181,--,TRUE,2005-09-21,,,2004-11-04
SDSS-II SN 4211,SDSS-II SN 04211,--,TRUE,2005-09-13,,,2004-11-04
SDSS-II SN 4236,SDSS-II SN 04236,--,TRUE,2005-09-24,,,2004-11-18
SDSS-II SN 4307,SDSS-II SN 04307,--,TRUE,2005-09-21,,,2004-11-17
SDSS-II SN 4360,SDSS-II SN 04360,--,TRUE,2005-09-14,,,2004-11-30
SDSS-II SN 4361,SDSS-II SN 04361,--,TRUE,2005-09-13,,,2004-11-18
SDSS-II SN 4558,SDSS-II SN 04558,--,TRUE,2005-09-13,,,2004-12-12
SDSS-II SN 4612,SDSS-II SN 04612,--,TRUE,2005-09-21,,,2004-12-13
SDSS-II SN 4676,SDSS-II SN 04676,--,TRUE,2005-09-26,,,2004-12-27
SDSS-II SN 4914,SDSS-II SN 04914,--,TRUE,2005-09-25,,,2004-11-06
SDSS-II SN 5197,SDSS-II SN 05197,--,TRUE,2005-09-03,,,2004-11-06
SDSS-II SN 5209,SDSS-II SN 05209,--,TRUE,2005-09-26,,,2004-11-14
SDSS-II SN 5230,SDSS-II SN 05230,--,TRUE,2005-10-01,,,2004-11-14
SDSS-II SN 5292,SDSS-II SN 05292,--,TRUE,2005-09-26,,,2004-11-16
SDSS-II SN 5378,SDSS-II SN 05378,--,TRUE,2005-10-03,,,2004-11-16
SDSS-II SN 5473,SDSS-II SN 05473,--,TRUE,2005-10-01,,,2004-11-20
SDSS-II SN 5486,SDSS-II SN 05486,--,TRUE,2005-10-05,,,2004-11-20
SDSS-II SN 5524,SDSS-II SN 05524,--,TRUE,2005-10-11,,,2004-11-20
SDSS-II SN 5590,SDSS-II SN 05590,--,TRUE,2005-09-13,,,2004-12-05
SDSS-II SN 5659,SDSS-II SN 05659,--,TRUE,2005-10-11,,,2004-12-07
SDSS-II SN 5690,SDSS-II SN 05690,--,TRUE,2005-10-11,,,2004-12-07
SDSS-II SN 5776,SDSS-II SN 05776,--,TRUE,2005-10-12,,,2004-12-09
SDSS-II SN 5804,SDSS-II SN 05804,--,TRUE,2005-10-05,,,2004-12-09
SDSS-II SN 5869,SDSS-II SN 05869,--,TRUE,2005-09-27,,,2004-12-09
SDSS-II SN 5959,SDSS-II SN 05959,--,TRUE,2005-10-12,,,2004-12-09
SDSS-II SN 5963,SDSS-II SN 05963,--,TRUE,2005-10-12,,,2004-12-13
SDSS-II SN 5978,SDSS-II SN 05978,--,TRUE,2005-10-22,,,2004-09-22
SDSS-II SN 5993,SDSS-II SN 05993,--,TRUE,2005-09-27,,,2004-09-22
SDSS-II SN 6216,SDSS-II SN 06216,--,TRUE,2005-10-20,,,2004-10-08
SDSS-II SN 6225,SDSS-II SN 06225,--,TRUE,2005-10-20,,,2004-10-08
SDSS-II SN 6275,SDSS-II SN 06275,--,TRUE,2005-10-20,,,2004-10-16
SDSS-II SN 6282,SDSS-II SN 06282,--,TRUE,2005-10-25,,,2004-10-16
SDSS-II SN 6496,SDSS-II SN 06496,--,TRUE,2005-10-21,,,2004-10-16
SDSS-II SN 6535,SDSS-II SN 06535,--,TRUE,2005-10-21,,,2004-10-24
SDSS-II SN 6556,SDSS-II SN 06556,--,TRUE,2005-10-21,,,2004-10-24
SDSS-II SN 6638,SDSS-II SN 06638,--,TRUE,2005-10-14,,,2004-11-03
SDSS-II SN 6654,SDSS-II SN 06654,--,TRUE,2005-09-21,,,2004-11-05
SDSS-II SN 6683,SDSS-II SN 06683,--,TRUE,2005-10-23,,,2004-11-05
SDSS-II SN 6696,SDSS-II SN 06696,--,TRUE,2005-10-21,,,2004-11-05
SDSS-II SN 6743,SDSS-II SN 06743,--,TRUE,2005-10-21,,,2004-11-05
SDSS-II SN 6813,SDSS-II SN 06813,--,TRUE,2005-10-12,,,2004-11-11
SDSS-II SN 6831,SDSS-II SN 06831,--,TRUE,2005-10-20,,,2004-11-20
SDSS-II SN 6861,SDSS-II SN 06861,--,TRUE,2005-10-21,,,2004-01-19
SDSS-II SN 6873,SDSS-II SN 06873,--,TRUE,2005-10-20,,,2004-01-23
SDSS-II SN 6877,SDSS-II SN 06877,--,TRUE,2005-09-28,,,2004-01-28
SDSS-II SN 6883,SDSS-II SN 06883,--,TRUE,2005-10-21,,,2004-02-12
SDSS-II SN 6895,SDSS-II SN 06895,--,TRUE,2005-10-23,,,2005-01-05
SDSS-II SN 696,SDSS-II SN 00696,--,FALSE,2005-09-03,,,2005-02-04
SDSS-II SN 6987,SDSS-II SN 06987,--,TRUE,2005-10-21,,,2005-02-10
SDSS-II SN 7017,SDSS-II SN 07017,--,TRUE,2005-10-20,,,2005-02-12
SDSS-II SN 703,SDSS-II SN 00703,--,FALSE,2005-09-03,,,2005-02-24
SDSS-II SN 7092,SDSS-II SN 07092,--,TRUE,2005-10-25,,,2005-01-21
SDSS-II SN 7099,SDSS-II SN 07099,--,TRUE,2005-10-20,,,2005-04-05
