ASASSN-13av,NUV
ASASSN-13cj,FUV
ASASSN-13cj,NUV
ASASSN-13cp,FUV
ASASSN-13cp,NUV
ASASSN-13dd,FUV
ASASSN-13dd,NUV
ASASSN-14ad,NUV
ASASSN-14ay,FUV
ASASSN-14ay,NUV
ASASSN-14ba,FUV
ASASSN-14ba,NUV
ASASSN-14bd,FUV
ASASSN-14bd,NUV
ASASSN-14cu,NUV
ASASSN-14ew,FUV
ASASSN-14ew,NUV
ASASSN-14fa,FUV
ASASSN-14fa,NUV
ASASSN-14hr,FUV
ASASSN-14hr,NUV
ASASSN-14ii,FUV
ASASSN-14ii,NUV
ASASSN-14in,FUV
ASASSN-14in,NUV
ASASSN-14iu,NUV
ASASSN-14jc,FUV
ASASSN-14jc,NUV
ASASSN-14jz,FUV
ASASSN-14jz,NUV
ASASSN-14kd,NUV
ASASSN-14lo,NUV
ASASSN-14lp,FUV
ASASSN-14lp,NUV
ASASSN-14lq,FUV
ASASSN-14lq,NUV
ASASSN-14lt,FUV
ASASSN-14lt,NUV
ASASSN-14lu,FUV
ASASSN-14lu,NUV
ASASSN-14lv,FUV
ASASSN-14lv,NUV
ASASSN-14lw,FUV
ASASSN-14lw,NUV
ASASSN-14mw,FUV
ASASSN-14mw,NUV
CSS110701:014408+124812,FUV
CSS110701:014408+124812,NUV
CSS120415:110518-083453,FUV
CSS120415:170824+030104,NUV
CSS120416:091631+075020,FUV
CSS120416:091631+075020,NUV
CSS120917:164704+231612,FUV
CSS120917:164704+231612,NUV
CSS120925:003040+123156,FUV
CSS120925:003040+123156,NUV
CSS120926:171458+344754,FUV
CSS120926:171458+344754,NUV
CSS121005:212556+122328,NUV
CSS121008:014245+213928,FUV
CSS121008:014245+213928,NUV
CSS121009:011101-172841,FUV
CSS121009:011101-172841,NUV
CSS121014:233045-124838,FUV
CSS121014:233045-124838,NUV
CSS121112:002624+163027,FUV
CSS121112:002624+163027,NUV
CSS130218:092354+385837,FUV
CSS130218:092354+385837,NUV
CSS130315:131135-042408,NUV
CSS130317:082848+293031,FUV
CSS130317:082848+293031,NUV
CSS130413:130441+315257,FUV
CSS130413:130441+315257,NUV
CSS130502:102512+302715,FUV
CSS130502:102512+302715,NUV
CSS130509:165032+494344,FUV
CSS130509:165032+494344,NUV
CSS130512:144703+034951,FUV
CSS130512:144703+034951,NUV
CSS130905:015812-041446,FUV
CSS130905:015812-041446,NUV
CSS130924:004234+151746,FUV
CSS130924:004234+151746,NUV
CSS130925:225818-090644,NUV
CSS130930:020518+000556,FUV
CSS130930:020518+000556,NUV
CSS131003:030909-113532,FUV
CSS131003:030909-113532,NUV
CSS131004:231555+224932,FUV
CSS131004:231555+224932,NUV
CSS131023:221244+014803,FUV
CSS131023:221244+014803,NUV
CSS131031:095508+064831,FUV
CSS131031:095508+064831,NUV
CSS131210:043252+304855,FUV
CSS131210:043252+304855,NUV
CSS131224:020446-000718,FUV
CSS131224:020446-000718,NUV
CSS131225:030144-092044,FUV
CSS131225:030144-092044,NUV
CSS140103:082332+283814,FUV
CSS140103:082332+283814,NUV
CSS140103:130555+112833,NUV
CSS140104:002811-041606,FUV
CSS140104:002811-041606,NUV
CSS140109:095728+274221,FUV
CSS140109:095728+274221,NUV
CSS140123:093027+411345,FUV
CSS140123:093027+411345,NUV
CSS140123:104818+204751,FUV
CSS140123:104818+204751,NUV
CSS140204:092250+292926,FUV
CSS140204:092250+292926,NUV
CSS140305:104323+013442,FUV
CSS140305:104323+013442,NUV
CSS140424:123226+154840,FUV
CSS140424:123226+154840,NUV
CSS140426:171938-010130,NUV
CSS140427:222246+192845,FUV
CSS140427:222246+192845,NUV
CSS140628:233025+060302,FUV
CSS140628:233025+060302,NUV
CSS140831:012531+070251,FUV
CSS140831:012531+070251,NUV
CSS140914:010107-101840,FUV
CSS140914:010107-101840,NUV
CSS140925:011731+054106,FUV
CSS140925:011731+054106,NUV
CSS141117:030348+002415,FUV
CSS141117:030348+002415,NUV
DES12C1a,FUV
DES12C1a,NUV
DES12C1b,FUV
DES12C1b,NUV
DES13E1ao,FUV
DES13E1ao,NUV
DES13E1dcb,FUV
DES13E1dcb,NUV
DES14C1bdv,FUV
DES14C1bdv,NUV
DES14C1es,FUV
DES14C1es,NUV
DES14C1qty,FUV
DES14C1qty,NUV
DES14C2fkd,FUV
DES14C2fkd,NUV
DES14C2fkf,FUV
DES14C2fkf,NUV
DES14C2gwx,FUV
DES14C2gwx,NUV
DES14C2ikn,FUV
DES14C2ikn,NUV
DES14C2kct,FUV
DES14C2kct,NUV
DES14C2pw,FUV
DES14C2pw,NUV
DES14C3cxt,FUV
DES14C3cxt,NUV
DES14C3foo,FUV
DES14C3foo,NUV
DES14C3gqv,FUV
DES14C3gqv,NUV
DES14C3hud,FUV
DES14C3hud,NUV
DES14C3nj,FUV
DES14C3nj,NUV
DES14C3rap,FUV
DES14C3rap,NUV
DES14E1anf,FUV
DES14E1anf,NUV
DES14E2u,FUV
DES14E2u,NUV
DES14S1lfk,FUV
DES14S1lfk,NUV
DES14S1rag,FUV
DES14S1rag,NUV
DES14S2bnq,NUV
DES14S2pkz,FUV
DES14S2pkz,NUV
DES14X1oes,FUV
DES14X1oes,NUV
DES14X2ags,NUV
DES14X2bnz,NUV
DES14X2byo,NUV
DES14X2dl,NUV
DES14X2rao,NUV
DES14X2raq,FUV
DES14X2raq,NUV
