SDSS-II SN 14683,NUV
SDSS-II SN 14695,FUV
SDSS-II SN 14695,NUV
SDSS-II SN 14820,FUV
SDSS-II SN 14820,NUV
SDSS-II SN 14844,FUV
SDSS-II SN 14844,NUV
SDSS-II SN 14857,FUV
SDSS-II SN 14857,NUV
SDSS-II SN 14938,FUV
SDSS-II SN 14938,NUV
SDSS-II SN 15018,FUV
SDSS-II SN 15018,NUV
SDSS-II SN 15206,NUV
SDSS-II SN 15236,FUV
SDSS-II SN 15236,NUV
SDSS-II SN 15237,FUV
SDSS-II SN 15237,NUV
SDSS-II SN 15325,FUV
SDSS-II SN 15325,NUV
SDSS-II SN 15351,FUV
SDSS-II SN 15351,NUV
SDSS-II SN 15363,FUV
SDSS-II SN 15363,NUV
SDSS-II SN 15483,FUV
SDSS-II SN 15483,NUV
SDSS-II SN 15628,FUV
SDSS-II SN 15628,NUV
SDSS-II SN 15657,FUV
SDSS-II SN 15657,NUV
SDSS-II SN 15669,FUV
SDSS-II SN 15669,NUV
SDSS-II SN 15753,FUV
SDSS-II SN 15753,NUV
SDSS-II SN 15802,FUV
SDSS-II SN 15802,NUV
SDSS-II SN 15813,FUV
SDSS-II SN 15813,NUV
SDSS-II SN 15902,FUV
SDSS-II SN 15902,NUV
SDSS-II SN 15909,FUV
SDSS-II SN 15909,NUV
SDSS-II SN 15950,FUV
SDSS-II SN 15950,NUV
SDSS-II SN 16219,FUV
SDSS-II SN 16219,NUV
SDSS-II SN 16481,FUV
SDSS-II SN 16481,NUV
SDSS-II SN 16546,FUV
SDSS-II SN 16546,NUV
SDSS-II SN 16563,FUV
SDSS-II SN 16563,NUV
SDSS-II SN 16590,FUV
SDSS-II SN 16590,NUV
SDSS-II SN 16642,FUV
SDSS-II SN 16642,NUV
SDSS-II SN 17049,FUV
SDSS-II SN 17049,NUV
SDSS-II SN 17323,FUV
SDSS-II SN 17323,NUV
SDSS-II SN 1741,FUV
SDSS-II SN 1741,NUV
SDSS-II SN 17434,FUV
SDSS-II SN 17434,NUV
SDSS-II SN 17687,FUV
SDSS-II SN 17687,NUV
SDSS-II SN 17908,FUV
SDSS-II SN 17908,NUV
SDSS-II SN 18181,FUV
SDSS-II SN 18181,NUV
SDSS-II SN 18363,FUV
SDSS-II SN 18363,NUV
SDSS-II SN 18741,FUV
SDSS-II SN 18741,NUV
SDSS-II SN 18893,FUV
SDSS-II SN 18893,NUV
SDSS-II SN 18907,FUV
SDSS-II SN 18907,NUV
SDSS-II SN 18954,FUV
SDSS-II SN 18954,NUV
SDSS-II SN 18955,FUV
SDSS-II SN 18955,NUV
SDSS-II SN 18972,FUV
SDSS-II SN 18972,NUV
SDSS-II SN 19001,FUV
SDSS-II SN 19001,NUV
SDSS-II SN 19048,FUV
SDSS-II SN 19048,NUV
SDSS-II SN 19317,FUV
SDSS-II SN 19317,NUV
SDSS-II SN 19501,FUV
SDSS-II SN 19501,NUV
SDSS-II SN 19505,FUV
SDSS-II SN 19505,NUV
SDSS-II SN 19557,FUV
SDSS-II SN 19557,NUV
SDSS-II SN 19565,FUV
SDSS-II SN 19565,NUV
SDSS-II SN 19584,FUV
SDSS-II SN 19584,NUV
SDSS-II SN 19742,FUV
SDSS-II SN 19742,NUV
SDSS-II SN 19787,FUV
SDSS-II SN 19787,NUV
SDSS-II SN 19795,FUV
SDSS-II SN 19795,NUV
SDSS-II SN 20185,FUV
SDSS-II SN 20185,NUV
SDSS-II SN 20187,FUV
SDSS-II SN 20187,NUV
SDSS-II SN 20314,FUV
SDSS-II SN 20314,NUV
SDSS-II SN 20319,FUV
SDSS-II SN 20319,NUV
SDSS-II SN 2057,FUV
SDSS-II SN 2057,NUV
SDSS-II SN 20704,FUV
SDSS-II SN 20704,NUV
SDSS-II SN 20788,FUV
SDSS-II SN 20788,NUV
SDSS-II SN 20823,FUV
SDSS-II SN 20823,NUV
SDSS-II SN 20921,FUV
SDSS-II SN 20921,NUV
SDSS-II SN 21150,FUV
SDSS-II SN 21150,NUV
SDSS-II SN 21152,FUV
SDSS-II SN 21152,NUV
SDSS-II SN 21266,FUV
SDSS-II SN 21266,NUV
SDSS-II SN 21429,FUV
SDSS-II SN 21429,NUV
SDSS-II SN 21457,FUV
SDSS-II SN 21457,NUV
SDSS-II SN 21534,FUV
SDSS-II SN 21534,NUV
SDSS-II SN 21543,FUV
SDSS-II SN 21543,NUV
SDSS-II SN 21557,FUV
SDSS-II SN 21557,NUV
SDSS-II SN 21661,FUV
SDSS-II SN 21661,NUV
SDSS-II SN 21872,FUV
SDSS-II SN 21872,NUV
SDSS-II SN 22006,FUV
SDSS-II SN 22006,NUV
SDSS-II SN 2290,FUV
SDSS-II SN 2290,NUV
SDSS-II SN 2335,FUV
SDSS-II SN 2335,NUV
SDSS-II SN 2342,FUV
SDSS-II SN 2342,NUV
SDSS-II SN 2799,FUV
SDSS-II SN 2799,NUV
SDSS-II SN 3527,FUV
SDSS-II SN 3527,NUV
SDSS-II SN 3994,FUV
SDSS-II SN 3994,NUV
SDSS-II SN 4065,FUV
SDSS-II SN 4065,NUV
SDSS-II SN 4245,FUV
SDSS-II SN 4245,NUV
SDSS-II SN 4443,FUV
SDSS-II SN 4443,NUV
SDSS-II SN 4450,FUV
SDSS-II SN 4450,NUV
SDSS-II SN 4539,FUV
SDSS-II SN 4539,NUV
SDSS-II SN 4690,FUV
SDSS-II SN 4690,NUV
SDSS-II SN 4969,FUV
SDSS-II SN 4969,NUV
SDSS-II SN 5311,FUV
SDSS-II SN 5311,NUV
SDSS-II SN 5597,NUV
SDSS-II SN 5641,FUV
SDSS-II SN 5641,NUV
SDSS-II SN 5785,FUV
SDSS-II SN 5785,NUV
SDSS-II SN 5859,FUV
SDSS-II SN 5859,NUV
SDSS-II SN 6213,FUV
SDSS-II SN 6213,NUV
SDSS-II SN 6614,FUV
SDSS-II SN 6614,NUV
SDSS-II SN 6921,FUV
SDSS-II SN 6921,NUV
SDSS-II SN 6968,FUV
SDSS-II SN 6968,NUV
SDSS-II SN 7350,FUV
SDSS-II SN 7350,NUV
SDSS-II SN 7630,FUV
SDSS-II SN 7630,NUV
SDSS-II SN 7680,FUV
SDSS-II SN 7680,NUV
SDSS-II SN 7721,FUV
SDSS-II SN 7721,NUV
SDSS-II SN 7841,FUV
SDSS-II SN 7841,NUV
SDSS-II SN 7919,FUV
SDSS-II SN 7919,NUV
SDSS-II SN 8195,FUV
SDSS-II SN 8195,NUV
SDSS-II SN 8793,FUV
SDSS-II SN 8793,NUV
SDSS-II SN 8808,FUV
SDSS-II SN 8808,NUV
SDSS-II SN 9317,NUV
SDSS-II SN 932,FUV
SDSS-II SN 932,NUV
SDSS-II SN 9633,FUV
SDSS-II SN 9633,NUV
SDSS-II SN 9652,FUV
SDSS-II SN 9652,NUV
SDSS-II SN 9676,NUV
SDSS-II SN 999,FUV
SDSS-II SN 999,NUV
SDSS1605-53062-528,FUV
SDSS1605-53062-528,NUV
SDSS1808-54176-107,FUV
SDSS1808-54176-107,NUV
SDSS2746-54232-635,NUV
SDSS304-51609-436,FUV
SDSS304-51609-436,NUV
SDSS646-52523-183,FUV
SDSS646-52523-183,NUV
SDSS694-52209-152,FUV
SDSS694-52209-152,NUV
SDSS838-52378-021,FUV
SDSS838-52378-021,NUV
SDSSJ111725.00+293457.4,NUV
SNLS-07D1cx,FUV
SNLS-07D1cx,NUV
SNLS-07D1ea,FUV
SNLS-07D1ea,NUV
SNLS-07D2kh,FUV
SNLS-07D2kh,NUV
SNSDF0503-02,FUV
SNSDF0503-02,NUV
SNSDF0503-03,FUV
SNSDF0503-03,NUV
SNSDF0503-05,FUV
SNSDF0503-05,NUV
SNSDF0503-07,FUV
SNSDF0503-07,NUV
SNSDF0503-08,FUV
SNSDF0503-08,NUV
SNSDF0503-12,FUV
SNSDF0503-12,NUV
SNSDF0503-15,FUV
SNSDF0503-15,NUV
SNSDF0503-18,FUV
SNSDF0503-18,NUV
SNSDF0503-21,FUV
SNSDF0503-21,NUV
SNSDF0503-24,FUV
SNSDF0503-24,NUV
SNSDF0503-26,FUV
SNSDF0503-26,NUV
SNSDF0503-31,FUV
SNSDF0503-31,NUV
SNSDF0503-33,FUV
SNSDF0503-33,NUV
SNSDF0503-34,FUV
SNSDF0503-34,NUV
SNSDF0503-35,FUV
SNSDF0503-35,NUV
SNSDF0702-03,FUV
SNSDF0702-03,NUV
SNSDF0702-05,FUV
SNSDF0702-05,NUV
SNSDF0702-06,FUV
SNSDF0702-06,NUV
SNSDF0702-08,FUV
SNSDF0702-08,NUV
SNSDF0702-11,FUV
SNSDF0702-11,NUV
SNSDF0702-13,FUV
SNSDF0702-13,NUV
SNSDF0702-14,FUV
SNSDF0702-14,NUV
SNSDF0702-15,FUV
SNSDF0702-15,NUV
SNSDF0702-17,FUV
SNSDF0702-17,NUV
SNSDF0702-20,FUV
SNSDF0702-20,NUV
SNSDF0702-24,FUV
SNSDF0702-24,NUV
SNSDF0702-25,FUV
SNSDF0702-25,NUV
SNSDF0702-29,FUV
SNSDF0702-29,NUV
SNSDF0702-30,FUV
SNSDF0702-30,NUV
SNSDF0705-01,FUV
SNSDF0705-01,NUV
SNSDF0705-02,FUV
SNSDF0705-02,NUV
SNSDF0705-03,FUV
SNSDF0705-03,NUV
SNSDF0705-05,FUV
SNSDF0705-05,NUV
SNSDF0705-07,FUV
SNSDF0705-07,NUV
SNSDF0705-08,FUV
SNSDF0705-08,NUV
SNSDF0705-10,FUV
SNSDF0705-10,NUV
SNSDF0705-13,FUV
SNSDF0705-13,NUV
SNSDF0705-19,FUV
SNSDF0705-19,NUV
SNSDF0705-20,FUV
SNSDF0705-20,NUV
SNSDF0705-21,FUV
SNSDF0705-21,NUV
SNSDF0705-22,FUV
SNSDF0705-22,NUV
SNSDF0705-26,FUV
SNSDF0705-26,NUV
SNSDF0705-27,FUV
SNSDF0705-27,NUV
SNSDF0705-28,FUV
SNSDF0705-28,NUV
SNSDF0705-29,FUV
SNSDF0705-29,NUV
SNSDF0806-01,FUV
SNSDF0806-01,NUV
SNSDF0806-02,FUV
SNSDF0806-02,NUV
SNSDF0806-04,FUV
SNSDF0806-04,NUV
SNSDF0806-05,FUV
SNSDF0806-05,NUV
SNSDF0806-06,FUV
SNSDF0806-06,NUV
SNSDF0806-07,FUV
SNSDF0806-07,NUV
SNSDF0806-09,FUV
SNSDF0806-09,NUV
SNSDF0806-10,FUV
SNSDF0806-10,NUV
SNSDF0806-16,FUV
SNSDF0806-16,NUV
SNSDF0806-17,FUV
SNSDF0806-17,NUV
SNSDF0806-19,FUV
SNSDF0806-19,NUV
SNSDF0806-24,FUV
SNSDF0806-24,NUV
SNSDF0806-25,FUV
SNSDF0806-25,NUV
SNSDF0806-26,FUV
SNSDF0806-26,NUV
SNSDF0806-28,FUV
SNSDF0806-28,NUV
SNSDF0806-30,FUV
SNSDF0806-30,NUV
SNSDF0806-31,FUV
SNSDF0806-31,NUV
SNSDF0806-32,FUV
SNSDF0806-32,NUV
SNSDF0806-34,FUV
SNSDF0806-34,NUV
SNSDF0806-35,FUV
SNSDF0806-35,NUV
SNSDF0806-36,FUV
SNSDF0806-36,NUV
SNSDF0806-38,FUV
SNSDF0806-38,NUV
SNSDF0806-40,FUV
SNSDF0806-40,NUV
SNSDF0806-42,FUV
SNSDF0806-42,NUV
SNSDF0806-43,FUV
SNSDF0806-43,NUV
SNSDF0806-44,FUV
SNSDF0806-44,NUV
SNSDF0806-45,FUV
SNSDF0806-45,NUV
SNSDF0806-46,FUV
SNSDF0806-46,NUV
SNSDF0806-52,FUV
SNSDF0806-52,NUV
SNSDF0806-54,FUV
SNSDF0806-54,NUV
SNSDF0806-58,FUV
SNSDF0806-58,NUV
SNSDF0806-60,FUV
SNSDF0806-60,NUV
