Name,Band,Background,Background Error,Systematic Error
SDSS-II SN 15994,FUV,4.570510097048464e-18,1.8967595897773284e-17,3.199357067933925e-19
SDSS-II SN 15994,NUV,9.144586269225726e-18,9.032463322757076e-18,6.401210388458008e-19
SDSS-II SN 16039,FUV,3.063010139007013e-18,4.215786317849296e-18,2.1441070973049093e-19
SDSS-II SN 16039,NUV,9.136108321653752e-18,4.737298857223378e-18,1.0283279137244708e-18
SDSS-II SN 16111,FUV,8.644582977350828e-18,4.249078807917394e-18,1.980791240736232e-18
SDSS-II SN 16111,NUV,3.677382804674746e-18,3.96321133123119e-18,7.631003846133784e-19
SDSS-II SN 16121,FUV,-3.681461205366805e-18,1.7296158495979828e-17,-2.577022843756764e-19
SDSS-II SN 16121,NUV,2.1118178499816686e-17,3.377059483855255e-18,1.4782724949871682e-18
SDSS-II SN 16129,FUV,5.183821996555037e-18,9.352016710358727e-18,3.628675397588526e-19
SDSS-II SN 16129,NUV,2.2264263528744718e-17,1.2513155877660122e-17,1.5584984470121304e-18
SDSS-II SN 16130,FUV,-1.603494902441993e-17,2.8154729923172606e-17,-1.122446431709395e-18
SDSS-II SN 16130,NUV,-8.101171645675254e-18,1.1296620685017927e-17,-5.670820151972678e-19
SDSS-II SN 16136,FUV,1.785569880307855e-18,1.8252163188972752e-17,1.2498989162154988e-19
SDSS-II SN 16136,NUV,2.5192436865296724e-18,2.3454943836480435e-18,5.959864321053723e-19
SDSS-II SN 16148,FUV,4.7640337687397775e-17,4.240138157180128e-17,3.3348236381178447e-18
SDSS-II SN 16148,NUV,5.045570871987223e-18,1.3386334744599144e-17,3.531899610391056e-19
SDSS-II SN 16153,FUV,-1.0690252895604742e-17,2.1887899348214002e-17,-7.48317702692332e-19
SDSS-II SN 16153,NUV,-7.556852204321437e-19,1.1226378277757705e-17,-5.289796543025006e-20
SDSS-II SN 16163,FUV,5.941736116614571e-17,6.4523297996817145e-18,1.7366227761125325e-18
SDSS-II SN 16163,NUV,6.552156895551039e-17,3.950634675640726e-18,1.1271026369957198e-18
SDSS-II SN 16172,FUV,1.9811494984016566e-17,3.381815776013363e-17,1.3868046488811599e-18
SDSS-II SN 16172,NUV,-4.529469629870733e-19,1.3343337689552707e-17,-3.1706287409095136e-20
SDSS-II SN 16199,FUV,4.8237431233268195e-17,3.6647103915225085e-17,3.376620186328774e-18
SDSS-II SN 16199,NUV,6.67961680326917e-18,8.517145217465181e-19,1.1955106785907376e-18
SDSS-II SN 16220,FUV,3.829797189196467e-18,1.8075297808924023e-18,3.978334995965183e-19
SDSS-II SN 16220,NUV,7.919301161724468e-18,1.5636155184447615e-18,2.6946244771185847e-19
SDSS-II SN 16237,FUV,5.310099303646396e-18,1.9809343646930867e-17,3.717069512552477e-19
SDSS-II SN 16237,NUV,2.6021485912720418e-17,3.629239612121497e-18,1.1449606324450755e-18
SDSS-II SN 16238,FUV,1.5181238613811685e-17,9.788996934215516e-18,1.9272990427899008e-18
SDSS-II SN 16238,NUV,1.6055763328069182e-17,1.0784491464462228e-17,1.2294026563711229e-17
SDSS-II SN 16301,FUV,5.801901885117988e-18,2.4658162062184487e-18,2.537676192667156e-18
SDSS-II SN 16301,NUV,6.868459135473991e-18,1.802404658330005e-18,9.563052478226058e-19
SDSS-II SN 16302,FUV,2.4299158414465945e-17,7.071589620786826e-18,2.6164451677737088e-18
SDSS-II SN 16302,NUV,9.069261661230986e-18,1.2333402809060564e-17,1.0987385322541534e-17
SDSS-II SN 16405,FUV,3.205304793796674e-17,9.297838659779554e-18,2.1050387766766842e-18
SDSS-II SN 16405,NUV,3.70137162104665e-17,3.1952361660564376e-18,9.487188825094607e-19
SDSS-II SN 16433,FUV,-1.2802791126029474e-17,2.8152135034561706e-17,-8.961953788220633e-19
SDSS-II SN 16433,NUV,1.1052289498628111e-17,1.0396217057975762e-17,7.736602649039679e-19
SDSS-II SN 16434,FUV,4.0479486262124515e-17,3.025380617694722e-17,2.8335640383487164e-18
SDSS-II SN 16434,NUV,-8.670337439706389e-18,1.6745392675035544e-17,-6.069236207794473e-19
SDSS-II SN 16451,FUV,2.8108086285262725e-17,2.735597344264041e-17,1.967566039968391e-18
SDSS-II SN 16451,NUV,1.036191121969242e-17,1.3260139870344824e-17,7.253337853784695e-19
SDSS-II SN 16455,FUV,3.880942269902231e-18,5.440990197149576e-18,2.0740221017021954e-18
SDSS-II SN 16455,NUV,4.99821796158271e-18,3.8120050573806546e-18,3.522324026266091e-18
SDSS-II SN 16460,FUV,2.673196278688715e-17,2.1534670656470067e-17,1.8712373950821008e-18
SDSS-II SN 16460,NUV,2.1140528177247907e-17,1.1821873177524874e-17,1.4798369724073537e-18
SDSS-II SN 16462,FUV,3.700454745360256e-18,1.7087607642332127e-17,2.5903183217521793e-19
SDSS-II SN 16462,NUV,4.1518831120754595e-18,9.57279378605342e-18,2.906318178452822e-19
SDSS-II SN 16467,FUV,8.220420991821106e-18,1.5095411399481825e-17,1.8299442738696714e-17
SDSS-II SN 16467,NUV,7.676697243519237e-18,1.647527822989515e-18,7.419735304460385e-19
SDSS-II SN 16468,FUV,1.5737575552648614e-17,2.5334510392204387e-17,1.1016302886854031e-18
SDSS-II SN 16468,NUV,-1.1248426893644856e-17,8.302817865988401e-18,-7.8738988255514e-19
SDSS-II SN 16472,FUV,1.1525456669275301e-17,9.49004685652563e-18,2.444333272310786e-18
SDSS-II SN 16472,NUV,3.4121001068106066e-17,1.9804221750003015e-18,1.316386949195173e-18
SDSS-II SN 16477,FUV,3.552452262566388e-17,1.809727714521473e-17,2.4867165837964716e-18
SDSS-II SN 16477,NUV,1.2131414385300914e-17,1.4119858188134553e-17,8.49199006971064e-19
SDSS-II SN 1650,FUV,3.1310965742622615e-17,3.770647643657777e-18,2.063503041041805e-18
SDSS-II SN 1650,NUV,2.1265996176538248e-17,4.084624414338982e-18,1.0574011446473326e-18
SDSS-II SN 16547,FUV,1.5504944730392512e-17,3.0535281570314747e-18,1.1913170703062195e-18
SDSS-II SN 16547,NUV,2.3898168684635726e-17,1.2574166226476727e-18,7.881697040553515e-19
SDSS-II SN 16551,FUV,-7.475061912244766e-18,5.972480769454267e-18,-5.232543338571337e-19
SDSS-II SN 16551,NUV,7.283132808483497e-18,8.994872783686936e-18,5.098192965938449e-19
SDSS-II SN 16582,FUV,-7.306872256213821e-18,3.112521860762146e-18,1.6991108132484163e-18
SDSS-II SN 16582,NUV,7.786441332890691e-18,8.952589061411347e-18,1.132184968288848e-17
SDSS-II SN 16586,FUV,-4.434999966385383e-18,1.9597101234833725e-17,-3.1044999764697684e-19
SDSS-II SN 16586,NUV,2.1125212449592423e-17,4.6680432813532414e-18,4.9803341607713855e-18
SDSS-II SN 16626,FUV,7.799821865440221e-18,6.104044940329457e-18,5.459875305808155e-19
SDSS-II SN 16626,NUV,1.7195642455384024e-17,1.1813545076711226e-18,3.91022132278035e-19
SDSS-II SN 16652,FUV,6.263391867316325e-18,5.112715679564699e-18,7.418513790782203e-19
SDSS-II SN 16652,NUV,6.816608550978763e-18,2.56698869953203e-18,4.761100812408705e-19
SDSS-II SN 16721,NUV,1.2318448066717238e-17,4.787479898436781e-19,7.162562975970473e-19
SDSS-II SN 16831,NUV,7.096694582481063e-18,3.1981199563172316e-18,4.967686207736745e-19
SDSS-II SN 1686,FUV,5.600043665769538e-17,3.152136890625561e-17,3.920030566038677e-18
SDSS-II SN 1686,NUV,4.305990212061687e-18,9.229353278468432e-18,3.014193148443181e-19
SDSS-II SN 16878,FUV,2.989220887027186e-19,3.674983127575291e-18,1.443729083196855e-18
SDSS-II SN 16878,NUV,1.3711200498274038e-19,1.9108197388681055e-18,7.308020084278512e-19
SDSS-II SN 16879,FUV,2.70330794085662e-17,7.992817397949183e-18,1.915451440212591e-18
SDSS-II SN 16879,NUV,1.8376327028720383e-17,3.6089262111026755e-18,8.547774235968421e-19
SDSS-II SN 16937,FUV,1.0248262172281525e-17,2.88932616681091e-18,1.629943782748106e-18
SDSS-II SN 16937,NUV,4.518591354143152e-18,7.609710087114773e-19,6.111440792658809e-19
SDSS-II SN 16946,FUV,-4.350675173102572e-18,1.989659049638544e-17,1.9968100478582862e-17
SDSS-II SN 16946,NUV,1.0166594685052566e-17,1.3911870278933783e-17,7.116616279536796e-19
SDSS-II SN 16975,FUV,1.49530250911305e-17,2.2562073473078865e-17,1.0467117563791351e-18
SDSS-II SN 16975,NUV,1.299007872783027e-17,5.017423207131726e-18,1.0498057438590446e-18
SDSS-II SN 16976,FUV,1.3005938268650861e-17,1.4296176608361403e-17,2.0520981505278486e-18
SDSS-II SN 16976,NUV,3.78417220019308e-18,1.2156322132425304e-17,1.1099637758298179e-17
SDSS-II SN 17068,FUV,-1.513598567841491e-19,1.8323682278845286e-17,-1.0595189974890438e-20
SDSS-II SN 17068,NUV,1.3301240020907275e-17,1.2322396038645224e-17,9.310868014635093e-19
SDSS-II SN 17169,FUV,5.366193376006956e-18,5.9767412033195375e-18,3.7563353632048696e-19
SDSS-II SN 17169,NUV,8.01681322842362e-18,1.932968734063933e-18,7.378707467218551e-19
SDSS-II SN 17191,FUV,1.1943307252868332e-17,1.7895107806565484e-17,2.9286102436787065e-18
SDSS-II SN 17191,NUV,8.02367657405238e-18,6.411521249290404e-18,1.0814130091898333e-18
SDSS-II SN 17205,FUV,4.035075093121457e-17,9.102921616883432e-18,5.402096290191166e-18
SDSS-II SN 17205,NUV,3.2956039645029456e-17,3.5189792835211674e-18,1.1758797812909067e-18
SDSS-II SN 17206,FUV,8.085648960838515e-17,1.2530948233186278e-16,5.659954272586961e-18
SDSS-II SN 17206,NUV,9.79836371584643e-18,2.8353600870564587e-18,6.858854601092502e-19
SDSS-II SN 17219,FUV,7.805077867591272e-17,1.8165537592232135e-17,3.2432448576254515e-18
SDSS-II SN 17219,NUV,1.122809653569052e-16,7.539720804845339e-18,1.6535207971404166e-18
SDSS-II SN 17337,FUV,1.5535094325980046e-17,2.1727483214250793e-17,1.0874566028186034e-18
SDSS-II SN 17337,NUV,4.2244870522842844e-18,8.914477111568053e-18,2.9571409365989994e-19
SDSS-II SN 17372,FUV,7.140237923075676e-17,2.2093918721900573e-17,4.998166546152974e-18
SDSS-II SN 17372,NUV,6.9174662849285594e-18,1.2248880992909391e-17,4.842226399449992e-19
SDSS-II SN 17395,FUV,3.155974183391865e-17,5.903673027581137e-18,2.2684114673541077e-18
SDSS-II SN 17395,NUV,2.7781850633900056e-17,1.0730797707507885e-18,1.0068347615359563e-18
SDSS-II SN 1740,FUV,5.228267676848241e-18,6.272013879987277e-19,9.706956884306997e-19
SDSS-II SN 1740,NUV,1.0896531916505535e-17,2.7393038566301662e-18,8.376852632421765e-19
SDSS-II SN 17421,FUV,9.014837202954973e-19,5.3828268835072826e-18,1.343149280697353e-18
SDSS-II SN 17421,NUV,4.970429546879595e-18,3.880094382483746e-18,2.3996907070791778e-18
SDSS-II SN 17423,FUV,1.1207486208090542e-17,1.2878629895191026e-17,9.232190797853654e-18
SDSS-II SN 17423,NUV,1.279143599905476e-17,3.959116348898245e-18,7.414254871969277e-19
SDSS-II SN 17433,FUV,2.115254492721422e-17,6.496708116442542e-18,1.4710620826074152e-18
SDSS-II SN 17433,NUV,1.7133878295712867e-17,6.726972756869401e-19,7.103572275043257e-19
SDSS-II SN 17473,FUV,1.2065047752445066e-16,3.9797707537606146e-17,8.445533426711546e-18
SDSS-II SN 17473,NUV,6.881166559885741e-17,1.5587739617180558e-17,4.816816591920019e-18
SDSS-II SN 1750,FUV,5.66840472715103e-18,1.9728850848196064e-17,3.9678833090057216e-19
SDSS-II SN 1750,NUV,2.0397643472785488e-17,1.1227133876047287e-17,1.4278350430949843e-18
SDSS-II SN 17508,FUV,1.3124148139252756e-18,2.2128885009667468e-17,9.18690369747693e-20
SDSS-II SN 17508,NUV,8.563798478900452e-18,1.0205658359751896e-17,5.994658935230317e-19
SDSS-II SN 17527,FUV,6.884597176641276e-18,1.5632825736539087e-17,4.819218023648893e-19
SDSS-II SN 17527,NUV,1.7913419298949164e-17,1.0996157685727278e-17,1.2539393509264415e-18
SDSS-II SN 17577,FUV,1.8548606558970472e-17,2.3533304397238075e-17,2.926679977478986e-18
SDSS-II SN 17577,NUV,4.511769643332007e-18,5.262206522927271e-18,1.038355606350845e-18
SDSS-II SN 17647,FUV,2.9046628800887015e-17,1.1598090575036233e-17,2.792371332010801e-18
SDSS-II SN 17647,NUV,1.5667072331436418e-17,1.1627875357129737e-17,1.2804618904363236e-17
SDSS-II SN 17692,FUV,3.400523705352045e-17,8.742165945872627e-18,3.5147145532499524e-18
SDSS-II SN 17692,NUV,2.2117208054816897e-17,5.1335050935171056e-18,1.4325281658995753e-18
SDSS-II SN 17737,FUV,1.919015780754424e-17,2.0592054157149093e-17,1.3433110465280969e-18
SDSS-II SN 17737,NUV,9.553872004319736e-18,7.982805392986521e-18,6.687710403023816e-19
SDSS-II SN 17748,FUV,1.0454997571306621e-16,1.9304846285905657e-17,7.318498299914636e-18
SDSS-II SN 17748,NUV,4.403915349856617e-17,4.245652143597692e-18,3.082740744899632e-18
SDSS-II SN 17773,FUV,3.7538667245338624e-17,2.86814873668157e-17,2.627706707173704e-18
SDSS-II SN 17773,NUV,1.9359558736931858e-17,1.097858830140596e-17,1.3551691115852302e-18
SDSS-II SN 17829,FUV,-6.897439764392586e-18,2.8247073164763236e-17,-4.828207835074811e-19
SDSS-II SN 17829,NUV,-2.0828863665079696e-18,2.8339692483324286e-18,1.0731435356413e-18
SDSS-II SN 1783,NUV,3.571515619414849e-18,5.7846606494566524e-18,4.398209112237862e-18
SDSS-II SN 17835,FUV,8.105970002941807e-19,5.740594610357871e-18,2.921777811886755e-18
SDSS-II SN 17835,NUV,3.676092150992071e-18,3.0176353598867693e-18,1.3900772026429224e-18
SDSS-II SN 17851,FUV,1.9254331462281556e-17,6.42369521863943e-18,2.1996729167139904e-18
SDSS-II SN 17851,NUV,1.9970922200419118e-17,4.2195195021099705e-18,3.508997011109888e-18
SDSS-II SN 17899,NUV,2.3095078170370383e-17,3.0059454989301837e-18,4.253888929945216e-19
SDSS-II SN 17906,FUV,1.0224667900314787e-18,3.531850546712399e-17,7.157267530220352e-20
SDSS-II SN 17906,NUV,6.57209215066468e-19,1.4202595918059542e-17,4.600464505465276e-20
SDSS-II SN 17915,FUV,3.1604676632767977e-17,2.8513793873626806e-17,2.2123273642937586e-18
SDSS-II SN 17915,NUV,2.9958376169257726e-17,1.3497756980184705e-17,2.097086331848041e-18
SDSS-II SN 17925,FUV,4.882587699555319e-18,5.2041664150793175e-18,1.5310549681978448e-18
SDSS-II SN 17925,NUV,1.0351781050403034e-18,1.3512247402795188e-18,5.174399030277013e-19
SDSS-II SN 17928,FUV,2.7246530097040752e-17,1.1012502139109668e-17,1.7470671601891985e-18
SDSS-II SN 17928,NUV,1.6793447194388314e-17,7.173963042408515e-18,4.617400763366905e-18
SDSS-II SN 17945,FUV,2.62471447151939e-17,2.0688070683473485e-17,2.161693165098604e-17
SDSS-II SN 17945,NUV,4.776049552006863e-17,2.2931592618514997e-18,1.355984640108977e-18
SDSS-II SN 17949,FUV,2.9783544326879395e-17,2.679272042170677e-17,2.084848102881558e-18
SDSS-II SN 17949,NUV,-2.2918767310580117e-18,4.78941178365226e-18,8.158721221152394e-19
SDSS-II SN 17955,FUV,1.4989910695099023e-17,1.93442520770306e-17,1.0492937486569318e-18
SDSS-II SN 17955,NUV,2.0000758504231174e-17,1.2038661792962354e-17,1.4000530952961823e-18
SDSS-II SN 17957,FUV,3.9498547838586826e-17,2.70552191113136e-17,2.764898348701078e-18
SDSS-II SN 17957,NUV,2.42934121928482e-17,3.1546502860667374e-18,1.2077885484633909e-18
SDSS-II SN 17958,FUV,3.2170636497405136e-17,2.6327357192963187e-17,2.2519445548183597e-18
SDSS-II SN 17958,NUV,2.3098727504629045e-17,1.0220275563273834e-17,1.6169109253240332e-18
SDSS-II SN 17965,FUV,1.8276785542335957e-17,3.1124276402176367e-18,2.3966473780305322e-18
SDSS-II SN 17965,NUV,1.6663271780508153e-17,1.0142885401692326e-18,1.1172246143134697e-18
SDSS-II SN 17967,FUV,9.667751227251647e-18,2.7243459618534196e-18,1.143187509393363e-18
SDSS-II SN 17967,NUV,8.169988450181635e-18,5.184624177279047e-18,2.317829961467828e-18
SDSS-II SN 18011,FUV,1.8400230831945187e-17,2.970484493390694e-19,1.827269318036554e-18
SDSS-II SN 18034,FUV,-7.56781476613999e-18,4.939483338054706e-18,-5.297470336297994e-19
SDSS-II SN 18034,NUV,-5.073220346543688e-18,9.720945326727496e-18,-3.551254242580582e-19
SDSS-II SN 18041,FUV,-1.750665278096583e-18,9.354738146891746e-18,-1.2254656946676082e-19
SDSS-II SN 18041,NUV,1.550670674943195e-17,1.1210431144110753e-17,1.0854694724602366e-18
SDSS-II SN 18047,FUV,1.3710771027089679e-17,2.2479483514163522e-17,9.597539718962777e-19
SDSS-II SN 18047,NUV,1.2967284142780804e-17,2.6191207125938973e-18,9.555754508146458e-19
SDSS-II SN 18049,FUV,1.8709870781379547e-17,2.7424004598840222e-17,1.3096909546965685e-18
SDSS-II SN 18049,NUV,2.614232829380974e-17,1.4430597305429617e-19,1.38185626164159e-18
SDSS-II SN 18067,FUV,1.5075774609731833e-17,2.737367897239823e-17,1.0553042226812283e-18
SDSS-II SN 18067,NUV,1.3413975881493855e-17,1.2548538137016689e-17,9.3897831170457e-19
SDSS-II SN 18071,FUV,-6.613040838418471e-18,3.361812434788497e-17,-4.62912858689293e-19
SDSS-II SN 18071,NUV,2.4608421062647234e-17,1.2184561863181645e-17,1.7225894743853065e-18
SDSS-II SN 18100,NUV,9.922964900300081e-18,2.635910549811849e-18,6.806462340898924e-19
SDSS-II SN 18130,FUV,1.5424360286644752e-18,2.825492932588448e-17,1.0797052200651328e-19
SDSS-II SN 18130,NUV,1.309946688180623e-18,1.0780393332710267e-17,9.169626817264362e-20
SDSS-II SN 18146,FUV,1.3018345722991878e-17,4.009130927356327e-18,1.791110556795321e-18
SDSS-II SN 18146,NUV,6.906997398995692e-18,3.708714633067356e-18,9.623698243290448e-19
SDSS-II SN 18175,FUV,1.1298465090693667e-17,1.4246173786108064e-17,7.908925563485568e-19
SDSS-II SN 18175,NUV,4.885779716663357e-18,6.422242071833919e-19,9.414153847069587e-19
SDSS-II SN 18188,FUV,1.7019918524197308e-17,6.3729994870243884e-18,1.6313351693983428e-18
SDSS-II SN 18188,NUV,1.1116891137344148e-17,2.7588470907782962e-18,3.0932390148326604e-19
SDSS-II SN 18221,FUV,2.294735939216163e-17,3.439719305833009e-17,4.017835969696321e-17
SDSS-II SN 18221,NUV,4.896607903509227e-18,6.935175253155949e-18,5.244293830202622e-18
SDSS-II SN 18224,FUV,1.4750007929217004e-17,2.2513482920631685e-17,2.9544889038310273e-17
SDSS-II SN 18224,NUV,-4.6456626831755634e-18,7.518687326365277e-18,1.0098610777080026e-17
SDSS-II SN 1823,FUV,1.476805443961991e-17,5.434280735682651e-18,1.4929895719071812e-18
SDSS-II SN 1823,NUV,1.7859182334150843e-17,2.732280385701254e-18,8.097800972822577e-19
SDSS-II SN 18253,FUV,1.434197750532402e-18,9.647911154362555e-18,1.9062729170766443e-18
SDSS-II SN 18253,NUV,4.6204356551947715e-18,4.520416841125244e-18,7.703598108340141e-19
SDSS-II SN 18254,FUV,2.3105448316345966e-17,1.547696541821564e-19,1.737464343781439e-18
SDSS-II SN 18254,NUV,1.525393108367115e-17,3.553507416722689e-18,2.981606330591188e-18
SDSS-II SN 18324,FUV,7.621308568604627e-18,1.1589446547202872e-17,5.334915998023239e-19
SDSS-II SN 18324,NUV,3.82987804213175e-18,6.893084207435277e-18,2.6809146294922252e-19
SDSS-II SN 18339,FUV,3.553859296177384e-18,2.7538438928861324e-17,2.487701507324169e-19
SDSS-II SN 18339,NUV,1.2900847447764816e-17,1.7794302924774203e-17,2.096555381101287e-17
SDSS-II SN 1835,FUV,2.7002539576916726e-17,9.212917526813644e-18,7.26612372723857e-18
SDSS-II SN 1835,NUV,1.0141990529149145e-17,4.343685780780762e-18,3.0192270176172258e-18
SDSS-II SN 18362,FUV,1.2401150230162874e-17,2.189084814625626e-17,8.680805161114013e-19
SDSS-II SN 18362,NUV,3.1958917019907207e-17,1.2713476039724914e-17,2.2371241913935045e-18
SDSS-II SN 18374,FUV,1.5474383690089365e-17,1.7039314073231558e-17,1.0832068583062556e-18
SDSS-II SN 18374,NUV,7.112514493638684e-18,1.06718645154873e-17,4.978760145547079e-19
SDSS-II SN 18430,FUV,4.592409954739957e-18,2.3176389711668698e-18,2.1448377035813405e-18
SDSS-II SN 18430,NUV,4.6873324644721685e-18,9.408019054300626e-19,1.0730080246585488e-18
SDSS-II SN 18450,FUV,-1.2361081517952646e-18,4.6617106374216165e-18,-8.652757062566853e-20
SDSS-II SN 18450,NUV,2.2672493512388887e-17,1.1335207183115804e-17,1.5870745458672222e-18
SDSS-II SN 18454,FUV,3.8985609532466585e-17,8.765729540112355e-18,2.728992667272661e-18
SDSS-II SN 18454,NUV,1.8243309625613514e-17,3.457189451298468e-18,1.2770316737929461e-18
SDSS-II SN 18459,FUV,1.2841251333774494e-17,1.9701478792448966e-17,8.988875933642146e-19
SDSS-II SN 18459,NUV,2.3170426718820988e-17,9.334433485017094e-18,9.02157081553934e-18
SDSS-II SN 18468,FUV,2.9733597134081738e-18,1.9983185340596504e-17,2.0813517993857217e-19
SDSS-II SN 18468,NUV,8.929386225560541e-18,2.644146347132962e-18,1.0608691065778358e-18
SDSS-II SN 18473,FUV,1.6980251941596684e-17,3.524211112944767e-18,1.3914748492272203e-18
SDSS-II SN 18473,NUV,2.435389865399402e-17,2.4508058939373234e-18,5.997771631294975e-19
SDSS-II SN 18475,FUV,2.157766898197406e-17,1.0003881035622573e-17,5.112801474986318e-18
SDSS-II SN 18475,NUV,2.6001519564054218e-17,3.548754226035233e-18,7.075372583293464e-19
SDSS-II SN 18589,NUV,3.1938003228836866e-18,3.7882003743272596e-18,3.109094449415215e-18
SDSS-II SN 18630,FUV,-2.847676247846239e-20,5.119895896959359e-18,8.637588549597491e-19
SDSS-II SN 18630,NUV,6.800394805441021e-18,1.264351445986253e-18,5.308212627342969e-19
SDSS-II SN 18666,FUV,1.879121717363283e-17,3.179201779104436e-18,3.048428356990792e-18
SDSS-II SN 18666,NUV,-5.5130150803624716e-21,2.9215304892679683e-18,1.0349122983132187e-18
SDSS-II SN 18704,FUV,-3.0826032746897698e-18,1.8782603617387943e-17,-2.1578222922828391e-19
SDSS-II SN 18704,NUV,2.3019759642831278e-17,1.2192615176190474e-17,1.6113831749981896e-18
SDSS-II SN 18722,FUV,1.4030976427663448e-19,1.841024611674485e-17,9.821683499364415e-21
SDSS-II SN 18722,NUV,-3.378381260881195e-19,9.467462639305176e-18,-2.3648668826168366e-20
SDSS-II SN 18767,FUV,3.264931171866057e-18,8.634371728270784e-18,2.2854518203062403e-19
SDSS-II SN 18767,NUV,6.2348444918355346e-18,2.969551937812112e-18,4.364391144284874e-19
SDSS-II SN 18797,FUV,-4.9321100441558735e-18,5.049146218634664e-18,-3.452477030909112e-19
SDSS-II SN 18797,NUV,-2.7227609502466485e-19,1.4677367796353944e-18,5.331277396728589e-19
SDSS-II SN 18802,FUV,-6.004392681744066e-19,1.994607274837572e-17,-4.203074877220847e-20
SDSS-II SN 18802,NUV,6.156211127157038e-18,1.0369018153354517e-17,4.309347789009927e-19
SDSS-II SN 18917,FUV,4.983563934176361e-18,9.77205703977539e-18,3.4884947539234527e-19
SDSS-II SN 18917,NUV,1.3960960793541765e-17,1.2722037286551497e-17,9.772672555479235e-19
SDSS-II SN 18920,FUV,-8.862579947006275e-18,2.8518937475691343e-17,-6.203805962904393e-19
SDSS-II SN 18920,NUV,1.975655499969465e-17,1.1714456458720315e-17,1.3829588499786257e-18
SDSS-II SN 18947,FUV,2.0951751349784827e-17,2.0573776943832565e-17,1.466622594484938e-18
SDSS-II SN 18947,NUV,2.038374145528066e-17,1.2469996321483347e-17,1.4268619018696463e-18
SDSS-II SN 18948,FUV,3.34332479956053e-17,3.0305391630805355e-17,2.340327359692371e-18
SDSS-II SN 18948,NUV,2.4334137291212227e-17,1.3728386094622416e-17,1.703389610384856e-18
SDSS-II SN 18952,FUV,8.979953901931996e-18,1.9251353768086126e-17,6.285967731352398e-19
SDSS-II SN 18952,NUV,-8.742860719183187e-20,1.1425676967891832e-17,-6.1200025034282316e-21
SDSS-II SN 18971,FUV,1.7678368082077495e-17,7.688389150653389e-19,1.836114057010908e-18
SDSS-II SN 18971,NUV,1.9544238335986507e-17,1.0818216063799964e-17,1.1013279765953727e-17
SDSS-II SN 18993,FUV,5.7079102598050005e-18,8.648355060252855e-18,2.1249228233614213e-18
SDSS-II SN 18993,NUV,5.828518981151937e-18,7.872804265104581e-19,1.0572053192764782e-18
SDSS-II SN 19052,FUV,1.66478129222951e-17,5.845714272478695e-18,7.797401416318216e-19
SDSS-II SN 19052,NUV,1.5473734936248312e-17,3.431966062160693e-18,1.833257610866241e-18
SDSS-II SN 19059,FUV,1.0120751777286603e-17,8.702242834653299e-18,7.084526244100623e-19
SDSS-II SN 19059,NUV,7.721867192394172e-18,1.1295106204857867e-17,5.405307034675921e-19
SDSS-II SN 19065,FUV,1.0781156164472112e-16,4.264029544856092e-17,5.093514702982365e-17
SDSS-II SN 19065,NUV,4.961159917147697e-17,3.1897575875903406e-18,1.3646216249236104e-18
SDSS-II SN 19068,FUV,3.5119146150432224e-17,9.718785477154514e-19,2.064791266365087e-18
SDSS-II SN 19068,NUV,2.753423520059332e-17,3.1950987443100236e-18,1.9273964640415325e-18
SDSS-II SN 19069,FUV,8.375161270264477e-18,1.842434038137826e-17,3.338581304884422e-18
SDSS-II SN 19069,NUV,1.2294031828821616e-17,2.8735686342405013e-18,1.0374098490890007e-18
SDSS-II SN 19104,FUV,1.7730217546139262e-17,1.4106655194038867e-17,1.2411152282297484e-18
SDSS-II SN 19104,NUV,9.917170941830447e-19,7.459217831188629e-18,6.942019659281314e-20
SDSS-II SN 19132,FUV,2.995655531296068e-17,2.2671044167760395e-17,2.0969588719072477e-18
SDSS-II SN 19132,NUV,9.33105432083733e-18,4.487836797896175e-18,1.0709741832318252e-18
SDSS-II SN 19140,FUV,1.1978860905994587e-17,5.061732403162877e-18,8.385202634196211e-19
SDSS-II SN 19140,NUV,9.864401812086174e-19,3.3997321154624063e-18,9.56975533327454e-19
SDSS-II SN 19144,FUV,3.6024897205505803e-17,3.0216912353784227e-17,2.5217428043854064e-18
SDSS-II SN 19144,NUV,-1.3860294275517307e-17,1.1324301248975312e-17,-9.702205992862115e-19
SDSS-II SN 19188,NUV,4.486628175865719e-18,7.852323978032194e-18,7.482679605327555e-18
SDSS-II SN 19209,FUV,1.756451217491881e-17,1.9860416025751754e-18,2.1438166965739935e-18
SDSS-II SN 19209,NUV,1.2520753282293037e-17,5.050245059921851e-18,4.512874461384793e-18
SDSS-II SN 19246,FUV,2.962689929093821e-17,3.6720353462449156e-17,2.073882950365675e-18
SDSS-II SN 19246,NUV,8.623921766982788e-18,7.354473731490142e-18,8.751060987713923e-18
SDSS-II SN 19335,FUV,1.5794707315091592e-17,2.31866138299876e-17,1.1056295120564115e-18
SDSS-II SN 19335,NUV,-3.927764042405342e-18,7.913245070696613e-18,-2.7494348296837396e-19
SDSS-II SN 19336,FUV,4.345490077471388e-19,5.0718291418934125e-18,3.041843054229972e-20
SDSS-II SN 19336,NUV,2.156044434201743e-18,4.155570105549809e-18,4.3460928912435995e-18
SDSS-II SN 19338,FUV,1.0057769311028462e-17,2.4056288615043648e-17,7.040438517719924e-19
