ASASSN-13ch,FUV
ASASSN-13ch,NUV
ASASSN-14ad,FUV
ASASSN-14ar,FUV
ASASSN-14ar,NUV
ASASSN-14bb,FUV
ASASSN-14bb,NUV
ASASSN-14cu,FUV
ASASSN-14db,FUV
ASASSN-14db,NUV
ASASSN-14dc,NUV
ASASSN-14em,FUV
ASASSN-14em,NUV
ASASSN-14ep,FUV
ASASSN-14ep,NUV
ASASSN-14es,FUV
ASASSN-14es,NUV
ASASSN-14ig,FUV
ASASSN-14ig,NUV
ASASSN-14iu,FUV
ASASSN-14kr,FUV
ASASSN-14kr,NUV
ASASSN-14lo,FUV
AT2014gd,NUV
CSS091127:094447+083137,FUV
CSS100912:223118+010516,FUV
CSS110701:014551+143502,NUV
CSS120415:170824+030104,FUV
CSS120418:113531+054254,NUV
CSS121011:163803+372814,NUV
CSS121106:003304+312335,FUV
CSS121106:003304+312335,NUV
CSS121212:025025+070218,FUV
CSS121212:025025+070218,NUV
CSS130315:131135-042408,FUV
CSS130421:145636+174410,FUV
CSS130421:145636+174410,NUV
CSS130502:114010+300146,FUV
CSS130502:114010+300146,NUV
CSS130502:114010+3001461,FUV
CSS130502:114010+3001461,NUV
CSS130502:115738+333229,FUV
CSS130502:115738+333229,NUV
CSS130913:013913-025241,FUV
CSS130913:013913-025241,NUV
CSS130925:225818-090644,FUV
CSS140103:130555+112833,FUV
CSS140123:111719+361025,FUV
CSS140123:111719+361025,NUV
CSS140128:110457+300122,FUV
CSS140128:110457+300122,NUV
CSS140426:171938-010130,FUV
CSS140509:161445+023534,FUV
CSS140509:161445+023534,NUV
DES14E1tb,NUV
DES14S2bnq,FUV
DES14S2boa,NUV
DES14S2dbi,NUV
DES14S2pon,NUV
DES14X2ags,FUV
DES14X2bnz,FUV
DES14X2byo,FUV
DES14X2dl,FUV
DES14X2rao,FUV
EQ J142347.6+240433.3,FUV
ESSENCEm057,FUV
ESSENCEm226,FUV
ESSENCEn258,FUV
ESSENCEp455,FUV
ESSENCEp459,FUV
ESSENCEs380,FUV
Gaia14acg,FUV
iPTF13adg,FUV
iPTF13adw,FUV
iPTF13adw,NUV
iPTF13agl,FUV
iPTF13aie,FUV
iPTF13aif,FUV
iPTF13ebh,NUV
iPTF14azl,FUV
iPTF14bcu,FUV
iPTF14bcu,NUV
iPTF14bdn,FUV
iPTF14bdn,NUV
iPTF14fpb,FUV
iPTF14fpb,NUV
iPTF14fyq,NUV
iPTF14fzd,FUV
iPTF14fzd,NUV
iPTF14gmo,NUV
iPTF14goa,FUV
iPTF14igk,FUV
iPTF14jeo,NUV
iPTF14jht,FUV
iPTF14jht,NUV
LSQ11bk,NUV
LSQ12apf,FUV
LSQ12bjm,FUV
LSQ12bjm,NUV
LSQ12bjw,FUV
LSQ12bld,FUV
LSQ12bld,NUV
LSQ12bov,FUV
LSQ12bov,NUV
LSQ12bpc,FUV
LSQ12bpo,FUV
LSQ12bpy,FUV
LSQ12bpy,NUV
LSQ12brs,FUV
LSQ12brs,NUV
LSQ12brx,FUV
LSQ12brx,NUV
LSQ12bvl,FUV
LSQ12bvl,NUV
