File,SN,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SN2007jj-NUV.fits.gz,SN2007jj,2007-09-03,1h45m26.73s,-0d01m09.9s,pre_post_disc,5,2,3
SN2007jk-FUV.fits.gz,SN2007jk,2007-09-03,2h55m05.4s,-0d08m51.7s,pre_post_disc,4,3,1
SN2007jk-NUV.fits.gz,SN2007jk,2007-09-03,2h55m05.4s,-0d08m51.7s,pre_post_disc,5,3,2
SN2007jo-FUV.fits.gz,SN2007jo,2007-09-03,23h10m12.58s,-0d55m53.1s,pre_post_disc,6,4,2
SN2007jo-NUV.fits.gz,SN2007jo,2007-09-03,23h10m12.58s,-0d55m53.1s,pre_post_disc,6,4,2
SN2007jp-FUV.fits.gz,SN2007jp,2007-09-03,23h44m41.28s,-0d01m48.27s,pre_post_disc,7,4,3
SN2007jp-NUV.fits.gz,SN2007jp,2007-09-03,23h44m41.28s,-0d01m48.27s,pre_post_disc,7,4,3
SN2007jr-FUV.fits.gz,SN2007jr,2007-09-04,2h22m57.28s,1d01m32.7s,pre_post_disc,5,1,4
SN2007jr-NUV.fits.gz,SN2007jr,2007-09-04,2h22m57.28s,1d01m32.7s,pre_post_disc,5,1,4
SN2007jt-FUV.fits.gz,SN2007jt,2007-09-12,2h28m32.76s,-1d02m34.12s,pre_post_disc,3,1,2
SN2007jt-NUV.fits.gz,SN2007jt,2007-09-12,2h28m32.76s,-1d02m34.12s,pre_post_disc,3,1,2
SN2007ju-FUV.fits.gz,SN2007ju,2007-09-14,0h11m50.465s,-0d20m21.67s,pre_post_disc,5,2,3
SN2007ju-NUV.fits.gz,SN2007ju,2007-09-14,0h11m50.465s,-0d20m21.67s,pre_post_disc,5,2,3
SN2007jv-FUV.fits.gz,SN2007jv,2007-09-14,0h15m36.91s,-0d23m21.6s,pre_post_disc,6,2,4
SN2007jv-NUV.fits.gz,SN2007jv,2007-09-14,0h15m36.91s,-0d23m21.6s,pre_post_disc,6,2,4
SN2007jw-FUV.fits.gz,SN2007jw,2007-09-14,2h02m32.74s,-1d05m21s,pre_post_disc,4,2,2
SN2007jw-NUV.fits.gz,SN2007jw,2007-09-14,2h02m32.74s,-1d05m21s,pre_post_disc,4,2,2
SN2007jy-NUV.fits.gz,SN2007jy,2007-09-03,20h51m21.43s,0d23m57.8s,pre_post_disc,10,9,1
SN2007jz-FUV.fits.gz,SN2007jz,2007-09-05,1h23m56.01s,1d15m18s,pre_post_disc,7,2,5
SN2007jz-NUV.fits.gz,SN2007jz,2007-09-05,1h23m56.01s,1d15m18s,pre_post_disc,7,2,5
SN2007kb-NUV.fits.gz,SN2007kb,2007-09-13,20h52m24.72s,0d16m38.9s,pre_post_disc,12,11,1
SN2007kd-FUV.fits.gz,SN2007kd,2007-09-23,9h25m58.01s,34d37m59.3s,pre_post_disc,3,2,1
SN2007kd-NUV.fits.gz,SN2007kd,2007-09-23,9h25m58.01s,34d37m59.3s,pre_post_disc,6,4,2
SN2007kg-NUV.fits.gz,SN2007kg,2007-09-22,23h58m37.43s,60d59m06.7s,post_disc,4,0,4
SN2007kp-FUV.fits.gz,SN2007kp,2007-09-13,22h09m29.59s,0d44m16.4s,pre_post_disc,12,5,7
SN2007kp-NUV.fits.gz,SN2007kp,2007-09-13,22h09m29.59s,0d44m16.4s,pre_post_disc,45,6,39
SN2007kr-FUV.fits.gz,SN2007kr,2007-09-14,0h25m27.59s,-0d50m21.6s,pre_post_disc,6,2,4
SN2007kr-NUV.fits.gz,SN2007kr,2007-09-14,0h25m27.59s,-0d50m21.6s,pre_post_disc,6,2,4
SN2007kt-FUV.fits.gz,SN2007kt,2007-09-15,1h50m23.83s,1d10m20.5s,post_disc,4,0,4
SN2007kt-NUV.fits.gz,SN2007kt,2007-09-15,1h50m23.83s,1d10m20.5s,post_disc,8,0,8
SN2007ku-FUV.fits.gz,SN2007ku,2007-09-16,1h33m28.3s,0d31m28.6s,pre_post_disc,8,2,6
SN2007ku-NUV.fits.gz,SN2007ku,2007-09-16,1h33m28.3s,0d31m28.6s,pre_post_disc,8,2,6
SN2007kx-FUV.fits.gz,SN2007kx,2007-09-22,0h13m42.874s,0d39m08.38s,pre_post_disc,7,2,5
SN2007kx-NUV.fits.gz,SN2007kx,2007-09-22,0h13m42.874s,0d39m08.38s,pre_post_disc,7,2,5
SN2007la-NUV.fits.gz,SN2007la,2007-09-30,22h29m54.72s,1d03m30.49s,pre_post_disc,2,1,1
SN2007le-FUV.fits.gz,SN2007le,2007-10-13,23h38m48.45s,-6d31m21.7s,pre_post_disc,5,4,1
SN2007le-NUV.fits.gz,SN2007le,2007-10-13,23h38m48.45s,-6d31m21.7s,pre_post_disc,5,4,1
SN2007lf-FUV.fits.gz,SN2007lf,2007-09-03,0h16m45.46s,1d12m03.2s,pre_post_disc,7,2,5
SN2007lf-NUV.fits.gz,SN2007lf,2007-09-03,0h16m45.46s,1d12m03.2s,pre_post_disc,7,2,5
SN2007lg-FUV.fits.gz,SN2007lg,2007-09-22,0h46m03.93s,-0d00m38.9s,pre_post_disc,4,1,3
SN2007lg-NUV.fits.gz,SN2007lg,2007-09-22,0h46m03.93s,-0d00m38.9s,pre_post_disc,4,1,3
SN2007lh-FUV.fits.gz,SN2007lh,2007-09-22,1h08m52.02s,1d11m52.4s,pre_post_disc,4,2,2
SN2007lh-NUV.fits.gz,SN2007lh,2007-09-22,1h08m52.02s,1d11m52.4s,pre_post_disc,14,2,12
SN2007lk-FUV.fits.gz,SN2007lk,2007-10-03,1h57m50.15s,-0d23m53.5s,pre_post_disc,4,2,2
SN2007lk-NUV.fits.gz,SN2007lk,2007-10-03,1h57m50.15s,-0d23m53.5s,pre_post_disc,4,2,2
SN2007lm-FUV.fits.gz,SN2007lm,2007-10-03,3h13m40.44s,0d37m47.9s,pre_post_disc,4,1,3
SN2007lm-NUV.fits.gz,SN2007lm,2007-10-03,3h13m40.44s,0d37m47.9s,pre_post_disc,5,1,4
SN2007ln-FUV.fits.gz,SN2007ln,2007-10-03,3h40m43.21s,1d00m11s,pre_post_disc,2,1,1
SN2007ln-NUV.fits.gz,SN2007ln,2007-10-03,3h40m43.21s,1d00m11s,pre_post_disc,2,1,1
SN2007lo-NUV.fits.gz,SN2007lo,2007-10-03,22h35m56.16s,0d36m32.79s,pre_post_disc,2,1,1
SN2007lp-FUV.fits.gz,SN2007lp,2007-10-03,22h43m41.04s,0d25m13.84s,pre_post_disc,4,2,2
SN2007lp-NUV.fits.gz,SN2007lp,2007-10-03,22h43m41.04s,0d25m13.84s,pre_post_disc,5,2,3
SN2007lq-FUV.fits.gz,SN2007lq,2007-10-06,0h23m07.89s,0d58m58.9s,pre_post_disc,6,1,5
SN2007lq-NUV.fits.gz,SN2007lq,2007-10-06,0h23m07.89s,0d58m58.9s,pre_post_disc,6,1,5
SN2007lt-FUV.fits.gz,SN2007lt,2007-10-06,21h53m47.28s,0d00m54.1s,pre_post_disc,6,4,2
SN2007lt-NUV.fits.gz,SN2007lt,2007-10-06,21h53m47.28s,0d00m54.1s,pre_post_disc,6,4,2
SN2007lu-FUV.fits.gz,SN2007lu,2007-10-06,22h01m34.9s,-0d15m24.8s,pre_post_disc,5,2,3
SN2007lu-NUV.fits.gz,SN2007lu,2007-10-06,22h01m34.9s,-0d15m24.8s,pre_post_disc,6,2,4
SN2007lv-FUV.fits.gz,SN2007lv,2007-10-06,23h24m48s,0d56m40.38s,pre_post_disc,6,3,3
SN2007lv-NUV.fits.gz,SN2007lv,2007-10-06,23h24m48s,0d56m40.38s,pre_post_disc,12,3,9
SN2007ly-NUV.fits.gz,SN2007ly,2007-10-08,0h22m53.37s,0d46m33.5s,pre_post_disc,28,27,1
SN2007ma-FUV.fits.gz,SN2007ma,2007-10-08,0h44m53.77s,-0d59m48.9s,pre_post_disc,5,3,2
SN2007ma-NUV.fits.gz,SN2007ma,2007-10-08,0h44m53.77s,-0d59m48.9s,pre_post_disc,5,3,2
SN2007mc-FUV.fits.gz,SN2007mc,2007-10-08,1h07m25.7s,1d02m37.4s,pre_post_disc,5,3,2
SN2007mc-NUV.fits.gz,SN2007mc,2007-10-08,1h07m25.7s,1d02m37.4s,pre_post_disc,16,3,13
SN2007mg-FUV.fits.gz,SN2007mg,2007-10-08,3h06m33.83s,0d47m35.9s,post_disc,7,0,7
SN2007mg-NUV.fits.gz,SN2007mg,2007-10-08,3h06m33.83s,0d47m35.9s,post_disc,7,0,7
SN2007mh-FUV.fits.gz,SN2007mh,2007-10-08,3h14m32.088s,0d16m08.27s,pre_post_disc,4,1,3
SN2007mh-NUV.fits.gz,SN2007mh,2007-10-08,3h14m32.088s,0d16m08.27s,pre_post_disc,5,1,4
SN2007mi-FUV.fits.gz,SN2007mi,2007-10-08,3h23m31.365s,0d40m02.22s,pre_post_disc,3,1,2
SN2007mi-NUV.fits.gz,SN2007mi,2007-10-08,3h23m31.365s,0d40m02.22s,pre_post_disc,3,1,2
SN2007mj-FUV.fits.gz,SN2007mj,2007-10-08,3h34m44.52s,0d21m20.7s,post_disc,2,0,2
SN2007mj-NUV.fits.gz,SN2007mj,2007-10-08,3h34m44.52s,0d21m20.7s,post_disc,2,0,2
SN2007mn-FUV.fits.gz,SN2007mn,2007-10-09,2h05m03.96s,0d10m28.4s,post_disc,2,0,2
SN2007mn-NUV.fits.gz,SN2007mn,2007-10-09,2h05m03.96s,0d10m28.4s,post_disc,2,0,2
SN2007mo-FUV.fits.gz,SN2007mo,2007-10-09,22h11m33.85s,0d45m53.2s,pre_post_disc,16,9,7
SN2007mo-NUV.fits.gz,SN2007mo,2007-10-09,22h11m33.85s,0d45m53.2s,pre_post_disc,48,10,38
SN2007mp-FUV.fits.gz,SN2007mp,2007-10-12,21h16m35.63s,-0d46m11.6s,pre_post_disc,5,2,3
SN2007mp-NUV.fits.gz,SN2007mp,2007-10-12,21h16m35.63s,-0d46m11.6s,pre_post_disc,15,2,13
SN2007mu-FUV.fits.gz,SN2007mu,2007-09-22,0h12m18.56s,-0d04m38.3s,pre_post_disc,5,2,3
SN2007mu-NUV.fits.gz,SN2007mu,2007-09-22,0h12m18.56s,-0d04m38.3s,pre_post_disc,5,2,3
SN2007mv-FUV.fits.gz,SN2007mv,2007-09-22,0h35m37.668s,0d22m10.29s,pre_post_disc,6,4,2
SN2007mv-NUV.fits.gz,SN2007mv,2007-09-22,0h35m37.668s,0d22m10.29s,pre_post_disc,6,4,2
SN2007mw-FUV.fits.gz,SN2007mw,2007-10-03,23h03m02.64s,0d50m57.8s,pre_post_disc,3,2,1
SN2007mw-NUV.fits.gz,SN2007mw,2007-10-03,23h03m02.64s,0d50m57.8s,pre_post_disc,4,3,1
SN2007mx-FUV.fits.gz,SN2007mx,2007-10-06,21h14m10.8s,-0d17m46.5s,pre_post_disc,4,2,2
SN2007mx-NUV.fits.gz,SN2007mx,2007-10-06,21h14m10.8s,-0d17m46.5s,pre_post_disc,10,2,8
SN2007my-FUV.fits.gz,SN2007my,2007-10-06,21h55m32.16s,-0d22m18.5s,pre_post_disc,6,4,2
SN2007my-NUV.fits.gz,SN2007my,2007-10-06,21h55m32.16s,-0d22m18.5s,pre_post_disc,6,4,2
SN2007N-NUV.fits.gz,SN2007N,2007-01-21,12h49m01.25s,-9d27m10.2s,pre_post_disc,3,2,1
SN2007na-FUV.fits.gz,SN2007na,2007-10-06,22h13m32.88s,0d52m49.804s,pre_post_disc,15,7,8
SN2007na-NUV.fits.gz,SN2007na,2007-10-06,22h13m32.88s,0d52m49.804s,pre_post_disc,52,8,44
SN2007nb-FUV.fits.gz,SN2007nb,2007-10-06,23h25m30.06s,0d25m24.4s,pre_post_disc,83,80,3
SN2007nb-NUV.fits.gz,SN2007nb,2007-10-06,23h25m30.06s,0d25m24.4s,pre_post_disc,98,88,10
SN2007nd-FUV.fits.gz,SN2007nd,2007-10-08,0h40m18.81s,-1d02m14.5s,pre_post_disc,4,2,2
SN2007nd-NUV.fits.gz,SN2007nd,2007-10-08,0h40m18.81s,-1d02m14.5s,pre_post_disc,4,2,2
SN2007ne-FUV.fits.gz,SN2007ne,2007-10-08,0h54m02.21s,1d04m08s,pre_post_disc,6,1,5
SN2007ne-NUV.fits.gz,SN2007ne,2007-10-08,0h54m02.21s,1d04m08s,pre_post_disc,6,1,5
SN2007nf-FUV.fits.gz,SN2007nf,2007-10-08,1h03m26.6s,0d19m53.83s,pre_post_disc,4,2,2
SN2007nf-NUV.fits.gz,SN2007nf,2007-10-08,1h03m26.6s,0d19m53.83s,pre_post_disc,4,2,2
SN2007ni-FUV.fits.gz,SN2007ni,2007-10-09,2h05m50.496s,-0d19m57.27s,post_disc,2,0,2
SN2007ni-NUV.fits.gz,SN2007ni,2007-10-09,2h05m50.496s,-0d19m57.27s,post_disc,2,0,2
SN2007np-FUV.fits.gz,SN2007np,2007-10-10,1h58m49.66s,-2d26m27.5s,pre_post_disc,2,1,1
SN2007np-NUV.fits.gz,SN2007np,2007-10-10,1h58m49.66s,-2d26m27.5s,pre_post_disc,2,1,1
SN2007nt-FUV.fits.gz,SN2007nt,2007-10-03,3h06m43.8s,-0d45m14.5s,post_disc,5,0,5
SN2007nt-NUV.fits.gz,SN2007nt,2007-10-03,3h06m43.8s,-0d45m14.5s,post_disc,6,0,6
SN2007nz-FUV.fits.gz,SN2007nz,2007-10-08,3h25m11.352s,-0d06m22.59s,pre_post_disc,3,1,2
SN2007nz-NUV.fits.gz,SN2007nz,2007-10-08,3h25m11.352s,-0d06m22.59s,pre_post_disc,3,1,2
SN2007O-FUV.fits.gz,SN2007O,2007-01-21,14h56m05.18s,45d24m16.9s,post_disc,2,0,2
SN2007O-NUV.fits.gz,SN2007O,2007-01-21,14h56m05.18s,45d24m16.9s,post_disc,2,0,2
SN2007oa-FUV.fits.gz,SN2007oa,2007-10-09,22h13m51.36s,-0d55m13.0188s,pre_post_disc,12,6,6
SN2007oa-NUV.fits.gz,SN2007oa,2007-10-09,22h13m51.36s,-0d55m13.0188s,pre_post_disc,49,7,42
SN2007oi-FUV.fits.gz,SN2007oi,2007-10-13,0h21m17.87s,1d04m28.3s,pre_post_disc,4,3,1
SN2007oi-NUV.fits.gz,SN2007oi,2007-10-13,0h21m17.87s,1d04m28.3s,pre_post_disc,4,3,1
SN2007oj-FUV.fits.gz,SN2007oj,2007-10-15,23h51m37.92s,0d16m47.38s,pre_post_disc,7,5,2
SN2007oj-NUV.fits.gz,SN2007oj,2007-10-15,23h51m37.92s,0d16m47.38s,pre_post_disc,7,5,2
SN2007ol-FUV.fits.gz,SN2007ol,2007-10-29,1h37m23.78s,-0d18m42.1s,pre_post_disc,5,4,1
SN2007ol-NUV.fits.gz,SN2007ol,2007-10-29,1h37m23.78s,-0d18m42.1s,pre_post_disc,5,4,1
SN2007om-FUV.fits.gz,SN2007om,2007-10-30,23h54m20.72s,-0d55m02.1s,pre_post_disc,6,4,2
SN2007om-NUV.fits.gz,SN2007om,2007-10-30,23h54m20.72s,-0d55m02.1s,pre_post_disc,6,4,2
SN2007on-FUV.fits.gz,SN2007on,2007-11-05,3h38m50.9s,-35d34m30s,pre_post_disc,40,36,4
SN2007on-NUV.fits.gz,SN2007on,2007-11-05,3h38m50.9s,-35d34m30s,pre_post_disc,50,38,12
SN2007oo-NUV.fits.gz,SN2007oo,2007-11-06,23h22m19.5s,50d09m20s,post_disc,2,0,2
SN2007oq-FUV.fits.gz,SN2007oq,2007-10-06,21h42m30.75s,0d59m04.6s,pre_post_disc,3,2,1
SN2007oq-NUV.fits.gz,SN2007oq,2007-10-06,21h42m30.75s,0d59m04.6s,pre_post_disc,3,2,1
SN2007or-FUV.fits.gz,SN2007or,2007-10-09,1h42m38.34s,1d01m49.6s,pre_post_disc,3,1,2
SN2007or-NUV.fits.gz,SN2007or,2007-10-09,1h42m38.34s,1d01m49.6s,pre_post_disc,4,1,3
SN2007ot-FUV.fits.gz,SN2007ot,2007-10-12,0h35m36.775s,-0d13m57.36s,pre_post_disc,6,5,1
SN2007ot-NUV.fits.gz,SN2007ot,2007-10-12,0h35m36.775s,-0d13m57.36s,pre_post_disc,6,5,1
SN2007ou-FUV.fits.gz,SN2007ou,2007-10-12,2h23m42.618s,-0d49m35.68s,post_disc,2,0,2
SN2007ou-NUV.fits.gz,SN2007ou,2007-10-12,2h23m42.618s,-0d49m35.68s,post_disc,2,0,2
SN2007ox-NUV.fits.gz,SN2007ox,2007-10-13,22h46m58.08s,-0d04m18.5s,pre_post_disc,6,5,1
SN2007oy-FUV.fits.gz,SN2007oy,2007-10-15,23h17m55.44s,1d13m25.1s,pre_post_disc,3,2,1
SN2007oy-NUV.fits.gz,SN2007oy,2007-10-15,23h17m55.44s,1d13m25.1s,pre_post_disc,7,2,5
SN2007oz-FUV.fits.gz,SN2007oz,2007-10-15,23h57m16.57s,0d14m57.7s,pre_post_disc,3,2,1
SN2007oz-NUV.fits.gz,SN2007oz,2007-10-15,23h57m16.57s,0d14m57.7s,pre_post_disc,3,2,1
SN2007pa-FUV.fits.gz,SN2007pa,2007-10-19,21h01m34.56s,-0d16m07.56s,post_disc,3,0,3
SN2007pa-NUV.fits.gz,SN2007pa,2007-10-19,21h01m34.56s,-0d16m07.56s,post_disc,3,0,3
SN2007pb-FUV.fits.gz,SN2007pb,2007-10-19,23h48m25s,-1d11m06s,pre_post_disc,5,4,1
SN2007pb-NUV.fits.gz,SN2007pb,2007-10-19,23h48m25s,-1d11m06s,pre_post_disc,5,4,1
SN2007pc-FUV.fits.gz,SN2007pc,2007-10-20,21h15m49.47s,0d39m05s,pre_post_disc,4,3,1
SN2007pc-NUV.fits.gz,SN2007pc,2007-10-20,21h15m49.47s,0d39m05s,pre_post_disc,4,3,1
SN2007pe-FUV.fits.gz,SN2007pe,2007-10-21,2h21m03.96s,0d29m47.5s,pre_post_disc,2,1,1
SN2007pe-NUV.fits.gz,SN2007pe,2007-10-21,2h21m03.96s,0d29m47.5s,pre_post_disc,2,1,1
SN2007pf-FUV.fits.gz,SN2007pf,2007-10-29,22h11m43.2s,0d34m45.68s,pre_post_disc,10,4,6
SN2007pf-NUV.fits.gz,SN2007pf,2007-10-29,22h11m43.2s,0d34m45.68s,pre_post_disc,42,5,37
SN2007pi-FUV.fits.gz,SN2007pi,2007-10-30,22h46m49.28s,0d45m20.9s,pre_post_disc,5,4,1
SN2007pi-NUV.fits.gz,SN2007pi,2007-10-30,22h46m49.28s,0d45m20.9s,pre_post_disc,5,4,1
SN2007pj-FUV.fits.gz,SN2007pj,2007-10-31,23h49m10.7s,0d47m52.4s,pre_post_disc,9,7,2
SN2007pj-NUV.fits.gz,SN2007pj,2007-10-31,23h49m10.7s,0d47m52.4s,pre_post_disc,9,7,2
SN2007pp-FUV.fits.gz,SN2007pp,2007-10-15,3h11m01.16s,0d21m24.3s,post_disc,7,0,7
SN2007pp-NUV.fits.gz,SN2007pp,2007-10-15,3h11m01.16s,0d21m24.3s,post_disc,7,0,7
SN2007pq-FUV.fits.gz,SN2007pq,2007-10-15,22h37m13.94s,0d44m10.8s,pre_post_disc,2,1,1
SN2007pq-NUV.fits.gz,SN2007pq,2007-10-15,22h37m13.94s,0d44m10.8s,pre_post_disc,3,1,2
SN2007pr-FUV.fits.gz,SN2007pr,2007-10-20,23h06m13.03s,0d19m44.3s,pre_post_disc,5,4,1
SN2007pr-NUV.fits.gz,SN2007pr,2007-10-20,23h06m13.03s,0d19m44.3s,pre_post_disc,6,5,1
SN2007ps-FUV.fits.gz,SN2007ps,2007-10-21,2h19m13.44s,-0d23m04.4s,pre_post_disc,2,1,1
SN2007ps-NUV.fits.gz,SN2007ps,2007-10-21,2h19m13.44s,-0d23m04.4s,pre_post_disc,2,1,1
SN2007pt-FUV.fits.gz,SN2007pt,2007-10-29,2h07m38.372s,-0d19m26.27s,pre_post_disc,6,2,4
SN2007pt-NUV.fits.gz,SN2007pt,2007-10-29,2h07m38.372s,-0d19m26.27s,pre_post_disc,6,2,4
SN2007pu-NUV.fits.gz,SN2007pu,2007-10-29,22h45m58.32s,-0d38m55.99s,pre_post_disc,10,7,3
SN2007px-FUV.fits.gz,SN2007px,2007-11-02,0h22m43.96s,-0d28m46s,pre_post_disc,10,7,3
SN2007px-NUV.fits.gz,SN2007px,2007-11-02,0h22m43.96s,-0d28m46s,pre_post_disc,10,7,3
SN2007py-FUV.fits.gz,SN2007py,2007-11-04,3h29m31.51s,0d31m00.6s,pre_post_disc,3,1,2
SN2007py-NUV.fits.gz,SN2007py,2007-11-04,3h29m31.51s,0d31m00.6s,pre_post_disc,4,1,3
SN2007pz-FUV.fits.gz,SN2007pz,2007-11-04,3h30m25.176s,1d00m33.984s,pre_post_disc,6,4,2
SN2007pz-NUV.fits.gz,SN2007pz,2007-11-04,3h30m25.176s,1d00m33.984s,pre_post_disc,6,4,2
SN2007qa-FUV.fits.gz,SN2007qa,2007-11-05,1h52m34.14s,1d14m39.02s,pre_post_disc,12,3,9
SN2007qa-NUV.fits.gz,SN2007qa,2007-11-05,1h52m34.14s,1d14m39.02s,pre_post_disc,22,3,19
SN2007qd-FUV.fits.gz,SN2007qd,2007-10-31,2h09m33.552s,-1d00m02.232s,pre_post_disc,5,3,2
SN2007qd-NUV.fits.gz,SN2007qd,2007-10-31,2h09m33.552s,-1d00m02.232s,pre_post_disc,5,3,2
SN2007qe-FUV.fits.gz,SN2007qe,2007-11-13,23h54m12.98s,27d24m33s,pre_post_disc,3,2,1
SN2007qe-NUV.fits.gz,SN2007qe,2007-11-13,23h54m12.98s,27d24m33s,pre_post_disc,3,2,1
SN2007qf-FUV.fits.gz,SN2007qf,2007-10-21,22h15m02.88s,-0d20m30.23s,pre_post_disc,12,2,10
SN2007qf-NUV.fits.gz,SN2007qf,2007-10-21,22h15m02.88s,-0d20m30.23s,pre_post_disc,81,2,79
SN2007qg-FUV.fits.gz,SN2007qg,2007-10-23,1h32m01.97s,-0d25m47s,pre_post_disc,4,3,1
SN2007qg-NUV.fits.gz,SN2007qg,2007-10-23,1h32m01.97s,-0d25m47s,pre_post_disc,4,3,1
SN2007qi-FUV.fits.gz,SN2007qi,2007-10-30,23h16m28.8s,-0d05m56.1s,pre_post_disc,9,2,7
SN2007qi-NUV.fits.gz,SN2007qi,2007-10-30,23h16m28.8s,-0d05m56.1s,pre_post_disc,14,2,12
SN2007qk-FUV.fits.gz,SN2007qk,2007-10-31,21h03m14.16s,0d27m26.464s,pre_post_disc,9,6,3
SN2007qk-NUV.fits.gz,SN2007qk,2007-10-31,21h03m14.16s,0d27m26.464s,pre_post_disc,14,7,7
SN2007ql-FUV.fits.gz,SN2007ql,2007-10-31,21h29m43.66s,0d26m40.6s,pre_post_disc,180,111,69
SN2007ql-NUV.fits.gz,SN2007ql,2007-10-31,21h29m43.66s,0d26m40.6s,pre_post_disc,376,210,166
SN2007qo-FUV.fits.gz,SN2007qo,2007-11-01,1h43m01.58s,-0d56m42.7s,pre_post_disc,4,3,1
SN2007qo-NUV.fits.gz,SN2007qo,2007-11-01,1h43m01.58s,-0d56m42.7s,pre_post_disc,4,3,1
SN2007qr-FUV.fits.gz,SN2007qr,2007-11-04,2h52m29.23s,-1d08m22.2s,pre_post_disc,4,1,3
SN2007qr-NUV.fits.gz,SN2007qr,2007-11-04,2h52m29.23s,-1d08m22.2s,pre_post_disc,5,1,4
SN2007qt-FUV.fits.gz,SN2007qt,2007-11-04,3h29m25.416s,-0d38m46.7484s,pre_post_disc,5,1,4
SN2007qt-NUV.fits.gz,SN2007qt,2007-11-04,3h29m25.416s,-0d38m46.7484s,pre_post_disc,6,1,5
SN2007qu-NUV.fits.gz,SN2007qu,2007-11-04,22h32m32.82s,0d51m32.7s,pre_post_disc,2,1,1
SN2007qz-FUV.fits.gz,SN2007qz,2007-11-05,21h00m02.77s,0d49m39.3s,pre_post_disc,9,6,3
SN2007qz-NUV.fits.gz,SN2007qz,2007-11-05,21h00m02.77s,0d49m39.3s,pre_post_disc,11,7,4
SN2007R-FUV.fits.gz,SN2007R,2007-01-26,7h46m37.53s,44d47m22.1s,pre_post_disc,2,1,1
SN2007R-NUV.fits.gz,SN2007R,2007-01-26,7h46m37.53s,44d47m22.1s,pre_post_disc,3,1,2
SN2007ra-FUV.fits.gz,SN2007ra,2007-11-12,23h34m24s,-0d53m25.2s,pre_post_disc,13,8,5
SN2007ra-NUV.fits.gz,SN2007ra,2007-11-12,23h34m24s,-0d53m25.2s,pre_post_disc,18,8,10
SN2007re-FUV.fits.gz,SN2007re,2007-10-30,21h17m35.04s,-0d31m26.28s,pre_post_disc,3,2,1
SN2007re-NUV.fits.gz,SN2007re,2007-10-30,21h17m35.04s,-0d31m26.28s,pre_post_disc,8,2,6
SN2007rf-FUV.fits.gz,SN2007rf,2007-10-30,21h55m30.96s,0d48m54.3s,pre_post_disc,6,4,2
SN2007rf-NUV.fits.gz,SN2007rf,2007-10-30,21h55m30.96s,0d48m54.3s,pre_post_disc,6,4,2
SN2007rg-FUV.fits.gz,SN2007rg,2007-10-31,20h51m20.27s,1d01m08s,pre_post_disc,5,3,2
SN2007rg-NUV.fits.gz,SN2007rg,2007-10-31,20h51m20.27s,1d01m08s,pre_post_disc,7,3,4
SN2007ri-FUV.fits.gz,SN2007ri,2007-11-02,1h06m52.28s,1d09m14.2s,pre_post_disc,7,6,1
SN2007ri-NUV.fits.gz,SN2007ri,2007-11-02,1h06m52.28s,1d09m14.2s,pre_post_disc,18,6,12
SN2007rj-FUV.fits.gz,SN2007rj,2007-11-02,1h53m58.86s,-0d05m33.6s,pre_post_disc,4,2,2
SN2007rj-NUV.fits.gz,SN2007rj,2007-11-02,1h53m58.86s,-0d05m33.6s,pre_post_disc,14,2,12
SN2007rm-FUV.fits.gz,SN2007rm,2007-11-04,2h21m45.096s,0d51m52.07s,pre_post_disc,5,1,4
SN2007rm-NUV.fits.gz,SN2007rm,2007-11-04,2h21m45.096s,0d51m52.07s,pre_post_disc,5,1,4
SN2007ro-FUV.fits.gz,SN2007ro,2007-11-05,1h44m28.97s,0d13m47s,pre_post_disc,3,2,1
SN2007ro-NUV.fits.gz,SN2007ro,2007-11-05,1h44m28.97s,0d13m47s,pre_post_disc,3,2,1
SN2007rv-FUV.fits.gz,SN2007rv,2007-11-07,1h49m52.86s,-27d28m04.1s,pre_post_disc,3,2,1
SN2007rv-NUV.fits.gz,SN2007rv,2007-11-07,1h49m52.86s,-27d28m04.1s,pre_post_disc,3,2,1
SN2007S-NUV.fits.gz,SN2007S,2007-01-29,10h00m31.26s,4d24m26.2s,pre_post_disc,5,4,1
SN2007sb-FUV.fits.gz,SN2007sb,2007-10-11,0h41m23.69s,0d24m42.4s,pre_post_disc,5,3,2
SN2007sb-NUV.fits.gz,SN2007sb,2007-10-11,0h41m23.69s,0d24m42.4s,pre_post_disc,5,3,2
SN2007sc-FUV.fits.gz,SN2007sc,2007-11-11,2h15m11.88s,0d32m09.258s,pre_post_disc,6,2,4
SN2007sc-NUV.fits.gz,SN2007sc,2007-11-11,2h15m11.88s,0d32m09.258s,pre_post_disc,6,2,4
SN2007si-FUV.fits.gz,SN2007si,2007-11-12,1h59m51.288s,1d12m59.84s,post_disc,2,0,2
SN2007si-NUV.fits.gz,SN2007si,2007-11-12,1h59m51.288s,1d12m59.84s,post_disc,2,0,2
SN2007sl-FUV.fits.gz,SN2007sl,2007-11-17,21h13m42.82s,-0d50m16s,pre_post_disc,6,2,4
SN2007sl-NUV.fits.gz,SN2007sl,2007-11-17,21h13m42.82s,-0d50m16s,pre_post_disc,17,2,15
SN2007sr-NUV.fits.gz,SN2007sr,2007-12-18,12h01m52.8s,-18d58m21.7s,pre_post_disc,6,5,1
