File,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
ASASSN-14lp-FUV.fits.gz,2014-12-09,12h45m09.1s,-0d27m32.4s,pre_disc,7,7,0
ASASSN-14lp-NUV.fits.gz,2014-12-09,12h45m09.1s,-0d27m32.4s,pre_disc,7,7,0
ASASSN-14lq-FUV.fits.gz,2014-12-09,22h57m19.41s,-20d58m00.8s,pre_disc,2,2,0
ASASSN-14lq-NUV.fits.gz,2014-12-09,22h57m19.41s,-20d58m00.8s,pre_disc,4,4,0
ASASSN-14lt-FUV.fits.gz,2014-12-11,3h11m02.54s,-13d06m38.76s,pre_disc,6,6,0
ASASSN-14lt-NUV.fits.gz,2014-12-11,3h11m02.54s,-13d06m38.76s,pre_disc,6,6,0
ASASSN-14lu-FUV.fits.gz,2014-12-09,14h10m39.52s,-2d40m56s,pre_disc,2,2,0
ASASSN-14lu-NUV.fits.gz,2014-12-09,14h10m39.52s,-2d40m56s,pre_disc,2,2,0
ASASSN-14lv-FUV.fits.gz,2014-12-12,23h32m07.37s,-41d16m11.76s,pre_disc,2,2,0
ASASSN-14lv-NUV.fits.gz,2014-12-12,23h32m07.37s,-41d16m11.76s,pre_disc,2,2,0
ASASSN-14lw-FUV.fits.gz,2014-12-12,1h06m49.17s,-46d58m59.96s,pre_disc,2,2,0
ASASSN-14lw-NUV.fits.gz,2014-12-12,1h06m49.17s,-46d58m59.96s,pre_disc,2,2,0
ASASSN-14mu-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ASASSN-14mu-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ASASSN-14mw-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ASASSN-14mw-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
AT2014gd-NUV.fits.gz,2014-11-06,1h13m30.63s,49d36m34.9s,single,1,1,0
B0509-67.5-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
B0548-704-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
Caleb-FUV.fits.gz,2005-12-12,14h32m28.748s,33d32m10.05s,post_disc,2,0,2
Caleb-NUV.fits.gz,2005-12-12,14h32m28.748s,33d32m10.05s,pre_post_disc,39,13,26
Cayanne-FUV.fits.gz,2004-08-27,12h37m27.11s,62d12m07.68s,pre_post_disc,82,44,38
Cayanne-NUV.fits.gz,2004-08-27,12h37m27.11s,62d12m07.68s,pre_post_disc,131,77,54
CSS091127_094447+083137-FUV.fits.gz,2009-11-27,9h44m47.1s,8d31m37s,single,1,1,0
CSS091127_094447+083137-NUV.fits.gz,2009-11-27,9h44m47.1s,8d31m37s,pre_post_disc,3,1,2
CSS100912_223118+010516-FUV.fits.gz,2010-09-12,22h31m18.33s,1d05m16s,single,1,1,0
CSS100912_223118+010516-NUV.fits.gz,2010-09-12,22h31m18.33s,1d05m16s,pre_post_disc,2,1,1
CSS110701_014408+124812-FUV.fits.gz,2011-07-01,1h44m07.99s,12d48m12.1s,pre_disc,3,3,0
CSS110701_014408+124812-NUV.fits.gz,2011-07-01,1h44m07.99s,12d48m12.1s,pre_disc,3,3,0
CSS110701_014551+143502-NUV.fits.gz,2011-07-01,1h45m50.5s,14d35m00s,single,1,0,1
CSS120415_110518-083453-FUV.fits.gz,2012-04-15,11h05m18.02s,-8d34m53s,pre_disc,2,2,0
CSS120415_170824+030104-FUV.fits.gz,2012-04-15,17h08m24.35s,3d01m03.5s,single,1,1,0
CSS120415_170824+030104-NUV.fits.gz,2012-04-15,17h08m24.35s,3d01m03.5s,pre_disc,3,3,0
CSS120416_091631+075020-FUV.fits.gz,2012-04-16,9h16m30.57s,7d50m20.2s,pre_disc,8,8,0
CSS120416_091631+075020-NUV.fits.gz,2012-04-16,9h16m30.57s,7d50m20.2s,pre_disc,10,10,0
CSS120418_113531+054254-NUV.fits.gz,2012-04-18,11h35m31.02s,5d42m54.1s,single,1,1,0
CSS120917_164704+231612-FUV.fits.gz,2012-09-17,16h47m03.95s,23d16m11.6s,pre_disc,2,2,0
CSS120917_164704+231612-NUV.fits.gz,2012-09-17,16h47m03.95s,23d16m11.6s,pre_disc,3,3,0
CSS120925_003040+123156-FUV.fits.gz,2012-09-25,0h30m40.47s,12d31m56.4s,pre_disc,3,3,0
CSS120925_003040+123156-NUV.fits.gz,2012-09-25,0h30m40.47s,12d31m56.4s,pre_disc,3,3,0
CSS120926_171458+344754-FUV.fits.gz,2012-09-26,17h14m57.76s,34d47m53.8s,pre_disc,2,2,0
CSS120926_171458+344754-NUV.fits.gz,2012-09-26,17h14m57.76s,34d47m53.8s,pre_disc,2,2,0
CSS121005_212556+122328-NUV.fits.gz,2012-10-05,21h25m55.86s,12d23m27.8s,pre_disc,10,10,0
CSS121006_232854+085452-FUV.fits.gz,2012-10-06,23h28m54.48s,8d54m51.6s,pre_disc,3,3,0
CSS121006_232854+085452-NUV.fits.gz,2012-10-06,23h28m54.48s,8d54m51.6s,pre_disc,4,4,0
CSS121008_014245+213928-FUV.fits.gz,2012-10-08,1h42m44.76s,21d39m28.4s,pre_disc,2,2,0
CSS121008_014245+213928-NUV.fits.gz,2012-10-08,1h42m44.76s,21d39m28.4s,pre_disc,2,2,0
CSS121009_011101-172841-FUV.fits.gz,2012-10-09,1h11m01s,-17d28m41s,pre_disc,2,2,0
CSS121009_011101-172841-NUV.fits.gz,2012-10-09,1h11m01s,-17d28m41s,pre_disc,2,2,0
CSS121011_163803+372814-NUV.fits.gz,2012-10-11,16h38m03s,37d28m14s,single,1,1,0
CSS121014_233045-124838-FUV.fits.gz,2012-10-14,23h30m45s,-12d48m38s,pre_disc,4,4,0
CSS121014_233045-124838-NUV.fits.gz,2012-10-14,23h30m45s,-12d48m38s,pre_disc,4,4,0
CSS121106_003304+312335-FUV.fits.gz,2012-11-06,0h33m03.8s,31d23m35.3s,single,1,1,0
CSS121106_003304+312335-NUV.fits.gz,2012-11-06,0h33m03.8s,31d23m35.3s,single,1,1,0
CSS121112_002624+163027-FUV.fits.gz,2012-11-12,0h26m23.86s,16d30m27.4s,pre_disc,2,2,0
CSS121112_002624+163027-NUV.fits.gz,2012-11-12,0h26m23.86s,16d30m27.4s,pre_disc,2,2,0
CSS121114_090202+101800-FUV.fits.gz,2012-11-14,9h02m02.34s,10d18m00.1s,pre_disc,4,4,0
CSS121114_090202+101800-NUV.fits.gz,2012-11-14,9h02m02.34s,10d18m00.1s,pre_disc,4,4,0
CSS121212_025025+070218-FUV.fits.gz,2012-12-12,2h50m25s,7d02m18s,single,1,1,0
CSS121212_025025+070218-NUV.fits.gz,2012-12-12,2h50m25s,7d02m18s,single,1,1,0
CSS130218_092354+385837-FUV.fits.gz,2013-02-18,9h23m53.52s,38d58m36.8s,pre_disc,2,2,0
CSS130218_092354+385837-NUV.fits.gz,2013-02-18,9h23m53.52s,38d58m36.8s,pre_disc,3,3,0
CSS130315_131135-042408-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
CSS130315_131135-042408-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
CSS130317_082848+293031-FUV.fits.gz,2013-03-17,8h28m47.78s,29d30m30.8s,pre_disc,2,2,0
CSS130317_082848+293031-NUV.fits.gz,2013-03-17,8h28m47.78s,29d30m30.8s,pre_disc,2,2,0
CSS130413_130441+315257-FUV.fits.gz,2013-04-13,13h04m41.07s,31d52m56.6s,pre_disc,2,2,0
CSS130413_130441+315257-NUV.fits.gz,2013-04-13,13h04m41.07s,31d52m56.6s,pre_disc,2,2,0
CSS130421_145636+174410-FUV.fits.gz,2013-04-10,14h56m35.87s,17d44m12.6s,single,1,1,0
CSS130421_145636+174410-NUV.fits.gz,2013-04-10,14h56m35.87s,17d44m12.6s,single,1,1,0
CSS130502_102512+302715-FUV.fits.gz,2013-05-02,10h25m12.31s,30d27m14.5s,pre_disc,4,4,0
CSS130502_102512+302715-NUV.fits.gz,2013-05-02,10h25m12.31s,30d27m14.5s,pre_disc,4,4,0
CSS130502_114010+300146-FUV.fits.gz,2013-05-02,11h40m10.06s,30d01m45.7s,single,1,1,0
CSS130502_114010+300146-NUV.fits.gz,2013-05-02,11h40m10.06s,30d01m45.7s,single,1,1,0
CSS130502_114010+3001461-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
CSS130502_114010+3001461-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
CSS130502_115738+333229-FUV.fits.gz,2013-05-02,11h57m37.57s,33d32m28.9s,single,1,1,0
CSS130502_115738+333229-NUV.fits.gz,2013-05-02,11h57m37.57s,33d32m28.9s,single,1,1,0
CSS130509_165032+494344-FUV.fits.gz,2013-05-09,16h50m31.97s,49d43m44s,pre_disc,2,2,0
CSS130509_165032+494344-NUV.fits.gz,2013-05-09,16h50m31.97s,49d43m44s,pre_disc,2,2,0
CSS130512_144703+034951-FUV.fits.gz,2013-05-12,14h47m02.96s,3d49m50.7s,pre_disc,3,3,0
CSS130512_144703+034951-NUV.fits.gz,2013-05-12,14h47m02.96s,3d49m50.7s,pre_disc,3,3,0
CSS130905_015812-041446-FUV.fits.gz,2013-09-05,1h58m12.36s,-4d14m46.1s,pre_disc,2,2,0
CSS130905_015812-041446-NUV.fits.gz,2013-09-05,1h58m12.36s,-4d14m46.1s,pre_disc,3,3,0
CSS130913_013913-025241-FUV.fits.gz,2013-09-14,1h39m13.01s,-2d52m40.6s,single,1,1,0
CSS130913_013913-025241-NUV.fits.gz,2013-09-14,1h39m13.01s,-2d52m40.6s,single,1,1,0
CSS130924_004234+151746-FUV.fits.gz,2013-09-24,0h42m33.82s,15d17m45.8s,pre_disc,2,2,0
CSS130924_004234+151746-NUV.fits.gz,2013-09-24,0h42m33.82s,15d17m45.8s,pre_disc,2,2,0
CSS130925_225818-090644-FUV.fits.gz,2013-09-25,22h58m17.85s,-9d06m44.5s,single,1,1,0
CSS130925_225818-090644-NUV.fits.gz,2013-09-25,22h58m17.85s,-9d06m44.5s,pre_disc,2,2,0
CSS130930_020518+000556-FUV.fits.gz,2013-09-28,2h05m17.91s,0d05m55.6s,pre_disc,2,2,0
CSS130930_020518+000556-NUV.fits.gz,2013-09-28,2h05m17.91s,0d05m55.6s,pre_disc,2,2,0
CSS131003_030909-113532-FUV.fits.gz,2013-10-03,3h09m09.09s,-11d35m31.5s,pre_disc,4,4,0
CSS131003_030909-113532-NUV.fits.gz,2013-10-03,3h09m09.09s,-11d35m31.5s,pre_disc,4,4,0
CSS131004_231555+224932-FUV.fits.gz,2013-10-05,23h15m54.63s,22d49m32.1s,pre_disc,2,2,0
CSS131004_231555+224932-NUV.fits.gz,2013-10-05,23h15m54.63s,22d49m32.1s,pre_disc,3,3,0
CSS131023_221244+014803-FUV.fits.gz,2013-10-23,22h12m43.79s,1d48m03.3s,pre_disc,2,2,0
CSS131023_221244+014803-NUV.fits.gz,2013-10-23,22h12m43.79s,1d48m03.3s,pre_disc,4,4,0
CSS131031_095508+064831-FUV.fits.gz,2013-10-31,9h55m08.22s,6d48m31.4s,pre_disc,4,4,0
CSS131031_095508+064831-NUV.fits.gz,2013-10-31,9h55m08.22s,6d48m31.4s,pre_disc,4,4,0
CSS131210_043252+304855-FUV.fits.gz,2013-12-10,4h32m52.39s,30d48m54.7s,pre_disc,4,4,0
CSS131210_043252+304855-NUV.fits.gz,2013-12-10,4h32m52.39s,30d48m54.7s,pre_disc,4,4,0
CSS131224_020446-000718-FUV.fits.gz,2013-12-24,2h04m46.41s,-0d07m18.4s,pre_disc,2,2,0
CSS131224_020446-000718-NUV.fits.gz,2013-12-24,2h04m46.41s,-0d07m18.4s,pre_disc,2,2,0
CSS131225_030144-092044-FUV.fits.gz,2013-12-25,3h01m44.32s,-9d20m43.5s,pre_disc,5,5,0
CSS131225_030144-092044-NUV.fits.gz,2013-12-25,3h01m44.32s,-9d20m43.5s,pre_disc,5,5,0
CSS140103_082332+283814-FUV.fits.gz,2014-01-03,8h23m32.1s,28d38m14s,pre_disc,2,2,0
CSS140103_082332+283814-NUV.fits.gz,2014-01-03,8h23m32.1s,28d38m14s,pre_disc,3,3,0
CSS140103_130555+112833-FUV.fits.gz,2014-01-03,13h05m54.94s,11d28m32.8s,single,1,1,0
CSS140103_130555+112833-NUV.fits.gz,2014-01-03,13h05m54.94s,11d28m32.8s,pre_disc,3,3,0
CSS140104_002811-041606-FUV.fits.gz,2014-01-04,0h28m10.9s,-4d16m06.2s,pre_disc,2,2,0
CSS140104_002811-041606-NUV.fits.gz,2014-01-04,0h28m10.9s,-4d16m06.2s,pre_disc,2,2,0
CSS140109_095728+274221-FUV.fits.gz,2014-01-10,9h57m28.35s,27d42m21s,pre_disc,2,2,0
CSS140109_095728+274221-NUV.fits.gz,2014-01-10,9h57m28.35s,27d42m21s,pre_disc,2,2,0
CSS140123_093027+411345-FUV.fits.gz,2014-01-23,9h30m27.32s,41d13m45.4s,pre_disc,2,2,0
CSS140123_093027+411345-NUV.fits.gz,2014-01-23,9h30m27.32s,41d13m45.4s,pre_disc,4,4,0
CSS140123_104818+204751-FUV.fits.gz,2014-01-23,10h48m17.66s,20d47m51.2s,pre_disc,2,2,0
CSS140123_104818+204751-NUV.fits.gz,2014-01-23,10h48m17.66s,20d47m51.2s,pre_disc,4,4,0
CSS140123_111719+361025-FUV.fits.gz,2014-01-23,11h17m18.76s,36d10m24.5s,single,1,1,0
CSS140123_111719+361025-NUV.fits.gz,2014-01-23,11h17m18.76s,36d10m24.5s,single,1,1,0
CSS140128_110457+300122-FUV.fits.gz,2014-01-14,11h04m57.1s,30d01m22s,single,1,1,0
CSS140128_110457+300122-NUV.fits.gz,2014-01-14,11h04m57.1s,30d01m22s,single,1,1,0
CSS140204_092250+292926-FUV.fits.gz,2014-02-06,9h22m49.75s,29d29m25.7s,pre_disc,2,2,0
CSS140204_092250+292926-NUV.fits.gz,2014-02-06,9h22m49.75s,29d29m25.7s,pre_disc,13,13,0
CSS140305_104323+013442-FUV.fits.gz,2014-03-05,10h43m23.11s,1d34m42.2s,pre_disc,4,4,0
CSS140305_104323+013442-NUV.fits.gz,2014-03-05,10h43m23.11s,1d34m42.2s,pre_disc,8,8,0
CSS140424_123226+154840-FUV.fits.gz,2014-04-24,12h32m25.66s,15d48m39.5s,pre_disc,2,2,0
CSS140424_123226+154840-NUV.fits.gz,2014-04-24,12h32m25.66s,15d48m39.5s,pre_disc,2,2,0
CSS140426_171938-010130-FUV.fits.gz,2014-04-28,17h19m38.28s,-1d01m30s,single,1,1,0
CSS140426_171938-010130-NUV.fits.gz,2014-04-28,17h19m38.28s,-1d01m30s,pre_disc,3,3,0
CSS140427_222246+192845-FUV.fits.gz,2014-04-29,22h22m46.07s,19d28m45.4s,pre_disc,2,2,0
CSS140427_222246+192845-NUV.fits.gz,2014-04-29,22h22m46.07s,19d28m45.4s,pre_disc,2,2,0
CSS140509_161445+023534-FUV.fits.gz,2014-05-09,16h14m45s,2d35m34s,single,1,1,0
CSS140509_161445+023534-NUV.fits.gz,2014-05-09,16h14m45s,2d35m34s,single,1,1,0
CSS140628_233025+060302-FUV.fits.gz,2014-06-29,23h30m25s,6d03m02s,pre_disc,2,2,0
CSS140628_233025+060302-NUV.fits.gz,2014-06-29,23h30m25s,6d03m02s,pre_disc,2,2,0
CSS140831_012531+070251-FUV.fits.gz,2014-09-02,1h25m31s,7d02m51s,pre_disc,5,5,0
CSS140831_012531+070251-NUV.fits.gz,2014-09-02,1h25m31s,7d02m51s,pre_disc,5,5,0
CSS140914_010107-101840-FUV.fits.gz,2014-09-14,1h01m07.04s,-10d18m39.9s,pre_disc,2,2,0
CSS140914_010107-101840-NUV.fits.gz,2014-09-14,1h01m07.04s,-10d18m39.9s,pre_disc,2,2,0
CSS140925_011731+054106-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
CSS140925_011731+054106-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
CSS141117_030348+002415-FUV.fits.gz,2014-11-17,3h03m47.59s,0d24m14.6s,pre_disc,5,5,0
CSS141117_030348+002415-NUV.fits.gz,2014-11-17,3h03m47.59s,0d24m14.6s,pre_disc,5,5,0
DEM_L71-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
DES12C1a-FUV.fits.gz,2012-12-07,3h38m54.5s,-27d32m28.2s,pre_disc,24,24,0
DES12C1a-NUV.fits.gz,2012-12-07,3h38m54.5s,-27d32m28.2s,pre_disc,57,57,0
DES12C1b-FUV.fits.gz,2012-12-07,3h35m05.8s,-26d45m53.9s,pre_disc,2,2,0
DES12C1b-NUV.fits.gz,2012-12-07,3h35m05.8s,-26d45m53.9s,pre_disc,5,5,0
DES12S2b-FUV.fits.gz,2013-02-05,2h44m00.31s,-0d15m26.6s,single,1,1,0
DES12S2b-NUV.fits.gz,2013-02-05,2h44m00.31s,-0d15m26.6s,pre_disc,2,2,0
DES13C1juw-FUV.fits.gz,2013-10-02,3h38m31.04s,-27d02m34s,pre_disc,26,26,0
DES13C1juw-NUV.fits.gz,2013-10-02,3h38m31.04s,-27d02m34s,pre_disc,62,62,0
DES13E1ao-FUV.fits.gz,2013-08-29,0h29m07.55s,-43d08m27.6s,pre_disc,26,26,0
DES13E1ao-NUV.fits.gz,2013-08-29,0h29m07.55s,-43d08m27.6s,pre_disc,31,31,0
DES13E1dcb-FUV.fits.gz,2013-09-08,0h30m58.63s,-42d10m20.2s,pre_disc,35,35,0
DES13E1dcb-NUV.fits.gz,2013-09-08,0h30m58.63s,-42d10m20.2s,pre_disc,36,36,0
DES14C1bdv-FUV.fits.gz,2014-09-12,3h34m52.66s,-27d49m58.1s,pre_disc,111,111,0
DES14C1bdv-NUV.fits.gz,2014-09-12,3h34m52.66s,-27d49m58.1s,pre_disc,246,246,0
DES14C1es-FUV.fits.gz,2014-08-17,3h36m41.4s,-27d50m24s,pre_disc,59,59,0
DES14C1es-NUV.fits.gz,2014-08-17,3h36m41.4s,-27d50m24s,pre_disc,125,125,0
DES14C1qty-FUV.fits.gz,2014-12-09,3h34m06.22s,-27d37m55.6s,pre_disc,76,76,0
DES14C1qty-NUV.fits.gz,2014-12-09,3h34m06.22s,-27d37m55.6s,pre_disc,193,193,0
DES14C2fkd-FUV.fits.gz,2014-09-26,3h33m45.34s,-29d40m36.2s,pre_disc,33,33,0
DES14C2fkd-NUV.fits.gz,2014-09-26,3h33m45.34s,-29d40m36.2s,pre_disc,33,33,0
DES14C2fkf-FUV.fits.gz,2014-09-27,3h35m38.75s,-28d19m09.6s,pre_disc,39,39,0
DES14C2fkf-NUV.fits.gz,2014-09-27,3h35m38.75s,-28d19m09.6s,pre_disc,69,69,0
DES14C2gwx-FUV.fits.gz,2014-10-12,3h33m35.18s,-29d11m26.3s,pre_disc,67,67,0
DES14C2gwx-NUV.fits.gz,2014-10-12,3h33m35.18s,-29d11m26.3s,pre_disc,67,67,0
DES14C2ikn-FUV.fits.gz,2014-10-18,3h35m23.57s,-29d35m30.4s,pre_disc,2,2,0
DES14C2ikn-NUV.fits.gz,2014-10-18,3h35m23.57s,-29d35m30.4s,pre_disc,2,2,0
DES14C2kct-FUV.fits.gz,2014-10-31,3h39m35.46s,-28d54m38.8s,pre_disc,2,2,0
DES14C2kct-NUV.fits.gz,2014-10-31,3h39m35.46s,-28d54m38.8s,pre_disc,2,2,0
DES14C2pw-FUV.fits.gz,2014-08-20,3h38m02.38s,-29d19m49.2s,pre_disc,23,23,0
DES14C2pw-NUV.fits.gz,2014-08-20,3h38m02.38s,-29d19m49.2s,pre_disc,23,23,0
DES14C3cxt-FUV.fits.gz,2014-09-19,3h27m21.32s,-28d07m30s,pre_disc,27,27,0
DES14C3cxt-NUV.fits.gz,2014-09-19,3h27m21.32s,-28d07m30s,pre_disc,56,56,0
DES14C3foo-FUV.fits.gz,2014-10-01,3h28m09.1s,-27d31m58.5s,pre_disc,32,32,0
DES14C3foo-NUV.fits.gz,2014-10-01,3h28m09.1s,-27d31m58.5s,pre_disc,63,63,0
DES14C3gqv-FUV.fits.gz,2014-10-23,3h28m38.86s,-27d08m31.8s,pre_disc,34,34,0
DES14C3gqv-NUV.fits.gz,2014-10-23,3h28m38.86s,-27d08m31.8s,pre_disc,64,64,0
DES14C3hud-FUV.fits.gz,2014-10-19,3h28m39.14s,-28d06m29.7s,pre_disc,27,27,0
DES14C3hud-NUV.fits.gz,2014-10-19,3h28m39.14s,-28d06m29.7s,pre_disc,56,56,0
DES14C3nj-FUV.fits.gz,2014-08-17,3h34m03.05s,-28d19m05.4s,pre_disc,86,86,0
DES14C3nj-NUV.fits.gz,2014-08-17,3h34m03.05s,-28d19m05.4s,pre_disc,116,116,0
DES14C3rap-FUV.fits.gz,2014-12-09,3h31m11.39s,-27d57m33.5s,pre_disc,76,76,0
DES14C3rap-NUV.fits.gz,2014-12-09,3h31m11.39s,-27d57m33.5s,pre_disc,191,191,0
DES14C3tvk-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
DES14C3tvk-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
DES14E1anf-FUV.fits.gz,2014-09-02,0h33m56.13s,-43d20m59.1s,pre_disc,29,29,0
DES14E1anf-NUV.fits.gz,2014-09-02,0h33m56.13s,-43d20m59.1s,pre_disc,29,29,0
DES14E1tb-NUV.fits.gz,2014-08-17,0h28m48.01s,-43d33m44.2s,single,1,1,0
DES14E2u-FUV.fits.gz,2014-08-17,0h37m51.13s,-43d43m17.2s,pre_disc,66,66,0
DES14E2u-NUV.fits.gz,2014-08-17,0h37m51.13s,-43d43m17.2s,pre_disc,73,73,0
DES14S1lfk-FUV.fits.gz,2014-11-12,2h50m26.63s,-0d21m42.2s,pre_disc,5,5,0
DES14S1lfk-NUV.fits.gz,2014-11-12,2h50m26.63s,-0d21m42.2s,pre_disc,5,5,0
DES14S1rag-FUV.fits.gz,2014-12-09,2h50m15.02s,-0d44m41.9s,pre_disc,7,7,0
DES14S1rag-NUV.fits.gz,2014-12-09,2h50m15.02s,-0d44m41.9s,pre_disc,7,7,0
DES14S2bnq-FUV.fits.gz,2014-09-14,2h43m40.05s,-0d45m43s,single,1,1,0
DES14S2bnq-NUV.fits.gz,2014-09-14,2h43m40.05s,-0d45m43s,pre_disc,4,4,0
DES14S2boa-NUV.fits.gz,2014-09-14,2h44m19.15s,-0d27m01.3s,single,1,1,0
DES14S2dbi-NUV.fits.gz,2014-09-22,2h41m04.3s,-0d57m18.9s,single,1,1,0
DES14S2pkz-FUV.fits.gz,2014-11-25,2h43m27.38s,-1d36m13.1s,pre_disc,2,2,0
DES14S2pkz-NUV.fits.gz,2014-11-25,2h43m27.38s,-1d36m13.1s,pre_disc,4,4,0
DES14S2pon-NUV.fits.gz,2014-11-25,2h41m12.39s,-0d45m51.7s,single,1,1,0
DES14X1oes-FUV.fits.gz,2014-11-26,2h19m19.9s,-5d47m22s,pre_disc,16,16,0
DES14X1oes-NUV.fits.gz,2014-11-26,2h19m19.9s,-5d47m22s,pre_disc,16,16,0
DES14X2ags-FUV.fits.gz,2014-09-04,2h24m00.58s,-6d29m51.8s,single,1,1,0
DES14X2ags-NUV.fits.gz,2014-09-04,2h24m00.58s,-6d29m51.8s,pre_disc,2,2,0
DES14X2bnz-FUV.fits.gz,2014-09-14,2h25m01.24s,-6d16m42.8s,single,1,1,0
DES14X2bnz-NUV.fits.gz,2014-09-14,2h25m01.24s,-6d16m42.8s,pre_disc,2,2,0
DES14X2byo-FUV.fits.gz,2014-09-22,2h23m46.93s,-6d08m12.3s,single,1,1,0
DES14X2byo-NUV.fits.gz,2014-09-22,2h23m46.93s,-6d08m12.3s,pre_disc,3,3,0
DES14X2dl-FUV.fits.gz,2014-08-18,2h22m44.29s,-6d03m48.9s,single,1,1,0
DES14X2dl-NUV.fits.gz,2014-08-18,2h22m44.29s,-6d03m48.9s,pre_disc,3,3,0
DES14X2rao-FUV.fits.gz,2014-12-10,2h24m01.9s,-6d48m38.2s,single,1,1,0
DES14X2rao-NUV.fits.gz,2014-12-10,2h24m01.9s,-6d48m38.2s,pre_disc,2,2,0
DES14X2raq-FUV.fits.gz,2014-12-10,2h23m36.76s,-5d28m53.2s,pre_disc,27,27,0
DES14X2raq-NUV.fits.gz,2014-12-10,2h23m36.76s,-5d28m53.2s,pre_disc,52,52,0
DES14X3aeb-FUV.fits.gz,2014-09-03,2h24m24.61s,-4d40m29.7s,pre_disc,114,114,0
DES14X3aeb-NUV.fits.gz,2014-09-03,2h24m24.61s,-4d40m29.7s,pre_disc,171,171,0
DES14X3ajv-FUV.fits.gz,2014-09-04,2h24m58.4s,-4d15m03.1s,pre_disc,131,131,0
DES14X3ajv-NUV.fits.gz,2014-09-04,2h24m58.4s,-4d15m03.1s,pre_disc,182,182,0
DES14X3amb-FUV.fits.gz,2014-09-15,2h23m17.03s,-5d10m55.6s,pre_disc,39,39,0
DES14X3amb-NUV.fits.gz,2014-09-15,2h23m17.03s,-5d10m55.6s,pre_disc,64,64,0
DES14X3jmx-FUV.fits.gz,2014-10-26,2h24m14.02s,-5d09m52.5s,pre_disc,3,3,0
DES14X3jmx-NUV.fits.gz,2014-10-26,2h24m14.02s,-5d09m52.5s,pre_disc,27,27,0
Eagle-FUV.fits.gz,2004-11-06,12h37m20.75s,62d13m41.5s,pre_post_disc,82,44,38
Eagle-NUV.fits.gz,2004-11-06,12h37m20.75s,62d13m41.5s,pre_post_disc,131,77,54
Emma-FUV.fits.gz,2006-04-22,14h34m30.139s,34d26m57.29s,post_disc,2,0,2
Emma-NUV.fits.gz,2006-04-22,14h34m30.139s,34d26m57.29s,pre_post_disc,38,13,25
EQ_J142347.6+240433.3-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
EQ_J142347.6+240433.3-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ESSENCEc023-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ESSENCEc023-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ESSENCEd009-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ESSENCEd009-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
ESSENCEf123-FUV.fits.gz,2003-12-01,2h09m57.282s,-3d32m26.609s,pre_post_disc,3,1,2
ESSENCEf123-NUV.fits.gz,2003-12-01,2h09m57.282s,-3d32m26.609s,pre_post_disc,10,1,9
ESSENCEg097-FUV.fits.gz,2004-10-05,23h27m37.16s,-9d35m21s,pre_post_disc,7,3,4
ESSENCEg097-NUV.fits.gz,2004-10-05,23h27m37.16s,-9d35m21s,pre_post_disc,16,3,13
ESSENCEg142-FUV.fits.gz,2004-10-09,23h28m37.7s,-8d45m04s,pre_post_disc,6,2,4
ESSENCEg142-NUV.fits.gz,2004-10-09,23h28m37.7s,-8d45m04s,pre_post_disc,10,2,8
ESSENCEg225-FUV.fits.gz,2004-10-17,23h27m15.69s,-9d27m59.8s,pre_post_disc,4,1,3
ESSENCEg225-NUV.fits.gz,2004-10-17,23h27m15.69s,-9d27m59.8s,pre_post_disc,13,1,12
ESSENCEg230-FUV.fits.gz,2004-10-17,1h11m56.31s,0d07m27.7s,pre_post_disc,5,1,4
ESSENCEg230-NUV.fits.gz,2004-10-17,1h11m56.31s,0d07m27.7s,pre_post_disc,14,1,13
ESSENCEg240-FUV.fits.gz,2004-10-13,23h30m41.83s,-8d34m11s,pre_post_disc,6,2,4
ESSENCEg240-NUV.fits.gz,2004-10-13,23h30m41.83s,-8d34m11s,pre_post_disc,10,2,8
ESSENCEh300-FUV.fits.gz,2004-10-19,2h31m40.67s,-8d49m03.3s,post_disc,3,0,3
ESSENCEh300-NUV.fits.gz,2004-10-19,2h31m40.67s,-8d49m03.3s,post_disc,8,0,8
