File,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
PSc560054-NUV.fits.gz,pre_post_disc,118,nan,nan
PSc560075-FUV.fits.gz,pre_disc,96,nan,nan
PSc560075-NUV.fits.gz,pre_disc,171,nan,nan
PSc560087-FUV.fits.gz,post_disc,4,0,4
PSc560087-NUV.fits.gz,post_disc,10,0,10
PSc560106-FUV.fits.gz,pre_post_disc,34,33,1
PSc560106-NUV.fits.gz,pre_post_disc,63,33,30
PSc560120-FUV.fits.gz,pre_post_disc,41,39,2
PSc560120-NUV.fits.gz,pre_post_disc,92,55,37
PSc560121-FUV.fits.gz,pre_disc,132,132,0
PSc560121-NUV.fits.gz,pre_disc,201,201,0
PSc560150-FUV.fits.gz,pre_post_disc,12,4,8
PSc560150-NUV.fits.gz,pre_post_disc,50,4,46
PSc570022-FUV.fits.gz,pre_post_disc,9,3,6
PSc570022-NUV.fits.gz,pre_post_disc,14,3,11
PSc570025-FUV.fits.gz,single,1,0,1
PSc570025-NUV.fits.gz,post_disc,9,0,9
PSc570056-FUV.fits.gz,pre_disc,22,22,0
PSc570056-NUV.fits.gz,pre_disc,48,48,0
PSc570062-FUV.fits.gz,pre_post_disc,125,66,59
PSc570062-NUV.fits.gz,pre_post_disc,130,71,59
PSc570070-FUV.fits.gz,pre_disc,10,10,0
PSc570070-NUV.fits.gz,pre_post_disc,46,45,1
PSc580005-FUV.fits.gz,pre_post_disc,24,7,17
PSc580005-NUV.fits.gz,pre_post_disc,50,7,43
PSc580006-FUV.fits.gz,pre_post_disc,44,nan,nan
PSc580006-NUV.fits.gz,pre_post_disc,70,nan,nan
PSc580010-FUV.fits.gz,pre_disc,23,23,0
PSc580010-NUV.fits.gz,pre_post_disc,50,23,27
PSc580021-FUV.fits.gz,pre_post_disc,13,11,2
PSc580021-NUV.fits.gz,pre_post_disc,18,11,7
PSc580024-FUV.fits.gz,pre_post_disc,25,4,21
PSc580024-NUV.fits.gz,pre_post_disc,28,4,24
PSc580045-FUV.fits.gz,pre_post_disc,21,19,2
PSc580045-NUV.fits.gz,pre_post_disc,52,28,24
PSc580072-FUV.fits.gz,post_disc,232,nan,nan
PSc580072-NUV.fits.gz,post_disc,293,nan,nan
PSc580122-FUV.fits.gz,pre_disc,24,nan,nan
PSc580122-NUV.fits.gz,pre_disc,47,nan,nan
PSc580235-FUV.fits.gz,pre_post_disc,145,105,40
PSc580235-NUV.fits.gz,pre_post_disc,202,123,79
PSc580263-FUV.fits.gz,pre_post_disc,22,3,19
PSc580263-NUV.fits.gz,pre_post_disc,47,4,43
PSc580268-FUV.fits.gz,pre_disc,24,24,0
PSc580268-NUV.fits.gz,pre_post_disc,47,41,6
PSc580270-FUV.fits.gz,pre_post_disc,5,1,4
PSc580270-NUV.fits.gz,pre_post_disc,6,1,5
PSc580275-FUV.fits.gz,pre_post_disc,61,50,11
PSc580275-NUV.fits.gz,pre_post_disc,89,50,39
PSc580276-FUV.fits.gz,pre_post_disc,55,nan,nan
PSc580276-NUV.fits.gz,pre_post_disc,84,nan,nan
PSc580285-FUV.fits.gz,pre_post_disc,36,7,29
PSc580285-NUV.fits.gz,pre_post_disc,64,7,57
PSc580300-FUV.fits.gz,pre_post_disc,5,1,4
PSc580300-NUV.fits.gz,pre_post_disc,6,1,5
PSc580311-FUV.fits.gz,pre_post_disc,121,57,64
PSc580311-NUV.fits.gz,pre_post_disc,175,85,90
PSc580319-FUV.fits.gz,pre_post_disc,7,nan,nan
PSc580319-NUV.fits.gz,pre_post_disc,8,nan,nan
PSc590002-FUV.fits.gz,pre_post_disc,21,4,17
PSc590002-NUV.fits.gz,pre_post_disc,43,5,38
PSc590005-FUV.fits.gz,pre_post_disc,15,3,12
PSc590005-NUV.fits.gz,pre_post_disc,39,4,35
PSc590031-FUV.fits.gz,post_disc,17,0,17
PSc590031-NUV.fits.gz,post_disc,36,0,36
PSc590062-FUV.fits.gz,pre_disc,19,19,0
PSc590062-NUV.fits.gz,pre_post_disc,40,20,20
PSc590170-FUV.fits.gz,unknown,34,nan,nan
PSc590170-NUV.fits.gz,unknown,60,nan,nan
PSc590177-FUV.fits.gz,post_disc,8,0,8
PSc590177-NUV.fits.gz,post_disc,9,0,9
PSc590191-FUV.fits.gz,pre_post_disc,118,nan,nan
PSc590191-NUV.fits.gz,pre_post_disc,162,nan,nan
PSc590194-FUV.fits.gz,pre_disc,6,6,0
PSc590194-NUV.fits.gz,pre_disc,7,7,0
PSc590248-FUV.fits.gz,post_disc,8,0,8
PSc590248-NUV.fits.gz,post_disc,9,0,9
PSN_J01340299-0104458-FUV.fits.gz,pre_disc,3,3,0
PSN_J01340299-0104458-NUV.fits.gz,pre_disc,3,3,0
PSN_J02263653+1208555-FUV.fits.gz,pre_disc,3,3,0
PSN_J02263653+1208555-NUV.fits.gz,pre_disc,3,3,0
PSN_J07250042+2347030-FUV.fits.gz,pre_disc,2,nan,nan
PSN_J07250042+2347030-NUV.fits.gz,pre_disc,2,nan,nan
PSN_J07325276+2929530-FUV.fits.gz,pre_disc,4,nan,nan
PSN_J07325276+2929530-NUV.fits.gz,pre_disc,6,nan,nan
PSN_J08351668+4819011-FUV.fits.gz,single,1,nan,nan
PSN_J08351668+4819011-NUV.fits.gz,single,1,nan,nan
PSN_J09475974+5031082-FUV.fits.gz,single,1,1,0
PSN_J09475974+5031082-NUV.fits.gz,pre_disc,2,nan,nan
PSN_J12582492+1235533-FUV.fits.gz,single,1,nan,nan
PSN_J12582492+1235533-NUV.fits.gz,single,1,nan,nan
PSN_J13075109-0052004-FUV.fits.gz,unknown,3,nan,nan
PSN_J13075109-0052004-NUV.fits.gz,unknown,4,nan,nan
PSN_J20435357+1230517-NUV.fits.gz,unknown,2,nan,nan
PSN_J20540830-7820035-FUV.fits.gz,pre_disc,8,nan,nan
PSN_J20540830-7820035-NUV.fits.gz,pre_disc,10,nan,nan
PSN_J22154081-4551086-NUV.fits.gz,pre_disc,2,nan,nan
PSN_MACSJ1115.2+5320-FUV.fits.gz,single,1,1,0
PSN_MACSJ1115.2+5320-NUV.fits.gz,single,1,1,0
PTF09djc-FUV.fits.gz,pre_disc,2,2,0
PTF09djc-NUV.fits.gz,pre_disc,3,3,0
PTF09dlc-FUV.fits.gz,pre_disc,2,2,0
PTF09dlc-NUV.fits.gz,pre_disc,2,2,0
PTF09dnp-FUV.fits.gz,single,1,0,1
PTF09dnp-NUV.fits.gz,single,1,0,1
PTF09dxo-FUV.fits.gz,pre_disc,2,2,0
PTF09dxo-NUV.fits.gz,pre_disc,3,3,0
PTF09ejz-FUV.fits.gz,single,1,1,0
PTF09ejz-NUV.fits.gz,single,1,1,0
PTF09eoi-FUV.fits.gz,pre_disc,5,5,0
PTF09eoi-NUV.fits.gz,pre_disc,7,7,0
PTF09foz-FUV.fits.gz,pre_disc,3,3,0
PTF09foz-NUV.fits.gz,pre_disc,32,32,0
PTF09gul-FUV.fits.gz,single,1,0,1
PTF09gul-NUV.fits.gz,post_disc,2,0,2
PTF09hpl-FUV.fits.gz,pre_disc,5,5,0
PTF09hpl-NUV.fits.gz,pre_disc,5,5,0
PTF09hql-FUV.fits.gz,pre_disc,5,5,0
PTF09hql-NUV.fits.gz,pre_disc,5,5,0
PTF09hqp-FUV.fits.gz,single,1,nan,nan
PTF09hqp-NUV.fits.gz,single,1,nan,nan
PTF09qn-FUV.fits.gz,single,1,1,0
PTF09qn-NUV.fits.gz,single,1,1,0
PTF10aaea-FUV.fits.gz,pre_disc,3,nan,nan
PTF10aaea-NUV.fits.gz,pre_disc,4,nan,nan
PTF10abjv-FUV.fits.gz,single,1,0,1
PTF10abjv-NUV.fits.gz,single,1,0,1
PTF10abws-FUV.fits.gz,pre_disc,2,2,0
PTF10abws-NUV.fits.gz,pre_post_disc,3,2,1
PTF10abwy-FUV.fits.gz,pre_disc,3,nan,nan
PTF10abwy-NUV.fits.gz,pre_disc,4,nan,nan
PTF10accd-NUV.fits.gz,single,1,0,1
PTF10acdd-FUV.fits.gz,single,1,0,1
PTF10acdd-NUV.fits.gz,post_disc,2,0,2
PTF10acdh-FUV.fits.gz,pre_disc,3,3,0
PTF10acdh-NUV.fits.gz,pre_disc,4,4,0
PTF10acnz-FUV.fits.gz,single,1,0,1
PTF10acnz-NUV.fits.gz,post_disc,3,0,3
PTF10acqp-FUV.fits.gz,single,1,1,0
PTF10acqp-NUV.fits.gz,pre_post_disc,2,nan,nan
PTF10bjs-FUV.fits.gz,single,1,1,0
PTF10bjs-NUV.fits.gz,pre_disc,2,nan,nan
PTF10bvr-FUV.fits.gz,pre_disc,2,2,0
PTF10bvr-NUV.fits.gz,pre_disc,3,3,0
PTF10bxs-FUV.fits.gz,pre_disc,2,nan,nan
PTF10bxs-NUV.fits.gz,pre_disc,3,nan,nan
PTF10cko-FUV.fits.gz,single,1,1,0
PTF10cko-NUV.fits.gz,pre_disc,3,3,0
PTF10cmj-FUV.fits.gz,single,1,1,0
PTF10cmj-NUV.fits.gz,single,1,1,0
PTF10czc-FUV.fits.gz,pre_disc,2,nan,nan
PTF10czc-NUV.fits.gz,pre_disc,2,nan,nan
PTF10elk-FUV.fits.gz,pre_disc,3,3,0
PTF10elk-NUV.fits.gz,pre_disc,3,3,0
PTF10feg-FUV.fits.gz,pre_disc,2,2,0
PTF10feg-NUV.fits.gz,pre_post_disc,9,7,2
PTF10fhb-FUV.fits.gz,pre_disc,12,12,0
PTF10fhb-NUV.fits.gz,pre_disc,16,16,0
PTF10fxe-FUV.fits.gz,single,1,1,0
PTF10fxe-NUV.fits.gz,pre_post_disc,3,1,2
PTF10fxq-FUV.fits.gz,single,1,0,1
PTF10fxq-NUV.fits.gz,single,1,0,1
PTF10gjx-FUV.fits.gz,single,1,1,0
PTF10gjx-NUV.fits.gz,single,1,1,0
PTF10gmg-FUV.fits.gz,pre_disc,2,nan,nan
PTF10gmg-NUV.fits.gz,pre_disc,4,nan,nan
PTF10gmj-FUV.fits.gz,pre_post_disc,3,1,2
PTF10gmj-NUV.fits.gz,pre_post_disc,3,1,2
PTF10gnj-FUV.fits.gz,pre_disc,3,nan,nan
PTF10gnj-NUV.fits.gz,pre_disc,5,nan,nan
PTF10goq-NUV.fits.gz,pre_post_disc,5,4,1
PTF10gsp-FUV.fits.gz,pre_disc,2,2,0
PTF10gsp-NUV.fits.gz,pre_disc,5,5,0
PTF10guz-FUV.fits.gz,single,1,1,0
PTF10guz-NUV.fits.gz,single,1,1,0
PTF10gvl-FUV.fits.gz,pre_disc,3,3,0
PTF10gvl-NUV.fits.gz,pre_disc,5,5,0
PTF10hcu-FUV.fits.gz,pre_disc,3,3,0
PTF10hcu-NUV.fits.gz,pre_disc,4,4,0
PTF10hdm-NUV.fits.gz,pre_post_disc,7,4,3
PTF10hdn-FUV.fits.gz,pre_disc,2,2,0
PTF10hdn-NUV.fits.gz,pre_disc,2,2,0
PTF10hld-FUV.fits.gz,pre_disc,2,2,0
PTF10hld-NUV.fits.gz,pre_disc,3,3,0
PTF10hne-FUV.fits.gz,pre_disc,2,2,0
PTF10hne-NUV.fits.gz,pre_disc,2,2,0
PTF10htz-FUV.fits.gz,pre_disc,3,3,0
PTF10htz-NUV.fits.gz,pre_disc,5,5,0
PTF10icb-FUV.fits.gz,pre_disc,2,nan,nan
PTF10icb-NUV.fits.gz,pre_disc,6,nan,nan
PTF10ifj-FUV.fits.gz,single,1,0,1
PTF10ifj-NUV.fits.gz,post_disc,3,0,3
PTF10iyc-FUV.fits.gz,post_disc,2,0,2
PTF10iyc-NUV.fits.gz,post_disc,2,0,2
PTF10jd-FUV.fits.gz,single,1,1,0
PTF10jd-NUV.fits.gz,pre_post_disc,2,1,1
PTF10jop-FUV.fits.gz,pre_disc,5,5,0
PTF10jop-NUV.fits.gz,pre_disc,5,5,0
PTF10jqz-FUV.fits.gz,single,1,1,0
PTF10jqz-NUV.fits.gz,pre_disc,2,2,0
PTF10jtp-FUV.fits.gz,pre_disc,3,3,0
PTF10jtp-NUV.fits.gz,pre_disc,3,3,0
PTF10kzf-FUV.fits.gz,pre_disc,2,2,0
PTF10kzf-NUV.fits.gz,pre_disc,3,3,0
PTF10mtd-FUV.fits.gz,pre_post_disc,34,1,33
PTF10mtd-NUV.fits.gz,pre_post_disc,37,3,34
PTF10ndc-FUV.fits.gz,post_disc,2,0,2
PTF10ndc-NUV.fits.gz,post_disc,6,0,6
PTF10nlg-FUV.fits.gz,pre_post_disc,3,2,1
PTF10nlg-NUV.fits.gz,pre_post_disc,3,2,1
PTF10nyt-FUV.fits.gz,pre_disc,2,2,0
PTF10nyt-NUV.fits.gz,pre_disc,2,2,0
PTF10one-FUV.fits.gz,single,1,1,0
PTF10one-NUV.fits.gz,single,1,1,0
PTF10ops-FUV.fits.gz,pre_disc,2,2,0
PTF10ops-NUV.fits.gz,pre_disc,2,2,0
PTF10pdf-FUV.fits.gz,pre_disc,2,2,0
PTF10pdf-NUV.fits.gz,pre_disc,2,2,0
PTF10pvi-FUV.fits.gz,pre_disc,4,4,0
PTF10pvi-NUV.fits.gz,pre_disc,4,nan,nan
PTF10px-FUV.fits.gz,single,1,1,0
PTF10px-NUV.fits.gz,single,1,1,0
PTF10qfo-FUV.fits.gz,pre_disc,2,nan,nan
PTF10qfo-NUV.fits.gz,pre_disc,2,nan,nan
PTF10qhp-FUV.fits.gz,single,1,0,1
PTF10qhp-NUV.fits.gz,post_disc,2,0,2
PTF10qjq-FUV.fits.gz,post_disc,2,0,2
PTF10qjq-NUV.fits.gz,post_disc,3,0,3
PTF10qky-FUV.fits.gz,post_disc,5,nan,nan
PTF10qky-NUV.fits.gz,post_disc,5,nan,nan
PTF10qna-FUV.fits.gz,pre_disc,3,nan,nan
PTF10qna-NUV.fits.gz,pre_post_disc,5,nan,nan
PTF10qsc-FUV.fits.gz,pre_disc,2,2,0
PTF10qsc-NUV.fits.gz,pre_disc,2,2,0
PTF10qyq-NUV.fits.gz,single,1,0,1
PTF10rab-FUV.fits.gz,pre_disc,3,nan,nan
PTF10rab-NUV.fits.gz,pre_disc,3,nan,nan
PTF10ran-NUV.fits.gz,single,1,0,1
PTF10rbp-FUV.fits.gz,single,1,1,0
PTF10rbp-NUV.fits.gz,pre_disc,2,2,0
PTF10rgn-NUV.fits.gz,pre_disc,3,3,0
PTF10rhi-FUV.fits.gz,single,1,1,0
PTF10rhi-NUV.fits.gz,pre_disc,2,2,0
PTF10rks-NUV.fits.gz,pre_disc,2,2,0
PTF10rlq-FUV.fits.gz,pre_disc,2,2,0
PTF10rlq-NUV.fits.gz,pre_disc,2,2,0
PTF10tpw-NUV.fits.gz,pre_disc,2,2,0
PTF10tqy-FUV.fits.gz,pre_disc,3,3,0
PTF10tqy-NUV.fits.gz,pre_disc,4,4,0
PTF10trp-FUV.fits.gz,post_disc,7,0,7
PTF10trp-NUV.fits.gz,post_disc,13,0,13
PTF10trr-FUV.fits.gz,pre_disc,2,nan,nan
PTF10trr-NUV.fits.gz,pre_disc,2,nan,nan
PTF10twd-FUV.fits.gz,single,1,1,0
PTF10twd-NUV.fits.gz,pre_disc,2,2,0
PTF10ubm-FUV.fits.gz,pre_disc,5,5,0
PTF10ubm-NUV.fits.gz,pre_disc,5,5,0
PTF10urn-NUV.fits.gz,single,1,1,0
PTF10vfo-FUV.fits.gz,pre_disc,6,6,0
PTF10vfo-NUV.fits.gz,pre_disc,8,8,0
PTF10vnu-FUV.fits.gz,pre_disc,3,3,0
PTF10vnu-NUV.fits.gz,pre_post_disc,8,3,5
PTF10vqv-FUV.fits.gz,pre_disc,2,nan,nan
PTF10vqv-NUV.fits.gz,pre_disc,2,nan,nan
PTF10vyl-FUV.fits.gz,pre_disc,2,2,0
PTF10vyl-NUV.fits.gz,pre_disc,2,2,0
PTF10vyv-FUV.fits.gz,single,1,1,0
PTF10vyv-NUV.fits.gz,pre_disc,3,nan,nan
PTF10wnq-NUV.fits.gz,pre_disc,18,18,0
PTF10wnt-FUV.fits.gz,pre_disc,5,5,0
PTF10wnt-NUV.fits.gz,pre_post_disc,6,5,1
PTF10wor-FUV.fits.gz,pre_disc,3,nan,nan
PTF10wor-NUV.fits.gz,pre_disc,6,nan,nan
PTF10xes-FUV.fits.gz,single,1,1,0
PTF10xes-NUV.fits.gz,single,1,1,0
PTF10xgc-FUV.fits.gz,pre_disc,2,2,0
PTF10xgc-NUV.fits.gz,pre_disc,3,3,0
PTF10xgx-FUV.fits.gz,single,1,1,0
PTF10xgx-NUV.fits.gz,single,1,1,0
PTF10xij-FUV.fits.gz,pre_disc,2,2,0
PTF10xij-NUV.fits.gz,pre_disc,2,2,0
PTF10xjm-FUV.fits.gz,pre_disc,2,2,0
PTF10xjm-NUV.fits.gz,pre_disc,2,2,0
PTF10xjy-FUV.fits.gz,pre_disc,2,2,0
PTF10xjy-NUV.fits.gz,pre_disc,2,2,0
PTF10xk-FUV.fits.gz,pre_disc,4,4,0
PTF10xk-NUV.fits.gz,pre_post_disc,5,4,1
PTF10xsk-FUV.fits.gz,pre_disc,4,4,0
PTF10xsk-NUV.fits.gz,pre_disc,7,7,0
PTF10xtp-FUV.fits.gz,single,1,1,0
PTF10xtp-NUV.fits.gz,single,1,1,0
PTF10xtu-FUV.fits.gz,single,1,1,0
PTF10xtu-NUV.fits.gz,single,1,1,0
PTF10xvh-FUV.fits.gz,pre_disc,3,3,0
PTF10xvh-NUV.fits.gz,pre_disc,3,3,0
PTF10yhj-NUV.fits.gz,pre_disc,4,4,0
PTF10yyt-FUV.fits.gz,post_disc,2,0,2
PTF10yyt-NUV.fits.gz,post_disc,2,0,2
PTF10zdk-FUV.fits.gz,single,1,1,0
PTF10zdk-NUV.fits.gz,single,1,1,0
PTF10zgy-FUV.fits.gz,single,1,1,0
PTF10zgy-NUV.fits.gz,single,1,1,0
PTF10zhi-FUV.fits.gz,single,1,1,0
PTF10zhi-NUV.fits.gz,pre_disc,4,nan,nan
PTF11aad-FUV.fits.gz,single,1,1,0
PTF11aad-NUV.fits.gz,single,1,1,0
PTF11abm-FUV.fits.gz,pre_disc,11,11,0
PTF11abm-NUV.fits.gz,pre_disc,14,14,0
PTF11aii-FUV.fits.gz,pre_disc,2,2,0
PTF11aii-NUV.fits.gz,pre_disc,3,3,0
PTF11alg-FUV.fits.gz,single,1,1,0
PTF11alg-NUV.fits.gz,single,1,1,0
PTF11ao-FUV.fits.gz,single,1,1,0
PTF11ao-NUV.fits.gz,pre_disc,2,nan,nan
PTF11atu-FUV.fits.gz,single,1,1,0
PTF11atu-NUV.fits.gz,pre_disc,5,5,0
PTF11biv-FUV.fits.gz,pre_disc,2,nan,nan
PTF11biv-NUV.fits.gz,pre_disc,3,nan,nan
PTF11bkf-FUV.fits.gz,single,1,1,0
PTF11bkf-NUV.fits.gz,pre_disc,2,nan,nan
PTF11bmc-NUV.fits.gz,single,1,0,1
PTF11bnf-FUV.fits.gz,pre_disc,4,4,0
PTF11bnf-NUV.fits.gz,pre_disc,7,7,0
PTF11bnx-FUV.fits.gz,pre_disc,2,nan,nan
PTF11bnx-NUV.fits.gz,pre_disc,2,nan,nan
PTF11bof-FUV.fits.gz,single,1,1,0
PTF11bof-NUV.fits.gz,pre_disc,3,3,0
PTF11bup-FUV.fits.gz,single,1,1,0
PTF11bup-NUV.fits.gz,single,1,1,0
PTF11byi-FUV.fits.gz,post_disc,3,nan,nan
PTF11byi-NUV.fits.gz,post_disc,3,nan,nan
PTF11cao-FUV.fits.gz,pre_disc,2,2,0
PTF11cao-NUV.fits.gz,pre_disc,4,4,0
PTF11caz-FUV.fits.gz,single,1,1,0
PTF11caz-NUV.fits.gz,single,1,1,0
PTF11cbq-FUV.fits.gz,pre_disc,18,18,0
PTF11cbq-NUV.fits.gz,pre_disc,34,34,0
PTF11cdo-FUV.fits.gz,single,1,1,0
PTF11cdo-NUV.fits.gz,pre_disc,3,nan,nan
PTF11cfm-FUV.fits.gz,single,1,1,0
PTF11cfm-NUV.fits.gz,single,1,1,0
PTF11cml-FUV.fits.gz,post_disc,9,0,9
PTF11cml-NUV.fits.gz,post_disc,10,0,10
PTF11cmp-FUV.fits.gz,single,1,1,0
PTF11cmp-NUV.fits.gz,single,1,1,0
PTF11cnx-FUV.fits.gz,single,1,1,0
PTF11cnx-NUV.fits.gz,single,1,1,0
PTF11crr-FUV.fits.gz,single,1,1,0
PTF11crr-NUV.fits.gz,pre_disc,3,3,0
PTF11ctn-FUV.fits.gz,pre_post_disc,2,1,1
PTF11ctn-NUV.fits.gz,pre_post_disc,2,1,1
PTF11cus-FUV.fits.gz,pre_disc,2,2,0
PTF11cus-NUV.fits.gz,pre_disc,2,2,0
PTF11daj-FUV.fits.gz,pre_post_disc,229,192,37
PTF11daj-NUV.fits.gz,pre_post_disc,291,231,60
PTF11dej-FUV.fits.gz,single,1,1,0
PTF11dej-NUV.fits.gz,pre_disc,5,5,0
PTF11dfv-FUV.fits.gz,pre_disc,3,3,0
PTF11dfv-NUV.fits.gz,pre_disc,4,4,0
PTF11dhq-FUV.fits.gz,pre_disc,2,2,0
PTF11dhq-NUV.fits.gz,pre_disc,4,4,0
PTF11dhw-FUV.fits.gz,single,1,1,0
PTF11dhw-NUV.fits.gz,single,1,1,0
PTF11dif-FUV.fits.gz,single,1,1,0
PTF11dif-NUV.fits.gz,pre_disc,3,3,0
PTF11dlp-FUV.fits.gz,pre_disc,3,nan,nan
PTF11dlp-NUV.fits.gz,pre_disc,5,nan,nan
PTF11drz-FUV.fits.gz,single,1,1,0
PTF11drz-NUV.fits.gz,single,1,1,0
PTF11dsn-FUV.fits.gz,pre_disc,2,2,0
PTF11dsn-NUV.fits.gz,pre_disc,2,2,0
PTF11dtm-FUV.fits.gz,single,1,1,0
PTF11dtm-NUV.fits.gz,single,1,1,0
PTF11dva-FUV.fits.gz,single,1,1,0
PTF11dva-NUV.fits.gz,pre_disc,3,nan,nan
PTF11dwn-FUV.fits.gz,pre_disc,3,3,0
PTF11dwn-NUV.fits.gz,pre_disc,40,40,0
PTF11dws-FUV.fits.gz,post_disc,9,0,9
PTF11dws-NUV.fits.gz,pre_post_disc,11,1,10
PTF11dzm-FUV.fits.gz,pre_post_disc,4,3,1
PTF11dzm-NUV.fits.gz,pre_post_disc,5,3,2
PTF11ecn-FUV.fits.gz,pre_post_disc,5,4,1
PTF11ecn-NUV.fits.gz,pre_post_disc,7,5,2
PTF11egs-FUV.fits.gz,pre_disc,2,2,0
PTF11egs-NUV.fits.gz,pre_disc,2,2,0
PTF11eie-FUV.fits.gz,pre_disc,2,2,0
PTF11eie-NUV.fits.gz,pre_disc,2,2,0
PTF11ein-FUV.fits.gz,single,1,1,0
PTF11ein-NUV.fits.gz,single,1,1,0
PTF11eot-FUV.fits.gz,single,1,1,0
PTF11eot-NUV.fits.gz,pre_post_disc,2,1,1
PTF11erh-FUV.fits.gz,pre_disc,3,3,0
PTF11erh-NUV.fits.gz,pre_disc,5,5,0
PTF11foq-FUV.fits.gz,pre_disc,2,2,0
PTF11foq-NUV.fits.gz,pre_disc,2,2,0
PTF11for-FUV.fits.gz,pre_disc,7,7,0
PTF11for-NUV.fits.gz,pre_disc,175,175,0
PTF11fqf-FUV.fits.gz,pre_disc,2,2,0
PTF11fqf-NUV.fits.gz,pre_disc,3,3,0
PTF11fsv-NUV.fits.gz,pre_disc,2,2,0
PTF11fwe-FUV.fits.gz,pre_disc,2,nan,nan
PTF11fwe-NUV.fits.gz,pre_disc,2,nan,nan
PTF11gal-FUV.fits.gz,single,1,1,0
PTF11gal-NUV.fits.gz,pre_disc,2,2,0
PTF11gbd-FUV.fits.gz,single,1,1,0
PTF11gbd-NUV.fits.gz,pre_disc,3,3,0
PTF11gcb-FUV.fits.gz,pre_disc,2,2,0
PTF11gcb-NUV.fits.gz,pre_disc,4,4,0
PTF11gcc-FUV.fits.gz,pre_disc,3,3,0
PTF11gcc-NUV.fits.gz,pre_disc,7,7,0
PTF11gdh-FUV.fits.gz,post_disc,38,0,38
PTF11gdh-NUV.fits.gz,post_disc,50,0,50
PTF11gdm-FUV.fits.gz,pre_disc,2,2,0
PTF11gdm-NUV.fits.gz,pre_disc,4,4,0
PTF11gin-FUV.fits.gz,pre_post_disc,3,1,2
PTF11gin-NUV.fits.gz,pre_post_disc,4,2,2
PTF11gjb-FUV.fits.gz,post_disc,2,0,2
PTF11gjb-NUV.fits.gz,post_disc,2,0,2
PTF11gjh-FUV.fits.gz,post_disc,2,0,2
PTF11gjh-NUV.fits.gz,post_disc,2,0,2
PTF11gjn-FUV.fits.gz,single,1,1,0
PTF11gjn-NUV.fits.gz,single,1,1,0
PTF11glq-FUV.fits.gz,pre_post_disc,2,1,1
PTF11glq-NUV.fits.gz,pre_post_disc,2,1,1
PTF11hfu-NUV.fits.gz,pre_post_disc,7,5,2
PTF11htb-FUV.fits.gz,pre_disc,6,6,0
PTF11htb-NUV.fits.gz,pre_disc,6,6,0
PTF11icm-NUV.fits.gz,pre_disc,3,3,0
PTF11iho-FUV.fits.gz,single,1,1,0
PTF11iho-NUV.fits.gz,pre_disc,4,4,0
PTF11iid-FUV.fits.gz,pre_disc,2,nan,nan
PTF11iid-NUV.fits.gz,pre_disc,3,nan,nan
PTF11ikv-FUV.fits.gz,pre_disc,2,nan,nan
PTF11ikv-NUV.fits.gz,pre_disc,2,nan,nan
PTF11ilj-FUV.fits.gz,single,1,1,0
PTF11ilj-NUV.fits.gz,pre_disc,3,nan,nan
PTF11ipz-FUV.fits.gz,pre_disc,5,5,0
PTF11ipz-NUV.fits.gz,pre_disc,5,5,0
PTF11ivb-FUV.fits.gz,pre_disc,3,3,0
PTF11ivb-NUV.fits.gz,pre_disc,3,3,0
PTF11izs-FUV.fits.gz,pre_disc,3,3,0
PTF11izs-NUV.fits.gz,pre_disc,3,3,0
PTF11jar-FUV.fits.gz,pre_disc,4,4,0
PTF11jar-NUV.fits.gz,pre_disc,5,5,0
PTF11jaw-NUV.fits.gz,post_disc,35,0,35
PTF11jba-NUV.fits.gz,pre_disc,3,3,0
PTF11jct-FUV.fits.gz,single,1,1,0
PTF11jct-NUV.fits.gz,single,1,1,0
PTF11jgq-FUV.fits.gz,post_disc,2,0,2
PTF11jgq-NUV.fits.gz,post_disc,2,0,2
PTF11jpv-NUV.fits.gz,pre_disc,3,3,0
PTF11kdc-NUV.fits.gz,pre_disc,2,nan,nan
PTF11kdw-FUV.fits.gz,pre_disc,3,nan,nan
PTF11kdw-NUV.fits.gz,pre_disc,3,nan,nan
PTF11khk-FUV.fits.gz,post_disc,2,0,2
PTF11khk-NUV.fits.gz,post_disc,5,0,5
PTF11kjl-NUV.fits.gz,pre_disc,2,nan,nan
PTF11kju-FUV.fits.gz,pre_disc,4,4,0
PTF11kju-NUV.fits.gz,pre_disc,5,5,0
PTF11kkd-FUV.fits.gz,single,1,1,0
PTF11kkd-NUV.fits.gz,single,1,1,0
PTF11klp-FUV.fits.gz,pre_disc,2,2,0
PTF11klp-NUV.fits.gz,pre_disc,3,3,0
PTF11klt-FUV.fits.gz,pre_post_disc,6,4,2
PTF11klt-NUV.fits.gz,pre_post_disc,7,5,2
PTF11kod-FUV.fits.gz,unknown,4,nan,nan
PTF11kod-NUV.fits.gz,unknown,4,nan,nan
PTF11kqm-NUV.fits.gz,single,1,1,0
PTF11kx-FUV.fits.gz,single,1,1,0
PTF11kx-NUV.fits.gz,single,1,1,0
PTF11lbc-FUV.fits.gz,pre_disc,2,nan,nan
PTF11lbc-NUV.fits.gz,pre_disc,2,nan,nan
PTF11lcf-FUV.fits.gz,pre_disc,2,2,0
PTF11lcf-NUV.fits.gz,pre_disc,2,2,0
PTF11liu-FUV.fits.gz,pre_disc,2,2,0
PTF11liu-NUV.fits.gz,pre_disc,2,2,0
