File,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SDSS-II_SN_18275-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_18275-NUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_18276-FUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18276-NUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18283-NUV.fits.gz,single,1,0,1
SDSS-II_SN_18288-FUV.fits.gz,post_disc,4,nan,nan
SDSS-II_SN_18288-NUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_18301-FUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18301-NUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18304-FUV.fits.gz,pre_post_disc,7,6,1
SDSS-II_SN_18304-NUV.fits.gz,pre_post_disc,7,6,1
SDSS-II_SN_18312-FUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_18312-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_18333-FUV.fits.gz,unknown,2,nan,nan
SDSS-II_SN_18333-NUV.fits.gz,unknown,2,nan,nan
SDSS-II_SN_18339-FUV.fits.gz,pre_post_disc,3,2,1
SDSS-II_SN_18339-NUV.fits.gz,pre_post_disc,3,2,1
SDSS-II_SN_18344-FUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18344-NUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_1835-FUV.fits.gz,unknown,9,nan,nan
SDSS-II_SN_1835-NUV.fits.gz,unknown,20,nan,nan
SDSS-II_SN_18351-FUV.fits.gz,post_disc,6,0,6
SDSS-II_SN_18351-NUV.fits.gz,post_disc,7,0,7
SDSS-II_SN_18362-FUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_18362-NUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_18363-FUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_18363-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_18374-FUV.fits.gz,pre_post_disc,11,1,10
SDSS-II_SN_18374-NUV.fits.gz,pre_post_disc,11,1,10
SDSS-II_SN_18380-FUV.fits.gz,pre_disc,3,3,0
SDSS-II_SN_18380-NUV.fits.gz,pre_disc,8,8,0
SDSS-II_SN_18389-FUV.fits.gz,pre_disc,7,7,0
SDSS-II_SN_18389-NUV.fits.gz,pre_disc,7,7,0
SDSS-II_SN_18430-FUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18430-NUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18446-NUV.fits.gz,single,1,0,1
SDSS-II_SN_18450-FUV.fits.gz,post_disc,6,nan,nan
SDSS-II_SN_18450-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_18454-FUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_18454-NUV.fits.gz,pre_post_disc,8,nan,nan
SDSS-II_SN_18459-FUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_18459-NUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_18468-FUV.fits.gz,pre_post_disc,12,nan,nan
SDSS-II_SN_18468-NUV.fits.gz,pre_post_disc,19,nan,nan
SDSS-II_SN_18473-FUV.fits.gz,pre_post_disc,4,3,1
SDSS-II_SN_18473-NUV.fits.gz,pre_post_disc,4,3,1
SDSS-II_SN_1858-FUV.fits.gz,pre_post_disc,5,1,4
SDSS-II_SN_1858-NUV.fits.gz,pre_post_disc,5,1,4
SDSS-II_SN_18588-FUV.fits.gz,unknown,2,nan,nan
SDSS-II_SN_18588-NUV.fits.gz,unknown,2,nan,nan
SDSS-II_SN_18630-FUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_18630-NUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_18666-FUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_18666-NUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_18704-FUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18704-NUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18722-FUV.fits.gz,pre_post_disc,4,1,3
SDSS-II_SN_18722-NUV.fits.gz,pre_post_disc,5,1,4
SDSS-II_SN_18741-FUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18741-NUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18747-FUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_18747-NUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_18761-FUV.fits.gz,unknown,10,nan,nan
SDSS-II_SN_18761-NUV.fits.gz,unknown,10,nan,nan
SDSS-II_SN_18767-FUV.fits.gz,pre_disc,7,nan,nan
SDSS-II_SN_18767-NUV.fits.gz,pre_disc,7,nan,nan
SDSS-II_SN_18789-FUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_18789-NUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_18797-FUV.fits.gz,post_disc,8,nan,nan
SDSS-II_SN_18797-NUV.fits.gz,post_disc,9,nan,nan
SDSS-II_SN_18800-FUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_18800-NUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_18802-FUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_18802-NUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_18803-FUV.fits.gz,post_disc,3,0,3
SDSS-II_SN_18803-NUV.fits.gz,post_disc,3,0,3
SDSS-II_SN_18824-FUV.fits.gz,pre_disc,13,nan,nan
SDSS-II_SN_18824-NUV.fits.gz,pre_disc,13,nan,nan
SDSS-II_SN_18827-FUV.fits.gz,unknown,12,nan,nan
SDSS-II_SN_18827-NUV.fits.gz,unknown,12,nan,nan
SDSS-II_SN_18836-FUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_18836-NUV.fits.gz,post_disc,7,nan,nan
SDSS-II_SN_18893-FUV.fits.gz,unknown,6,nan,nan
SDSS-II_SN_18893-NUV.fits.gz,unknown,6,nan,nan
SDSS-II_SN_18907-FUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_18907-NUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_18917-FUV.fits.gz,pre_post_disc,2,1,1
SDSS-II_SN_18917-NUV.fits.gz,pre_post_disc,2,1,1
SDSS-II_SN_18920-FUV.fits.gz,unknown,3,nan,nan
SDSS-II_SN_18920-NUV.fits.gz,unknown,3,nan,nan
SDSS-II_SN_18941-FUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18941-NUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18943-FUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_18943-NUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_18947-FUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_18947-NUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_18948-FUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_18948-NUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_18952-FUV.fits.gz,pre_post_disc,6,4,2
SDSS-II_SN_18952-NUV.fits.gz,pre_post_disc,6,4,2
SDSS-II_SN_18953-FUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18953-NUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_18954-FUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_18954-NUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_18955-FUV.fits.gz,pre_post_disc,7,2,5
SDSS-II_SN_18955-NUV.fits.gz,pre_post_disc,7,2,5
SDSS-II_SN_18969-FUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_18969-NUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_18972-FUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18972-NUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_18973-FUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_18973-NUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_18993-FUV.fits.gz,pre_post_disc,5,4,1
SDSS-II_SN_18993-NUV.fits.gz,pre_post_disc,5,4,1
SDSS-II_SN_19000-FUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_19000-NUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_19001-FUV.fits.gz,unknown,2,nan,nan
SDSS-II_SN_19001-NUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_19014-FUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_19014-NUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_19032-FUV.fits.gz,pre_post_disc,9,nan,nan
SDSS-II_SN_19032-NUV.fits.gz,pre_post_disc,14,nan,nan
SDSS-II_SN_19048-FUV.fits.gz,unknown,3,nan,nan
SDSS-II_SN_19048-NUV.fits.gz,unknown,3,nan,nan
SDSS-II_SN_19052-FUV.fits.gz,pre_post_disc,125,nan,nan
SDSS-II_SN_19052-NUV.fits.gz,pre_post_disc,130,nan,nan
SDSS-II_SN_19059-FUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19059-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19065-FUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_19065-NUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_19068-FUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_19068-NUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_19078-FUV.fits.gz,post_disc,8,0,8
SDSS-II_SN_19078-NUV.fits.gz,post_disc,8,0,8
SDSS-II_SN_19099-FUV.fits.gz,pre_post_disc,7,1,6
SDSS-II_SN_19099-NUV.fits.gz,pre_post_disc,7,1,6
SDSS-II_SN_19104-FUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_19104-NUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_19132-FUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19132-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19140-FUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_19140-NUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_19144-FUV.fits.gz,pre_disc,2,2,0
SDSS-II_SN_19144-NUV.fits.gz,pre_disc,3,3,0
SDSS-II_SN_19165-FUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19165-NUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19188-NUV.fits.gz,unknown,12,nan,nan
SDSS-II_SN_19195-NUV.fits.gz,single,1,0,1
SDSS-II_SN_19200-FUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_19200-NUV.fits.gz,pre_disc,7,nan,nan
SDSS-II_SN_19209-FUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_19209-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19212-FUV.fits.gz,post_disc,2,nan,nan
SDSS-II_SN_19212-NUV.fits.gz,post_disc,8,nan,nan
SDSS-II_SN_19246-FUV.fits.gz,unknown,6,nan,nan
SDSS-II_SN_19246-NUV.fits.gz,unknown,6,nan,nan
SDSS-II_SN_19308-FUV.fits.gz,pre_disc,15,nan,nan
SDSS-II_SN_19308-NUV.fits.gz,pre_disc,23,nan,nan
SDSS-II_SN_19317-FUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19317-NUV.fits.gz,pre_post_disc,14,nan,nan
SDSS-II_SN_19332-FUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_19332-NUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_19334-FUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19334-NUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19335-FUV.fits.gz,post_disc,3,nan,nan
SDSS-II_SN_19335-NUV.fits.gz,post_disc,3,nan,nan
SDSS-II_SN_19336-FUV.fits.gz,pre_post_disc,4,2,2
SDSS-II_SN_19336-NUV.fits.gz,pre_post_disc,4,2,2
SDSS-II_SN_19338-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_19338-NUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_19344-FUV.fits.gz,post_disc,4,nan,nan
SDSS-II_SN_19344-NUV.fits.gz,post_disc,6,nan,nan
SDSS-II_SN_19346-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_19346-NUV.fits.gz,pre_post_disc,7,4,3
SDSS-II_SN_19359-FUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_19359-NUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_19377-FUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_19377-NUV.fits.gz,pre_post_disc,4,1,3
SDSS-II_SN_19399-FUV.fits.gz,pre_post_disc,2,1,1
SDSS-II_SN_19399-NUV.fits.gz,pre_post_disc,2,1,1
SDSS-II_SN_19408-FUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19408-NUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_19417-FUV.fits.gz,pre_post_disc,6,2,4
SDSS-II_SN_19417-NUV.fits.gz,pre_post_disc,6,2,4
SDSS-II_SN_19461-FUV.fits.gz,post_disc,2,nan,nan
SDSS-II_SN_19461-NUV.fits.gz,post_disc,2,nan,nan
SDSS-II_SN_19467-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_19467-NUV.fits.gz,pre_post_disc,6,4,2
SDSS-II_SN_19468-FUV.fits.gz,pre_post_disc,4,2,2
SDSS-II_SN_19468-NUV.fits.gz,pre_post_disc,6,2,4
SDSS-II_SN_19492-FUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_19492-NUV.fits.gz,post_disc,32,0,32
SDSS-II_SN_19494-FUV.fits.gz,pre_post_disc,6,5,1
SDSS-II_SN_19494-NUV.fits.gz,pre_post_disc,6,5,1
SDSS-II_SN_19501-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_19501-NUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_19505-FUV.fits.gz,pre_post_disc,11,1,10
SDSS-II_SN_19505-NUV.fits.gz,pre_post_disc,15,1,14
SDSS-II_SN_19517-FUV.fits.gz,post_disc,6,0,6
SDSS-II_SN_19517-NUV.fits.gz,post_disc,6,0,6
SDSS-II_SN_19525-FUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_19525-NUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_19549-FUV.fits.gz,pre_post_disc,5,1,4
SDSS-II_SN_19549-NUV.fits.gz,pre_post_disc,5,1,4
SDSS-II_SN_19552-FUV.fits.gz,unknown,7,nan,nan
SDSS-II_SN_19552-NUV.fits.gz,unknown,7,nan,nan
SDSS-II_SN_19555-FUV.fits.gz,pre_post_disc,4,1,3
SDSS-II_SN_19555-NUV.fits.gz,pre_post_disc,4,1,3
SDSS-II_SN_19557-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_19557-NUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_19565-FUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_19565-NUV.fits.gz,unknown,5,nan,nan
SDSS-II_SN_19573-FUV.fits.gz,pre_post_disc,88,nan,nan
SDSS-II_SN_19573-NUV.fits.gz,pre_post_disc,130,nan,nan
SDSS-II_SN_1958-FUV.fits.gz,pre_post_disc,4,nan,nan
SDSS-II_SN_1958-NUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_19582-FUV.fits.gz,pre_disc,11,11,0
SDSS-II_SN_19582-NUV.fits.gz,pre_disc,11,11,0
SDSS-II_SN_19584-FUV.fits.gz,pre_disc,30,30,0
SDSS-II_SN_19584-NUV.fits.gz,pre_post_disc,31,30,1
SDSS-II_SN_19589-FUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19589-NUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19599-FUV.fits.gz,pre_post_disc,5,4,1
SDSS-II_SN_19599-NUV.fits.gz,pre_post_disc,7,6,1
SDSS-II_SN_19608-FUV.fits.gz,pre_post_disc,2,1,1
SDSS-II_SN_19608-NUV.fits.gz,pre_post_disc,2,1,1
SDSS-II_SN_19636-NUV.fits.gz,single,1,0,1
SDSS-II_SN_19668-FUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_19668-NUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_19689-FUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_19689-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19739-FUV.fits.gz,post_disc,3,0,3
SDSS-II_SN_19739-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_19742-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_19742-NUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_19758-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_19758-NUV.fits.gz,pre_disc,8,8,0
SDSS-II_SN_19764-FUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19764-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19769-FUV.fits.gz,pre_disc,6,6,0
SDSS-II_SN_19769-NUV.fits.gz,pre_disc,6,6,0
SDSS-II_SN_19776-FUV.fits.gz,pre_disc,3,3,0
SDSS-II_SN_19776-NUV.fits.gz,pre_disc,3,3,0
SDSS-II_SN_1978-FUV.fits.gz,pre_post_disc,91,59,32
SDSS-II_SN_1978-NUV.fits.gz,pre_post_disc,135,61,74
SDSS-II_SN_19787-FUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_19787-NUV.fits.gz,pre_post_disc,7,nan,nan
SDSS-II_SN_1979-FUV.fits.gz,pre_disc,86,86,0
SDSS-II_SN_1979-NUV.fits.gz,pre_post_disc,129,127,2
SDSS-II_SN_19791-FUV.fits.gz,post_disc,7,0,7
SDSS-II_SN_19791-NUV.fits.gz,post_disc,7,0,7
SDSS-II_SN_19793-FUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_19793-NUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_19795-FUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_19795-NUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_19804-FUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_19804-NUV.fits.gz,pre_post_disc,3,1,2
SDSS-II_SN_19821-FUV.fits.gz,pre_disc,6,6,0
SDSS-II_SN_19821-NUV.fits.gz,pre_disc,6,6,0
SDSS-II_SN_19825-FUV.fits.gz,pre_disc,7,7,0
SDSS-II_SN_19825-NUV.fits.gz,pre_disc,7,7,0
SDSS-II_SN_1985-NUV.fits.gz,single,1,0,1
SDSS-II_SN_1991-FUV.fits.gz,post_disc,3,0,3
SDSS-II_SN_1991-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_1998-NUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_19986-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_19986-NUV.fits.gz,pre_disc,7,7,0
SDSS-II_SN_19987-FUV.fits.gz,pre_post_disc,6,1,5
SDSS-II_SN_19987-NUV.fits.gz,pre_post_disc,6,1,5
SDSS-II_SN_20043-FUV.fits.gz,pre_post_disc,10,3,7
SDSS-II_SN_20043-NUV.fits.gz,pre_post_disc,46,3,43
SDSS-II_SN_20046-FUV.fits.gz,pre_post_disc,9,nan,nan
SDSS-II_SN_20046-NUV.fits.gz,pre_post_disc,10,nan,nan
SDSS-II_SN_20047-FUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_20047-NUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_20141-FUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_20141-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_20152-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_20152-NUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_20183-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_20183-NUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_20185-FUV.fits.gz,pre_post_disc,7,1,6
SDSS-II_SN_20185-NUV.fits.gz,pre_post_disc,7,1,6
SDSS-II_SN_20187-FUV.fits.gz,pre_post_disc,27,nan,nan
SDSS-II_SN_20187-NUV.fits.gz,pre_post_disc,28,nan,nan
SDSS-II_SN_20217-FUV.fits.gz,post_disc,3,0,3
SDSS-II_SN_20217-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_20232-FUV.fits.gz,unknown,7,nan,nan
SDSS-II_SN_20232-NUV.fits.gz,unknown,7,nan,nan
SDSS-II_SN_20257-FUV.fits.gz,pre_disc,126,126,0
SDSS-II_SN_20257-NUV.fits.gz,pre_disc,324,324,0
SDSS-II_SN_20262-FUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_20262-NUV.fits.gz,pre_post_disc,6,nan,nan
SDSS-II_SN_20265-FUV.fits.gz,pre_post_disc,10,2,8
SDSS-II_SN_20265-NUV.fits.gz,pre_post_disc,10,2,8
SDSS-II_SN_20267-FUV.fits.gz,pre_post_disc,12,nan,nan
SDSS-II_SN_20267-NUV.fits.gz,pre_post_disc,12,nan,nan
SDSS-II_SN_20268-FUV.fits.gz,pre_post_disc,4,1,3
SDSS-II_SN_20268-NUV.fits.gz,pre_post_disc,4,1,3
SDSS-II_SN_20273-FUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_20273-NUV.fits.gz,pre_disc,3,nan,nan
SDSS-II_SN_20278-FUV.fits.gz,pre_post_disc,29,nan,nan
SDSS-II_SN_20278-NUV.fits.gz,pre_post_disc,36,nan,nan
SDSS-II_SN_20300-FUV.fits.gz,pre_post_disc,2,nan,nan
SDSS-II_SN_20300-NUV.fits.gz,pre_post_disc,2,nan,nan
SDSS-II_SN_20314-FUV.fits.gz,post_disc,6,0,6
SDSS-II_SN_20314-NUV.fits.gz,post_disc,6,0,6
SDSS-II_SN_20319-FUV.fits.gz,pre_post_disc,31,2,29
SDSS-II_SN_20319-NUV.fits.gz,pre_post_disc,31,2,29
SDSS-II_SN_20336-FUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_20336-NUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_20386-FUV.fits.gz,post_disc,2,0,2
SDSS-II_SN_20386-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_20399-FUV.fits.gz,post_disc,3,0,3
SDSS-II_SN_20399-NUV.fits.gz,post_disc,4,0,4
SDSS-II_SN_20400-FUV.fits.gz,pre_post_disc,7,5,2
SDSS-II_SN_20400-NUV.fits.gz,pre_post_disc,7,5,2
SDSS-II_SN_20405-FUV.fits.gz,post_disc,4,nan,nan
SDSS-II_SN_20405-NUV.fits.gz,post_disc,6,nan,nan
SDSS-II_SN_20431-FUV.fits.gz,unknown,9,nan,nan
SDSS-II_SN_20431-NUV.fits.gz,unknown,14,nan,nan
SDSS-II_SN_20435-FUV.fits.gz,pre_post_disc,202,nan,nan
SDSS-II_SN_20435-NUV.fits.gz,pre_post_disc,411,nan,nan
SDSS-II_SN_20467-FUV.fits.gz,pre_post_disc,6,2,4
SDSS-II_SN_20467-NUV.fits.gz,pre_post_disc,6,2,4
SDSS-II_SN_20480-FUV.fits.gz,unknown,7,nan,nan
SDSS-II_SN_20480-NUV.fits.gz,unknown,7,nan,nan
SDSS-II_SN_20489-NUV.fits.gz,single,1,0,1
SDSS-II_SN_20491-FUV.fits.gz,pre_post_disc,5,2,3
SDSS-II_SN_20491-NUV.fits.gz,pre_post_disc,9,2,7
SDSS-II_SN_20497-FUV.fits.gz,pre_disc,3,3,0
SDSS-II_SN_20497-NUV.fits.gz,pre_disc,3,3,0
SDSS-II_SN_20501-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_20501-NUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_20514-FUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_20514-NUV.fits.gz,pre_disc,5,5,0
SDSS-II_SN_20517-FUV.fits.gz,pre_disc,2,2,0
SDSS-II_SN_20517-NUV.fits.gz,pre_disc,2,2,0
SDSS-II_SN_20536-NUV.fits.gz,pre_disc,4,nan,nan
SDSS-II_SN_20541-FUV.fits.gz,unknown,6,nan,nan
SDSS-II_SN_20541-NUV.fits.gz,unknown,6,nan,nan
SDSS-II_SN_20545-FUV.fits.gz,pre_post_disc,8,nan,nan
SDSS-II_SN_20545-NUV.fits.gz,pre_post_disc,9,nan,nan
SDSS-II_SN_20553-FUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_20553-NUV.fits.gz,pre_disc,5,nan,nan
SDSS-II_SN_2057-FUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_2057-NUV.fits.gz,unknown,4,nan,nan
SDSS-II_SN_20572-NUV.fits.gz,pre_post_disc,8,4,4
SDSS-II_SN_20578-FUV.fits.gz,pre_post_disc,11,nan,nan
SDSS-II_SN_20578-NUV.fits.gz,pre_post_disc,11,nan,nan
SDSS-II_SN_20580-NUV.fits.gz,single,1,0,1
SDSS-II_SN_20588-FUV.fits.gz,post_disc,9,0,9
SDSS-II_SN_20588-NUV.fits.gz,post_disc,9,0,9
SDSS-II_SN_20590-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_20590-NUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_20591-FUV.fits.gz,pre_post_disc,4,2,2
SDSS-II_SN_20591-NUV.fits.gz,pre_post_disc,4,2,2
SDSS-II_SN_20592-FUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_20592-NUV.fits.gz,post_disc,5,0,5
SDSS-II_SN_20596-FUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_20596-NUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_20601-FUV.fits.gz,post_disc,3,nan,nan
SDSS-II_SN_20601-NUV.fits.gz,post_disc,3,nan,nan
SDSS-II_SN_20619-FUV.fits.gz,single,1,1,0
SDSS-II_SN_20619-NUV.fits.gz,pre_disc,2,2,0
SDSS-II_SN_20624-FUV.fits.gz,pre_disc,14,14,0
SDSS-II_SN_20624-NUV.fits.gz,pre_disc,14,14,0
SDSS-II_SN_20678-FUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_20678-NUV.fits.gz,pre_post_disc,3,nan,nan
SDSS-II_SN_20690-FUV.fits.gz,pre_post_disc,5,nan,nan
SDSS-II_SN_20690-NUV.fits.gz,pre_post_disc,8,nan,nan
SDSS-II_SN_20704-FUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_20704-NUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_20719-FUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_20719-NUV.fits.gz,pre_disc,6,nan,nan
SDSS-II_SN_20721-FUV.fits.gz,pre_post_disc,91,7,84
SDSS-II_SN_20721-NUV.fits.gz,pre_post_disc,229,109,120
SDSS-II_SN_20722-FUV.fits.gz,post_disc,7,0,7
SDSS-II_SN_20722-NUV.fits.gz,post_disc,7,0,7
SDSS-II_SN_20727-FUV.fits.gz,post_disc,5,nan,nan
SDSS-II_SN_20727-NUV.fits.gz,post_disc,6,nan,nan
SDSS-II_SN_20745-FUV.fits.gz,pre_disc,4,4,0
SDSS-II_SN_20745-NUV.fits.gz,pre_disc,4,4,0
