name,objname,ra,dec,z,z_err,v_helio,v_helio_err,h_dist,h_dist_err,z_indep_dist,type,morph,a_v,a_k,posn_ref,z_ref,sep,offset,host,galex_ra,galex_dec,morph_ref
SDSS-II SN 20721,WISEA J213244.34-003721.6,21h32m44.348s,-00d37m21.86s, 0.21180, 0.00010,63496.051500,29.979250,  902.32, 63.16,5,G,,0.134,0.015,2007SDSS6.C...0000:,2011ApJ...738..162S,0.038,10.017446392073495,SDSS J13244.34-003721.8,21h32m44.375s,-0d37m19.62s,
SDSS-II SN 20722,WISEA J214101.53+004205.3,21h41m01.548s,+00d42m05.55s, 0.29500,,88438.787500,, 1258.55, 88.10,4,G,,0.175,0.019,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.027,9.934405153646102,SDSS J14101.54+004205.5,21h41m01.44s,0d42m05.5s,
SDSS-II SN 20727,SDSS-II SN 20727,02h52m16s,-00d10m,,,,,,,,SN,,0.150,0.017,2018PASP..130f4002S,,0.001,,,2h52m14.568s,-0d10m19.326s,
SDSS-II SN 20745,SDSS-II SN 20745,23h54m52.070s,+00d16m44.20s, 0.62946, 0.00016,188707.087258,49.465762, 2690.64,188.35,2,G,,0.110,0.012,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.006,4.398447791009778,SDSS J35452.08+001644.2,23h54m52.08s,0d16m44.501s,
SDSS-II SN 20750,WISEA J013233.69+002446.2,01h32m33.709s,+00d24m46.56s, 0.29100,,87239.617500,, 1241.97, 86.94,,G,,0.076,0.008,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.014,5.097588567098713,SDSS J13233.70+002446.5,1h32m33.761s,0d24m46.24s,
SDSS-II SN 20759,SDSS-II SN 20759,03h45m19.865s,+00d19m45.89s, 0.05300,,15889.002500,,  225.04, 15.75,2,VisS,,0.438,0.048,2011ApJ...738..162S,2011ApJ...738..162S,0.002,0.11567524845198454,,3h45m19.872s,0d19m45.887s,
SDSS-II SN 2078,[CDN2013] CID 02078,22h26m51.360s,-01d04m47.89s,,,,,,,,SN,,0.147,0.016,2013ApJ...763...88C,,0.013,,SDSS J22651.31-010447.9,22h26m51.346s,-1d04m47.13s,
SDSS-II SN 20787,WISEA J032202.58-002633.1,03h22m02.587s,-00d26m33.11s, 0.27070, 0.00020,81153.829750,59.958500, 1156.92, 80.99,,G,,0.193,0.021,2007SDSS6.C...0000:,2011ApJ...738..162S,0.007,2.386286530483618,SDSS J32202.58-002633.1,3h22m02.607s,-0d26m32.81s,
SDSS-II SN 2079,WISEA J222713.59-010403.9,22h27m13.587s,-01d04m03.92s, 0.30654, 0.00004,91897.493572,12.891077, 1307.67, 91.54,,G,,0.152,0.017,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.024,8.88595422323729,SDSS J22713.58-010403.9,22h27m13.68s,-1d04m03.9s,
SDSS-II SN 20805,WISEA J211619.05-004101.7,21h16m19.033s,-00d41m02.46s, 0.34121, 0.00012,102291.899132,36.574685, 1456.72,101.97,,G,,0.168,0.019,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.018,7.975651665620729,SDSS J11619.02-004102.5,21h16m18.96s,-0d41m02.202s,
SDSS-II SN 20825,SDSS-II SN 20825,22h43m09.172s,+00d33m56.80s, 0.13500,,40471.987500,,  572.95, 40.11,2,VisS,,0.194,0.021,2011ApJ...738..162S,2011ApJ...738..162S,0.013,2.1879110665607833,,22h43m09.12s,0d33m56.797s,
SDSS-II SN 20828,SDSS-II SN 20828,21h42m09.168s,+00d57m44.50s, 0.20600,,61757.255000,,  877.38, 61.42,10,G,,0.166,0.018,2007SDSS6.C...0000:,2011ApJ...738..162S,0.018,4.443851872545747,SDSS J14209.16+005744.6,21h42m09.231s,0d57m44.93s,
SDSS-II SN 20830,WISEA J225137.97+005519.5,22h51m37.962s,+00d55m19.76s, 0.16207, 0.00002,48586.171305,5.396265,  688.84, 48.22,,G,,0.276,0.030,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.056,11.19237320287027,SDSS J25137.96+005519.6,22h51m38.16s,0d55m18.268s,
SDSS-II SN 20870,[CDN2013] CID 20870,00h57m59.472s,-00d41m10.81s,,,,,,,,SN,,0.079,0.009,2013ApJ...763...88C,,0.023,,SDSS J05759.46-004110.6,0h57m59.457s,-0d41m09.43s,
SDSS-II SN 20877,SDSS-II SN 20877,00h39m08.816s,+00d30m51.04s, 0.28800,,86340.240000,, 1228.54, 86.00,2,VisS,,0.047,0.005,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.07401781909179293,,0h39m08.8152s,0d30m51.037s,
SDSS-II SN 20891,SDSS-II SN 20891,03h52m40s,+00d31m,,,,,,,,SN,,0.674,0.074,2018PASP..130f4002S,,0.0,,,3h52m38.184s,0d31m22.958s,
SDSS-II SN 20896,WISEA J000254.39+005622.8,00h02m54.380s,+00d56m23.09s, 0.36100,,108225.092500,, 1540.93,107.87,4,G,,0.077,0.008,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.001,0.07500760237486884,SDSS J00254.37+005623.1,0h02m54.38s,0d56m23.1s,
SDSS-II SN 20916,SDSS CE J019.580805+01.029381 ,01h18m19s,+01d01.8m, 0.33344,,99963.410785,, 1423.56, 99.65,,GClstr,,0.092,0.010,2002AJ....123.1807G,2002AJ....123.1807G,0.509,253.6080346854615,SDSS J11821.02+010128.0,1h18m21.04s,1d01m27.91s,
SDSS-II SN 20917,SDSS-II SN 20917,03h04m16.64s,-01d08m45.4s,,,,,,,,IrS,,0.213,0.023,2013wise.rept....1C,,0.018,,,3h04m16.608s,-1d08m44.376s,
SDSS-II SN 20920,SDSS-II SN 20920,03h42m02.538s,-01d11m03.25s, 0.60000,,179875.500000,, 2567.65,179.74,2,VisS,,0.335,0.037,2011ApJ...738..162S,2011ApJ...738..162S,0.002,1.155032452086304,,3h42m02.544s,-1d11m03.228s,
SDSS-II SN 20923,SDSS-II SN 20923,01h55m48.752s,-00d48m35.80s, 0.59500,,178376.537500,, 2544.27,178.10,2,VisS,,0.083,0.009,2011ApJ...738..162S,2011ApJ...738..162S,0.002,1.4837358955644078,,1h55m48.744s,-0d48m35.802s,
SDSS-II SN 20932,SDSS-II SN 20932,02h08m41s,+00d58m,,,,,,,,SN,,0.079,0.009,2018PASP..130f4002S,,0.002,,,2h08m39.888s,0d57m40.338s,
SDSS-II SN 20936,SDSS-II SN 20936,03h32m16.070s,+00d50m51.11s, 0.37836, 0.00002,113429.190507,5.096472, 1618.19,113.27,2,G,,0.284,0.031,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.019,8.891243579015853,SDSS J33216.07+005051.1,3h32m16.08s,0d50m52.231s,
SDSS-II SN 20953,SDSS-II SN 20953,22h46m23.349s,-00d15m04.43s, 0.28900,,86640.032500,, 1232.49, 86.28,6,VisS,,0.217,0.024,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.09007145658100851,,22h46m23.35s,-0d15m04.43s,
SDSS-II SN 20961,SDSS-II SN 20961,00h37m54.698s,-00d19m15.38s, 0.27900,,83642.107500,, 1190.00, 83.30,6,G,,0.051,0.006,2007SDSS6.C...0000:,2011ApJ...738..162S,0.006,2.008662411275582,SDSS J03754.69-001915.5,0h37m54.7s,-0d19m15.0348s,
SDSS-II SN 20969,SDSS-II SN 20969,01h40m21.785s,-00d21m13.25s, 0.36100,,108225.092500,, 1541.88,107.93,6,G,,0.089,0.010,2007SDSS6.C...0000:,2011ApJ...738..162S,0.011,5.237255106942561,SDSS J14021.78-002113.3,1h40m21.768s,-0d21m12.6s,
SDSS-II SN 20971,WISEA J015610.05-001257.5,01h56m10.049s,-00d12m56.75s, 0.29300,,87839.202500,, 1250.88, 87.56,,G,,0.089,0.010,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.013,4.675095334339494,SDSS J15610.05-001256.7,1h56m10.06s,-0d12m57.5s,
SDSS-II SN 20998,SDSS-II SN 20998,01h12m05.583s,+00d09m35.53s, 0.25100,,75247.917500,, 1070.41, 74.93,6,VisS,,0.090,0.010,2011ApJ...738..162S,2011ApJ...738..162S,0.003,0.7040533535903445,SDSS J11205.59+000935.4,1h12m05.592s,0d09m35.53s,
SDSS-II SN 21001,SDSS-II SN 21001,01h33m53.749s,+00d10m00.08s, 0.22600,,67753.105000,,  963.61, 67.45,6,G,,0.080,0.009,2007SDSS6.C...0000:,2011ApJ...738..162S,0.003,1.0316423319669803,SDSS J13353.74+001000.1,1h33m53.736s,0d10m00.1812s,
SDSS-II SN 21013,SDSS-II SN 21013,02h01m14s,-00d56m,,,,,,,,SN,,0.076,0.008,2018PASP..130f4002S,,0.001,,SDSS J20112.28-005602.0,2h01m12.288s,-0d56m02.1408s,
SDSS-II SN 21015,WISEA J023328.88-005853.1,02h33m28.894s,-00d58m53.15s, 0.37600,,112721.980000,, 1606.97,112.49,,G,,0.078,0.009,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.004,2.203118033339484,SDSS J23328.88-005853.2,2h33m28.879s,-0d58m53.32s,
SDSS-II SN 21019,SDSS-II SN 21019,02h29m51s,-00d27m,,,,,,,,SN,,0.090,0.010,2018PASP..130f4002S,,0.001,,SDSS J22949.59-002639.9,2h29m49.632s,-0d26m41.298s,
SDSS-II SN 21023,SDSS-II SN 21023,02h27m15s,-00d02m,,,,,,,,SN,,0.084,0.009,2018PASP..130f4002S,,0.003,,,2h27m13.824s,-0d02m18.5208s,
SDSS-II SN 21027,SDSS-II SN 21027,01h58m08s,+00d19m,,,,,,,4,SN,,0.075,0.008,2018PASP..130f4002S,,0.001,,SDSS J15806.94+001921.9,1h58m06.936s,0d19m22.058s,
SDSS-II SN 21060,SDSS-II SN 21060,21h32m40.531s,+00d18m48.97s, 0.46200,,138504.135000,, 1973.85,138.17,10,G,,0.132,0.015,2007SDSS6.C...0000:,2011ApJ...738..162S,0.008,4.627873474579403,SDSS J13240.60+001849.0,21h32m40.528s,0d18m49.45s,
SDSS-II SN 21069,WISEA J231614.78-005018.3,23h16m14.761s,-00d50m18.45s, 0.47330, 0.00009,141891.190665,26.981325, 2021.77,141.52,,G,,0.109,0.012,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.03,17.855661605572806,SDSS J31614.77-005018.3,23h16m14.64s,-0d50m18.5s,
SDSS-II SN 21161,SDSS J204720.89+000312.8,20h47m20.892s,+00d03m12.87s,,,,,,,,G,,0.274,0.030,2007SDSS6.C...0000:,,0.003,,SDSS J04720.88+000312.8,20h47m20.88s,0d03m12.72s,
SDSS-II SN 21185,SDSS-II SN 21185,22h43m22.512s,-00d43m02.92s, 0.21800,,65354.765000,,  928.43, 64.99,6,G,,0.171,0.019,2007SDSS6.C...0000:,2011ApJ...738..162S,0.013,3.3350372396630408,SDSS J24322.50-004302.9,22h43m22.56s,-0d43m02.766s,
SDSS-II SN 21306,SDSS J233141.60+000529.2,23h31m41.606s,+00d05m29.26s, 0.31500,,94434.637500,, 1343.82, 94.07,,G,,0.111,0.012,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.004,1.36192309150892,SDSS J33141.60+000529.3,23h31m41.598s,0d05m29.43s,
SDSS-II SN 21307,SDSS-II SN 21307,23h35m31s,+00d08m,,,,,,,,SN,,0.079,0.009,2018PASP..130f4002S,,0.007,,,23h35m29.76s,0d07m39.4s,
SDSS-II SN 21347,SDSS-II SN 21347,01h38m36.681s,-01d03m34.88s, 0.48669, 0.00003,145904.812655,9.593360, 2080.15,145.61,6,G,,0.096,0.011,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.002,1.6807443027673896,SDSS J13836.67-010334.8,1h38m36.67s,-1d03m34.9s,
SDSS-II SN 21360,SDSS-II SN 21360,03h22m51s,-00d48m,,,,,,,,SN,,0.221,0.024,2018PASP..130f4002S,,0.003,,SDSS J32249.33-004738.6,3h22m49.248s,-0d47m39.3396s,
SDSS-II SN 21381,SDSS-II SN 21381,03h26m39.629s,-00d13m01.78s, 0.15800,,47367.215000,,  674.34, 47.20,2,VisS,,0.307,0.034,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.24656601622514643,SDSS J32639.61-001302.2,3h26m39.624s,-0d13m01.776s,
SDSS-II SN 21388,SDSS-II SN 21388,00h12m33.372s,+00d03m04.97s, 0.56665, 0.00008,169877.420125,22.784230, 2421.74,169.52,4,G,,0.082,0.009,2013ApJ...763...88C,2013ApJ...763...88C,0.024,17.470362173701364,SDSS J01233.30+000305.5,0h12m33.29s,0d03m05.8s,
SDSS-II SN 21389,SDSS-II SN 21389,00h14m15.359s,+00d01m41.13s, 0.52800,,158290.440000,, 2256.22,157.94,2,VisS,,0.070,0.008,2011ApJ...738..162S,2011ApJ...738..162S,0.001,0.16455961518911483,,0h14m15.36s,0d01m41.13s,
SDSS-II SN 21401,SDSS-II SN 21401,03h14m36.692s,+00d06m10.80s, 0.05600,,16788.380000,,  237.25, 16.61,2,VisS,,0.260,0.029,2011ApJ...738..162S,2011ApJ...738..162S,0.003,0.24295696466398903,,3h14m36.696s,0d06m11s,
SDSS-II SN 21402,SDSS-II SN 21402,03h24m29s,+00d02m,,,,,,,,SN,,0.337,0.037,2018PASP..130f4002S,,0.002,,SDSS J32427.69+000204.3,3h24m27.672s,0d02m04.999s,
SDSS-II SN 21405,SDSS-II SN 21405,03h34m34.159s,+00d03m22.18s, 0.61200,,183473.010000,, 2618.87,183.32,2,G,,0.319,0.035,2007SDSS6.C...0000:,2011ApJ...738..162S,0.006,4.282564352216461,SDSS J33434.16+000322.2,3h34m34.176s,0d03m22.4s,
SDSS-II SN 21406,WISEA J033929.83+000025.1,03h39m29.887s,+00d00m25.20s,,,,,,,,G,,0.265,0.029,2007SDSS6.C...0000:,,0.002,,SDSS J33929.88+000025.1,3h39m29.88s,0d00m25.3s,
SDSS-II SN 21487,WISEA J224107.52-001241.2,22h41m07.532s,-00d12m41.21s, 0.18914, 0.00003,56702.153865,8.094397,  804.82, 56.34,,G,,0.157,0.017,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.023,5.423403970652859,SDSS J24107.52-001241.2,22h41m07.44s,-0d12m41.2s,
SDSS-II SN 2149,SDSS-II SN 02149,01h09m47.315s,-00d35m19.72s, 0.28400,,85141.070000,, 1211.73, 84.82,12,G,,0.098,0.011,2007SDSS6.C...0000:,2011ApJ...738..162S,0.049,17.36672752393897,SDSS J10947.32-003519.7,1h09m47.489s,-0d35m18.36s,
SDSS-II SN 21494,SDSS-II SN 21494,22h43m11.006s,+00d18m15.26s, 0.65500,,196364.087500,, 2799.98,196.00,6,G,,0.186,0.020,2007SDSS6.C...0000:,2011ApJ...738..162S,0.015,11.677161536309388,SDSS J24311.01+001815.2,22h43m11.04s,0d18m15.95s,
SDSS-II SN 21577,[CDN2013] CID 21577,01h56m13.272s,-00d31m54.48s,,,,,,,,SN,,0.083,0.009,2013ApJ...763...88C,,0.003,,SDSS J15613.27-003154.5,1h56m13.264s,-0d31m54.32s,
SDSS-II SN 21589,SDSS-II SN 21589,01h34m18.350s,-00d01m19.93s, 0.30800,,92336.090000,, 1314.81, 92.04,6,G,,0.090,0.010,2007SDSS6.C...0000:,2011ApJ...738..162S,0.015,6.111149937381886,SDSS J13418.36-000119.8,1h34m18.288s,-0d01m20.1468s,
SDSS-II SN 2162,WISEA J010146.30-000801.4,01h01m46.29s,-00d08m01.6s, 0.17270, 0.00050,51774.164750,149.896250,  734.96, 51.49,,G,,0.085,0.009,1990MNRAS.243..692M,2011ApJ...738..162S,0.008,1.7524055130104248,SDSS J10146.30-000801.4,1h01m46.296s,-0d08m01.12s,
SDSS-II SN 21764,SDSS-II SN 21764,01h28m01.528s,-00d24m00.79s, 0.55400,,166085.045000,, 2368.29,165.78,2,VisS,,0.087,0.010,2011ApJ...738..162S,2011ApJ...738..162S,0.002,1.3814952709660377,SDSS J12801.59-002359.6,1h28m01.536s,-0d24m00.792s,
SDSS-II SN 2181,SDSS-II SN 02181,01h20m39.128s,-00d00m27.14s, 0.52800,,158290.440000,, 2256.84,157.98,10,G,,0.094,0.010,2007SDSS6.C...0000:,2011ApJ...738..162S,0.002,1.28525168123524,SDSS J12039.12-000027.2,1h20m39.133s,-0d00m27.05s,
SDSS-II SN 21858,WISEA J000520.79+010341.3,00h05m20.802s,+01d03m41.13s, 0.26560, 0.01000,79624.888000,2997.925000, 1132.37, 90.10,,G,,0.082,0.009,2007SDSS6.C...0000:,2011ApJ...738..162S,0.026,8.598209205024029,SDSS J00520.80+010341.1,0h05m20.897s,1d03m41.76s,
SDSS-II SN 21874,SDSS-II SN 21874,03h35m52.072s,-00d32m11.93s, 0.36800,,110323.640000,, 1573.91,110.17,2,VisS,,0.351,0.039,2011ApJ...738..162S,2011ApJ...738..162S,0.002,0.9175649107061469,,3h35m52.08s,-0d32m11.9292s,
SDSS-II SN 21875,SDSS-II SN 21875,02h13m49.968s,+00d45m46.87s, 0.06600,,19786.305000,,  278.96, 19.53,2,VisS,,0.086,0.009,2011ApJ...738..162S,2011ApJ...738..162S,0.0,0.0,,2h13m49.968s,0d45m46.87s,
SDSS-II SN 21884,SDSS-II SN 21884,03h26m14.515s,-00d06m49.88s, 0.36600,,109724.055000,, 1565.14,109.56,2,VisS,,0.298,0.033,2011ApJ...738..162S,2011ApJ...738..162S,0.002,0.5705514208329132,SDSS J32614.51-000648.8,3h26m14.52s,-0d06m49.878s,
SDSS-II SN 21885,SDSS-II SN 21885,23h04m27.263s,+00d19m06.19s, 0.36400,,109124.470000,, 1553.66,108.76,4,G,,0.125,0.014,2007SDSS6.C...0000:,2011ApJ...738..162S,0.025,11.036391933977526,SDSS J30427.26+001906.2,23h04m27.36s,0d19m06.3012s,
SDSS-II SN 21888,WISEA J011542.94+001408.1,01h15m42.945s,+00d14m07.68s, 0.34249, 0.00007,102675.033947,21.285267, 1462.27,102.36,,G,,0.090,0.010,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.001,0.55236290207549,SDSS J11542.94+001407.6,1h15m42.94s,0d14m07.7s,
SDSS-II SN 21889,SDSS-II SN 21889,01h56m21s,+00d21m,,,,,,,,SN,,0.087,0.010,2018PASP..130f4002S,,0.003,,,1h56m19.536s,0d20m40.477s,
SDSS-II SN 2235,WISEA J011532.50-005529.6,01h15m32.511s,-00d55m30.19s, 0.34785, 0.00002,104281.621955,4.496887, 1485.23,103.97,,G,,0.111,0.012,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.029,12.287284551453189,SDSS J11532.51-005530.1,1h15m32.616s,-0d55m29.55s,
SDSS-II SN 2280,SDSS-II SN 02280,22h45m57.493s,+00d16m52.70s, 0.35023, 0.00003,104996.926860,9.293567, 1494.73,104.63,8,G,,0.205,0.023,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.027,11.679559470341303,SDSS J24557.48+001652.7,22h45m57.6s,0d16m52.7s,
SDSS-II SN 2355,SDSS-II SN 02355,00h06m20s,-00d28m,,,,,,,,VisS,,0.095,0.010,2018PASP..130f4002S,,0.0,,,0h06m18.6144s,-0d27m58.0284s,
SDSS-II SN 2427,SDSS J010446.12+004056.5,01h04m46.128s,+00d40m56.56s,,,,,,,,G,,0.064,0.007,2007SDSS6.C...0000:,,0.001,,SDSS J10446.12+004056.6,1h04m46.128s,0d40m56.622s,
SDSS-II SN 2532,SDSS-II SN 02532,01h50m59.381s,-00d14m03.37s,,,,,,,5,SN,,0.093,0.010,2010ApJ...713.1026D,,0.008,,SDSS J15059.29-001402.0,1h50m59.4s,-0d14m03.04s,
SDSS-II SN 2537,SDSS-II SN 02537,03h23m43s,-00d17m,,,,,,,,SN,,0.237,0.026,2018PASP..130f4002S,,0.003,,SDSS J32341.23-001708.9,3h23m41.256s,-0d17m09.2292s,
SDSS-II SN 2551,SDSS J235042.46-010951.3,23h50m42.470s,-01d09m51.34s, 0.24904, 0.00003,74659.424823,7.794605, 1061.39, 74.30,,G,,0.079,0.009,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.018,5.47812610430337,SDSS J35042.46-010951.3,23h50m42.48s,-1d09m50.292s,
SDSS-II SN 2621,SDSS-II SN 02621,01h01m22.544s,-01d07m44.99s, 0.32400,,97132.770000,, 1382.95, 96.81,2,VisS,,0.102,0.011,2011ApJ...738..162S,2011ApJ...738..162S,0.002,0.8133173165680376,SDSS J10122.55-010744.6,1h01m22.536s,-1d07m44.976s,
SDSS-II SN 2630,SDSS-II SN 02630,02h21m02.213s,-01d07m12.29s, 0.29500,,88438.787500,, 1259.85, 88.19,6,G,,0.082,0.009,2007SDSS6.C...0000:,2011ApJ...738..162S,0.011,4.053500158521266,SDSS J22102.21-010712.3,2h21m02.256s,-1d07m12.144s,
SDSS-II SN 2632,WISEA J030221.52-011336.0,03h02m21.510s,-01d13m35.91s, 0.29600, 0.01000,88738.580000,2997.925000, 1264.89, 98.36,,G,,0.263,0.029,2007SDSS6.C...0000:,2011ApJ...738..162S,0.052,19.257051094307222,SDSS J30221.51-011335.8,3h02m21.663s,-1d13m33.78s,
SDSS-II SN 2639,WISEA J220151.36+003951.9,22h01m51.407s,+00d39m52.05s, 0.21500, 0.01000,64455.387500,2997.925000,  915.77, 77.09,5,G,,0.142,0.016,2007SDSS6.C...0000:,2011ApJ...738..162S,0.005,1.3608508519733982,SDSS J20151.40+003952.1,22h01m51.415s,0d39m51.77s,
SDSS-II SN 2734,SDSS J031249.68-004141.4,03h12m49.687s,-00d41m41.43s, 0.30300,,90837.127500,, 1295.07, 90.65,,G,,0.225,0.025,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.009,3.5217687905827226,SDSS J31249.69-004141.2,3h12m49.65s,-0d41m41.5s,
SDSS-II SN 2746,WISEA J021825.15+010800.0,02h18m25.196s,+01d08m00.20s, 0.11925, 0.00002,35750.555417,5.995850,  507.10, 35.50,,G,,0.086,0.010,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.02,3.0042073757138033,SDSS J21825.18+010800.1,2h18m25.13s,1d08m00.9s,
SDSS-II SN 2766,WISEA J033050.77-003706.9,03h30m50.785s,-00d37m06.87s, 0.15000, 0.00010,44967.975622,30.279042,  640.16, 44.81,1,G,,0.369,0.041,2007SDSS6.C...0000:,2003SDSS1.C...0000:,0.034,6.354389599024194,SDSS J33050.79-003706.8,3h30m50.664s,-0d37m07.7988s,
SDSS-II SN 2784,SDSS-II SN 02784,01h52m18.062s,-00d02m30.08s, 0.38300,,114820.527500,, 1636.27,114.54,10,VisS,,0.091,0.010,2010ApJ...713.1026D,2011ApJ...738..162S,0.01,4.854300870785978,SDSS J15218.12-000228.5,1h52m18.102s,-0d02m30.19s,
SDSS-II SN 2806,WISEA J030104.06+001625.2,03h01m04.057s,+00d16m25.06s, 0.30100,,90237.542500,, 1286.26, 90.04,,G,,0.320,0.035,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.001,0.3765464716417187,SDSS J30104.06+001625.0,3h01m04.06s,0d16m25.1s,
SDSS-II SN 2808,WISEA J032550.21+001732.3,03h25m50.200s,+00d17m32.55s, 0.31410, 0.00050,94164.824250,149.896250, 1342.86, 94.02,,G,,0.352,0.039,2007SDSS6.C...0000:,2011ApJ...738..162S,0.018,6.699224131780609,SDSS J32550.19+001732.5,3h25m50.256s,0d17m31.96s,
SDSS-II SN 2855,SDSS J010442.06-002122.8,01h04m42.068s,-00d21m22.88s, 0.24512, 0.00004,73484.837808,12.291493, 1045.15, 73.16,,G,,0.124,0.014,2016SDSSD.C...0000:,2016SDSSD.C...0000:,0.0,0.0,SDSS J10442.09-002122.6,1h04m42.068s,-0d21m22.88s,
SDSS-II SN 2864,WISEA J235748.21-011422.8,23h57m48.228s,-01d14m22.52s, 0.24410, 0.00050,73179.349250,149.896250, 1040.28, 72.85,,G,,0.079,0.009,2007SDSS6.C...0000:,2011ApJ...738..162S,0.003,0.9990373475366952,SDSS J35748.23-011422.5,23h57m48.24s,-1d14m22.6s,
SDSS-II SN 2912,SDSS-II SN 02912,02h52m07s,-01d15m,,,,,,,,SN,,0.205,0.023,2018PASP..130f4002S,,0.001,,SDSS J25205.61-011515.9,2h52m05.616s,-1d15m15.84s,
SDSS-II SN 2926,SDSS J001648.64+002542.1,00h16m48.693s,+00d25m41.52s, 0.30429, 0.00006,91222.960447,19.486512, 1298.13, 90.87,,G,,0.066,0.007,2013ApJ...763...88C,2013ApJ...763...88C,0.016,6.221838842642567,SDSS J01648.66+002542.3,0h16m48.64s,0d25m42.1s,
SDSS-II SN 3065,WISEA J222756.62-010845.6,22h27m56.637s,-01d08m45.59s, 0.14469, 0.00001,43378.475787,4.197095,  614.54, 43.02,,G,,0.160,0.018,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.729,131.5565940241919,SDSS J22754.68-010917.5,22h27m54.72s,-1d09m18.576s,
SDSS-II SN 3068,SDSS-II SN 03068,00h45m10s,-00d54m,,,,,,,,SN,,0.051,0.006,2018PASP..130f4002S,,0.002,,SDSS J04508.46-005414.5,0h45m08.496s,-0d54m14.4936s,
SDSS-II SN 3102,SDSS-II SN 03102,21h11m02.893s,-00d48m04.20s, 0.37900,,113621.357500,, 1618.63,113.30,2,G,,0.232,0.026,2007SDSS6.C...0000:,2011ApJ...738..162S,0.013,5.7829318253023025,SDSS J11102.89-004804.1,21h11m02.88s,-0d48m03.492s,
SDSS-II SN 3150,SDSS-II SN 03150,22h18m02.921s,-00d37m53.65s, 0.30000,,89937.750000,, 1279.72, 89.58,10,G,,0.239,0.026,2007SDSS6.C...0000:,2011ApJ...738..162S,0.001,0.6394850385101765,SDSS J21802.92-003753.5,22h18m02.916s,-0d37m53.72s,
SDSS-II SN 3172,WISEA J222240.60-003811.4,22h22m40.607s,-00d38m11.42s, 0.31697, 0.00005,95026.427895,14.090247, 1352.39, 94.67,,G,,0.198,0.022,2007SDSS6.C...0000:,2016SDSSD.C...0000:,0.012,4.772471616950682,SDSS J22240.60-003811.4,22h22m40.56s,-0d38m11.2524s,
SDSS-II SN 3175,SDSS-II SN 03175,02h58m28.112s,-00d58m14.04s, 0.21600,,64755.180000,,  922.19, 64.55,6,G,,0.259,0.029,2007SDSS6.C...0000:,2011ApJ...738..162S,0.011,2.7571893302979986,SDSS J25828.16-005814.1,2h58m28.152s,-0d58m13.908s,
SDSS-II SN 3195,WISEA J003440.44+001439.8,00h34m40.457s,+00d14m39.68s, 0.30000, 0.01000,89937.750000,2997.925000, 1279.90, 99.30,,G,,0.054,0.006,2007SDSS6.C...0000:,2011ApJ...738..162S,0.009,3.3313283824617788,SDSS J03440.46+001439.7,0h34m40.422s,0d14m39.58s,
SDSS-II SN 3205,SDSS-II SN 03205,00h54m05.424s,+00d18m47.96s, 0.09100,,27281.117500,,  384.98, 26.95,6,G,,0.075,0.008,2007SDSS6.C...0000:,2011ApJ...738..162S,0.019,2.1932970933389258,SDSS J05405.43+001847.8,0h54m05.368s,0d18m47.16s,
SDSS-II SN 3206,SDSS J005418.57+002505.1,00h54m18.577s,+00d25m05.27s, 0.38700,,116019.697500,, 1652.67,115.69,,G,,0.071,0.008,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.008,3.7269318961802984,SDSS J05418.56+002505.1,0h54m18.598s,0d25m05.61s,
SDSS-II SN 3225,WISEA J013331.42+001840.3,01h33m31.457s,+00d18m40.48s, 0.34190, 0.00050,102499.055750,149.896250, 1459.98,102.22,4,G,,0.078,0.009,2007SDSS6.C...0000:,2011ApJ...738..162S,0.018,7.412611489270917,SDSS J13331.45+001840.4,1h33m31.525s,0d18m40.7s,
SDSS-II SN 3368,SDSS J025749.45+011350.8,02h57m49.451s,+01d13m51.13s, 0.32000,,95933.600000,, 1367.56, 95.73,,G,,0.242,0.027,2007SDSS6.C...0000:,2010ApJ...713.1026D,0.002,0.8224202122857173,SDSS J25749.45+011350.8,2h57m49.443s,1d13m51.1s,
