Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray,NUVexpt,FUVexpt
SN1997bp,1997/04/06,13.76,NGC 4680,"12:46:53.75,12:46:53.750","-11:38:33.2,-11:38:33.22",0.008309,Ia-HV,102.0,14.0,,,222.0,116.0
SN2002cr,2002/05/01,13.8,NGC 5468,"14:06:37.59,14:06:37.589","-05:26:21.9,-05:26:21.91","0.00948,0.00948,0.0103",Ia,265.0,12.0,,,220.0,108.0
SN2014bv,2014/06/18,13.8,NGC 4386,12:24:30.98,+75:32:08.6,0.005594,Ia,90.0,,,,0.0,0.0
SN2011iv,2011/12/02,13.8,NGC 1404,"03:38:51.35,03:38:51.34",-35:35:32.0,0.006494,Ia,52.0,1.0,0.0,,232.0,232.0
SN2011hr,2011/11/08,13.8,NGC 2691,"08:54:46.03,08:54:46.02",+39:32:16.1,0.013279,Ia-91T,5.0,12.0,,,3328.0,560.0
SN2005cn,2005/06/19,13.8,NGC 5061,13:18:00.46,-26:48:33.1,0.0068,Ia,1.0,1.0,,,221.0,108.0
SN2009fj,2009/05/27,13.8,ESO 267-G16,12:06:22.97,-44:27:34.3,0.0104,Ia,1.0,,,,105.0,105.0
SN1961P,1961/09/12,13.81,UGC 2069,"02:35:35,02:35:35.100,02:35:37.30","+37:37.5,+37:37:60.00,+37:38:00.0,+37:37:43.7",0.0112,Ia,92.0,,,,,
SN2008ge,2008/10/08,13.82,NGC 1527,04:08:24.68,-47:53:47.4,"0.003916,0.004043",Ia-02cx,15.0,2.0,,,109.0,109.0
SN2013cs,2013/05/14,13.83,ESO 576-G17,"13:15:14.81,13:15:14.8,13:15:14.88","-17:57:55.6,-17:57:55.65,-17:57:56,-17:57:55.8",0.009,Ia,265.0,6.0,,,370.0,43.0
SN1989A,1989/01/19,13.85,NGC 3687,"11:27:59.02,11:27:58.100,11:27:58.1","+29:30:21.4,+29:30:21.43,+29:30:35.00,+29:30:35.0",0.008359,Ia,54.0,1.0,,,300.0,210.0
SN1993L,1993/04/30,13.86,IC 5270,"22:57:52.86,22:57:52.81,22:57:52.870,22:57:52.87","-35:51:26.8,-35:51:26.98,-35:51:27.00,-35:51:27.0",0.006616,Ia,147.0,,,,193.0,193.0
SN2013E,2013/01/04,13.86,IC 2532,10:00:05.52,"-34:14:01.3,-34:14:00.6",0.009413,Ia,48.0,1.0,0.0,,505.0,505.0
SN1993Z,1993/09/23,13.87,NGC 2775,"09:10:19.60,09:10:19.58,09:10:19.601","+07:01:40.2,+07:01:40.13,+07:01:40.30,+07:01:40.3,+07:01:40.1","0.00452,0.0045,0.0045",Ia,78.0,9.0,,,3373.0,3373.0
SN2014dg,2014/09/11,13.89,UGC 2855,03:48:19.78,+70:07:54.5,0.004,Ia,50.0,,,,219.0,219.0
PSc090191,2010/10/08,13.89,,08:41:34.610,+43:37:18.26,0.41664,Ia,10.0,,,,219.0,219.0
SN2012Z,2012/01/29,13.9,NGC 1309,"03:22:05.3964,03:22:05.35","-15:23:14.939,-15:23:15.6",0.007125,Ia-02cx,412.0,37.0,0.0,,5138.0,4060.0
SN2006mr,2006/11/05,13.9,NGC 1316,"03:22:42.84,03:22:43.03","-37:12:28.5,-37:12:29.16","0.005508,0.005508",Ia Pec,249.0,15.0,,,1934.0,237.0
SN2011ao,2011/03/03,13.9,IC 2973,"11:53:51.03,11:53:51.12,11:53:51.02","+33:21:46.3,+33:21:46.08,+33:21:46.2",0.010694,Ia,179.0,,,,104.0,104.0
SN2011aa,2011/02/06,13.9,UGC 3906,"07:36:42.63,07:36:42.48","+74:26:34.8,+74:26:35.52,+74:26:34.7",0.012512,Ia Pec?,176.0,,,,336.0,227.0
SN1996bk,1996/10/12,13.9,NGC 5308,"13:46:57.98,13:46:57.979","+60:58:12.9,+60:58:12.90",0.00681,Ia,39.0,1.0,,,2059.0,109.0
ASASSN-13dd,2013/09/24,13.9,NGC 2765,"09:07:36.75,09:07:36.72","+03:23:39.7,+03:23:38.652,+03:23:38.976",0.012549,Ia,28.0,1.0,,,4261.0,4261.0
SN2002bs,2002/03/11,13.9,IC 4221,"13:18:30.30,13:18:30.300","-14:36:31.8,-14:36:31.79",0.00964,Ia,17.0,7.0,,,327.0,104.0
SN2010hg,2010/09/01,13.9,NGC 3001,"09:46:13.7,09:46:13.70","-30:27:13,-30:27:13.3","0.0082,0.0082",Ia,1.0,,,,115.0,115.0
SN2005ke,2005/11/13,13.92,NGC 1371,"03:35:04.35,03:35:04.344,03:35:4.34","-24:56:38.8,-24:56:38.76","0.00488,0.004483,0.00449,0.00488",Ia Pec,689.0,30.0,0.0,,178.0,178.0
PSc590194,2014/01/27,13.92,,"08:40:56.865,08:40:56.86","+44:31:27.56,+44:31:27.4",0.09016,Ia,18.0,,,,1896.0,1896.0
SN1998dh,1998/07/20,13.93,NGC 7541,"23:14:40.31,23:14:40.310","+04:32:14.1,+04:32:14.10","0.00897,0.00897,0.00881",Ia,206.0,14.0,,,106.0,0.0
SN1963I,1963/05/14,13.93,NGC 4178,"12:12:45.61,12:12:45.610","+10:51:30.8,+10:51:31.0,+10:51:30.82",0.0013,Ia,16.0,1.0,,,116.0,116.0
SN2002cv,2002/05/09,13.95,NGC 3190,"10:18:03.68,10:18:03.679","+21:50:06.2,+21:50:06.0,+21:50:06.00","0.00424,0.00424",Ia,141.0,2.0,0.0,,0.0,0.0
SN2004bv,2004/05/24,13.95,NGC 6907,20:25:06.34,-24:48:53.7,0.01061,Ia,131.0,7.0,,,628.0,197.0
SN1999cp,1999/06/18,13.97,NGC 5468,"14:06:31.30,14:06:31.3,14:06:31.301","-05:26:49.0,-05:26:49,-05:26:48.98","0.00948,0.0104,0.00948,0.00926,0.00994,0.0105",Ia,118.0,5.0,,,220.0,108.0
SN1986A,1986/02/04,14.0,NGC 3367,"10:46:36.54,10:46:36.56,10:46:36.600,10:46:36.60","+13:45:00.6,+13:45:00.63,+13:45:01.12,+13:45:01.1",0.01,Ia,28.0,,0.0,,114.0,114.0
SN1994U,1994/06/27,14.0,NGC 4948,"13:04:56.13,13:04:56.09,13:04:56.131","-07:56:51.7,-07:56:51.67,-07:56:51.50,-07:56:51.5","0.003749,0.003746",Ia,1.0,2.0,,,340.0,107.0
SN1980I,1980/06/13,14.0,NGC 4374,"12:25:38.12,12:25:35.06,12:25:38.100,12:25:38.1","+12:53:23.5,+12:53:34.6,+12:53:24.00,+12:53:24.0",0.0033,Ia,1.0,,,,531.0,531.0
SN1986O,1986/12/24,14.0,NGC 2227,"06:25:57,06:25:57.900,06:25:57.9,06:25:58.02","-22:00.7,-22:00:44.00,-22:00:44.0,-22:00:42.2",0.0075,Ia,1.0,,0.0,,,
SN1999ac,1999/02/26,14.04,NGC 6063,"16:07:15.01,16:07:15.010","+07:58:20.4,+07:58:20.39","0.00944,0.0115",Ia Pec,397.0,39.0,,,1893.0,427.0
SN2011ek,2011/08/04,14.04,NGC 918,"02:25:48.89,02:25:48.888,02:25:48.88","+18:32:00.0,+18:31:59.16",0.005027,.IaPec,217.0,2.0,0.0,,118.0,118.0
SN2002dj,2002/06/12,14.04,NGC 5018,"13:13:00.34,13:13:00.341","-19:31:08.7,-19:31:08.69",0.009393,Ia,168.0,24.0,,,435.0,103.0
SN1963P,1963/09/18,14.05,NGC 1084,"02:46:02.10,02:46:02.112,02:46:02.12,02:46:02.100","-07:34:50.4,-07:34:50.52,-07:34:50.5,-07:34:50.48","0.00436,0.00949",Ia,54.0,,,,1867.0,1867.0
PTF10icb,2010/05/30,14.08,MCG +10-19-01,"12:54:49.16,12:54:49.92,12:54:49.78,12:54:49.2,12:54:49.22","+58:52:55.1,+58:52:56.64,+58:52:56.6,+58:52:55.2,+58:52:54.8",0.008544,Ia,117.0,4.0,0.0,,297.0,109.0
SN2006D,2006/01/11,14.09,MCG -01-33-34,"12:52:33.87,12:52:33.84,12:52:33.94","-09:46:30.7,-09:46:30.684,-09:46:30.79,-09:46:30.8","0.008529,0.009641,0.008526",Ia,485.0,31.0,,,109.0,109.0
SN2011at,2011/03/10,14.09,MCG -02-24-27,"09:28:57.56,09:28:57.6","-14:48:20.6,-14:48:20.52,-14:48:20.88",0.006758,Ia,78.0,,0.0,,115.0,115.0
SN2001G,2001/01/08,14.1,MCG +08-17-43,"09:09:33.18,09:09:33.180","+50:16:51.3,+50:16:51.31","0.01677,0.01677",Ia,63.0,17.0,,,213.0,105.0
SN2004ab,2004/02/21,14.1,NGC 5054,13:16:58.18,-16:37:52.7,"0.0058,0.0058",Ia,60.0,1.0,,,303.0,107.0
SN2002ge,2002/10/07,14.1,NGC 7400,"22:54:21.49,22:54:21.490","-45:20:26.9,-45:20:26.92",0.01,Ia,4.0,,,,234.0,234.0
SN1970J,1970/09/24,14.11,NGC 7619,"23:20:12,23:20:12.800,23:20:12.8,23:20:12.71","+08:11.9,+08:11:56.00,+08:11:56.0,+08:11:52.4","0.0132,0.0135",Ia,112.0,,,,,
SN1996Z,1996/05/16,14.13,NGC 2935,"09:36:44.82,09:36:44.820","-21:08:51.7,-21:08:51.68","0.00758,0.00763,0.00829",Ia,20.0,6.0,,,111.0,111.0
SN2009Y,2009/02/01,14.14,NGC 5728,"14:42:23.68,14:42:24.563,14:42:23.76,14:42:24.55,14:42:23.85","-17:14:48.3,-17:14:46.70,-17:14:48.12,-17:14:46.3,-17:14:48.4",0.009316,Ia,220.0,19.0,,,116.0,116.0
SN2003kf,2003/11/27,14.14,MCG -02-16-02,06:04:35.42,-12:37:42.8,0.007388,Ia,181.0,28.0,,,330.0,468.0
SN2013aj,2013/03/03,14.14,NGC 5339,13:54:00.68,-07:55:43.8,0.009,Ia,34.0,11.0,,,5847.0,2007.0
SN2005W,2005/02/01,14.15,NGC 691,"01:50:45.75,01:50:45.77","+21:45:35.6,+21:45:35.28,+21:45:35.4",0.008889,Ia,117.0,4.0,0.0,,1704.0,1704.0
SN2001fe,2001/11/02,14.17,UGC 5129,"09:37:57.10,09:37:57.03,09:37:57.101","+25:29:41.3,+25:29:41.7,+25:29:41.32",0.013539,Ia,71.0,13.0,,,0.0,0.0
SN2001bf,2001/05/03,14.19,MCG +04-42-22,"18:01:33.99,18:01:33.989","+26:15:02.3,+26:15:02.30",0.015501,Ia,212.0,11.0,0.0,,217.0,0.0
SN2002er,2002/08/23,14.2,UGC 10743,"17:11:29.88,17:11:29.880","+07:59:44.8,+07:59:44.81",0.008569,Ia,357.0,30.0,,,109.0,109.0
SN2001en,2001/09/26,14.2,NGC 523,"01:25:22.90,01:25:22.901","+34:01:30.5,+34:01:30.50",0.015871,Ia,185.0,12.0,,,570.0,570.0
SN1972J,1972/08/13,14.2,NGC 7634,"23:21:41,23:21:41.800,23:21:41.8,23:21:41.56","+08:52.5,+08:52:27.00,+08:52:27.0,+08:52:42.7","0.0116,0.0119,0.0131,0.0137",Ia,64.0,,,,,
SN2001dp,2001/08/12,14.2,NGC 3953,"11:53:45.22,11:53:45.221,11:53:45.2","+52:20:56.8,+52:20:56.80",0.0035,Ia,62.0,,,,569.0,134.0
SN1999cw,1999/06/28,14.2,MCG -01-02-01,"00:20:01.46,00:20:01.459","-06:20:03.6,-06:20:03.59",0.01237,Ia,38.0,7.0,,,119.0,119.0
SN1987L,1987/08/16,14.2,NGC 2336,"07:27:26.42,07:27:26.50,07:27:26.359,07:27:26.36","+80:09:30.6,+80:09:30.49,+80:09:30.60,+80:09:30.5",0.0073,Ia,2.0,2.0,,,328.0,216.0
SN2007sa,2007/11/21,14.2,NGC 3499,11:03:10.78,+56:13:26.3,0.005077,Ia,1.0,1.0,,,0.0,0.0
SN2008fw,2008/09/19,14.2,NGC 3261,10:28:55.97,-44:39:55.6,"0.0084,0.0085",Ia,1.0,,,,0.0,0.0
SN2009ev,2009/05/27,14.2,NGC 5026,13:14:17.58,-42:58:48.8,0.011838,Ia,1.0,1.0,,,314.0,103.0
SN1998dm,1998/08/22,14.25,MCG -01-04-44,"01:26:13.97,01:26:13.970","-06:06:14.0,-06:06:14.00","0.006541,0.009006",Ia,163.0,15.0,,,118.0,118.0
SN2008hv,2008/12/02,14.26,NGC 2765,"09:07:34.06,09:07:34.066,09:07:34.08","+03:23:32.1,+03:23:32.18,+03:23:32.64,+03:23:32.10","0.013581,0.012549",Ia,633.0,15.0,,,4261.0,4261.0
SN2009fw,2009/06/06,14.27,ESO 597-6,"20:32:18.50,20:32:18.48","-19:43:59.6,-19:44:00.24",0.028,Ia,17.0,,,,214.0,0.0
SN2004bd,2004/04/07,14.3,NGC 3786,11:39:42.18,+31:54:31.8,0.00893,Ia,79.0,8.0,,,6481.0,3383.0
SN2008hy,2008/12/06,14.3,IC 334,"03:45:08.45,03:45:08.256","+76:39:55.5,+76:39:55.08",0.008459,Ia,71.0,1.0,,,110.0,110.0
SN2003hx,2003/09/12,14.3,NGC 2076,"05:46:46.97,05:46:46.970","-16:47:00.6,-16:47:00.60",0.007152,Ia,1.0,2.0,,,208.0,208.0
PSN J22154081-4551086,2013/03/13,14.3,NGC 7232,22:15:40.81,-45:51:08.6,0.006,Ia,1.0,1.0,,,202.0,98.0
SN2004S,2004/02/03,14.32,MCG -05-16-21,06:45:43.50,-31:13:52.5,"0.00937,0.00937,0.00901",Ia,215.0,11.0,,,0.0,0.0
SN1975O,1975/11/30,14.32,NGC 2487,"07:58:21,07:58:21.100,07:58:21.1,07:58:22.39","+25:08.1,+25:08:06.00,+25:08:06.0,+25:09:12.3","0.0161,0.0171",Ia,42.0,,,,,
iPTF14bdn,2014/05/27,14.37,UGC 8503,13:30:44.88,+32:45:42.4,0.01558,Ia,119.0,14.0,,,18772.0,15234.0
SN2006bh,2006/04/02,14.38,NGC 7329,"22:40:16.10,22:40:16.08","-66:29:06.3,-66:29:06.36","0.010493,0.010847,0.010493",Ia,177.0,2.0,,,221.0,221.0
Gaia14aaa,2014/08/30,14.38,,"13:21:02.31,13:21:02.4","+45:32:21.9,+45:32:21.84",0.42,Ia,41.0,,,,158.0,158.0
SN2009an,2009/02/27,14.4,NGC 4332,"12:22:47.40,12:22:47.385,12:22:47.28,12:22:47.4","+65:51:04.0,+65:51:04.60,+65:51:05.04,+65:51:04.5",0.009228,Ia,297.0,,,,3375.0,1896.0
SN1999gh,1999/12/03,14.4,NGC 2986,"09:44:19.75,09:44:19.750,09:44:20.2","-21:16:25.0,-21:16:25.00,-21:16:13.0",0.007679,Ia,119.0,19.0,0.0,,111.0,111.0
SN2001C,2001/01/04,14.4,CGCG 285-012,"06:59:36.10,06:59:36.101","+59:31:01.6,+59:31:01.60","0.0109,0.0111",Ia,116.0,15.0,,,357.0,210.0
SN1997Y,1997/02/02,14.4,NGC 4675,"12:45:31.40,12:45:31.399","+54:44:17.0,+54:44:17.02","0.01587,0.01587",Ia,35.0,5.0,,,217.0,217.0
SN1975A,1975/01/15,14.4,NGC 2207,"06:16:26,06:16:26.300,06:16:26.3,06:16:26.26","-21:21.4,-21:21:24.00,-21:21:24.0,-21:21:26.7","0.00897,0.0105",Ia,10.0,,,,,
SN2006dy,2006/07/25,14.4,NGC 5587,"14:22:11.45,14:22:11.55","+13:55:14.2,+13:55:13.8",0.007679,Ia,1.0,5.0,,,248.0,137.0
ASASSN-14iu,2014/10/12,14.4,NGC 2771,"09:10:39.530,09:10:39.53,09:10:39.6","+50:22:48.26,+50:22:48.3,+50:22:48.36",0.016855,Ia,1.0,,,,213.0,105.0
PSN J17194328-7721305,2013/08/25,14.4,ESO 44-G10,"17:19:43.27,17:19:43.28","-77:21:30.4,-77:21:30.5",0.009,Ia,1.0,1.0,,,117.0,0.0
SN2010ba,2010/03/21,14.4,A115821+1520,11:58:20.68,+15:20:10.8,,Ia,1.0,,,,1708.0,208.0
SN2013fe,2013/08/13,14.4,A030353-3924,03:03:53.25,-39:24:20.2,0.0203,Ia,1.0,,,,0.0,0.0
SN1999aa,1999/02/11,14.42,NGC 2595,"08:27:42.03,08:27:42.029","+21:29:14.8,+21:29:14.78","0.01444,0.01444",Ia Pec,290.0,50.0,,,152.0,152.0
SN1976J,1976/12/15,14.42,NGC 977,"02:33:02.9,02:33:02.800,02:33:02.8,02:33:02.75","-10:45:50,-10:45:51.00,-10:45:51.0,-10:46:01.1","0.0117,0.0157",Ia,35.0,,,,1857.0,161.0
SN1999dq,1999/09/02,14.43,NGC 976,"02:33:59.68,02:33:59.681","+20:58:30.4,+20:58:30.40","0.01433,0.01433",Ia-91T,248.0,27.0,,,325.0,325.0
SN2002dp,2002/06/18,14.43,NGC 7678,"23:28:30.12,23:28:30.120","+22:25:38.8,+22:25:38.78",0.011639,Ia,240.0,12.0,,,207.0,207.0
SN2013ex,2013/08/19,14.44,NGC 1954,"05:32:46.620,05:32:46.62,05:32:46.608","-14:02:45.41,-14:02:45.4,-14:02:46.32",0.010441,Ia,108.0,,,,0.0,0.0
SN1997bq,1997/04/07,14.45,NGC 3147,"10:17:05.33,10:17:05.330","+73:23:02.1,+73:23:02.11","0.00941,0.00926,0.0109",Ia,63.0,13.0,,,110.0,110.0
SN1991M,1991/03/12,14.45,IC 1151,"15:58:34.82,15:58:34.77,15:58:34.831,15:58:34.83","+17:27:28.7,+17:27:28.54,+17:27:28.69,+17:27:28.5",0.007235,Ia,37.0,7.0,,,72.0,72.0
SN1997do,1997/10/31,14.45,UGC 3845,"07:26:42.50,07:26:42.499","+47:05:36.0,+47:05:35.99","0.01012,0.01012",Ia,32.0,16.0,,,217.0,217.0
SN2012V,2012/01/25,14.49,NGC 6829,19:47:10.32,+59:54:59.9,0.011,Ia,66.0,1.0,,,120.0,120.0
SN1999ee,1999/10/07,14.5,IC 5179,"22:16:09.40,22:16:10.00,22:16:10.001","-36:50:31.5,-36:50:39.7,-36:50:39.70","0.01141,0.01141",Ia,1296.0,26.0,,,176.0,0.0
SN2002ha,2002/10/21,14.5,NGC 6962,"20:47:18.58,20:47:18.48,20:47:18.581","+00:18:45.6,+00:18:45.7,+00:18:45.61",0.014046,Ia,181.0,11.0,,,107.0,0.0
SN2002cs,2002/05/05,14.5,NGC 6702,"18:46:59.96,18:46:59.959","+45:42:19.7,+45:42:19.69",0.01577,Ia,170.0,14.0,,,154.0,154.0
SN1975G,1975/06/11,14.5,MCG +09-23-25,"14:01:18,14:01:18.200,14:01:18.2,14:01:17.67","+54:25.5,+54:25:31.00,+54:25:31.0,+54:25:05.5",0.0151,Ia,25.0,,,,,
SN2001ed,2001/09/02,14.5,NGC 706,"01:51:51.08,01:51:51.079","+06:17:27.4,+06:17:27.38",0.0166,Ia,14.0,2.0,,,222.0,222.0
SN1985A,1985/01/25,14.5,NGC 2748,"09:13:42.35,09:13:42.47,09:13:42.401,09:13:42.40","+76:28:23.7,+76:28:23.81,+76:28:23.92,+76:28:23.9,+76:28:23.8",0.0049,Ia,12.0,,0.0,,109.0,109.0
SN2002by,2002/03/31,14.5,ESO 139-G34,"17:50:18.58,17:50:18.581","-59:33:51.6,-59:33:51.59",0.013,Ia,2.0,,,,0.0,0.0
SN2008db,2008/06/13,14.5,NGC 50,00:14:39.36,-07:19:23.5,0.01902,Ia,1.0,3.0,,,115.0,115.0
SN2011ka,2011/12/29,14.5,ESO 119-G46,05:14:28.26,-62:10:19.0,0.0173,Ia,1.0,,,,187.0,187.0
SN2013dl,2013/06/17,14.5,MCG -01-04-25,"01:18:41.76,01:18:41.904","-07:26:39.7,-07:26:41.928",0.01775,Ia,1.0,,,,1805.0,1805.0
SN1960H,1960/06/18,14.5,NGC 4096,"12:06:07.52,12:06:07.53,12:06:07.519","+47:30:38.1,+47:30:38.4,+47:30:38.20,+47:30:38.2",0.0019,Ia,1.0,3.0,,,108.0,108.0
SN1976D,1976/08/25,14.5,NGC 5427,"14:03:28,14:03:28.200,14:03:28.2,14:03:28.45","-06:01.3,-06:01:19.00,-06:01:19.0,-06:01:15.9",0.0091,Ia,1.0,,,,,
SN2006dd,2006/06/19,14.51,NGC 1316,"03:22:41.64,03:22:41.62","-37:12:13.2,-37:12:13.0",0.005871,Ia,38.0,8.0,,,1934.0,237.0
SN2009dc,2009/04/09,14.53,UGC 10064,"15:51:12.12,15:51:12.083,15:51:12,15:51:12.24,15:51:12.10","+25:42:28.0,+25:42:28.43,+25:42:28.44,+25:42:28.08,+25:42:28.5",0.02158,Ia Pec,998.0,43.0,0.0,,0.0,0.0
SN2011ia,2011/11/18,14.53,MCG +11-12-23,"09:45:03.45,09:45:03.54","+64:15:35.5,+64:15:36.5",0.017789,Ia,71.0,1.0,,,129.0,129.0
SN2007ax,2007/03/21,14.54,NGC 2577,"08:22:43.26,08:22:43.20,08:22:43.23","+22:33:16.9,+22:33:16.92","0.006861,0.007638",Ia Pec,209.0,8.0,,,1823.0,1823.0
SN2009kq,2009/11/05,14.6,MCG +05-21-01,"08:36:15.09,08:36:15.148,08:36:15.12","+28:04:01.7,+28:04:01.67,+28:04:01.56","0.0116,0.0124,0.0117,0.0126",Ia,223.0,,,,200.0,200.0
SN1992al,1992/07/27,14.6,ESO 234-G69,"20:45:56.49,20:45:56.45,20:45:56.489","-51:23:39.9,-51:23:40.0,-51:23:39.98","0.0141,0.0132,0.0138,0.0135,0.0137,0.0157",Ia,84.0,,,,216.0,216.0
SN2002bj,2002/02/28,14.6,NGC 1821,"05:11:46.41,05:11:46.411","-15:08:10.8,-15:08:10.79",0.012,II,39.0,2.0,,,0.0,0.0
SN1998dq,1998/08/23,14.6,NGC 6754,"19:11:23.78,19:11:23.779","-50:38:25.5,-50:38:25.51","0.011,0.011",Ia,1.0,,,,2323.0,227.0
SN2000cj,2000/05/14,14.6,NGC 6753,"19:11:27.49,19:11:27.66,19:11:27.660","-57:03:14.1,-57:03:19.4,-57:03:19.40",0.011,Ia,1.0,,,,220.0,220.0
SN2008cc,2008/04/24,14.6,ESO 107-G4,21:03:29.62,-67:11:01.1,0.0104,Ia,1.0,,,,0.0,0.0
SN2008ee,2008/07/16,14.6,NGC 307,00:56:32.96,-01:46:16.0,"0.0134,0.0134",Ia,1.0,3.0,,,111.0,111.0
SN2009iw,2009/09/15,14.6,IC 2160,05:55:25.63,-76:55:15.9,0.0159,Ia,1.0,,,,246.0,146.0
SN2011bc,2011/04/01,14.6,NGC 4076,"12:04:32.94,12:04:32.93","+20:12:11.4,+20:12:11.3",0.0204,Ia,1.0,,,,1782.0,111.0
SN2012ah,2012/02/21,14.6,NGC 7637,23:25:59.63,-81:54:33.3,0.0124,Ia,1.0,,,,0.0,0.0
SN2012cu,2012/06/14,14.6,NGC 4772,"12:53:29.35,12:53:29.4,12:53:29.28","+02:09:39.0,+02:09:39,+02:09:36.432",0.02,Ia,1.0,,0.0,,5471.0,2367.0
SN2012gm,2012/11/19,14.6,NGC 7580,23:17:37.03,+14:00:08.9,0.0148,Ia,1.0,1.0,,,0.0,0.0
SN2013ey,2013/08/11,14.6,MCG +02-53-09,20:58:03.73,+11:03:10.8,0.027,Ia,1.0,,,,0.0,0.0
SN1983R,1983/09/18,14.61,IC 1731,"01:50:13.10,01:50:13.1,01:50:13.111,01:50:13.11","+27:11:55.0,+27:11:55,+27:11:55.10,+27:11:55.1",0.012,Ia,25.0,,,,250.0,250.0
SN2010Y,2010/02/08,14.62,NGC 3392,"10:51:03.90,10:51:03.994,10:51:04.08,10:51:03.95","+65:46:47.0,+65:46:46.40,+65:46:46.92,+65:46:47","0.0109,0.0113,0.0109,0.0114",Ia,251.0,,,,383.0,218.0
SN2013gy,2013/12/06,14.64,NGC 1418,03:42:16.88,"-04:43:18.5,-04:43:18.6",0.014023,Ia,433.0,2.0,,,111.0,111.0
SN1997dt,1997/11/22,14.64,NGC 7448,"23:00:02.97,23:00:02.93,23:00:02.930","+15:58:50.5,+15:58:50.9,+15:58:50.92",0.007318,Ia,17.0,8.0,,,0.0,0.0
SN1991ag,1991/06/09,14.67,IC 4919,"20:00:08.61,20:00:08.65,20:00:08.599,20:00:08.60","-55:22:03.1,-55:22:03.4,-55:22:03.22,-55:22:03.2",0.01422,Ia,90.0,,,,3126.0,3048.0
SN2001cz,2001/07/04,14.7,NGC 4679,"12:47:30.17,12:47:30.170","-39:34:48.1,-39:34:48.11",0.01538,Ia,123.0,,,,212.0,0.0
SN2013hk,2013/12/04,14.7,PGC 2816341,"03:02:10.85,03:02:10.90,03:02:10.87,03:02:11.016,03:02:10.9","+15:55:38.8,+15:55:37.6,+15:55:37.92",0.017,Ia,6.0,1.0,,,118.0,118.0
SN2009mz,2009/12/26,14.7,NGC 5426,14:03:24.64,-06:03:31.3,0.008579,Ia,1.0,1.0,,,1082.0,970.0
iPTF13ebh,2013/11/13,14.7,NGC 890,02:21:59.98,+33:16:13.7,0.013269,Ia,1.0,,,,97.0,0.0
SN2011di,2011/05/13,14.7,IC 4754,"18:43:59.06,18:43:59.00","-61:59:46.3,-61:59:46.0",0.0147,Ia,1.0,,,,109.0,0.0
SN2012db,2012/06/24,14.7,ESO 139-G28,17:48:48.70,-60:42:19.3,0.0193,Ia,1.0,,,,0.0,0.0
SN2013bz,2013/04/21,14.7,2MASX J13265081-1001263,"13:26:51.32,13:26:51.3,13:26:51.36","-10:01:32.2,-10:01:32,-10:01:32.16",0.019163,Ia,1.0,2.0,,,336.0,107.0
SN2014ba,2014/05/07,14.7,NGC 7410,22:55:01.97,-39:39:34.5,0.0058,Ia-91bg,1.0,,,,427.0,322.0
ASASSN-14jg,2014/10/21,14.73,PGC 128348,"23:33:13.90,23:33:13.92","-60:34:11.5,-60:34:12.36",0.014827,Ia,113.0,1.0,,,433.0,329.0
SN2013dr,2013/07/01,14.76,MCG +08-31-44,"17:19:30.26,17:19:30","+47:42:04.6,+47:42:03.24",0.016835,Ia,189.0,1.0,,,100.0,100.0
SN2006ax,2006/03/20,14.8,NGC 3663,"11:24:03.46,11:24:03.36,11:24:3.36","-12:17:29.2,-12:17:29.76,-12:17:29.04",0.016725,Ia,343.0,15.0,,,205.0,205.0
SN2001cn,2001/06/11,14.8,IC 4758,"18:46:17.84,18:46:17.839","-65:45:41.8,-65:45:41.80","0.0155,0.0137",Ia,188.0,,,,545.0,219.0
SN2006N,2006/01/21,14.8,MCG +11-08-12,"06:08:31.24,06:08:31.248","+64:43:25.1,+64:43:24.96",0.014277,Ia,115.0,16.0,,,1543.0,1543.0
SN1998bp,1998/04/29,14.8,NGC 6495,"17:54:50.74,17:54:50.710","+18:19:50.5,+18:19:49.30","0.01043,0.01043",Ia,76.0,17.0,,,1122.0,119.0
SN2011K,2011/01/13,14.8,CSS J044530.38-072054.7,"04:45:30.38,04:45:30.384","-07:20:52.7,-07:20:53.088",0.0145,Ia,41.0,,,,300.0,300.0
SN2002ka,2002/12/28,14.8,A093041-1446,"09:30:41.62,09:30:41.621,09:30:41.64","-14:46:55.3,-14:46:55.31,-14:46:55.2",0.006,Ia,6.0,,,,115.0,115.0
SN2004fv,2004/11/04,14.8,NGC 6492,"18:02:46.39,18:02:46.38","-66:25:53.4,-66:25:54.7",0.014,Ia,1.0,,,,229.0,229.0
ASASSN-14jz,2014/11/10,14.8,GALEXASC J184443.33-524819.2,"18:44:44.340,18:44:44.34,18:44:44.4","-52:48:05.48,-52:48:05.5,-52:48:05.4",0.012,Ia,1.0,,,,437.0,437.0
SN2011do,2011/06/11,14.8,ESO 55-G23,04:25:47.56,-67:48:40.7,0.0184,Ia,1.0,,,,588.0,207.0
SN2012er,2012/08/21,14.8,MCG +12-16-42,"17:31:52.66,17:31:52.62","+71:50:12.0,+71:50:10.2",0.039694,Ia,1.0,1.0,,,771.0,673.0
SN2012gw,2012/10/06,14.8,ESO 316-G38,10:10:09.15,"-38:08:05.1,-38:08:15.1",0.016575,Ia,1.0,,,,137.0,137.0
