"Name","Disc. Date","Max Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","References"
"SDSS-II SN 15353","2006/10/21","2006/10/19","21.68","SDSS J32109.99-001032.9","23:21:09.998,23:21:10.08","-00:10:33.02,-00:10:33.024,-00:10:32.8296,-00:10:33.2076","0.313149","Ia","2","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 15498","2006/10/21","2006/10/22","21.75","SDSS J12157.87+002145.5","01:21:57.864,01:21:57.84","+00:21:45.68,+00:21:45.31","0.215546","Ia","2","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006qw","2006/10/21","2006/10/20","17.8","A030846+1856","03:08:46.88","+18:56:26.0","0.03,0.03","Ia","1","","2006IAUC.8784....3G,2012A&A...538A.120L,2016A&A...594A..13P,2006IAUC.8784....1F,2011ApJ...737..103S"
"SN2006mq","2006/10/22","2006/10/21","12.7","ESO 494-G26","08:06:12.39,08:06:12.48","-27:33:45.4,-27:33:45.36","0.0032","Ia","214","","2015ApJS..220....9F,2009ApJ...700..331H,2012A&A...538A.120L,2006IAUC.8771....2F,2016A&A...594A..13P"
"SN2006pa","2006/10/22","2006/11/05","20.75","SDSS J23224.09-004250.6","02:32:24.10,02:32:23.952,02:32:23.95","-00:42:50.7,-00:42:48.888,-00:42:49.284,-00:42:48.8808,-00:42:49.2912,-00:42:48.9","0.242,0.307,0.313","Ia","48","","2014arXiv1401.3317S,2013ApJ...763...88C,2012ApJ...755...61S,2010ApJ...713.1026D,2016A&A...594A..13P"
"SDSS-II SN 16098","2006/10/22","2006/11/08","21.66","","03:37:28.824,03:37:28.848","-00:37:47.784,-00:37:47.7444,-00:37:48.0072","0.512,0.423","Ia","37","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16111","2006/10/22","2006/11/14","21.09","","21:57:16.063,21:57:16.08","+00:56:07.62,+00:56:07.8,+00:56:07.6308","0.215,0.195","Ia","31","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2012ApJ...755...61S,2010ApJ...713.1026D"
"SDSS-II SN 15875","2006/10/22","2006/11/07","20.97","SDSS J24125.59-002354.8","02:41:25.584,02:41:25.56","-00:23:54.8052,-00:23:55.2192","0.273562","II","26","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006nb","2006/10/22","2006/11/08","20.44","SDSS J22653.37-001940.2","02:26:53.376,02:26:53.4,02:26:53.40","-00:19:40.24,-00:19:40.116,-00:19:40.476,-00:19:40.1","0.185,0.177,0.242","Ia","26","","2014arXiv1401.3317S,2010ApJ...713.1026D,2012ApJ...755...61S,2012A&A...538A.120L,2016A&A...594A..13P"
"SN2006nj","2006/10/22","2006/11/04","21.63","A012428+0004","01:24:28.23,01:24:28.224,01:24:28.2","+00:04:27.8,+00:04:27,+00:04:27.79","0.392","Ia","23","","2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..740....1B,2016A&A...594A..13P,2008AJ....135..348S"
"SDSS-II SN 15587","2006/10/22","2006/11/03","21","SDSS J33740.30+005954.1","03:37:40.142,03:37:40.128,03:37:40.152","+00:59:54.16,+00:59:53.7,+00:59:54.157,+00:59:54.107,+00:59:53.714","0.218864","Ia","22","","2014arXiv1401.3317S,2012ApJ...755...61S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D"
"SDSS-II SN 16019","2006/10/22","2006/11/01","21.67","SDSS J03635.37-001801.9","00:36:35.314,00:36:35.2992","-00:18:03.3984,-00:18:03.6792","","Ia","14","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15874","2006/10/22","2006/11/02","21.42","SDSS J23904.69-002313.3","02:39:04.693,02:39:04.656,02:39:04.704,02:39:04.68","-00:23:13.13,-00:23:13.56,-00:23:13.128,-00:23:13.2828,-00:23:13.5528","0.402736","Ia","13","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
"SDSS-II SN 15990","2006/10/22","2006/11/03","21.89","SDSS J02911.10+000047.4","00:29:11.232,00:29:11.21","+00:00:47.75,+00:00:47.6","0.230159","II","13","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15928","2006/10/22","2006/11/01","21.25","SDSS J15725.64-002236.0","21:57:25.68","-00:22:35.0256,-00:22:35.202","0.192202","II","12","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15822","2006/10/22","2006/11/04","20.82","SDSS J04525.11+000607.9","20:45:25.2","+00:06:04.9752,+00:06:04.698","0.2333","Ia","9","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16104","2006/10/22","2006/11/17","20.33","SDSS J10615.54-010358.8","21:06:15.36","-01:03:59.22,-01:03:59.508,-01:03:59.832","0.691,0.534","Ia","9","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15947","2006/10/22","2006/10/27","20.45","SDSS J02322.34+003200.9","00:23:22.3152,00:23:22.2984","+00:31:59.084,+00:31:58.94","0.202286","II","8","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16627","2006/10/22","2006/11/14","21.92","SDSS J14956.44-004806.8","01:49:56.448,01:49:56.424","-00:48:06.7068,-00:48:07.1532","","II","8","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15866","2006/10/22","2006/11/02","21.07","SDSS J23507.39+005805.1","22:35:07.412,22:35:07.44","+00:58:04.94,+00:58:03.234,+00:58:03.3276,+00:58:03.1188","0.190035","Ia","4","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...738..162S,2003yCat.2246....0C,2013ApJ...763...88C"
"SDSS-II SN 16120","2006/10/22","2006/11/02","22.17","SDSS J31049.55-001412.0","03:10:49.584,03:10:49.56","-00:14:11.436,-00:14:11.8068","","Ia","4","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16153","2006/10/22","2006/10/29","22.92","SDSS J32729.72+005343.8","03:27:29.736,03:27:29.712","+00:53:43.91,+00:53:43.89,+00:53:43.606","0.196,0.179","Ia","4","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16298","2006/10/22","2006/11/01","21.71","SDSS J20138.78+003434.1","22:01:38.88,22:01:38.64","+00:34:34.2,+00:34:33.989,+00:34:33.726","0.282787","Ia","4","","2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15806","2006/10/22","2006/10/26","21.72","SDSS J13622.16-004950.3","01:36:22.153,01:36:22.128,01:36:22.152","-00:49:50.27,-00:49:50.52,-00:49:50.268,-00:49:50.2176,-00:49:50.5308","0.255,0.258","Ia","3","","2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2012ApJ...755...61S,2011ApJ...738..162S"
"SDSS-II SN 15819","2006/10/22","2006/10/29","22.09","SDSS J21839.53+001130.3","02:18:39.528","+00:11:30.55,+00:11:30.235","","II","3","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15941","2006/10/22","2006/10/30","21.68","SDSS J21143.69-004105.3","22:11:43.683,22:11:43.68","-00:41:05.31,-00:41:05.3052,-00:41:05.244,-00:41:05.4816","0.326069","Ia","3","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 16550","2006/10/22","2006/11/20","21.43","SDSS J33011.70-004054.1","23:30:11.76","-00:40:54.2208,-00:40:54.2964","","II","3","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15970","2006/10/22","2006/11/01","21.2","SDSS J20957.36+002615.9","02:09:57.528,02:09:57.504","+00:26:15.983,+00:26:15.544","0.104225","II","2","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16477","2006/10/22","2006/11/04","22.73","SDSS J04125.12+003155.2","00:41:25.13,00:41:25.128,00:41:25.104","+00:31:55.3,+00:31:55.502,+00:31:55.247","0.401058","Ia","2","","2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15961","2006/10/22","2006/10/26","22.71","SDSS J01459.92-004815.2","00:14:59.94,00:14:59.9184","-00:48:15.4656,-00:48:15.7608","0.285281","Ia","1","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006qx","2006/10/22","2006/10/21","19.6","A010243+2741","01:02:43.23","+27:41:54.6","0.12,0.12","Ia","1","","2012A&A...538A.120L,2006CBET..768....2G,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006mn","2006/10/23","2006/09/18","20.62","A010748-0006","01:07:48.391,01:07:48.384,01:07:48.36,01:07:48.39,01:07:48.392","-00:06:35.48,-00:06:35.424,-00:06:35.4312,-00:06:35.7732,-00:06:35.5,-00:06:35.454","0.3479,0.3486","Ia","35","1","2016ApJS..224....3N,2014arXiv1401.3317S,2006CBET..717....1P,2012A&A...538A.120L,2016A&A...594A..13P"
"SN2006od","2006/10/23","2006/11/06","20.7","SDSS J20754.31-003207.2","02:07:54.31,02:07:54.312,02:07:54.288","-00:32:07.2,-00:32:07.404,-00:32:07.728,-00:32:07.4004,-00:32:07.7208,-00:32:07.4","0.205,0.188,0.231,0.232","Ia","31","","2014arXiv1401.3317S,2012A&A...538A.120L,2013ApJ...763...88C,2010ApJ...713.1026D,2016A&A...594A..13P"
"SDSS-II SN 16199","2006/10/23","2006/11/08","21.21","SDSS J21146.66+010804.7","22:11:46.639,22:11:46.56","+01:08:06.12,+01:08:05.82,+01:08:06.108,+01:08:06.072","0.282392","Ia","25","","2014arXiv1401.3317S,2011ApJ...738..162S,2012ApJ...755...61S,2016A&A...594A..13P,2010ApJ...713.1026D"
"SDSS-II SN 15915","2006/10/23","2006/11/13","21.92","SDSS J31600.06-000130.8","03:16:00.144,03:16:00.12","-00:01:31.2996,-00:01:31.5876","","II","18","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15934","2006/10/23","2006/11/15","21.44","SDSS J24008.61+001243.2","22:40:08.64","+00:12:43.362,+00:12:43.247,+00:12:43.009","0.253","Ia","17","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15500","2006/10/23","2006/10/29","21.51","SDSS J15159.89+001806.9","01:51:59.904","+00:18:07.8732,+00:18:07.8012,+00:18:07.578","0.240492","Ia","7","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15710","2006/10/23","2006/11/02","21.61","SDSS J34012.71+004319.9","03:40:12.677,03:40:12.648,03:40:12.672","+00:43:19.49,+00:43:19.16,+00:43:19.45,+00:43:19.171","0.363,0.368","Ia","7","","2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15748","2006/10/23","2006/11/01","20.34","SDSS J31227.49-000750.3","03:12:27.499,03:12:27.456,03:12:27.48","-00:07:50.21,-00:07:50.556,-00:07:50.3364,-00:07:50.5524","0.1561","Ia","6","","2014arXiv1401.3317S,2012ApJ...755...61S,2016A&A...594A..13P,2003yCat.2246....0C,2010ApJ...713.1026D"
"SN2006pb","2006/10/23","2006/11/02","20.7","SDSS J04643.58-010156.9","00:46:43.55,00:46:43.536","-01:01:57.0,-01:01:58.44,-01:01:58.584,-01:01:58.5","0.174885","Ia","6","","2014arXiv1401.3317S,2012A&A...538A.120L,2012ApJ...755...61S,2006CBET..762....8G,2016A&A...594A..13P"
"SDSS-II SN 15650","2006/10/23","2006/10/28","22.45","","20:55:35.04","-00:10:49.5696,-00:10:49.9296","","Ia","5","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 17065","2006/10/23","2006/11/19","21.93","SDSS J00151.83-000954.0","00:01:51.851,00:01:51.813","-00:09:53.748,-00:09:54.27","","II","3","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15690","2006/10/23","2006/10/16","21.05","SDSS J02146.54+004703.7","00:21:46.538,00:21:46.5072","+00:47:04.0452,+00:47:03.7536","0.301222","Ia","1","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15916","2006/10/23","2006/10/30","23.34","SDSS J33258.57+001826.0","23:32:58.56","+00:18:26.1,+00:18:25.96,+00:18:26.039","0.466231","Ia","1","","2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16234","2006/10/23","2006/10/23","22.9","SDSS J05354.53-002641.2","20:53:54.48","-00:26:41.208,-00:26:41.4456","","II","1","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SN2006qy","2006/10/23","2006/10/22","19.2","A234536-1211","23:45:36.12","-12:11:55.0","0.1,0.1","Ia","1","","2012A&A...538A.120L,2006CBET..768....2G,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006qz","2006/10/23","2006/10/22","20.2","A002521+1751","00:25:21.71","+17:51:48.3","0.14,0.14","Ia","1","","2012A&A...538A.120L,2006CBET..768....2G,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006ra","2006/10/23","2006/10/22","19.8","A022224+0522","02:22:24.92","+05:22:01.3","0.13,0.13","Ia","1","","2012A&A...538A.120L,2006CBET..768....2G,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SDSS-II SN 16721","2006/10/24","2006/11/15","21.29","SDSS J14704.21-001556.2","21:47:04.255,21:47:04.32","-00:15:56.42,-00:15:56.4228,-00:15:56.4192,-00:15:56.556","0.367298","Ia","3","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SN2006lh","2006/10/24","2006/10/23","19.5","A232651+0919","23:26:51.60","+09:19:57.6","0.032,0.032","II","1","","2006CBET..708....1P,2012A&A...538A.120L,2016A&A...594A..13P,2006IAUC.8770....1P,2006ATel..926....1P"
"SN2006mx","2006/10/24","2006/11/02","21.2","A200327+0034","20:03:27.36,20:03:27.33","+00:34:12.76,+00:34:12.8","0.13,0.13,0.13","Ia","1","","2012A&A...538A.120L,2008AJ....135..348S,2006CBET..726....1B,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006rb","2006/10/24","2006/10/23","17.7","A233525+0706","23:35:25.09","+07:06:46.4","0.03,0.03","Ia","1","","2006IAUC.8784....3G,2012A&A...538A.120L,2016A&A...594A..13P,2006IAUC.8784....1F,2011ApJ...737..103S"
"SN2006rc","2006/10/24","2006/10/23","19.8","A002218+2753","00:22:18.26","+27:53:19.9","0.08,0.08","II","1","","2006CBET..768....2G,2012A&A...538A.120L,2016A&A...594A..13P,2006CBET..768....1P,2006ATel..958....1P"
"SN2006lg","2006/10/25","2006/10/24","18.5","UGC 2243","02:46:57.64","+39:00:40.0","0.03,0.03","II","1","","2006IAUC.8770....2F,2012A&A...538A.120L,2016A&A...594A..13P,2006IAUC.8770....1P,2011ApJ...737..103S"
"SN2006le","2006/10/26","2006/11/09","15.91","UGC 3218","05:00:41.99,05:00:41.904","+62:15:19.0,+62:15:18.72","0.017432","Ia","288","26","2012AJ....143..126B,2008AJ....135.1598M,2009ApJ...700..331H,2015ApJS..220....9F,2012MNRAS.425.1789S"
"SN2006lf","2006/10/26","2006/11/03","15.35","UGC 3108","04:38:29.49,04:38:29.496","+44:02:01.5,+44:02:01.68","0.013189","Ia","225","24","2012AJ....143..126B,2008AJ....135.1598M,2015ApJS..220....9F,2012MNRAS.425.1789S,2009ApJ...700..331H"
"SN2006nr","2006/10/26","2006/10/25","15.8","UGC 3336","05:56:23.51","+85:54:38.8","0.0184","Ia","1","1","2012MNRAS.425.1789S,2006IAUC.8778....2P,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006rd","2006/10/26","2006/10/25","18.9","A231914+0459","23:19:14.02","+04:59:40.0","0.06,0.06","Ia","1","","2006CBET..768....2G,2012A&A...538A.120L,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006re","2006/10/26","2006/10/25","19.7","A014139+0619","01:41:39.06","+06:19:20.9","0.09,0.09","Ia","1","","2006CBET..768....2G,2012A&A...538A.120L,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006nk","2006/10/27","2006/11/07","20.69","A025616-0024","02:56:16.61,02:56:16.608,02:56:16.584","-00:24:38.8,-00:24:38.772,-00:24:38.952,-00:24:38.7756,-00:24:38.9664","0.204,0.204","Ia","45","","2014arXiv1401.3317S,2012A&A...538A.120L,2010ApJ...713.1026D,2006CBET..740....1B,2016A&A...594A..13P"
"SN2006nc","2006/10/27","2006/11/10","19.47","SDSS J05522.52-002321.1","00:55:22.512,00:55:22.488,00:55:22.464,00:55:22.50","-00:23:21.16,-00:23:19.716,-00:23:20.004,-00:23:19.7196,-00:23:19.9968,-00:23:19.7","0.124,0.112,0.125,0.124","Ia","43","1","2014arXiv1401.3317S,2011A&A...526A..28O,2012ApJ...755...61S,2010ApJ...713.1026D,2012A&A...538A.120L"
"SDSS-II SN 16455","2006/10/27","2006/11/17","20.81","","21:55:21.12","-00:23:36.15,-00:23:36.168,-00:23:36.3192","0.112","Ia","25","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16431","2006/10/27","2006/11/10","20.85","","02:09:43.656,02:09:43.632","+00:29:17.74,+00:29:17.678,+00:29:17.254","0.276,0.245","Ia","21","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16148","2006/10/27","2006/11/08","21.52","SDSS J31438.67+003517.6","03:14:38.697,03:14:38.664,03:14:38.688,03:14:38.712","+00:35:17.77,+00:35:17.3,+00:35:17.66,+00:35:17.308","0.308,0.249,0.224","Ia","20","","2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16121","2006/10/27","2006/11/11","21.42","SDSS J31654.91-002121.2","03:16:54.936,03:16:54.912","-00:21:21.528,-00:21:21.438,-00:21:21.8412","0.0116","Ia","16","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16484","2006/10/27","2006/11/07","21.52","SDSS J15116.77+005854.3","01:51:16.752,01:51:16.728","+00:58:54.61,+00:58:54.304","0.25664","Ia","9","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15945","2006/10/27","2006/11/05","21.58","SDSS J33720.43+002958.6","23:37:20.444,23:37:20.4","+00:29:58.97,+00:29:58.974,+00:29:58.902,+00:29:58.362","0.309534","Ia","6","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 16551","2006/10/27","2006/11/06","22.02","SDSS J00147.52-004022.4","00:01:47.52,00:01:47.516,00:01:47.499","-00:40:22.4,-00:40:22.2204,-00:40:22.5552","0.300106","Ia","5","","2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15865","2006/10/27","2006/11/04","22.08","SDSS J34816.11+002955.4","03:48:16.08,03:48:16.104","+00:29:55.64,+00:29:55.612,+00:29:55.19","0.33","Ia","4","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16125","2006/10/27","2006/11/07","21.72","SDSS J04929.68+000318.8","00:49:29.688,00:49:29.664","+00:03:19.93,+00:03:19.8,+00:03:19.46","0.116275","Ib/c","2","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 17114","2006/10/27","2006/10/27","21.68","SDSS J21113.72-003916.7","02:11:13.752,02:11:13.728","-00:39:16.83,-00:39:17.3052","0.44979","II","2","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 13774","2006/10/27","2006/10/27","21.22","SDSS J20833.93-004222.5","22:08:33.84","-00:42:22.5108,-00:42:22.7268","","II","1","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15527","2006/10/27","2006/10/27","21.59","SDSS J35118.66+010244.3","03:51:18.672,03:51:18.624","+01:02:44.304,+01:02:44.16","","II","1","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SN2006lv","2006/10/28","2006/11/02","15.8","UGC 6517","11:32:03.30","+36:42:03.6","0.0083","Ib/c","87","7","2014ApJS..213...19B,2014AJ....147...99M,2012A&A...538A.120L,2019MNRAS.482.1545S,2006IAUC.8771....2F"
"SN2006pc","2006/10/28","2006/11/11","20.52","SDSS J14411.09-000916.0","01:44:10.58,01:44:10.6,01:44:10.584,01:44:10.56","-00:09:21.2,-00:09:21,-00:09:21.24,-00:09:21.204,-00:09:21.2076,-00:09:21.4452","0.05542,0.054968","II","59","1","2014arXiv1401.3317S,2010ApJ...708..661D,2008ApJ...673..999P,2012A&A...538A.120L,2011A&A...526A..28O"
"SDSS-II SN 16103","2006/10/28","2006/11/09","20.74","SDSS J05154.07-010300.4","20:51:54.000,20:51:54","-01:03:00.36,-01:03:00.612,-01:03:00.324,-01:03:00.288","0.2024","Ia","39","","2014arXiv1401.3317S,2012ApJ...755...61S,2016A&A...594A..13P,2010ApJ...722..566L,2011ApJ...738..162S"
"SN2006nd","2006/10/28","2006/11/11","19.82","SDSS J24458.81-010022.9","22:44:58.812,22:44:59.04,22:44:59.06","-01:00:23.05,-01:00:23.76,-01:00:24.048,-01:00:23.8","0.12876,0.1288","Ia","33","3","2014arXiv1401.3317S,2011A&A...526A..28O,2008ApJ...673..999P,2012A&A...538A.120L,2006CBET..735....1B"
"SDSS-II SN 16193","2006/10/28","2006/11/02","20.12","SDSS J02915.41+004252.5","20:29:15.36","+00:42:52.855,+00:42:52.722","","II","32","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SN2006nv","2006/10/28","2006/11/08","20.69","SDSS J01229.89-005840.1","00:12:29.86,00:12:29.866,00:12:29.849,00:12:29.8488","-00:58:38.2,-00:58:38.316,-00:58:38.532,-00:58:38.3124","0.285857","Ia","31","","2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..743....1B,2016A&A...594A..13P,2008AJ....135..348S"
"SN2006nl","2006/10/28","2006/11/09","20.81","SDSS J20144.71-010156.5","02:01:44.71,02:01:44.712,02:01:44.688","-01:01:56.7,-01:01:56.676,-01:01:56.928","0.195,0.19,0.19,0.18","Ia","30","","2014arXiv1401.3317S,2012A&A...538A.120L,2012ApJ...755...61S,2010ApJ...713.1026D,2006CBET..740....1B"
"SDSS-II SN 16412","2006/10/28","2006/10/28","21.45","","22:13:22.56","+00:47:42.511,+00:47:42.119","","II","23","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16360","2006/10/28","2006/11/15","21.81","","22:50:14.64","-00:30:31.4352,-00:30:31.7232","","Ia","22","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16225","2006/10/28","2006/11/09","21.64","","02:26:02.926,02:26:02.88,02:26:02.928","+00:15:40.41,+00:15:40.1,+00:15:40.385,+00:15:40.09","0.0192","Ia","18","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2011ApJ...737..103S"
"SDSS-II SN 17099","2006/10/28","2006/11/09","21.96","","00:32:49.4232,00:32:49.3992","+01:05:39.264,+01:05:39.084","","Ia","17","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16876","2006/10/28","2006/11/16","22.07","","22:34:06","+01:15:16.416,+01:15:15.948","","II","13","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16160","2006/10/28","2006/11/02","21.78","SDSS J13903.41-005710.4","01:39:03.493,01:39:03.504,01:39:03.48","-00:57:08.77,-00:57:08.766,-00:57:08.8596,-00:57:09.0972","0.320367","Ib/c","11","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2013MNRAS.434.1443X"
"SN2006oe","2006/10/28","2006/11/05","21.39","SDSS J32126.93+010757.4","23:21:26.88,23:21:27.00","+01:07:57.6,+01:07:56.928,+01:07:56.496,+01:07:56.9","0.335,0.426,0.434","Ia","7","","2014arXiv1401.3317S,2012A&A...538A.120L,2010ApJ...713.1026D,2013ApJ...763...88C,2016A&A...594A..13P"
"SN2006li","2006/10/28","2006/10/27","19.4","UGC 3664","07:05:33.33","+33:50:01.3","0.029","Ib","1","","2012A&A...538A.120L,2006IAUC.8770....2F,2016A&A...594A..13P,2006IAUC.8770....1P,2011ApJ...737..103S"
"SN2006nm","2006/10/28","2006/11/02","22.3","SDSS J31239.09+001557.5","23:12:39.091,23:12:39.36,23:12:39.38","+00:15:57.18,+00:16:00.948,+00:16:00.444,+00:16:00.9552,+00:16:00.4476,+00:16:01.0","0.311,0.332,0.337","Ia","1","","2014arXiv1401.3317S,2012A&A...538A.120L,2010ApJ...713.1026D,2016A&A...594A..13P,2013ApJ...763...88C"
"SN2006nn","2006/10/29","2006/11/15","20.47","SDSS J14541.09-010316.5","01:45:41.112,01:45:41.016,01:45:41.02","-01:03:16.45,-01:03:15.804,-01:03:16.02,-01:03:15.8","0.19","Ia","55","","2014arXiv1401.3317S,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...740...92G,2006CBET..740....1B"
