name,objname,ra,dec,z,z_err,v_helio,v_helio_err,h_dist,h_dist_err,z_indep_dist,type,morph,a_v,a_k,posn_ref,z_ref,sep,offset,host,galex_ra,galex_dec,morph_ref
SN1997ej,IC 2060,04h17m53.36s,-56d36m58.5s,0.02219,0.00015,6652.095783,44.968875,94.89,6.67,1.0,G,S0^-: pec,0.052000000000000005,0.006,20032MASX.C.......:,20096dF...C...0000J,0.002,0.083118379,IC 2060,4h17m53.37s,-56d36m58.6s,1991RC3.9.C...0000d
SN2002ci,UGC 10301,16h15m37.775s,+31d19m16.69s,0.02223,1e-05,6662.888313,2.098548,95.94,6.72,1.0,G,SBb:,0.091,0.01,2007SDSS6.C...0000:,1997AJ....113.1197H,0.04,1.2560257940000001,UGC 10301,16h15m37.95s,31d19m17.4s,1991RC3.9.C...0000d
SN2006ap,NGC 6378,17h30m41.98s,+06d16m56.2s,0.02232,2.9999999999999997e-05,6689.869638,8.993775,95.07,6.66,4.0,G,S?,0.3,0.033,20032MASX.C.......:,1992ApJS...79..157F,0.4320000000000001,12.04017199,NGC 6378,17h30m41.19s,6d16m33.1s,1991RC3.9.C...0000d
SN2009iv,GIN 163,02h58m14.212s,+05d58m18.55s,0.02254,4e-05,6757.922535,11.9917,93.59,6.56,2.0,G,,0.49,0.054000000000000006,1982AJ.....87.1656H,1999MNRAS.305..259W,0.006999999999999999,0.21121631800000001,A025814+0558,2h58m14.21s,5d58m19s,
SN2010ex,KUG 2257+258,23h00m10.77s,+26d05m47.6s,0.02281,1e-05,6838.86651,1.4989629999999998,92.7,6.5,,G,,0.203,0.022000000000000002,20032MASX.C.......:,2008AJ....135..588S,0.14400000000000002,4.085791657,CGCG 475-019,23h00m10.81s,26d05m56.2s,
SN2003ag,UGC 06440,11h26m01.009s,+01d59m02.89s,0.02283,7e-05,6845.461945,22.184645,103.02,7.23,3.0,G,SB(rs)bc,0.09699999999999999,0.011000000000000001,2007SDSS6.C...0000:,2003SDSS1.C...0000:,0.203,5.770693277,UGC 6440,11h26m01.82s,1d59m02.8s,1991RC3.9.C...0000d
SN2007E,NGC 0921,02h26m33.42s,-15d50m51.1s,0.02286,7e-05,6852.956758,21.884853,94.73,6.64,3.0,G,SB(r)c?,0.083,0.009000000000000001,20032MASX.C.......:,2003A&A...412...57P,0.341,9.891456752,NGC 921,2h26m34.41s,-15d50m36.5s,1991RC3.9.C...0000d
SN1989D,NGC 2963,09h47m50.42s,+72d57m51.8s,0.0229,0.00014,6864.9484569999995,41.071573,98.89,6.95,,G,SBab,0.09,0.01,20032MASX.C.......:,2000UZC...C......0F,0.379,11.05470065,NGC 2963,9h47m50.75s,72d58m14.5s,1991RC3.9.C...0000d
SDSS-II SN 10506,SDSS-II SN 10506,00h48m06.372s,+00d30m00.65s,0.023,,6895.2275,,93.69,6.57,2.0,VisS,,0.057999999999999996,0.006,2011ApJ...738..162S,2011ApJ...738..162S,0.003,0.086025109,,0h48m06.384s,0d30m00.648s,
SN2002I,[BFW2006] J200.61021-02.42017 ,13h22m26.451s,-02d25m12.62s,0.02308,,6919.2109,,103.3,7.24,,G,,0.094,0.01,2006ApJS..167....1B,2006ApJS..167....1B,0.172,4.952096716000001,IC 4229,13h22m26.84s,-2d25m04.1s,
SN2005bg,KUG 1214+166,12h17m17.23s,+16d22m17.4s,0.02309,0.00013000000000000002,6921.009655,39.872402,103.53,7.28,8.0,G,,0.08800000000000001,0.01,20032MASX.C.......:,1999PASP..111..438F,0.0,0.0,MCG +03-31-93,12h17m17.23s,16d22m17.4s,
SN2006ac,NGC 4619,12h41m44.549s,+35d03m45.96s,0.02311,4e-05,6927.005505,11.092322,102.57,7.19,15.0,G,SB(r)b pec?,0.043,0.005,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.364,10.60078529,NGC 4619,12h41m44.9s,35d04m07.4s,1991RC3.9.C...0000d
SN2004bk,NGC 5246,13h37m29.366s,+04d06m16.00s,0.023119999999999998,0.0001,6932.40177,29.37966500000001,103.21,7.24,1.0,G,(R')SB(s)b,0.07,0.008,2007SDSS6.C...0000:,2004SDSS2.C...0000:,0.179,5.17355278,NGC 5246,13h37m28.72s,4d06m11.3s,1991RC3.9.C...0000d
SN2004at,ARK 271,10h58m46.889s,+59d29m12.49s,0.02313,7e-05,6934.500317,20.086098,101.18,7.09,1.0,G,high-surface-brightness galaxy,0.033,0.004,2007SDSS6.C...0000:,1985BICDS..29...87K,0.217,12.32214626,MCG +10-16-37,10h58m45.18s,59d29m12s,1975SoByu..47....3A
SN2002bi,UGC 08527,13h32m54.24s,+09d31m13.3s,0.02327,2e-05,6977.070853,6.895227,103.8,7.27,5.0,G,Sdm:,0.086,0.009000000000000001,20032MASX.C.......:,2008AJ....136..713K,0.084,2.433391909,UGC 8527,13h32m54.36s,9d31m18s,1991RC3.9.C...0000d
SN2000cn,UGC 11064,17h57m41.02s,+27d50m05.0s,0.02349,2.9999999999999997e-05,7043.025202,9.893153,99.39,6.96,23.0,G,Scd:,0.156,0.017,20032MASX.C.......:,1991RC3.9.C...0000d,0.175,5.535010734,UGC 11064,17h57m40.42s,27d49m58.1s,1991RC3.9.C...0000d
SN2006eu,CGCG 257-035,20h02m49.87s,+49d19m11.1s,0.02359,0.00016,7070.905905,48.866177,98.2,6.91,2.0,G,E?,0.532,0.059000000000000004,20032MASX.C.......:,1999ApJS..121..287H,0.255,10.35219391,MCG +08-36-16,20h02m51.15s,49d19m02.3s,1991RC3.9.C...0000d
SN2000ca,ESO 383- G 032,13h35m22.73s,-34d09m34.5s,0.02362,0.0002,7079.8996799999995,59.9585,105.03,7.41,24.0,G,(R)Sbc:,0.18899999999999997,0.021,20032MASX.C.......:,2003MNRAS.339..652K,0.067,2.211870335,ESO 383-G32,13h35m22.98s,-34d09m37s,1991RC3.9.C...0000d
SN1995R,UGC 08801,13h53m31.980s,-01d11m40.10s,0.02368,2e-05,7097.8872299999975,5.096472,105.42,7.39,1.0,G,Sbc? edge-on,0.131,0.013999999999999999,2004SDSS3.C...0000:,1995AJ....109..874B,0.23600000000000002,6.9503770639999995,UGC 8801,13h53m32.61s,-1d11m29.6s,1991RC3.9.C...0000d
SN1997cv,ESO 383- G 031,13h35m21.32s,-34d12m20.8s,0.023719999999999998,2.9999999999999997e-05,7109.87893,8.094397,105.46,7.39,7.0,G,SA(rs)bc:,0.187,0.021,20032MASX.C.......:,2003MNRAS.339..652K,0.191,6.090260088,Abell 3565,13h35m20.77s,-34d12m11.6s,1991RC3.9.C...0000d
SN2001cg,IC 3900,12h55m41.298s,+27d15m02.75s,0.02373,8e-05,7114.975403,24.882776999999997,105.55,7.4,2.0,G,SB0:,0.025,0.003,2007SDSS6.C...0000:,1999PASP..111..438F,0.09699999999999999,3.2157993819999997,IC 3900,12h55m40.87s,27d15m03.9s,1991RC3.9.C...0000d
SN2004P,UGC 08561,13h34m57.274s,+34d02m38.69s,0.02375,2e-05,7120.071875,5.99585,104.89,7.35,4.0,G,Scd:,0.031,0.003,2007SDSS6.C...0000:,1995A&AS..112..429F,0.131,4.359453123,UGC 8561,13h34m57.76s,34d02m33.7s,1991RC3.9.C...0000d
SN1996V,NGC 3644,11h21m32.873s,+02d48m37.58s,0.02377,5.9999999999999995e-05,7126.067725,18.886927,107.02,7.51,6.0,G,(R')SBa pec:,0.138,0.015,2007SDSS6.C...0000:,2005A&A...430..373T,0.413,12.25125987,NGC 3644,11h21m31.23s,2d48m40.4s,1991RC3.9.C...0000d
SN2004cn,WISEA J122728.04+422028.1,12h27m28.110s,+42d20m28.60s,0.023819999999999997,0.00073,7141.656934999999,217.64935499999999,105.27,8.0,,G,,0.08800000000000001,0.01,2005SDSS4.C...0000:,2005SDSS4.C...0000:,0.0,0.007423883,A122728+4220,12h27m28.109s,42d20m28.6s,
SN2000fo,CGCG 475-012,22h58m25.873s,+26d38m20.19s,0.02386,2.9999999999999997e-05,7152.149672,9.893153,97.19,6.81,,G,,0.188,0.021,1987AJ.....94..501K,1991RC3.9.C...0000d,0.16,5.080190205,CGCG 475-012,22h58m25.34s,26d38m26.6s,
SN2005bl,SDSS J120412.22+202424.3,12h04m12.224s,+20d24m24.39s,0.02393,,7174.034525,,107.06,7.5,,G,,0.079,0.009000000000000001,2007SDSS6.C...0000:,2011ApJ...735..125S,0.005,0.15856278199999999,NGC 4070,12h04m12.24s,20d24m24.6s,
SN2004ap,CGCG 064-054,10h05m44.514s,+10d16m36.40s,0.02394,0.00015,7177.03245,44.968875,107.38,7.55,3.0,G,,0.098,0.011000000000000001,2007SDSS6.C...0000:,1999PASP..111..438F,0.365,10.94325511,PGC 29306,10h05m43.81s,10d16m17.1s,2010ApJS..186..427N
SN2002ef,NGC 7761,23h51m28.893s,-13d22m53.73s,0.02398,7e-05,7188.124772,21.884853,97.79,6.86,2.0,G,SA(rs)0^0:,0.08800000000000001,0.01,1987AJ.....94..501K,2003AJ....126.2268W,0.19899999999999998,6.059750276,NGC 7761,23h51m29.54s,-13d22m46.4s,1991RC3.9.C...0000d
SN2006sr,UGC 00014,00h03m35.02s,+23d12m02.8s,0.02414,2.9999999999999997e-05,7236.99095,8.993775,98.42,6.9,34.0,G,S?,0.258,0.027999999999999997,20032MASX.C.......:,1998A&AS..130..333T,0.27699999999999997,8.326134752,UGC 14,0h03m35.02s,23d11m46.2s,1991RC3.9.C...0000d
SN2007kd,KUG 0922+348A,09h25m57.777s,+34d37m47.58s,0.02418,0.00013000000000000002,7248.083273,39.872402,107.05,7.52,,G,6,0.06,0.006999999999999999,2007SDSS6.C...0000:,1999ApJ...518...69M,0.201,6.144429947999999,MCG +06-21-36,9h25m58.01s,34d37m59.3s,2010ApJS..186..427N
SN2002bf,CGCG 266-031,10h15m42.254s,+55d40m02.95s,0.0242,0.00011,7254.079123,32.077798,105.98,7.43,10.0,G,SB(r)b:,0.031,0.003,2007SDSS6.C...0000:,1999PASP..111..438F,0.063,1.932305365,CGCG 266-031,10h15m42.31s,55d40m06.7s,1991RC3.9.C...0000d
SN2001cj,UGC 08399,13h21m45.451s,+31d14m14.08s,0.02423,2.9999999999999997e-05,7264.871652,8.094397,107.25,7.51,1.0,G,SB(r)b,0.039,0.004,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.589,17.96175406,UGC 8399,13h21m44.85s,31d14m48.6s,1991RC3.9.C...0000d
SN1999cf,UGC 08539,13h33m29.022s,+33d02m32.56s,0.02453,4e-05,7353.010648,11.092322,108.29,7.59,4.0,G,S?,0.052000000000000005,0.006,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.851,26.19077921,UGC 8539,13h33m29.71s,33d03m22.9s,1991RC3.9.C...0000d
SN2006br,NGC 5185,13h30m02.250s,+13d24m57.80s,0.02459,1e-05,7371.897575,3.5975099999999998,109.38,7.66,17.0,G,Sb,0.067,0.006999999999999999,2015NEDR....1M...1S,1997AJ....113.1197H,0.11,3.4863802710000003,NGC 5185,13h30m01.8s,13d24m56.8s,1991RC3.9.C...0000d
SN2007ao,NGC 5532,14h16m52.950s,+10d48m26.60s,0.0247,7e-05,7406.0739200000025,20.985475,109.26,7.66,8.0,G,,0.07,0.008,2007ApJS..171...61H,2002AJ....123.3018M,0.789,24.74434281,NGC 5532,14h16m49.74s,10d48m24.1s,2007ApJS..171...61H
SN1992ag,ESO 508- G 067,13h24m10.52s,-23d52m38.5s,0.0249,0.00015,7463.933872,44.968875,110.92,7.8,24.0,G,S...?,0.267,0.028999999999999998,20032MASX.C.......:,20096dF...C...0000J,0.17600000000000002,5.854293628,ESO 508-G67,13h24m09.85s,-23d52m43.7s,1982ESOU..C...0000L
SN2009iy,UGC 08520,13h29m57.98s,+80d30m09.1s,0.024990000000000002,0.00013000000000000002,7490.915197,38.973025,107.09,7.52,,G,SAB(s)cd,0.08199999999999999,0.009000000000000001,20032MASX.C.......:,1999PASP..111..438F,0.596,98.25472862,UGC 8520,13h30m10.54s,80d30m26.8s,1991RC3.9.C...0000d
SN2004J,ESO 554- G 033,05h46m32.84s,-17d46m53.5s,0.025,,7494.8125,,108.02,7.56,,G,Sb:,0.19699999999999998,0.022000000000000002,20032MASX.C.......:,2004IAUC.8277B...1M,0.157,5.149042424,ESO 554-G33,5h46m32.18s,-17d46m53s,1982ESOU..C...0000L
SN1998cd,SDSS J104503.53+392516.9,10h45m03.538s,+39d25m16.96s,0.02502,,7502.00752,,110.8,7.76,,G,,0.037000000000000005,0.004,2007SDSS6.C...0000:,2011ApJ...735..125S,0.141,5.375965736,2MFGC 08366,10h45m04.16s,39d25m12.5s,
SN2003it,UGC 00040,00h05m48.41s,+27d26m57.9s,0.02509,0.0,7522.093617,0.899378,102.62,7.19,21.0,G,SB?,0.193,0.021,20032MASX.C.......:,2008AJ....135..588S,0.196,6.117383579,UGC 40,0h05m48.47s,27d27m09.6s,1991RC3.9.C...0000d
SN1999X,CGCG 180-022,08h54m31.832s,+36d30m34.62s,0.025169999999999998,8e-05,7546.0770170000005,24.882776999999997,110.91,7.77,10.0,G,1,0.08800000000000001,0.01,2007SDSS6.C...0000:,2004ApJ...607..202M,0.134,4.607864785,CGCG 180-022,8h54m32.23s,36d30m41.1s,2010ApJS..186..427N
SN2005ms,UGC 04614,08h49m16.395s,+36d07m11.27s,0.0252,2.9999999999999997e-05,7555.9701700000005,8.993775,111.01,7.78,12.0,G,S?,0.09300000000000001,0.01,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.738,25.066864300000002,UGC 4614,8h49m14.34s,36d07m47.9s,1991RC3.9.C...0000d
SN2005mc,UGC 04414,08h27m05.962s,+21d38m43.04s,0.02522,2.9999999999999997e-05,7561.066642,9.893153,111.45,7.81,10.0,G,(R')SB(s)0/a,0.12,0.013000000000000001,2007SDSS6.C...0000:,1991RC3.9.C...0000d,0.102,3.403855273,UGC 4414,8h27m06.36s,21d38m45.6s,1991RC3.9.C...0000d
SN2007sw,UGC 07228,12h13m36.81s,+46d29m38.3s,0.025240000000000002,5.9999999999999995e-05,7567.96187,17.98755,111.14,7.79,2.0,G,,0.051,0.006,20032MASX.C.......:,1999PASP..111..438F,0.039,1.278415499,UGC 7228,12h13m36.88s,46d29m36.1s,
SN1998ci,LCRS B123826.1-062321,12h41m01.120s,-06d39m48.20s,0.025259999999999998,7e-05,7573.058342,21.884853,113.1,7.93,1.0,G,SB0^+(r) pec:,0.069,0.008,1998IAUC.6921A...1R,1998AJ....116....1D,0.017,0.524845439,A124101-0639,12h41m01.16s,-6d39m47.4s,1991RC3.9.C...0000d
SN2003eh,CGCG 039-008,11h08m23.960s,+03d29m52.70s,0.02547,0.0001,7634.2160129999975,29.37966500000001,114.27,8.02,,G,SB(s)b:,0.124,0.013999999999999999,2004SDSS2.C...0000:,2004SDSS2.C...0000:,0.135,4.265960993,MCG +01-29-03,11h08m24.34s,3d29m47s,1991RC3.9.C...0000d
SN1988R,CGCG 272-010,13h48m13.328s,+54d47m50.40s,0.0255,8e-05,7645.0085420000005,23.084022,111.04,7.78,,G,5,0.034,0.004,2007SDSS6.C...0000:,1999PASP..111..438F,0.139,7.187898327999999,MCG +09-23-09,13h48m14.2s,54d47m54s,2010ApJS..186..427N
SN1990F,KUG 1336+324,13h39m03.172s,+32d09m23.44s,0.02553,5.9999999999999995e-05,7654.002318000003,17.088173,112.57,7.89,,G,diffuse,0.044000000000000004,0.005,2007SDSS6.C...0000:,2003AJ....126.2152R,0.11900000000000001,4.319158185,A133902+3209,13h39m02.68s,32d09m20s,1963CGCG2.C...0000Z
SN1996ac,CGCG 014-025,12h24m11.414s,+01d24m11.40s,0.02563,0.00016999999999999999,7684.880945,50.065348,114.77,8.07,,G,SA0^0,0.063,0.006999999999999999,2007SDSS6.C...0000:,1998ApJS..119..277G,0.07,2.240572919,PGC 40346,12h24m11.24s,1d24m14.7s,1991RC3.9.C...0000d
SN2001gb,IC 0582,09h59m00.225s,+17d49m01.72s,0.025730000000000003,0.00011,7713.9608180000005,32.977175,114.76,8.05,4.0,G,S,0.092,0.01,2007SDSS6.C...0000:,1995ApJS..100...69F,0.25,8.206113422,IC 582,9h59m00.96s,17d49m12.4s,1973UGC...C...0000N
SN2003gr,ESO 605- G 021,23h38m13.16s,-20d46m56.2s,0.025869999999999997,8e-05,7757.130937000001,24.882776999999997,106.16,7.45,,G,SBb,0.071,0.008,20032MASX.C.......:,2007A&A...465...71T,0.114,3.952233297,MCG -04-55-14,23h38m12.67s,-20d46m56s,1982ESOU..C...0000L
SDSS-II SN 14963,SDSS-II SN 14963,01h10m20.010s,+00d57m00.63s,0.026000000000000002,,7794.605,,106.77,7.48,2.0,VisS,,0.091,0.01,2011ApJ...738..162S,2011ApJ...738..162S,0.002,0.048619885999999994,,1h10m20.016s,0d57m00.63s,
SN2003kg,IC 1427,22h03m35.160s,+15d06m24.40s,0.02603,0.00011,7805.097737,32.077798,106.48,7.48,,G,E,0.12,0.013000000000000001,2007ApJS..171...61H,1999ApJS..121..287H,0.262,8.57336298,IC 1427,22h03m34.64s,15d06m10.6s,1991RC3.9.C...0000d
SN2002aw,2MFGC 13321,16h37m29.274s,+40d52m47.88s,0.02615,0.00011,7838.074912999998,32.077798,112.15,7.86,1.0,G,3,0.019,0.002,2007SDSS6.C...0000:,2002AJ....124.1266R,0.057,2.184223984,2MFGC 13321,16h37m29.06s,40d52m50.3s,2010ApJS..186..427N
SN2001ex,UGC 03595,06h56m00.380s,+55d24m02.20s,0.02638,9e-05,7907.9265650000025,26.081948,113.75,7.97,,G,(R)SB(r)b:,0.145,0.016,2000AJ....120.2338R,2000AJ....120.2338R,0.07,4.052449558999999,UGC 3595,6h55m59.89s,55d24m03s,1991RC3.9.C...0000d
SN1991bb,UGC 02892,03h53m36.828s,+19d06m17.21s,0.026560000000000004,2e-05,7963.9877620000025,5.096472,111.89,7.83,,G,SB(rs)bc,0.9079999999999999,0.1,1987AJ.....94..501K,1993AJ....105.1271G,0.58,19.82509771,UGC 2892,3h53m35s,19d05m54s,1991RC3.9.C...0000d
SN1998ab,NGC 4704,12h48m46.428s,+41d55m16.52s,0.02713,5.9999999999999995e-05,8133.9701099999975,17.98755,119.34,8.36,21.0,G,SB(rs)bc pec,0.047,0.005,2007SDSS6.C...0000:,1995ApJS..100...69F,0.248,9.551689648,NGC 4704,12h48m47.24s,41d55m28.3s,1991RC3.9.C...0000d
SN2008fj,UGC 10759,17h12m48.469s,+42d48m53.49s,0.027139999999999997,9e-05,8137.8674120000005,27.88070200000001,115.8,8.12,,G,COMPACT,0.05,0.006,2007SDSS6.C...0000:,1996AJ....112.1803M,0.257,11.80446353,UGC 10759,17h12m49.86s,42d48m51.8s,1973UGC...C...0000N
SN2002bn,UGC 06527,11h32m37.60s,+52d56m53.0s,0.02738,4e-05,8208.018857,11.9917,119.9,8.4,,GTrpl,Sa pec edge-on,0.039,0.004,2000NEDR....1....1M,1991RC3.9.C...0000d,0.22,12.45995244,UGC 6527,11h32m39.06s,52d56m53.3s,1991RC3.9.C...0000d
SN2004gs,ARK 174,08h38m23.848s,+17d37m52.79s,0.02743,0.00016999999999999999,8221.809312000001,50.365140000000004,121.19,8.52,11.0,G,S0?,0.085,0.009000000000000001,2007SDSS6.C...0000:,2007SDSS6.C...0000:,0.001,0.042744983,MCG +03-22-20,8h38m23.851s,17d37m52.85s,1991RC3.9.C...0000d
SN2002eb,CGCG 473-011,22h19m06.299s,+24d35m53.50s,0.02754,2.9999999999999997e-05,8255.08628,9.893153,113.01,7.92,1.0,G,S?,0.166,0.018000000000000002,1987AJ.....94..501K,1991RC3.9.C...0000d,0.331,12.00327669,CGCG 473-011,22h19m05.24s,24d35m39.8s,1991RC3.9.C...0000d
SN2004co,WISEA J132834.00+415108.2,13h28m33.989s,+41d51m07.80s,0.02756,0.0003,8262.880884999999,89.637957,120.85,8.56,,G,,0.031,0.003,1987AJ.....94..501K,2005SDSS4.C...0000:,0.008,0.286445922,PGC 2187969,13h28m33.99s,41d51m08.3s,
SN2002et,ESO 527- G 011,20h08m31.15s,-25d27m30.8s,0.02758,2.9999999999999997e-05,8267.07798,9.893153,115.07,8.06,13.0,G,SA(r)c?,0.387,0.043,20032MASX.C.......:,2007A&A...465...71T,0.115,3.99874196,MCG -04-47-10,20h08m31.02s,-25d27m37.5s,1991RC3.9.C...0000d
SN2009L,NGC 4854,12h58m47.401s,+27d40m29.05s,0.02793,4e-05,8374.103901999999,11.092322,123.49,8.65,8.0,G,SB0,0.03,0.003,2007SDSS6.C...0000:,2004AJ....128.1558S,0.165,6.405601361,NGC 4854,12h58m48.1s,27d40m25.6s,1991RC3.9.C...0000d
PTF11klo,ESO 471- G 010,23h46m15.07s,-28d05m56.3s,0.027999999999999997,2e-05,8393.890208,6.895227,115.63,8.1,8.0,G,S0?,0.063,0.006999999999999999,20032MASX.C.......:,1999AJ....118.1468D,0.18100000000000002,6.950706639,ESO 471-G10,23h46m14.37s,-28d05m50.6s,1991RC3.9.C...0000d
SN2006cg,2MASX J13050256+2844204,13h05m02.540s,+28d44m20.40s,0.02806,0.0001,8413.076928,29.079873,123.94,8.69,5.0,G,,0.032,0.004,2006SDSS5.C...0000:,2003AJ....126.2152R,0.077,2.847278442,A130502+2844,13h05m02.32s,28d44m24s,
SN2003U,NGC 6365A,17h22m43.812s,+62d09m57.89s,0.028339999999999997,9e-05,8496.419243,26.981325,120.69,8.46,13.0,G,SBcd:,0.08199999999999999,0.009000000000000001,2007SDSS6.C...0000:,2001SDSSe.1...0000:,0.249,16.90802426,NGC 6365,17h22m45.66s,62d09m50.4s,1991RC3.9.C...0000d
SN2002df,MCG -01-53-006,20h45m41.134s,-04d57m00.34s,0.02868,,8598.0489,,118.68,8.31,,G,(R')Sab,0.146,0.016,2007SDSS6.C...0000:,2002IAUC.7916B...1M,0.455,16.33316675,MCG -01-53-06,20h45m39.33s,-4d57m04.7s,1991RC3.9.C...0000d
SN1999cb,MRK 0881,16h25m49.263s,+40d20m42.71s,0.028810000000000002,2.9999999999999997e-05,8637.021925,9.893153,123.77,8.67,,G,8,0.022000000000000002,0.002,2007SDSS6.C...0000:,1999PASP..111..438F,0.23600000000000002,9.836254484,MCG +07-34-28,16h25m48.41s,40d20m32.4s,2010ApJS..186..427N
SN2005eq,MCG -01-09-006,03h08m48.323s,-07d02m26.22s,0.028980000000000002,7e-05,8687.087272,22.484437,121.51,8.51,23.0,G,SB(rs)cd?,0.204,0.022000000000000002,2007SDSS6.C...0000:,2003SDSS1.C...0000:,0.505,18.28855023,MCG -01-09-06,3h08m49.31s,-7d01m59.7s,1991RC3.9.C...0000d
SN2001bs,UGC 10018,15h43m39.55s,+67d45m39.0s,0.029189999999999997,,8750.043698000001,,125.15,8.76,,G,(R')SB(s)bc,0.084,0.009000000000000001,20032MASX.C.......:,1999PASP..111..438F,0.146,5.52482965,UGC 10018,15h43m39.37s,67d45m30.3s,1991RC3.9.C...0000d
SN1993ah,ESO 471- G 027,23h51m50.34s,-27d57m55.2s,0.02936,2.9999999999999997e-05,8803.10697,9.893153,121.48,8.51,12.0,G,S0?,0.057,0.006,20032MASX.C.......:,2002AJ....123.2990B,0.138,5.043123034,ESO 471-G27,23h51m50.27s,-27d57m47s,1991RC3.9.C...0000d
SN2009fl,NGC 6146,16h25m10.359s,+40d53m34.30s,0.029419999999999998,5e-05,8819.89535,15.889003,126.38,8.85,8.0,G,E?,0.023,0.002,1995ApJ...450..559B,1999MNRAS.305..259W,0.23,8.587205587,NGC 6146,16h25m10.1s,40d53m20.8s,1991RC3.9.C...0000d
SN1988Y,2MFGC 02182,02h44m56.184s,-08d24m11.91s,0.02949,8e-05,8842.079995,23.683607000000002,123.29,8.64,,G,,0.07400000000000001,0.008,2007SDSS6.C...0000:,2003SDSS1.C...0000:,0.41100000000000003,15.22155309,A024454-0824,2h44m54.9s,-8d24m27.6s,
SN2000A,NGC 7674A,23h27m58.78s,+08d46m58.1s,0.02953,2.9999999999999997e-05,8851.973148000001,9.893153,121.17,8.49,,G,S?,0.162,0.018000000000000002,20032MASX.C.......:,1996AJ....111..696K,0.073,2.69131209,MCG +01-59-81,23h27m58.9s,8d47m02.1s,1991RC3.9.C...0000d
SN1994Q,CGCG 224-104,16h49m51.172s,+40d26m00.25s,0.029560000000000006,5e-05,8863.06547,15.889003,126.58,8.86,14.0,G,6,0.048,0.005,2007SDSS6.C...0000:,2002AJ....124.1266R,0.07400000000000001,2.760398266,CGCG 224-104,16h49m51.13s,40d25m55.8s,2010ApJS..186..427N
SN2001ba,ESO 439- G 018,11h38m00.49s,-32d19m28.9s,0.029560000000000006,2.9999999999999997e-05,8860.966922,9.893153,131.35,9.2,32.0,G,SAB(r)bc,0.17600000000000002,0.019,20032MASX.C.......:,2003A&A...412...57P,0.456,17.92037182,MCG -05-28-01,11h38m01.76s,-32d19m51s,1991RC3.9.C...0000d
SN2007is,UGC 10553,16h47m14.784s,+40d14m42.29s,0.02968,0.00011,8897.241815000001,32.077798,127.12,8.91,2.0,G,SBab:,0.055999999999999994,0.006,2007SDSS6.C...0000:,2003SDSS1.C...0000:,0.09699999999999999,3.777413695,UGC 10553,16h47m14.59s,40d14m36.9s,1991RC3.9.C...0000d
SN1997bz,WISEA J112225.47+011121.8,11h22m25.457s,+01d11m22.00s,0.029830000000000002,7e-05,8943.110067,20.38589,133.0,9.32,,G,,0.105,0.012,2007SDSS6.C...0000:,2003SDSS1.C...0000:,0.009000000000000001,0.316659402,Abell 1238,11h22m25.45s,1d11m21.5s,
SN2004E,KUG 1314+318B,13h16m51.16s,+31d34m52.4s,0.029830000000000002,7e-05,8944.009445,20.086098,131.27,9.2,1.0,G,,0.04,0.004,20032MASX.C.......:,2006PrivC.U..D....W,0.327,12.22938711,KUG 1314+318B,13h16m51.4s,31d35m11.8s,
SN2001dt,UGC 12558,23h22m19.28s,+50d09m32.8s,0.02984,0.00011,8944.908822,32.977175,123.92,8.69,,G,Scd:,0.5720000000000001,0.063,20032MASX.C.......:,1999ApJS..121..287H,0.126,4.761257501,UGC 12558,23h22m19.17s,50d09m25.3s,1991RC3.9.C...0000d
SN2007oo,UGC 12558,23h22m19.28s,+50d09m32.8s,0.02984,0.00011,8944.908822,32.977175,123.92,8.69,,G,Scd:,0.5720000000000001,0.063,20032MASX.C.......:,1999ApJS..121..287H,0.21600000000000005,8.19559783,UGC 12558,23h22m19.5s,50d09m20s,1991RC3.9.C...0000d
SN1992ap,UGC 10430,16h30m26.843s,+41d29m02.30s,0.02988,2.9999999999999997e-05,8956.900523,7.7946050000000024,128.24,8.98,2.0,G,SB(rs)bc,0.025,0.003,2007SDSS6.C...0000:,1997AJ....113.1197H,0.248,9.693892952,UGC 10430,16h30m27.33s,41d29m16.1s,1991RC3.9.C...0000d
SN2003ds,KUG 1015+467,10h18m57.991s,+46d27m14.75s,0.029960000000000007,7e-05,8982.682678,20.38589,131.38,9.2,,G,99,0.031,0.003,2007SDSS6.C...0000:,2004SDSS3.C...0000:,0.063,3.3845226989999997,MCG +08-19-17,10h18m58.35s,46d27m15.5s,2010ApJS..186..427N
SN1997ct,WISEA J140725.22+702606.9,14h07m25.000s,+70d26m07.30s,0.03,,8993.775,,129.15,9.04,,G,,0.045,0.005,1997IAUC.6691A...1J,1997IAUC.6691A...1J,0.159,17.59960745,A140726+7026,14h07m26.88s,70d26m05.9s,
SN2003ap,WISEA J095052.75-215108.1,09h50m52.80s,-21d51m09.5s,0.03,,8993.775,,133.3,9.34,,G,,0.126,0.013999999999999999,20032MASX.C.......:,2003IAUC.8071A...1W,0.001,0.0,A095052-2151,9h50m52.8s,-21d51m09.5s,
