,Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
1434,PSc020123,2010-02-22,FUV,12h22m25.6s,48d02m28.65s,10,10,0,1091,-644,nan,PSc020123-FUV.fits.gz
1435,PSc020123,2010-02-22,NUV,12h22m25.6s,48d02m28.65s,10,10,0,1091,-644,nan,PSc020123-NUV.fits.gz
1436,PSc020148,2010-02-19,FUV,10h38m21.977s,57d23m24.29s,13,13,0,1819,-701,nan,PSc020148-FUV.fits.gz
1437,PSc020148,2010-02-19,NUV,10h38m21.977s,57d23m24.29s,27,27,0,1860,-701,nan,PSc020148-NUV.fits.gz
1438,PSc020194,2010-03-12,FUV,9h58m34.81s,0d49m52.09s,19,19,0,1497,-716,nan,PSc020194-FUV.fits.gz
1439,PSc020194,2010-03-12,NUV,9h58m34.81s,0d49m52.09s,41,31,10,1824,373,326,PSc020194-NUV.fits.gz
1440,PSc020198,2010-03-20,FUV,10h46m52.536s,57d07m45.51s,16,16,0,1527,-677,nan,PSc020198-FUV.fits.gz
1441,PSc020198,2010-03-20,NUV,10h46m52.536s,57d07m45.51s,16,16,0,1527,-677,nan,PSc020198-NUV.fits.gz
1442,PSc030005,2010-03-17,FUV,12h25m23.413s,47d29m11.16s,11,11,0,1839,-667,nan,PSc030005-FUV.fits.gz
1443,PSc030005,2010-03-17,NUV,12h25m23.413s,47d29m11.16s,12,12,0,1839,-667,nan,PSc030005-NUV.fits.gz
1444,PSc030007,2010-03-25,FUV,14h09m23.651s,53d37m06.96s,4,4,0,324,-314,nan,PSc030007-FUV.fits.gz
1445,PSc030007,2010-03-25,NUV,14h09m23.651s,53d37m06.96s,18,12,6,324,354,32,PSc030007-NUV.fits.gz
1446,PSc030068,2010-04-02,FUV,12h14m39.905s,48d05m21.86s,9,9,0,1857,-683,nan,PSc030068-FUV.fits.gz
1447,PSc030068,2010-04-02,NUV,12h14m39.905s,48d05m21.86s,10,10,0,1857,-683,nan,PSc030068-NUV.fits.gz
1448,PSc030216,2010-04-12,NUV,14h14m56.573s,54d12m41.36s,18,12,6,342,336,14,PSc030216-NUV.fits.gz
1449,PSc030252,2010-04-17,FUV,12h17m28.971s,48d05m38.04s,9,9,0,1872,-698,nan,PSc030252-FUV.fits.gz
1450,PSc030252,2010-04-17,NUV,12h17m28.971s,48d05m38.04s,10,10,0,1872,-698,nan,PSc030252-NUV.fits.gz
1451,PSc030263,2010-04-11,FUV,12h20m47.7s,48d10m01.13s,10,10,0,1139,-692,nan,PSc030263-FUV.fits.gz
1452,PSc030263,2010-04-11,NUV,12h20m47.7s,48d10m01.13s,10,10,0,1139,-692,nan,PSc030263-NUV.fits.gz
1453,PSc040121,2010-04-12,FUV,10h39m04.002s,58d35m25.74s,11,11,0,1871,-1143,nan,PSc040121-FUV.fits.gz
1454,PSc040121,2010-04-12,NUV,10h39m04.002s,58d35m25.74s,25,24,1,1912,277,277,PSc040121-NUV.fits.gz
1455,PSc040139,2010-05-06,NUV,14h17m09.899s,53d05m11.39s,245,239,6,2512,392,311,PSc040139-NUV.fits.gz
1456,PSc040147,2010-04-17,FUV,14h15m40.447s,54d13m43.84s,5,5,0,348,-337,nan,PSc040147-FUV.fits.gz
1457,PSc040147,2010-04-17,NUV,14h15m40.447s,54d13m43.84s,20,13,7,348,411,9,PSc040147-NUV.fits.gz
1458,PSc040151,2010-05-06,FUV,12h21m49.673s,46d27m04.69s,9,9,0,2232,-717,nan,PSc040151-FUV.fits.gz
1459,PSc040151,2010-05-06,NUV,12h21m49.673s,46d27m04.69s,10,10,0,2232,-717,nan,PSc040151-NUV.fits.gz
1460,PSc040163,2010-05-06,FUV,12h22m04.649s,47d00m36.57s,10,10,0,1889,-721,nan,PSc040163-FUV.fits.gz
1461,PSc040163,2010-05-06,NUV,12h22m04.649s,47d00m36.57s,11,11,0,1889,-721,nan,PSc040163-NUV.fits.gz
1462,PSc040169,2010-05-10,FUV,10h49m29.312s,58d45m59.04s,23,23,0,2298,-2198,nan,PSc040169-FUV.fits.gz
1463,PSc040169,2010-05-10,NUV,10h49m29.312s,58d45m59.04s,51,49,2,2298,302,303,PSc040169-NUV.fits.gz
1464,PSc040170,2010-05-06,FUV,12h14m21.336s,47d50m35.24s,18,18,0,1891,-717,nan,PSc040170-FUV.fits.gz
1465,PSc040170,2010-05-06,NUV,12h14m21.336s,47d50m35.24s,19,19,0,1891,-717,nan,PSc040170-NUV.fits.gz
1466,PSc040176,2010-05-09,FUV,12h20m58.357s,45d56m04.95s,9,9,0,2235,-720,nan,PSc040176-FUV.fits.gz
1467,PSc040176,2010-05-09,NUV,12h20m58.357s,45d56m04.95s,10,10,0,2235,-720,nan,PSc040176-NUV.fits.gz
1468,PSc040313,2010-05-10,FUV,12h16m25.19s,48d21m56.92s,9,9,0,1895,-721,nan,PSc040313-FUV.fits.gz
1469,PSc040313,2010-05-10,NUV,12h16m25.19s,48d21m56.92s,10,10,0,1895,-721,nan,PSc040313-NUV.fits.gz
1470,PSc040316,2010-05-10,NUV,14h11m23.481s,52d26m04.6s,20,18,2,370,308,307,PSc040316-NUV.fits.gz
1471,PSc040318,2010-05-09,NUV,14h17m19.798s,53d06m45.28s,246,240,6,2515,389,308,PSc040318-NUV.fits.gz
1472,PSc040343,2010-05-10,FUV,10h39m09.733s,58d40m39.34s,11,11,0,1899,-1171,nan,PSc040343-FUV.fits.gz
1473,PSc040377,2010-04-12,FUV,10h40m51.886s,58d52m53.49s,12,12,0,2268,-1143,nan,PSc040377-FUV.fits.gz
1474,PSc040377,2010-04-12,NUV,10h40m51.886s,58d52m53.49s,25,25,0,2268,-1143,nan,PSc040377-NUV.fits.gz
1475,PSc040434,2010-05-11,FUV,12h21m24.625s,45d53m41.62s,9,9,0,2237,-722,nan,PSc040434-FUV.fits.gz
1476,PSc040434,2010-05-11,NUV,12h21m24.625s,45d53m41.62s,10,10,0,2237,-722,nan,PSc040434-NUV.fits.gz
1477,PSc040473,2010-04-03,FUV,10h58m22.121s,58d28m59.26s,18,18,0,2259,-418,nan,PSc040473-FUV.fits.gz
1478,PSc040473,2010-04-03,NUV,10h58m22.121s,58d28m59.26s,38,38,0,2259,-418,nan,PSc040473-NUV.fits.gz
1479,PSc040477,2010-05-08,FUV,16h20m34.011s,54d48m24.17s,11,11,0,2123,-355,nan,PSc040477-FUV.fits.gz
1480,PSc040477,2010-05-08,NUV,16h20m34.011s,54d48m24.17s,40,28,12,2123,398,2,PSc040477-NUV.fits.gz
1481,PSc040511,2010-05-13,FUV,16h07m40.019s,55d07m29.93s,24,24,0,1489,-360,nan,PSc040511-FUV.fits.gz
1482,PSc040511,2010-05-13,NUV,16h07m40.019s,55d07m29.93s,83,71,12,2191,393,36,PSc040511-NUV.fits.gz
1483,PSc040512,2010-05-10,FUV,16h08m01.032s,54d13m24.24s,20,20,0,2144,-357,nan,PSc040512-FUV.fits.gz
1484,PSc040512,2010-05-10,NUV,16h08m01.032s,54d13m24.24s,67,50,17,2188,396,39,PSc040512-NUV.fits.gz
1485,PSc040540,2010-05-10,NUV,14h08m37.451s,52d39m37.15s,20,18,2,370,308,307,PSc040540-NUV.fits.gz
1486,PSc040573,2010-05-13,FUV,12h14m05.821s,47d15m04.48s,8,8,0,819,-724,nan,PSc040573-FUV.fits.gz
1487,PSc040573,2010-05-13,NUV,12h14m05.821s,47d15m04.48s,8,8,0,819,-724,nan,PSc040573-NUV.fits.gz
1488,PSc040593,2010-05-10,FUV,12h19m33.858s,45d50m28.46s,4,4,0,1531,-378,nan,PSc040593-FUV.fits.gz
1489,PSc040593,2010-05-10,NUV,12h19m33.858s,45d50m28.46s,7,7,0,1878,-378,nan,PSc040593-NUV.fits.gz
1490,PSc040693,2010-05-16,NUV,14h15m27.863s,52d23m50.02s,19,17,2,376,302,301,PSc040693-NUV.fits.gz
1491,PSc040783,2010-05-21,FUV,16h11m06.899s,54d49m49.74s,33,33,0,2516,-368,nan,PSc040783-FUV.fits.gz
1492,PSc040783,2010-05-21,NUV,16h11m06.899s,54d49m49.74s,49,40,9,2516,385,27,PSc040783-NUV.fits.gz
1493,PSc050004,2010-05-16,FUV,14h10m49.486s,53d50m17.45s,4,4,0,376,-366,nan,PSc050004-FUV.fits.gz
1494,PSc050004,2010-05-16,NUV,14h10m49.486s,53d50m17.45s,18,16,2,376,302,301,PSc050004-NUV.fits.gz
1495,PSc050017,2010-06-01,FUV,12h25m59.135s,46d42m52.71s,3,3,0,1915,-1183,nan,PSc050017-FUV.fits.gz
1496,PSc050017,2010-06-01,NUV,12h25m59.135s,46d42m52.71s,4,4,0,1915,-1183,nan,PSc050017-NUV.fits.gz
1497,PSc050172,2010-05-18,FUV,12h21m43.238s,47d01m25.94s,3,3,0,1901,-385,nan,PSc050172-FUV.fits.gz
1498,PSc050172,2010-05-18,NUV,12h21m43.238s,47d01m25.94s,6,6,0,1901,-385,nan,PSc050172-NUV.fits.gz
1499,PSc050298,2010-05-14,FUV,16h12m38.024s,55d43m14.67s,5,5,0,369,-361,nan,PSc050298-FUV.fits.gz
1500,PSc050298,2010-05-14,NUV,16h12m38.024s,55d43m14.67s,24,14,10,369,392,37,PSc050298-NUV.fits.gz
1501,PSc050617,2010-06-15,NUV,14h18m25.922s,53d54m43.07s,4,3,1,357,272,273,PSc050617-NUV.fits.gz
1502,PSc050625,2010-06-15,FUV,16h07m18.197s,53d49m47.77s,14,14,0,2180,-393,nan,PSc050625-FUV.fits.gz
1503,PSc050625,2010-06-15,NUV,16h07m18.197s,53d49m47.77s,43,34,9,2224,360,3,PSc050625-NUV.fits.gz
1504,PSc050656,2010-06-15,NUV,16h16m50.373s,54d38m46.73s,46,36,10,2540,360,3,PSc050656-NUV.fits.gz
1505,PSc050665,2010-06-05,FUV,16h10m34.502s,54d57m25.53s,33,33,0,2531,-383,nan,PSc050665-FUV.fits.gz
1506,PSc050665,2010-06-05,NUV,16h10m34.502s,54d57m25.53s,49,40,9,2531,370,12,PSc050665-NUV.fits.gz
1507,PSc051109,2010-04-09,FUV,16h12m11.536s,54d00m32.46s,16,16,0,2078,-326,nan,PSc051109-FUV.fits.gz
1508,PSc051109,2010-04-09,NUV,16h12m11.536s,54d00m32.46s,52,38,14,2157,427,25,PSc051109-NUV.fits.gz
1509,PSc052136,2010-06-13,NUV,14h12m54.447s,52d47m32.5s,20,18,2,404,274,273,PSc052136-NUV.fits.gz
1510,PSc060015,2010-06-29,FUV,16h03m50.262s,54d12m36.57s,16,16,0,2194,-407,nan,PSc060015-FUV.fits.gz
1511,PSc060015,2010-06-29,NUV,16h03m50.262s,54d12m36.57s,46,38,8,2238,346,297,PSc060015-NUV.fits.gz
1512,PSc060141,2010-07-01,FUV,16h09m39.092s,54d16m08.94s,15,15,0,2196,-409,nan,PSc060141-FUV.fits.gz
1513,PSc060141,2010-07-01,NUV,16h09m39.092s,54d16m08.94s,47,39,8,2240,344,295,PSc060141-NUV.fits.gz
1514,PSc060199,2010-07-11,FUV,14h09m39.159s,53d38m35.01s,4,4,0,432,-422,nan,PSc060199-FUV.fits.gz
1515,PSc060199,2010-07-11,NUV,14h09m39.159s,53d38m35.01s,18,16,2,432,246,245,PSc060199-NUV.fits.gz
1516,PSc060238,2010-07-11,FUV,22h14m42.32s,0d47m51.7s,13,13,0,2492,-653,nan,PSc060238-FUV.fits.gz
1517,PSc060238,2010-07-11,NUV,22h14m42.32s,0d47m51.7s,67,48,19,2492,397,21,PSc060238-NUV.fits.gz
1518,PSc060242,2010-07-11,FUV,14h12m36.512s,54d02m59.78s,5,5,0,432,-422,nan,PSc060242-FUV.fits.gz
1519,PSc060242,2010-07-11,NUV,14h12m36.512s,54d02m59.78s,24,23,1,432,246,247,PSc060242-NUV.fits.gz
1520,PSc060249,2010-07-11,NUV,22h19m51.403s,0d53m51.82s,4,1,3,329,458,28,PSc060249-NUV.fits.gz
1521,PSc061139,2010-07-29,FUV,16h20m07.404s,54d17m14.47s,2,2,0,1469,-1469,nan,PSc061139-FUV.fits.gz
1522,PSc061139,2010-07-29,NUV,16h20m07.404s,54d17m14.47s,2,2,0,1469,-1469,nan,PSc061139-NUV.fits.gz
1523,PSc061190,2010-07-30,FUV,2h22m43.622s,-4d57m11.44s,25,25,0,2083,-615,nan,PSc061190-FUV.fits.gz
1524,PSc061190,2010-07-30,NUV,2h22m43.622s,-4d57m11.44s,50,38,12,2083,105,88,PSc061190-NUV.fits.gz
1525,PSc061191,2010-07-29,FUV,2h25m06.486s,-5d00m03.06s,83,83,0,2413,-614,nan,PSc061191-FUV.fits.gz
1526,PSc061191,2010-07-29,NUV,2h25m06.486s,-5d00m03.06s,121,111,10,2423,106,89,PSc061191-NUV.fits.gz
1527,PSc061192,2010-07-29,FUV,2h20m30.796s,-4d59m51.58s,23,23,0,2103,-614,nan,PSc061192-FUV.fits.gz
1528,PSc061192,2010-07-29,NUV,2h20m30.796s,-4d59m51.58s,49,39,10,2103,106,89,PSc061192-NUV.fits.gz
1529,PSc061197,2010-07-29,FUV,2h21m54.589s,-4d11m18.99s,29,29,0,2082,-614,nan,PSc061197-FUV.fits.gz
1530,PSc061197,2010-07-29,NUV,2h21m54.589s,-4d11m18.99s,74,56,18,2082,106,89,PSc061197-NUV.fits.gz
1531,PSc070003,2010-07-31,FUV,22h12m09.952s,0d43m09.41s,10,10,0,2184,-675,nan,PSc070003-FUV.fits.gz
1532,PSc070003,2010-07-31,NUV,22h12m09.952s,0d43m09.41s,42,34,8,2184,22,6,PSc070003-NUV.fits.gz
1533,PSc070020,2010-08-02,FUV,23h32m52.053s,-0d45m33.47s,14,14,0,1410,-640,nan,PSc070020-FUV.fits.gz
1534,PSc070020,2010-08-02,NUV,23h32m52.053s,-0d45m33.47s,24,24,0,1410,-281,nan,PSc070020-NUV.fits.gz
1535,PSc070048,2010-05-22,FUV,16h04m04.105s,54d11m55.5s,22,22,0,2156,-369,nan,PSc070048-FUV.fits.gz
1536,PSc070048,2010-05-22,NUV,16h04m04.105s,54d11m55.5s,57,49,8,2200,384,335,PSc070048-NUV.fits.gz
1537,PSc070054,2010-08-03,FUV,16h11m45.287s,55d17m56.99s,32,32,0,2590,-442,nan,PSc070054-FUV.fits.gz
1538,PSc070054,2010-08-03,NUV,16h11m45.287s,55d17m56.99s,48,40,8,2590,311,262,PSc070054-NUV.fits.gz
1539,PSc070071,2010-08-02,FUV,22h19m56.442s,-0d26m30.92s,5,5,0,711,-677,nan,PSc070071-FUV.fits.gz
1540,PSc070071,2010-08-02,NUV,22h19m56.442s,-0d26m30.92s,38,28,10,711,436,5,PSc070071-NUV.fits.gz
1541,PSc070096,2010-08-03,FUV,16h12m31.207s,53d48m33.16s,14,14,0,2194,-442,nan,PSc070096-FUV.fits.gz
1542,PSc070096,2010-08-03,NUV,16h12m31.207s,53d48m33.16s,43,35,8,2273,311,262,PSc070096-NUV.fits.gz
1543,PSc070111,2010-07-29,FUV,2h25m34.355s,-5d13m07.13s,24,24,0,2082,-614,nan,PSc070111-FUV.fits.gz
1544,PSc070111,2010-07-29,NUV,2h25m34.355s,-5d13m07.13s,49,38,11,2082,139,89,PSc070111-NUV.fits.gz
1545,PSc070175,2010-08-03,FUV,16h07m36.818s,54d48m35.15s,13,13,0,1480,-442,nan,PSc070175-FUV.fits.gz
1546,PSc070175,2010-08-03,NUV,16h07m36.818s,54d48m35.15s,44,36,8,2273,311,262,PSc070175-NUV.fits.gz
1547,PSc070200,2010-07-30,FUV,2h26m38.462s,-3d36m57.83s,23,23,0,2440,-615,nan,PSc070200-FUV.fits.gz
1548,PSc070200,2010-07-30,NUV,2h26m38.462s,-3d36m57.83s,49,40,9,2440,105,87,PSc070200-NUV.fits.gz
1549,PSc070264,2010-08-04,FUV,22h13m47.572s,0d26m28.25s,10,10,0,2188,-679,nan,PSc070264-FUV.fits.gz
1550,PSc070264,2010-08-04,NUV,22h13m47.572s,0d26m28.25s,44,34,10,2188,33,3,PSc070264-NUV.fits.gz
1551,PSc070459,2010-08-07,FUV,22h12m43.607s,0d36m42.44s,15,15,0,2191,-682,nan,PSc070459-FUV.fits.gz
1552,PSc070459,2010-08-07,NUV,22h12m43.607s,0d36m42.44s,80,64,16,2191,30,1,PSc070459-NUV.fits.gz
1553,PSc070470,2010-08-05,FUV,2h19m48.006s,-3d42m10.47s,27,27,0,2448,-621,nan,PSc070470-FUV.fits.gz
1554,PSc070470,2010-08-05,NUV,2h19m48.006s,-3d42m10.47s,50,42,8,2448,99,81,PSc070470-NUV.fits.gz
1555,PSc070530,2010-07-29,FUV,2h25m09.816s,-5d02m36.26s,32,32,0,2413,-614,nan,PSc070530-FUV.fits.gz
1556,PSc070530,2010-07-29,NUV,2h25m09.816s,-5d02m36.26s,62,51,11,2422,139,89,PSc070530-NUV.fits.gz
1557,PSc070567,2010-08-14,FUV,22h13m18.456s,0d48m46.22s,5,5,0,2198,-721,nan,PSc070567-FUV.fits.gz
1558,PSc070567,2010-08-14,NUV,22h13m18.456s,0d48m46.22s,11,9,2,2198,23,4,PSc070567-NUV.fits.gz
1559,PSc070611,2010-08-15,FUV,16h18m08.915s,53d58m19.13s,13,13,0,1840,-454,nan,PSc070611-FUV.fits.gz
1560,PSc070611,2010-08-15,NUV,16h18m08.915s,53d58m19.13s,42,34,8,1933,299,250,PSc070611-NUV.fits.gz
1561,PSc070614,2010-08-03,FUV,23h25m52.626s,-0d06m17.51s,79,79,0,2116,-640,nan,PSc070614-FUV.fits.gz
1562,PSc070614,2010-08-03,NUV,23h25m52.626s,-0d06m17.51s,99,99,0,2116,-279,nan,PSc070614-NUV.fits.gz
1563,PSc070719,2010-08-05,FUV,23h25m53.734s,-0d32m13.89s,7,7,0,709,-642,nan,PSc070719-FUV.fits.gz
1564,PSc070719,2010-08-05,NUV,23h25m53.734s,-0d32m13.89s,16,16,0,709,-281,nan,PSc070719-NUV.fits.gz
1565,PSc070985,2010-08-17,FUV,23h32m10.508s,-0d32m12.51s,6,6,0,1415,-715,nan,PSc070985-FUV.fits.gz
1566,PSc070985,2010-08-17,NUV,23h32m10.508s,-0d32m12.51s,11,11,0,1415,-296,nan,PSc070985-NUV.fits.gz
1567,PSc070986,2010-08-15,FUV,23h33m16.318s,-0d31m19.63s,10,10,0,2497,-713,nan,PSc070986-FUV.fits.gz
1568,PSc070986,2010-08-15,NUV,23h33m16.318s,-0d31m19.63s,15,15,0,2497,-294,nan,PSc070986-NUV.fits.gz
1569,PSc071007,2010-08-20,FUV,22h15m37.447s,1d15m38.93s,10,10,0,2203,-693,nan,PSc071007-FUV.fits.gz
1570,PSc071007,2010-08-20,NUV,22h15m37.447s,1d15m38.93s,47,42,5,2203,357,0,PSc071007-NUV.fits.gz
1571,PSc071011,2010-08-14,FUV,22h12m49.28s,-0d42m25.59s,11,11,0,2198,-688,nan,PSc071011-FUV.fits.gz
1572,PSc071011,2010-08-14,NUV,22h12m49.28s,-0d42m25.59s,47,42,5,2198,45,1,PSc071011-NUV.fits.gz
1573,PSc071032,2010-08-29,FUV,22h19m13.268s,0d52m25.93s,86,86,0,2554,-704,nan,PSc071032-FUV.fits.gz
1574,PSc071032,2010-08-29,NUV,22h19m13.268s,0d52m25.93s,126,121,5,2554,409,6,PSc071032-NUV.fits.gz
1575,PSc071113,2010-08-29,FUV,16h11m44.234s,55d08m51.76s,33,33,0,2616,-468,nan,PSc071113-FUV.fits.gz
1576,PSc071113,2010-08-29,NUV,16h11m44.234s,55d08m51.76s,49,41,8,2616,285,236,PSc071113-NUV.fits.gz
1577,PSc071245,2010-08-28,FUV,22h15m02.874s,-0d51m54.61s,7,7,0,1433,-703,nan,PSc071245-FUV.fits.gz
1578,PSc071245,2010-08-28,NUV,22h15m02.874s,-0d51m54.61s,43,40,3,1433,31,8,PSc071245-NUV.fits.gz
1579,PSc080012,2010-08-20,FUV,22h14m08.482s,-0d10m06.88s,7,7,0,1425,-695,nan,PSc080012-FUV.fits.gz
1580,PSc080012,2010-08-20,NUV,22h14m08.482s,-0d10m06.88s,44,40,4,1425,39,1,PSc080012-NUV.fits.gz
1581,PSc080023,2010-08-30,FUV,23h26m39.151s,-0d43m01.93s,3,3,0,683,-667,nan,PSc080023-FUV.fits.gz
1582,PSc080023,2010-08-30,NUV,23h26m39.151s,-0d43m01.93s,8,8,0,683,-306,nan,PSc080023-NUV.fits.gz
1583,PSc080028,2010-08-30,FUV,23h27m40.586s,-0d20m10.16s,69,69,0,2143,-667,nan,PSc080028-FUV.fits.gz
1584,PSc080028,2010-08-30,NUV,23h27m40.586s,-0d20m10.16s,82,82,0,2143,-306,nan,PSc080028-NUV.fits.gz
1585,PSc080034,2010-08-17,FUV,22h15m24.782s,0d32m10.68s,11,11,0,2529,-692,nan,PSc080034-FUV.fits.gz
1586,PSc080034,2010-08-17,NUV,22h15m24.782s,0d32m10.68s,48,42,6,2529,367,2,PSc080034-NUV.fits.gz
1587,PSc080048,2010-08-27,FUV,2h24m25.254s,-5d00m44.34s,4,4,0,2106,-643,nan,PSc080048-FUV.fits.gz
1588,PSc080048,2010-08-27,NUV,2h24m25.254s,-5d00m44.34s,28,18,10,2106,77,60,PSc080048-NUV.fits.gz
1589,PSc080064,2010-09-03,FUV,3h29m42.071s,-27d52m38.11s,28,28,0,2489,-629,nan,PSc080064-FUV.fits.gz
1590,PSc080064,2010-09-03,NUV,3h29m42.071s,-27d52m38.11s,58,47,11,2489,96,78,PSc080064-NUV.fits.gz
1591,PSc080146,2010-09-02,FUV,3h31m19.116s,-26d51m52.43s,62,62,0,1769,-620,nan,PSc080146-FUV.fits.gz
1592,PSc080146,2010-09-02,NUV,3h31m19.116s,-26d51m52.43s,92,82,10,1769,97,80,PSc080146-NUV.fits.gz
1593,PSc080241,2010-09-02,FUV,3h28m32.442s,-28d04m17.73s,27,27,0,2464,-628,nan,PSc080241-FUV.fits.gz
1594,PSc080241,2010-09-02,NUV,3h28m32.442s,-28d04m17.73s,56,46,10,2464,97,79,PSc080241-NUV.fits.gz
1595,PSc080252,2010-09-02,FUV,2h24m41.569s,-3d47m00.06s,29,29,0,2474,-649,nan,PSc080252-FUV.fits.gz
1596,PSc080252,2010-09-02,NUV,2h24m41.569s,-3d47m00.06s,69,55,14,2474,71,53,PSc080252-NUV.fits.gz
1597,PSc080257,2010-09-02,FUV,3h37m43.957s,-27d19m15.26s,24,24,0,2460,-628,nan,PSc080257-FUV.fits.gz
1598,PSc080257,2010-09-02,NUV,3h37m43.957s,-27d19m15.26s,60,50,10,2460,97,80,PSc080257-NUV.fits.gz
1599,PSc080261,2010-08-31,FUV,3h35m11.954s,-27d11m47.17s,26,26,0,2458,-626,nan,PSc080261-FUV.fits.gz
1600,PSc080261,2010-08-31,NUV,3h35m11.954s,-27d11m47.17s,63,52,11,2458,99,82,PSc080261-NUV.fits.gz
1601,PSc080295,2010-09-02,FUV,2h24m43.481s,-4d09m34.94s,93,93,0,2476,-649,nan,PSc080295-FUV.fits.gz
1602,PSc080295,2010-09-02,NUV,2h24m43.481s,-4d09m34.94s,129,119,10,2476,71,56,PSc080295-NUV.fits.gz
1603,PSc080296,2010-08-27,FUV,2h21m49.682s,-3d55m16.97s,4,4,0,1382,-643,nan,PSc080296-FUV.fits.gz
1604,PSc080296,2010-08-27,NUV,2h21m49.682s,-3d55m16.97s,49,31,18,1382,77,59,PSc080296-NUV.fits.gz
1605,PSc080343,2010-08-31,FUV,3h37m28.646s,-27d43m23.52s,24,24,0,2458,-626,nan,PSc080343-FUV.fits.gz
1606,PSc080343,2010-08-31,NUV,3h37m28.646s,-27d43m23.52s,60,50,10,2458,99,82,PSc080343-NUV.fits.gz
1607,PSc080363,2009-09-15,FUV,3h26m38.821s,-27d55m14.34s,27,27,0,2112,-276,nan,PSc080363-FUV.fits.gz
1608,PSc080363,2009-09-15,NUV,3h26m38.821s,-27d55m14.34s,56,27,29,2112,449,49,PSc080363-NUV.fits.gz
1609,PSc080438,2010-09-08,FUV,3h31m44.958s,-27d40m58.79s,104,104,0,2494,-626,nan,PSc080438-FUV.fits.gz
1610,PSc080438,2010-09-08,NUV,3h31m44.958s,-27d40m58.79s,220,125,95,2494,91,73,PSc080438-NUV.fits.gz
1611,PSc080546,2010-08-27,FUV,2h21m23.684s,-4d00m25.5s,4,4,0,1382,-643,nan,PSc080546-FUV.fits.gz
1612,PSc080554,2010-09-03,FUV,2h21m00.039s,-3d40m18.75s,20,20,0,2118,-650,nan,PSc080554-FUV.fits.gz
1613,PSc080554,2010-09-03,NUV,2h21m00.039s,-3d40m18.75s,44,35,9,2118,70,52,PSc080554-NUV.fits.gz
1614,PSc080646,2010-09-10,NUV,22h18m29.334s,0d56m29.35s,127,126,1,2566,397,397,PSc080646-NUV.fits.gz
1615,PSc080693,2010-09-17,FUV,23h30m56.547s,-0d51m26.61s,6,6,0,1446,-746,nan,PSc080693-FUV.fits.gz
1616,PSc080693,2010-09-17,NUV,23h30m56.547s,-0d51m26.61s,12,12,0,1446,-327,nan,PSc080693-NUV.fits.gz
1617,PSc080723,2010-09-29,FUV,2h19m56.728s,-3d57m38.18s,25,25,0,2166,-676,nan,PSc080723-FUV.fits.gz
1618,PSc080723,2010-09-29,NUV,2h19m56.728s,-3d57m38.18s,49,40,9,2166,44,26,PSc080723-NUV.fits.gz
1619,PSc080735,2010-09-29,FUV,22h15m29.67s,0d32m30.87s,28,28,0,2572,-735,nan,PSc080735-FUV.fits.gz
1620,PSc080735,2010-09-29,NUV,22h15m29.67s,0d32m30.87s,77,76,1,2572,324,324,PSc080735-NUV.fits.gz
1621,PSc080771,2010-09-13,FUV,3h28m16.421s,-28d08m49.41s,27,27,0,2475,-639,nan,PSc080771-FUV.fits.gz
1622,PSc080771,2010-09-13,NUV,3h28m16.421s,-28d08m49.41s,56,46,10,2475,86,68,PSc080771-NUV.fits.gz
1623,PSc080772,2010-09-16,FUV,3h31m35.901s,-28d14m27.1s,76,76,0,2502,-642,nan,PSc080772-FUV.fits.gz
1624,PSc080772,2010-09-16,NUV,3h31m35.901s,-28d14m27.1s,212,110,102,2502,83,65,PSc080772-NUV.fits.gz
1625,PSc090072,2010-10-06,FUV,8h42m23.584s,45d25m14.37s,7,7,0,2454,-925,nan,PSc090072-FUV.fits.gz
1626,PSc090072,2010-10-06,NUV,8h42m23.584s,45d25m14.37s,7,7,0,2454,-925,nan,PSc090072-NUV.fits.gz
1627,PSc090097,2010-09-27,NUV,23h28m20.865s,-0d57m34.36s,1,1,0,344,-344,nan,PSc090097-NUV.fits.gz
1628,PSc090107,2010-09-27,FUV,2h22m57.885s,-4d18m40.25s,34,34,0,2473,-674,nan,PSc090107-FUV.fits.gz
1629,PSc090107,2010-09-27,NUV,2h22m57.885s,-4d18m40.25s,56,46,10,2473,46,29,PSc090107-NUV.fits.gz
1630,PSc090128,2010-10-07,FUV,2h24m04.603s,-3d13m33.83s,3,3,0,1423,-684,nan,PSc090128-FUV.fits.gz
1631,PSc090128,2010-10-07,NUV,2h24m04.603s,-3d13m33.83s,53,34,19,1423,36,18,PSc090128-NUV.fits.gz
1632,PSc090130,2010-09-16,FUV,3h34m26.099s,-26d35m34.49s,33,33,0,1740,-642,nan,PSc090130-FUV.fits.gz
1633,PSc090130,2010-09-16,NUV,3h34m26.099s,-26d35m34.49s,62,52,10,1740,83,66,PSc090130-NUV.fits.gz
1634,PSc090147,2010-10-07,FUV,2h26m05.502s,-5d29m39.51s,24,24,0,2152,-684,nan,PSc090147-FUV.fits.gz
1635,PSc090147,2010-10-07,NUV,2h26m05.502s,-5d29m39.51s,47,38,9,2152,69,21,PSc090147-NUV.fits.gz
1636,PSc090179,2010-10-08,FUV,2h23m11.11s,-5d20m57.87s,27,27,0,2153,-685,nan,PSc090179-FUV.fits.gz
