,Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
4279,SDSS-II SN 14131,2006-08-28,NUV,1h40m22.896s,-0d20m12.3504s,3,0,3,-392,780,393,SDSS-II_SN_14131-NUV.fits.gz
4280,SDSS-II SN 14137,2006-09-16,FUV,3h46m04.608s,-0d24m02.6604s,2,1,1,1020,812,813,SDSS-II_SN_14137-FUV.fits.gz
4281,SDSS-II SN 14137,2006-09-16,NUV,3h46m04.608s,-0d24m02.6604s,2,1,1,1020,812,813,SDSS-II_SN_14137-NUV.fits.gz
4282,SDSS-II SN 14141,2006-11-20,FUV,1h43m27.504s,0d09m52.175s,3,1,2,18,692,309,SDSS-II_SN_14141-FUV.fits.gz
4283,SDSS-II SN 14141,2006-11-20,NUV,1h43m27.504s,0d09m52.175s,3,1,2,18,692,309,SDSS-II_SN_14141-NUV.fits.gz
4284,SDSS-II SN 1415,2005-09-14,FUV,0h24m25.555s,0d35m57.51s,28,26,2,740,775,755,SDSS-II_SN_1415-FUV.fits.gz
4285,SDSS-II SN 1415,2005-09-14,NUV,0h24m25.555s,0d35m57.51s,29,26,3,740,1496,755,SDSS-II_SN_1415-NUV.fits.gz
4286,SDSS-II SN 14169,2006-09-16,FUV,1h44m51.096s,0d59m16.84s,5,2,3,712,764,386,SDSS-II_SN_14169-FUV.fits.gz
4287,SDSS-II SN 14169,2006-09-16,NUV,1h44m51.096s,0d59m16.84s,5,2,3,712,764,386,SDSS-II_SN_14169-NUV.fits.gz
4288,SDSS-II SN 14173,2006-09-16,NUV,3h26m45.192s,0d59m05.1936s,4,1,3,1026,1168,468,SDSS-II_SN_14173-NUV.fits.gz
4289,SDSS-II SN 14177,2006-09-15,NUV,22h30m22.08s,0d30m59.15s,2,1,1,751,1853,1854,SDSS-II_SN_14177-NUV.fits.gz
4290,SDSS-II SN 14205,2006-09-11,FUV,1h08m45.768s,0d44m00.5532s,4,2,2,1070,750,378,SDSS-II_SN_14205-FUV.fits.gz
4291,SDSS-II SN 14205,2006-09-11,NUV,1h08m45.768s,0d44m00.5532s,8,2,6,1070,1478,378,SDSS-II_SN_14205-NUV.fits.gz
4292,SDSS-II SN 14223,2006-09-17,FUV,21h54m52.56s,-0d30m04.608s,6,2,4,25,718,14,SDSS-II_SN_14223-FUV.fits.gz
4293,SDSS-II SN 14223,2006-09-17,NUV,21h54m52.56s,-0d30m04.608s,6,2,4,25,718,14,SDSS-II_SN_14223-NUV.fits.gz
4294,SDSS-II SN 14227,2006-09-18,FUV,22h21m32.16s,-0d37m53.778s,1,1,0,755,-755,nan,SDSS-II_SN_14227-FUV.fits.gz
4295,SDSS-II SN 14227,2006-09-18,NUV,22h21m32.16s,-0d37m53.778s,2,1,1,755,1850,1851,SDSS-II_SN_14227-NUV.fits.gz
4296,SDSS-II SN 14231,2006-09-30,FUV,3h50m35.936s,0d47m15.36s,3,1,2,1034,811,808,SDSS-II_SN_14231-FUV.fits.gz
4297,SDSS-II SN 14231,2006-09-30,NUV,3h50m35.936s,0d47m15.36s,4,1,3,1034,1155,808,SDSS-II_SN_14231-NUV.fits.gz
4298,SDSS-II SN 14250,2006-09-17,FUV,0h51m17.382s,-0d36m18.87s,3,1,2,1078,398,372,SDSS-II_SN_14250-FUV.fits.gz
4299,SDSS-II SN 14250,2006-09-17,NUV,0h51m17.382s,-0d36m18.87s,3,1,2,1078,398,372,SDSS-II_SN_14250-NUV.fits.gz
4300,SDSS-II SN 14258,2006-09-17,FUV,2h16m33.79s,-0d07m12.6s,3,1,2,1028,768,768,SDSS-II_SN_14258-FUV.fits.gz
4301,SDSS-II SN 14258,2006-09-17,NUV,2h16m33.79s,-0d07m12.6s,3,1,2,1028,768,768,SDSS-II_SN_14258-NUV.fits.gz
4302,SDSS-II SN 14260,2006-09-11,FUV,3h32m57.24s,-0d07m31.0728s,3,0,3,-90,829,90,SDSS-II_SN_14260-FUV.fits.gz
4303,SDSS-II SN 14260,2006-09-11,NUV,3h32m57.24s,-0d07m31.0728s,3,0,3,-90,829,90,SDSS-II_SN_14260-NUV.fits.gz
4304,SDSS-II SN 14268,2006-09-22,FUV,3h28m47.862s,0d23m28.04s,3,1,2,1032,802,462,SDSS-II_SN_14268-FUV.fits.gz
4305,SDSS-II SN 14268,2006-09-22,NUV,3h28m47.862s,0d23m28.04s,4,1,3,1032,1162,462,SDSS-II_SN_14268-NUV.fits.gz
4306,SDSS-II SN 14295,2006-09-17,FUV,1h18m28.752s,-0d52m43.446s,4,0,4,-756,791,756,SDSS-II_SN_14295-FUV.fits.gz
4307,SDSS-II SN 14295,2006-09-17,NUV,1h18m28.752s,-0d52m43.446s,5,0,5,-756,1867,756,SDSS-II_SN_14295-NUV.fits.gz
4308,SDSS-II SN 14303,2006-09-27,NUV,20h42m27.516s,-0d32m07.01s,4,0,4,-691,1026,692,SDSS-II_SN_14303-NUV.fits.gz
4309,SDSS-II SN 14304,2006-09-27,NUV,20h44m00.449s,-0d36m21.17s,4,0,4,-691,1026,692,SDSS-II_SN_14304-NUV.fits.gz
4310,SDSS-II SN 14305,2006-09-19,NUV,20h47m52.56s,-0d35m36.5892s,11,2,9,43,1384,307,SDSS-II_SN_14305-NUV.fits.gz
4311,SDSS-II SN 14308,2006-09-17,FUV,21h23m15.84s,-0d36m52.2144s,4,2,2,1,702,668,SDSS-II_SN_14308-FUV.fits.gz
4312,SDSS-II SN 14308,2006-09-17,NUV,21h23m15.84s,-0d36m52.2144s,4,2,2,1,702,668,SDSS-II_SN_14308-NUV.fits.gz
4313,SDSS-II SN 14311,2006-09-17,FUV,21h08m24.72s,-0d03m09.2s,2,0,2,-693,693,693,SDSS-II_SN_14311-FUV.fits.gz
4314,SDSS-II SN 14311,2006-09-17,NUV,21h08m24.72s,-0d03m09.2s,8,0,8,-693,1822,693,SDSS-II_SN_14311-NUV.fits.gz
4315,SDSS-II SN 14317,2006-09-29,FUV,21h02m16.981s,0d19m50.08s,9,5,4,1131,709,297,SDSS-II_SN_14317-FUV.fits.gz
4316,SDSS-II SN 14317,2006-09-29,NUV,21h02m16.981s,0d19m50.08s,14,6,8,1131,1029,297,SDSS-II_SN_14317-NUV.fits.gz
4317,SDSS-II SN 14322,2006-09-19,FUV,23h35m05.53s,-0d10m09.78s,6,3,3,1071,719,4,SDSS-II_SN_14322-FUV.fits.gz
4318,SDSS-II SN 14322,2006-09-19,NUV,23h35m05.53s,-0d10m09.78s,7,4,3,1071,719,4,SDSS-II_SN_14322-NUV.fits.gz
4319,SDSS-II SN 14327,2006-09-19,FUV,0h09m22.98s,-0d11m24.5s,5,1,4,1064,764,381,SDSS-II_SN_14327-FUV.fits.gz
4320,SDSS-II SN 14327,2006-09-19,NUV,0h09m22.98s,-0d11m24.5s,5,1,4,1064,764,381,SDSS-II_SN_14327-NUV.fits.gz
4321,SDSS-II SN 14330,2006-09-29,FUV,0h28m30.18s,-0d04m06.258s,5,2,3,1090,359,359,SDSS-II_SN_14330-FUV.fits.gz
4322,SDSS-II SN 14330,2006-09-29,NUV,0h28m30.18s,-0d04m06.258s,5,2,3,1090,359,359,SDSS-II_SN_14330-NUV.fits.gz
4323,SDSS-II SN 14333,2006-09-28,FUV,1h05m08.496s,-0d00m45.34s,2,1,1,1087,374,374,SDSS-II_SN_14333-FUV.fits.gz
4324,SDSS-II SN 14333,2006-09-28,NUV,1h05m08.496s,-0d00m45.34s,2,1,1,1087,374,374,SDSS-II_SN_14333-NUV.fits.gz
4325,SDSS-II SN 14343,2006-09-19,FUV,0h02m49.718s,-0d57m14.57s,7,2,5,1064,414,377,SDSS-II_SN_14343-FUV.fits.gz
4326,SDSS-II SN 14343,2006-09-19,NUV,0h02m49.718s,-0d57m14.57s,7,2,5,1064,414,377,SDSS-II_SN_14343-NUV.fits.gz
4327,SDSS-II SN 14346,2006-09-28,FUV,0h28m35.7264s,-1d00m13.392s,7,2,5,1089,409,360,SDSS-II_SN_14346-FUV.fits.gz
4328,SDSS-II SN 14346,2006-09-28,NUV,0h28m35.7264s,-1d00m13.392s,7,2,5,1089,409,360,SDSS-II_SN_14346-NUV.fits.gz
4329,SDSS-II SN 14347,2006-09-17,FUV,1h07m55.396s,-1d01m01.45s,5,1,4,1076,740,385,SDSS-II_SN_14347-FUV.fits.gz
4330,SDSS-II SN 14347,2006-09-17,NUV,1h07m55.396s,-1d01m01.45s,5,1,4,1076,740,385,SDSS-II_SN_14347-NUV.fits.gz
4331,SDSS-II SN 14357,2006-09-19,FUV,3h10m35.051s,-0d56m16.93s,8,0,8,-397,826,397,SDSS-II_SN_14357-FUV.fits.gz
4332,SDSS-II SN 14357,2006-09-19,NUV,3h10m35.051s,-0d56m16.93s,9,0,9,-397,1166,397,SDSS-II_SN_14357-NUV.fits.gz
4333,SDSS-II SN 14361,2006-09-11,FUV,2h54m03.716s,-0d06m18.87s,4,3,1,660,402,403,SDSS-II_SN_14361-FUV.fits.gz
4334,SDSS-II SN 14361,2006-09-11,NUV,2h54m03.716s,-0d06m18.87s,5,3,2,660,1140,403,SDSS-II_SN_14361-NUV.fits.gz
4335,SDSS-II SN 14372,2006-09-19,FUV,3h23m14.839s,-0d08m28.35s,3,1,2,1029,817,817,SDSS-II_SN_14372-FUV.fits.gz
4336,SDSS-II SN 14372,2006-09-19,NUV,3h23m14.839s,-0d08m28.35s,3,1,2,1029,817,817,SDSS-II_SN_14372-NUV.fits.gz
4337,SDSS-II SN 14375,2006-09-11,FUV,2h31m30.5s,-0d34m24.6s,5,0,5,-402,786,402,SDSS-II_SN_14375-FUV.fits.gz
4338,SDSS-II SN 14375,2006-09-11,NUV,2h31m30.5s,-0d34m24.6s,5,0,5,-402,786,402,SDSS-II_SN_14375-NUV.fits.gz
4339,SDSS-II SN 14382,2006-09-15,FUV,23h56m35.689s,0d12m15.34s,3,1,2,1060,420,38,SDSS-II_SN_14382-FUV.fits.gz
4340,SDSS-II SN 14382,2006-09-15,NUV,23h56m35.689s,0d12m15.34s,3,1,2,1060,420,38,SDSS-II_SN_14382-NUV.fits.gz
4341,SDSS-II SN 14389,2006-09-17,FUV,1h48m09.269s,0d17m45.91s,3,2,1,713,763,763,SDSS-II_SN_14389-FUV.fits.gz
4342,SDSS-II SN 14389,2006-09-17,NUV,1h48m09.269s,0d17m45.91s,3,2,1,713,763,763,SDSS-II_SN_14389-NUV.fits.gz
4343,SDSS-II SN 14403,2006-09-28,FUV,1h07m21.17s,0d39m07.1s,5,2,3,1087,733,395,SDSS-II_SN_14403-FUV.fits.gz
4344,SDSS-II SN 14403,2006-09-28,NUV,1h07m21.17s,0d39m07.1s,15,2,13,1087,1461,395,SDSS-II_SN_14403-NUV.fits.gz
4345,SDSS-II SN 14419,2006-09-29,FUV,1h57m30.528s,1d09m50.256s,3,0,3,-753,766,753,SDSS-II_SN_14419-FUV.fits.gz
4346,SDSS-II SN 14419,2006-09-29,NUV,1h57m30.528s,1d09m50.256s,3,0,3,-753,766,753,SDSS-II_SN_14419-NUV.fits.gz
4347,SDSS-II SN 14425,2006-09-29,FUV,3h26m30.096s,1d10m50.052s,3,1,2,1039,807,808,SDSS-II_SN_14425-FUV.fits.gz
4348,SDSS-II SN 14425,2006-09-29,NUV,3h26m30.096s,1d10m50.052s,3,1,2,1039,807,808,SDSS-II_SN_14425-NUV.fits.gz
4349,SDSS-II SN 14429,2006-09-11,NUV,3h48m35.208s,-0d26m32.3952s,11,2,9,1015,1900,92,SDSS-II_SN_14429-NUV.fits.gz
4350,SDSS-II SN 14438,2006-09-20,FUV,22h40m15.659s,-1d04m09.51s,6,5,1,770,728,729,SDSS-II_SN_14438-FUV.fits.gz
4351,SDSS-II SN 14438,2006-09-20,NUV,22h40m15.659s,-1d04m09.51s,7,6,1,770,728,729,SDSS-II_SN_14438-NUV.fits.gz
4352,SDSS-II SN 14444,2006-09-20,NUV,22h26m48.381s,-0d48m56.36s,4,0,4,-738,1848,738,SDSS-II_SN_14444-NUV.fits.gz
4353,SDSS-II SN 14445,2006-09-27,FUV,22h43m51.036s,-0d45m14.18s,6,4,2,778,738,734,SDSS-II_SN_14445-FUV.fits.gz
4354,SDSS-II SN 14445,2006-09-27,NUV,22h43m51.036s,-0d45m14.18s,10,4,6,778,1775,734,SDSS-II_SN_14445-NUV.fits.gz
4355,SDSS-II SN 14446,2006-09-27,FUV,22h50m30.24s,-0d40m24.0204s,4,1,3,14,743,11,SDSS-II_SN_14446-FUV.fits.gz
4356,SDSS-II SN 14446,2006-09-27,NUV,22h50m30.24s,-0d40m24.0204s,6,1,5,14,1797,11,SDSS-II_SN_14446-NUV.fits.gz
4357,SDSS-II SN 14453,2006-09-27,FUV,21h05m08.718s,0d56m57.98s,7,2,5,51,710,299,SDSS-II_SN_14453-FUV.fits.gz
4358,SDSS-II SN 14453,2006-09-27,NUV,21h05m08.718s,0d56m57.98s,13,2,11,51,1812,299,SDSS-II_SN_14453-NUV.fits.gz
4359,SDSS-II SN 14455,2006-09-18,FUV,21h25m27.12s,0d51m04.842s,8,0,8,-311,704,311,SDSS-II_SN_14455-FUV.fits.gz
4360,SDSS-II SN 14455,2006-09-18,NUV,21h25m27.12s,0d51m04.842s,10,0,10,-311,1781,311,SDSS-II_SN_14455-NUV.fits.gz
4361,SDSS-II SN 14463,2006-09-27,FUV,0h12m34.899s,-0d21m01.62s,5,1,4,11,756,31,SDSS-II_SN_14463-FUV.fits.gz
4362,SDSS-II SN 14463,2006-09-27,NUV,0h12m34.899s,-0d21m01.62s,5,1,4,11,756,31,SDSS-II_SN_14463-NUV.fits.gz
4363,SDSS-II SN 14467,2006-09-27,FUV,1h42m24.47s,-0d18m46.45s,2,0,2,-362,750,363,SDSS-II_SN_14467-FUV.fits.gz
4364,SDSS-II SN 14467,2006-09-27,NUV,1h42m24.47s,-0d18m46.45s,2,0,2,-362,750,363,SDSS-II_SN_14467-NUV.fits.gz
4365,SDSS-II SN 14470,2006-09-27,FUV,2h56m51.591s,-0d21m06.2s,4,3,1,676,386,387,SDSS-II_SN_14470-FUV.fits.gz
4366,SDSS-II SN 14470,2006-09-27,NUV,2h56m51.591s,-0d21m06.2s,4,3,1,676,386,387,SDSS-II_SN_14470-NUV.fits.gz
4367,SDSS-II SN 14478,2006-09-27,FUV,23h41m10.32s,0d04m09.19s,5,2,3,12,359,21,SDSS-II_SN_14478-FUV.fits.gz
4368,SDSS-II SN 14478,2006-09-27,NUV,23h41m10.32s,0d04m09.19s,5,2,3,12,359,21,SDSS-II_SN_14478-NUV.fits.gz
4369,SDSS-II SN 14480,2006-09-27,FUV,0h00m04.19s,0d01m22.66s,5,1,4,1072,371,369,SDSS-II_SN_14480-FUV.fits.gz
4370,SDSS-II SN 14480,2006-09-27,NUV,0h00m04.19s,0d01m22.66s,5,1,4,1072,371,369,SDSS-II_SN_14480-NUV.fits.gz
4371,SDSS-II SN 14496,2006-09-18,FUV,0h29m15.9168s,-1d13m40.764s,7,0,7,-38,725,39,SDSS-II_SN_14496-FUV.fits.gz
4372,SDSS-II SN 14496,2006-09-18,NUV,0h29m15.9168s,-1d13m40.764s,7,0,7,-38,725,39,SDSS-II_SN_14496-NUV.fits.gz
4373,SDSS-II SN 14498,2006-09-27,FUV,0h47m03.312s,-1d13m28.704s,3,1,2,1088,375,362,SDSS-II_SN_14498-FUV.fits.gz
4374,SDSS-II SN 14498,2006-09-27,NUV,0h47m03.312s,-1d13m28.704s,3,1,2,1088,375,362,SDSS-II_SN_14498-NUV.fits.gz
4375,SDSS-II SN 14500,2006-09-12,FUV,1h36m07.728s,-1d06m16.848s,5,2,3,708,767,389,SDSS-II_SN_14500-FUV.fits.gz
4376,SDSS-II SN 14500,2006-09-12,NUV,1h36m07.728s,-1d06m16.848s,5,2,3,708,767,389,SDSS-II_SN_14500-NUV.fits.gz
4377,SDSS-II SN 14505,2006-09-16,FUV,2h12m45.48s,-1d05m21.228s,5,3,2,1066,767,64,SDSS-II_SN_14505-FUV.fits.gz
4378,SDSS-II SN 14505,2006-09-16,NUV,2h12m45.48s,-1d05m21.228s,5,3,2,1066,767,64,SDSS-II_SN_14505-NUV.fits.gz
4379,SDSS-II SN 14522,2006-09-27,FUV,1h54m06.89s,-0d43m31.94s,7,4,3,723,754,754,SDSS-II_SN_14522-FUV.fits.gz
4380,SDSS-II SN 14522,2006-09-27,NUV,1h54m06.89s,-0d43m31.94s,7,4,3,723,754,754,SDSS-II_SN_14522-NUV.fits.gz
4381,SDSS-II SN 14523,2006-09-27,FUV,2h00m30.24s,-0d42m37.89s,3,1,2,722,755,755,SDSS-II_SN_14523-FUV.fits.gz
4382,SDSS-II SN 14523,2006-09-27,NUV,2h00m30.24s,-0d42m37.89s,3,1,2,722,755,755,SDSS-II_SN_14523-NUV.fits.gz
4383,SDSS-II SN 14524,2006-10-02,FUV,2h46m15.082s,-0d47m51.94s,3,1,2,1070,780,767,SDSS-II_SN_14524-FUV.fits.gz
4384,SDSS-II SN 14524,2006-10-02,NUV,2h46m15.082s,-0d47m51.94s,6,1,5,1070,1877,767,SDSS-II_SN_14524-NUV.fits.gz
4385,SDSS-II SN 14525,2006-10-02,FUV,1h07m31.872s,0d28m38.8s,5,1,4,1091,729,370,SDSS-II_SN_14525-FUV.fits.gz
4386,SDSS-II SN 14525,2006-10-02,NUV,1h07m31.872s,0d28m38.8s,6,1,5,1091,1457,370,SDSS-II_SN_14525-NUV.fits.gz
4387,SDSS-II SN 14528,2006-09-20,FUV,23h19m44.438s,0d28m46.73s,3,0,3,-12,750,13,SDSS-II_SN_14528-FUV.fits.gz
4388,SDSS-II SN 14528,2006-09-20,NUV,23h19m44.438s,0d28m46.73s,3,0,3,-12,750,13,SDSS-II_SN_14528-NUV.fits.gz
4389,SDSS-II SN 14531,2006-09-27,FUV,0h10m29.828s,0d29m04.69s,10,1,9,1072,734,370,SDSS-II_SN_14531-FUV.fits.gz
4390,SDSS-II SN 14531,2006-09-27,NUV,0h10m29.828s,0d29m04.69s,10,1,9,1072,734,370,SDSS-II_SN_14531-NUV.fits.gz
4391,SDSS-II SN 14539,2006-09-27,FUV,1h52m58.34s,0d30m18.9s,13,0,13,-384,759,384,SDSS-II_SN_14539-FUV.fits.gz
4392,SDSS-II SN 14539,2006-09-27,NUV,1h52m58.34s,0d30m18.9s,23,0,23,-384,1534,384,SDSS-II_SN_14539-NUV.fits.gz
4393,SDSS-II SN 14545,2006-09-20,FUV,23h26m59.581s,1d01m02.09s,3,3,0,353,-351,nan,SDSS-II_SN_14545-FUV.fits.gz
4394,SDSS-II SN 14545,2006-09-20,NUV,23h26m59.581s,1d01m02.09s,3,3,0,353,-351,nan,SDSS-II_SN_14545-NUV.fits.gz
4395,SDSS-II SN 14561,2006-09-27,FUV,3h06m47.719s,0d56m58.36s,5,0,5,-388,767,388,SDSS-II_SN_14561-FUV.fits.gz
4396,SDSS-II SN 14561,2006-09-27,NUV,3h06m47.719s,0d56m58.36s,5,0,5,-388,767,388,SDSS-II_SN_14561-NUV.fits.gz
4397,SDSS-II SN 14567,2006-10-01,FUV,3h41m43.56s,-0d20m43.116s,2,0,2,-806,806,807,SDSS-II_SN_14567-FUV.fits.gz
4398,SDSS-II SN 14567,2006-10-01,NUV,3h41m43.56s,-0d20m43.116s,3,0,3,-806,1155,807,SDSS-II_SN_14567-NUV.fits.gz
4399,SDSS-II SN 14579,2006-09-16,FUV,3h06m39.432s,-1d06m14.184s,7,1,6,1023,829,400,SDSS-II_SN_14579-FUV.fits.gz
4400,SDSS-II SN 14579,2006-09-16,NUV,3h06m39.432s,-1d06m14.184s,7,1,6,1023,829,400,SDSS-II_SN_14579-NUV.fits.gz
4401,SDSS-II SN 14588,2006-09-16,FUV,3h10m45.422s,-0d46m36.23s,4,0,4,-400,818,400,SDSS-II_SN_14588-FUV.fits.gz
4402,SDSS-II SN 14588,2006-09-16,NUV,3h10m45.422s,-0d46m36.23s,4,0,4,-400,818,400,SDSS-II_SN_14588-NUV.fits.gz
4403,SDSS-II SN 14589,2006-09-27,FUV,3h12m02.913s,-0d40m39.06s,4,0,4,-389,807,389,SDSS-II_SN_14589-FUV.fits.gz
4404,SDSS-II SN 14589,2006-09-27,NUV,3h12m02.913s,-0d40m39.06s,4,0,4,-389,807,389,SDSS-II_SN_14589-NUV.fits.gz
4405,SDSS-II SN 14591,2006-09-27,FUV,3h20m52.272s,-0d49m49.818s,5,1,4,1037,809,389,SDSS-II_SN_14591-FUV.fits.gz
4406,SDSS-II SN 14591,2006-09-27,NUV,3h20m52.272s,-0d49m49.818s,5,1,4,1037,809,389,SDSS-II_SN_14591-NUV.fits.gz
4407,SDSS-II SN 14593,2006-09-27,FUV,3h39m51.269s,-0d46m39.13s,5,0,5,-74,810,74,SDSS-II_SN_14593-FUV.fits.gz
4408,SDSS-II SN 14593,2006-09-27,NUV,3h39m51.269s,-0d46m39.13s,6,0,6,-74,1159,74,SDSS-II_SN_14593-NUV.fits.gz
4409,SDSS-II SN 1461,2005-09-09,FUV,1h37m29.44s,0d12m35s,4,0,4,-745,1146,746,SDSS-II_SN_1461-FUV.fits.gz
4410,SDSS-II SN 1461,2005-09-09,NUV,1h37m29.44s,0d12m35s,6,0,6,-745,2239,746,SDSS-II_SN_1461-NUV.fits.gz
4411,SDSS-II SN 14619,2006-09-19,FUV,21h32m50.16s,-0d03m38.448s,179,46,133,1125,727,310,SDSS-II_SN_14619-FUV.fits.gz
4412,SDSS-II SN 14619,2006-09-19,NUV,21h32m50.16s,-0d03m38.448s,385,176,209,1125,1801,310,SDSS-II_SN_14619-NUV.fits.gz
4413,SDSS-II SN 14624,2006-09-19,FUV,21h33m45.915s,0d20m45.28s,167,36,131,1102,702,310,SDSS-II_SN_14624-FUV.fits.gz
4414,SDSS-II SN 14635,2006-09-19,FUV,0h28m15.638s,1d04m35.796s,6,0,6,-351,369,351,SDSS-II_SN_14635-FUV.fits.gz
4415,SDSS-II SN 14635,2006-09-19,NUV,0h28m15.638s,1d04m35.796s,6,0,6,-351,369,351,SDSS-II_SN_14635-NUV.fits.gz
4416,SDSS-II SN 14638,2006-09-19,FUV,23h54m14.366s,-0d07m29.09s,7,1,6,1064,716,34,SDSS-II_SN_14638-FUV.fits.gz
4417,SDSS-II SN 14638,2006-09-19,NUV,23h54m14.366s,-0d07m29.09s,7,1,6,1064,716,34,SDSS-II_SN_14638-NUV.fits.gz
4418,SDSS-II SN 14644,2006-09-22,FUV,1h36m19.364s,-0d04m10.63s,4,2,2,718,755,379,SDSS-II_SN_14644-FUV.fits.gz
4419,SDSS-II SN 14644,2006-09-22,NUV,1h36m19.364s,-0d04m10.63s,4,2,2,718,755,379,SDSS-II_SN_14644-NUV.fits.gz
4420,SDSS-II SN 14649,2006-09-29,FUV,1h49m42.528s,-0d09m48.3624s,3,2,1,725,751,751,SDSS-II_SN_14649-FUV.fits.gz
4421,SDSS-II SN 14649,2006-09-29,NUV,1h49m42.528s,-0d09m48.3624s,3,2,1,725,751,751,SDSS-II_SN_14649-NUV.fits.gz
4422,SDSS-II SN 14654,2006-09-29,FUV,23h17m25.92s,-0d50m47.8536s,4,3,1,1131,740,741,SDSS-II_SN_14654-FUV.fits.gz
4423,SDSS-II SN 14654,2006-09-29,NUV,23h17m25.92s,-0d50m47.8536s,4,3,1,1131,740,741,SDSS-II_SN_14654-NUV.fits.gz
4424,SDSS-II SN 14671,2006-09-11,FUV,1h39m44.724s,-0d50m07.84s,3,0,3,-378,766,379,SDSS-II_SN_14671-FUV.fits.gz
4425,SDSS-II SN 14671,2006-09-11,NUV,1h39m44.724s,-0d50m07.84s,3,0,3,-378,766,379,SDSS-II_SN_14671-NUV.fits.gz
4426,SDSS-II SN 14675,2006-09-11,FUV,2h11m58.704s,-0d02m35.9196s,4,1,3,1022,799,774,SDSS-II_SN_14675-FUV.fits.gz
4427,SDSS-II SN 14675,2006-09-11,NUV,2h11m58.704s,-0d02m35.9196s,4,1,3,1022,799,774,SDSS-II_SN_14675-NUV.fits.gz
4428,SDSS-II SN 14708,2006-09-28,FUV,1h01m15.498s,-0d27m53.57s,5,1,4,1087,395,374,SDSS-II_SN_14708-FUV.fits.gz
4429,SDSS-II SN 14708,2006-09-28,NUV,1h01m15.498s,-0d27m53.57s,5,1,4,1087,395,374,SDSS-II_SN_14708-NUV.fits.gz
4430,SDSS-II SN 14727,2006-09-11,FUV,3h42m51.768s,-0d03m46.188s,5,0,5,-90,826,90,SDSS-II_SN_14727-FUV.fits.gz
4431,SDSS-II SN 14727,2006-09-11,NUV,3h42m51.768s,-0d03m46.188s,7,0,7,-90,1175,90,SDSS-II_SN_14727-NUV.fits.gz
4432,SDSS-II SN 14733,2006-10-03,FUV,0h56m34.752s,0d13m51.582s,6,1,5,1092,391,357,SDSS-II_SN_14733-FUV.fits.gz
4433,SDSS-II SN 14733,2006-10-03,NUV,0h56m34.752s,0d13m51.582s,6,1,5,1092,391,357,SDSS-II_SN_14733-NUV.fits.gz
4434,SDSS-II SN 14742,2006-09-11,FUV,3h02m09.048s,0d12m51.818s,4,1,3,1018,828,802,SDSS-II_SN_14742-FUV.fits.gz
4435,SDSS-II SN 14742,2006-09-11,NUV,3h02m09.048s,0d12m51.818s,4,1,3,1018,828,802,SDSS-II_SN_14742-NUV.fits.gz
4436,SDSS-II SN 14750,2006-09-29,FUV,2h18m04.564s,0d39m11.04s,5,1,4,1040,756,404,SDSS-II_SN_14750-FUV.fits.gz
4437,SDSS-II SN 14750,2006-09-29,NUV,2h18m04.564s,0d39m11.04s,5,1,4,1040,756,404,SDSS-II_SN_14750-NUV.fits.gz
4438,SDSS-II SN 14756,2006-09-29,FUV,3h21m04.632s,0d48m58.482s,2,0,2,-807,807,807,SDSS-II_SN_14756-FUV.fits.gz
4439,SDSS-II SN 14756,2006-09-29,NUV,3h21m04.632s,0d48m58.482s,2,0,2,-807,807,807,SDSS-II_SN_14756-NUV.fits.gz
4440,SDSS-II SN 14760,2006-09-30,FUV,3h45m00.1s,0d43m41.5s,2,1,1,1034,797,797,SDSS-II_SN_14760-FUV.fits.gz
4441,SDSS-II SN 14760,2006-09-30,NUV,3h45m00.1s,0d43m41.5s,2,1,1,1034,797,797,SDSS-II_SN_14760-NUV.fits.gz
4442,SDSS-II SN 14763,2006-09-29,FUV,2h14m16.01s,1d07m17.15s,3,0,3,-389,755,389,SDSS-II_SN_14763-FUV.fits.gz
4443,SDSS-II SN 14763,2006-09-29,NUV,2h14m16.01s,1d07m17.15s,3,0,3,-389,755,389,SDSS-II_SN_14763-NUV.fits.gz
4444,SDSS-II SN 14771,2006-10-04,FUV,2h47m22.752s,1d09m25.272s,3,1,2,1073,748,380,SDSS-II_SN_14771-FUV.fits.gz
4445,SDSS-II SN 14771,2006-10-04,NUV,2h47m22.752s,1d09m25.272s,3,1,2,1073,748,380,SDSS-II_SN_14771-NUV.fits.gz
4446,SDSS-II SN 1478,2005-09-09,FUV,2h11m07.512s,0d08m49.603s,2,1,1,655,1166,1167,SDSS-II_SN_1478-FUV.fits.gz
4447,SDSS-II SN 1478,2005-09-09,NUV,2h11m07.512s,0d08m49.603s,2,1,1,655,1166,1167,SDSS-II_SN_1478-NUV.fits.gz
4448,SDSS-II SN 14784,2006-09-20,FUV,21h35m11.76s,-0d20m55.9s,70,13,57,1126,726,313,SDSS-II_SN_14784-FUV.fits.gz
4449,SDSS-II SN 14784,2006-09-20,NUV,21h35m11.76s,-0d20m55.9s,187,102,85,1126,1458,313,SDSS-II_SN_14784-NUV.fits.gz
4450,SDSS-II SN 14786,2006-09-15,FUV,22h07m16.901s,-0d19m16.95s,4,1,3,2,739,16,SDSS-II_SN_14786-FUV.fits.gz
